epoch,train_loss,global_test_acc,global_test_loss,rec_apa,rec_loss,personal_apa,personal_loss,core_clean_ratio,recover_ratio,train_ratio,agreement_ratio,recovery_trigger,w_rn,w_rec,w_pfl,core_count,recover_count,train_count,total_count,actual_train_clean_count,actual_round_clean_count,missed_clean_count,false_clean_count,total_wrong_count,actual_train_clean_ratio,clean_recall
0,1.250134,18.560000,2.228297,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,20184,20184,0,4816,4816,0.807360,1.000000
1,1.256407,25.830000,2.119230,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,19768,19768,0,5232,5232,0.790720,1.000000
2,1.238770,28.140000,2.064749,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,19668,19668,0,5332,5332,0.786720,1.000000
3,1.202364,30.020000,2.030851,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,19568,19568,0,5432,5432,0.782720,1.000000
4,1.101324,33.720000,1.990421,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,20342,20342,0,4658,4658,0.813680,1.000000
5,1.109521,34.760000,1.960171,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,20132,20132,0,4868,4868,0.805280,1.000000
6,1.129440,35.490000,1.942523,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,20042,20042,0,4958,4958,0.801680,1.000000
7,1.128939,33.220000,1.943820,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,19888,19888,0,5112,5112,0.795520,1.000000
8,1.052142,36.630000,1.921028,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,20562,20562,0,4438,4438,0.822480,1.000000
9,1.137018,40.220000,1.890582,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,19894,19894,0,5106,5106,0.795760,1.000000
10,1.102220,39.460000,1.888269,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,20072,20072,0,4928,4928,0.802880,1.000000
11,1.070137,39.360000,1.873551,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,20034,20034,0,4966,4966,0.801360,1.000000
12,1.031552,41.640000,1.853638,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,20474,20474,0,4526,4526,0.818960,1.000000
13,1.004547,41.510000,1.846424,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,20492,20492,0,4508,4508,0.819680,1.000000
14,1.107940,40.900000,1.852348,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,19876,19876,0,5124,5124,0.795040,1.000000
15,1.090927,40.530000,1.860946,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,19988,19988,0,5012,5012,0.799520,1.000000
16,1.119751,41.400000,1.847987,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,19754,19754,0,5246,5246,0.790160,1.000000
17,1.100707,41.620000,1.842022,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,19886,19886,0,5114,5114,0.795440,1.000000
18,1.102607,43.640000,1.828535,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,19822,19822,0,5178,5178,0.792880,1.000000
19,1.047711,42.300000,1.831738,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,20186,20186,0,4814,4814,0.807440,1.000000
20,1.143751,43.520000,1.833874,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,25000,0,25000,25000,19488,19488,0,5512,5512,0.779520,1.000000
