epoch,train_loss,global_test_acc,global_test_loss,rec_apa,rec_loss,personal_apa,personal_loss,core_clean_ratio,recover_ratio,train_ratio,agreement_ratio,recovery_trigger,w_rn,w_rec,w_pfl,core_count,recover_count,train_count,total_count,actual_train_clean_count,actual_round_clean_count,missed_clean_count,false_clean_count,total_wrong_count,actual_train_clean_ratio,clean_recall
0,1.715775,25.520000,2.073470,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,5000,0,5000,5000,3872,3872,0,1128,1128,0.774400,1.000000
1,1.531107,34.320000,1.871334,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,5000,0,5000,5000,4142,4142,0,858,858,0.828400,1.000000
2,1.509738,29.530000,1.864222,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,5000,0,5000,5000,3980,3980,0,1020,1020,0.796000,1.000000
3,1.487326,40.730000,1.731766,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,5000,0,5000,5000,4014,4014,0,986,986,0.802800,1.000000
4,1.560530,35.830000,1.762958,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,5000,0,5000,5000,3812,3812,0,1188,1188,0.762400,1.000000
5,1.366767,33.270000,1.785845,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,5000,0,5000,5000,4064,4064,0,936,936,0.812800,1.000000
6,1.463313,40.900000,1.681385,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,5000,0,5000,5000,3988,3988,0,1012,1012,0.797600,1.000000
7,1.294142,40.460000,1.668173,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,5000,0,5000,5000,4094,4094,0,906,906,0.818800,1.000000
8,1.401513,44.420000,1.606155,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,5000,0,5000,5000,4006,4006,0,994,994,0.801200,1.000000
9,1.428618,44.360000,1.647379,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,5000,0,5000,5000,3792,3792,0,1208,1208,0.758400,1.000000
10,1.259121,45.350000,1.627380,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,5000,0,5000,5000,4150,4150,0,850,850,0.830000,1.000000
11,1.361792,43.760000,1.610830,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,5000,0,5000,5000,4050,4050,0,950,950,0.810000,1.000000
12,1.305633,42.840000,1.647013,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,5000,0,5000,5000,4020,4020,0,980,980,0.804000,1.000000
13,1.432379,48.490000,1.543649,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,5000,0,5000,5000,3794,3794,0,1206,1206,0.758800,1.000000
14,1.368961,46.540000,1.589216,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,5000,0,5000,5000,3880,3880,0,1120,1120,0.776000,1.000000
15,1.357255,44.160000,1.638331,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,5000,0,5000,5000,3956,3956,0,1044,1044,0.791200,1.000000
16,1.285386,38.110000,1.650894,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1.000000,0.000000,0.000000,5000,0,5000,5000,4108,4108,0,892,892,0.821600,1.000000
