epoch,train_acc,train_loss,test_acc,test_loss,local_train_loss,selected_clients,total_count,actual_round_clean_count,actual_round_noisy_count,fedrn_clean_count,fedrn_noisy_count,train_count,actual_train_clean_count,actual_train_noisy_count,missed_clean_count,false_clean_count,correctly_excluded_noisy_count,actual_round_clean_ratio,fedrn_clean_ratio,fedrn_noisy_ratio,actual_train_clean_ratio,clean_recall,train_ratio
13,23.140000,2.177268,31.780000,2.039351,1.409116,50,25000,15984,9016,25000,0,25000,15984,9016,0,9016,0,0.639360,1.000000,0.000000,0.639360,1.000000,1.000000
14,22.908000,2.172470,31.950000,2.035105,1.557037,50,25000,14752,10248,25000,0,25000,14752,10248,0,10248,0,0.590080,1.000000,0.000000,0.590080,1.000000,1.000000
15,22.452000,2.177500,29.230000,2.048327,1.536924,50,25000,14976,10024,25000,0,25000,14976,10024,0,10024,0,0.599040,1.000000,0.000000,0.599040,1.000000,1.000000
16,22.270000,2.170578,30.330000,2.041723,1.591940,50,25000,14508,10492,25000,0,25000,14508,10492,0,10492,0,0.580320,1.000000,0.000000,0.580320,1.000000,1.000000
17,23.190000,2.165269,31.580000,2.024992,1.557777,50,25000,14772,10228,25000,0,25000,14772,10228,0,10228,0,0.590880,1.000000,0.000000,0.590880,1.000000,1.000000
18,23.898000,2.161510,33.330000,2.016408,1.548780,50,25000,14644,10356,25000,0,25000,14644,10356,0,10356,0,0.585760,1.000000,0.000000,0.585760,1.000000,1.000000
19,24.200000,2.160422,34.560000,2.013491,1.485838,50,25000,15372,9628,25000,0,25000,15372,9628,0,9628,0,0.614880,1.000000,0.000000,0.614880,1.000000,1.000000
20,23.332000,2.163247,32.120000,2.026857,1.607280,50,25000,13976,11024,25000,0,25000,13976,11024,0,11024,0,0.559040,1.000000,0.000000,0.559040,1.000000,1.000000
21,23.288000,2.160180,30.880000,2.020630,1.445610,50,25000,15836,9164,25000,0,25000,15836,9164,0,9164,0,0.633440,1.000000,0.000000,0.633440,1.000000,1.000000
22,24.480000,2.153639,32.310000,2.008718,1.500443,50,25000,15064,9936,25000,0,25000,15064,9936,0,9936,0,0.602560,1.000000,0.000000,0.602560,1.000000,1.000000
23,23.786000,2.154194,32.300000,2.010367,1.455158,50,25000,15352,9648,25000,0,25000,15352,9648,0,9648,0,0.614080,1.000000,0.000000,0.614080,1.000000,1.000000
24,25.182000,2.141697,34.990000,1.987357,1.500167,50,25000,14924,10076,25000,0,25000,14924,10076,0,10076,0,0.596960,1.000000,0.000000,0.596960,1.000000,1.000000
25,24.548000,2.144533,33.300000,1.992433,1.505566,50,25000,15236,9764,25000,0,25000,15236,9764,0,9764,0,0.609440,1.000000,0.000000,0.609440,1.000000,1.000000
26,24.518000,2.142512,33.830000,1.988511,1.536634,50,25000,14680,10320,25000,0,25000,14680,10320,0,10320,0,0.587200,1.000000,0.000000,0.587200,1.000000,1.000000
27,24.602000,2.144112,33.520000,1.992695,1.456035,50,25000,15732,9268,25000,0,25000,15732,9268,0,9268,0,0.629280,1.000000,0.000000,0.629280,1.000000,1.000000
28,25.382000,2.135165,35.150000,1.974475,1.463674,50,25000,15304,9696,25000,0,25000,15304,9696,0,9696,0,0.612160,1.000000,0.000000,0.612160,1.000000,1.000000
29,23.598000,2.152774,30.300000,2.017052,1.555138,50,25000,14700,10300,25000,0,25000,14700,10300,0,10300,0,0.588000,1.000000,0.000000,0.588000,1.000000,1.000000
30,25.272000,2.140523,34.450000,1.993372,1.532540,50,25000,14480,10520,25000,0,25000,14480,10520,0,10520,0,0.579200,1.000000,0.000000,0.579200,1.000000,1.000000
31,26.018000,2.131887,35.100000,1.976599,1.406837,50,25000,15816,9184,25000,0,25000,15816,9184,0,9184,0,0.632640,1.000000,0.000000,0.632640,1.000000,1.000000
32,24.354000,2.140276,34.120000,1.989219,1.629550,50,25000,13668,11332,25000,0,25000,13668,11332,0,11332,0,0.546720,1.000000,0.000000,0.546720,1.000000,1.000000
33,24.900000,2.139045,33.160000,1.996582,1.606430,50,25000,13876,11124,25000,0,25000,13876,11124,0,11124,0,0.555040,1.000000,0.000000,0.555040,1.000000,1.000000
34,23.448000,2.145891,31.670000,2.002910,1.465615,50,25000,15268,9732,25000,0,25000,15268,9732,0,9732,0,0.610720,1.000000,0.000000,0.610720,1.000000,1.000000
35,25.426000,2.132091,33.960000,1.986011,1.549932,50,25000,14476,10524,25000,0,25000,14476,10524,0,10524,0,0.579040,1.000000,0.000000,0.579040,1.000000,1.000000
