epoch,train_acc,train_loss,test_acc,test_loss,local_train_loss,selected_clients,total_count,actual_round_clean_count,actual_round_noisy_count,fedrn_clean_count,fedrn_noisy_count,train_count,actual_train_clean_count,actual_train_noisy_count,missed_clean_count,false_clean_count,correctly_excluded_noisy_count,actual_round_clean_ratio,fedrn_clean_ratio,fedrn_noisy_ratio,actual_train_clean_ratio,clean_recall,train_ratio
0,13.682000,2.349460,16.660000,2.311263,1.593021,10,5000,3216,1784,5000,0,5000,3216,1784,0,1784,0,0.643200,1.000000,0.000000,0.643200,1.000000,1.000000
1,14.652000,2.304734,19.370000,2.237160,1.615668,10,5000,2980,2020,5000,0,5000,2980,2020,0,2020,0,0.596000,1.000000,0.000000,0.596000,1.000000,1.000000
2,12.802000,2.377821,14.520000,2.311916,1.436018,10,5000,3112,1888,5000,0,5000,3112,1888,0,1888,0,0.622400,1.000000,0.000000,0.622400,1.000000,1.000000
3,16.754000,2.277914,21.170000,2.189135,1.574765,10,5000,3096,1904,5000,0,5000,3096,1904,0,1904,0,0.619200,1.000000,0.000000,0.619200,1.000000,1.000000
4,17.964000,2.289626,24.290000,2.210359,1.659408,10,5000,2924,2076,5000,0,5000,2924,2076,0,2076,0,0.584800,1.000000,0.000000,0.584800,1.000000,1.000000
5,17.386000,2.268345,23.380000,2.185862,1.904330,10,5000,2272,2728,5000,0,5000,2272,2728,0,2728,0,0.454400,1.000000,0.000000,0.454400,1.000000,1.000000
6,17.426000,2.264114,24.500000,2.145468,1.593102,10,5000,3012,1988,5000,0,5000,3012,1988,0,1988,0,0.602400,1.000000,0.000000,0.602400,1.000000,1.000000
7,17.630000,2.305778,23.320000,2.162885,1.408801,10,5000,3164,1836,5000,0,5000,3164,1836,0,1836,0,0.632800,1.000000,0.000000,0.632800,1.000000,1.000000
8,19.260000,2.241087,25.340000,2.087243,1.139020,10,5000,3772,1228,5000,0,5000,3772,1228,0,1228,0,0.754400,1.000000,0.000000,0.754400,1.000000,1.000000
9,14.218000,2.241997,17.410000,2.117867,1.545360,10,5000,2752,2248,5000,0,5000,2752,2248,0,2248,0,0.550400,1.000000,0.000000,0.550400,1.000000,1.000000
10,15.252000,2.342395,20.230000,2.193186,1.580797,10,5000,2888,2112,5000,0,5000,2888,2112,0,2112,0,0.577600,1.000000,0.000000,0.577600,1.000000,1.000000
11,16.638000,2.257967,23.730000,2.107545,1.544326,10,5000,2940,2060,5000,0,5000,2940,2060,0,2060,0,0.588000,1.000000,0.000000,0.588000,1.000000,1.000000
12,19.398000,2.228379,27.190000,2.094635,1.689751,10,5000,2736,2264,5000,0,5000,2736,2264,0,2264,0,0.547200,1.000000,0.000000,0.547200,1.000000,1.000000
13,19.216000,2.220999,25.460000,2.098092,1.482025,10,5000,3148,1852,5000,0,5000,3148,1852,0,1852,0,0.629600,1.000000,0.000000,0.629600,1.000000,1.000000
14,19.144000,2.237207,25.370000,2.083448,1.307969,10,5000,3492,1508,5000,0,5000,3492,1508,0,1508,0,0.698400,1.000000,0.000000,0.698400,1.000000,1.000000
15,16.224000,2.241361,21.010000,2.097718,1.477726,10,5000,3160,1840,5000,0,5000,3160,1840,0,1840,0,0.632000,1.000000,0.000000,0.632000,1.000000,1.000000
16,20.814000,2.193567,30.010000,2.029008,1.286156,10,5000,3508,1492,5000,0,5000,3508,1492,0,1492,0,0.701600,1.000000,0.000000,0.701600,1.000000,1.000000
17,20.662000,2.188794,27.570000,2.035329,1.633929,10,5000,2780,2220,5000,0,5000,2780,2220,0,2220,0,0.556000,1.000000,0.000000,0.556000,1.000000,1.000000
18,17.928000,2.232486,25.670000,2.066267,1.668241,10,5000,2632,2368,5000,0,5000,2632,2368,0,2368,0,0.526400,1.000000,0.000000,0.526400,1.000000,1.000000
19,20.756000,2.190567,29.090000,2.047154,1.673574,10,5000,2716,2284,5000,0,5000,2716,2284,0,2284,0,0.543200,1.000000,0.000000,0.543200,1.000000,1.000000
20,20.550000,2.199408,28.220000,2.064543,1.386557,10,5000,3272,1728,5000,0,5000,3272,1728,0,1728,0,0.654400,1.000000,0.000000,0.654400,1.000000,1.000000
21,23.062000,2.186504,32.070000,2.045622,1.507686,10,5000,3172,1828,5000,0,5000,3172,1828,0,1828,0,0.634400,1.000000,0.000000,0.634400,1.000000,1.000000
22,19.328000,2.238965,25.890000,2.068619,1.484823,10,5000,3028,1972,5000,0,5000,3028,1972,0,1972,0,0.605600,1.000000,0.000000,0.605600,1.000000,1.000000
23,19.978000,2.207157,25.050000,2.091238,1.503083,10,5000,3004,1996,5000,0,5000,3004,1996,0,1996,0,0.600800,1.000000,0.000000,0.600800,1.000000,1.000000
24,18.180000,2.208941,24.610000,2.055233,1.497776,10,5000,3028,1972,5000,0,5000,3028,1972,0,1972,0,0.605600,1.000000,0.000000,0.605600,1.000000,1.000000
25,19.226000,2.219952,25.990000,2.052906,1.359643,10,5000,3364,1636,5000,0,5000,3364,1636,0,1636,0,0.672800,1.000000,0.000000,0.672800,1.000000,1.000000
26,19.384000,2.218993,27.720000,2.048927,1.478511,10,5000,3208,1792,5000,0,5000,3208,1792,0,1792,0,0.641600,1.000000,0.000000,0.641600,1.000000,1.000000
27,20.180000,2.205421,27.890000,2.050863,1.363239,10,5000,3324,1676,5000,0,5000,3324,1676,0,1676,0,0.664800,1.000000,0.000000,0.664800,1.000000,1.000000
28,21.516000,2.192711,31.400000,1.997250,1.520244,10,5000,2968,2032,5000,0,5000,2968,2032,0,2032,0,0.593600,1.000000,0.000000,0.593600,1.000000,1.000000
29,22.440000,2.185528,29.480000,2.032559,1.408903,10,5000,3264,1736,5000,0,5000,3264,1736,0,1736,0,0.652800,1.000000,0.000000,0.652800,1.000000,1.000000
30,16.210000,2.251507,18.990000,2.092784,1.252865,10,5000,3504,1496,5000,0,5000,3504,1496,0,1496,0,0.700800,1.000000,0.000000,0.700800,1.000000,1.000000
31,20.974000,2.197679,29.190000,2.038624,1.461858,10,5000,3148,1852,5000,0,5000,3148,1852,0,1852,0,0.629600,1.000000,0.000000,0.629600,1.000000,1.000000
32,21.736000,2.173902,29.380000,2.026640,1.657681,10,5000,2788,2212,5000,0,5000,2788,2212,0,2212,0,0.557600,1.000000,0.000000,0.557600,1.000000,1.000000
33,19.734000,2.209169,24.880000,2.092263,1.677954,10,5000,2796,2204,5000,0,5000,2796,2204,0,2204,0,0.559200,1.000000,0.000000,0.559200,1.000000,1.000000
34,22.142000,2.198509,30.180000,2.044400,1.260657,10,5000,3496,1504,5000,0,5000,3496,1504,0,1504,0,0.699200,1.000000,0.000000,0.699200,1.000000,1.000000
35,22.562000,2.183494,29.580000,2.039168,1.555695,10,5000,2908,2092,5000,0,5000,2908,2092,0,2092,0,0.581600,1.000000,0.000000,0.581600,1.000000,1.000000
36,15.570000,2.295725,20.020000,2.116852,1.282034,10,5000,3428,1572,5000,0,5000,3428,1572,0,1572,0,0.685600,1.000000,0.000000,0.685600,1.000000,1.000000
37,20.558000,2.192217,29.340000,2.011687,1.422296,10,5000,3196,1804,5000,0,5000,3196,1804,0,1804,0,0.639200,1.000000,0.000000,0.639200,1.000000,1.000000
38,20.536000,2.195178,26.920000,2.072184,1.858728,10,5000,2148,2852,5000,0,5000,2148,2852,0,2852,0,0.429600,1.000000,0.000000,0.429600,1.000000,1.000000
39,20.578000,2.206030,26.590000,2.084032,1.491274,10,5000,3172,1828,5000,0,5000,3172,1828,0,1828,0,0.634400,1.000000,0.000000,0.634400,1.000000,1.000000
40,19.114000,2.186684,24.990000,2.033869,1.380174,10,5000,3196,1804,5000,0,5000,3196,1804,0,1804,0,0.639200,1.000000,0.000000,0.639200,1.000000,1.000000
41,21.358000,2.180606,29.030000,2.009128,1.445586,10,5000,3036,1964,5000,0,5000,3036,1964,0,1964,0,0.607200,1.000000,0.000000,0.607200,1.000000,1.000000
42,23.860000,2.159303,32.990000,1.995356,1.479211,10,5000,3112,1888,5000,0,5000,3112,1888,0,1888,0,0.622400,1.000000,0.000000,0.622400,1.000000,1.000000
43,22.048000,2.199548,30.740000,2.018601,1.389881,10,5000,3152,1848,5000,0,5000,3152,1848,0,1848,0,0.630400,1.000000,0.000000,0.630400,1.000000,1.000000
44,21.458000,2.167826,31.800000,1.981294,1.525744,10,5000,2976,2024,5000,0,5000,2976,2024,0,2024,0,0.595200,1.000000,0.000000,0.595200,1.000000,1.000000
45,19.786000,2.196563,26.050000,2.041129,1.389724,10,5000,3204,1796,5000,0,5000,3204,1796,0,1796,0,0.640800,1.000000,0.000000,0.640800,1.000000,1.000000
46,19.448000,2.215529,27.410000,2.035706,1.477501,10,5000,2872,2128,5000,0,5000,2872,2128,0,2128,0,0.574400,1.000000,0.000000,0.574400,1.000000,1.000000
47,18.874000,2.219094,23.990000,2.053492,1.281231,10,5000,3396,1604,5000,0,5000,3396,1604,0,1604,0,0.679200,1.000000,0.000000,0.679200,1.000000,1.000000
48,20.726000,2.192637,27.410000,2.053016,1.509143,10,5000,2756,2244,5000,0,5000,2756,2244,0,2244,0,0.551200,1.000000,0.000000,0.551200,1.000000,1.000000
49,19.938000,2.217912,26.790000,2.092945,1.747206,10,5000,2452,2548,5000,0,5000,2452,2548,0,2548,0,0.490400,1.000000,0.000000,0.490400,1.000000,1.000000
50,19.568000,2.207316,25.360000,2.072917,1.458462,10,5000,2912,2088,5000,0,5000,2912,2088,0,2088,0,0.582400,1.000000,0.000000,0.582400,1.000000,1.000000
51,20.924000,2.188923,26.200000,2.065899,1.649044,10,5000,2612,2388,5000,0,5000,2612,2388,0,2388,0,0.522400,1.000000,0.000000,0.522400,1.000000,1.000000
52,21.196000,2.193791,27.310000,2.059149,1.359769,10,5000,3136,1864,5000,0,5000,3136,1864,0,1864,0,0.627200,1.000000,0.000000,0.627200,1.000000,1.000000
53,23.538000,2.162874,32.890000,1.987421,1.424132,10,5000,2952,2048,5000,0,5000,2952,2048,0,2048,0,0.590400,1.000000,0.000000,0.590400,1.000000,1.000000
