epoch,train_acc,train_loss,test_acc,test_loss,local_train_loss,selected_clients,total_count,actual_round_clean_count,actual_round_noisy_count,fedrn_clean_count,fedrn_noisy_count,train_count,actual_train_clean_count,actual_train_noisy_count,missed_clean_count,false_clean_count,correctly_excluded_noisy_count,actual_round_clean_ratio,fedrn_clean_ratio,fedrn_noisy_ratio,actual_train_clean_ratio,clean_recall,train_ratio
0,14.230000,2.336276,16.720000,2.292442,1.598484,10,5000,3216,1784,5000,0,5000,3216,1784,0,1784,0,0.643200,1.000000,0.000000,0.643200,1.000000,1.000000
1,14.296000,2.307426,19.580000,2.239330,1.620824,10,5000,2980,2020,5000,0,5000,2980,2020,0,2020,0,0.596000,1.000000,0.000000,0.596000,1.000000,1.000000
2,12.954000,2.350869,13.490000,2.292992,1.435406,10,5000,3112,1888,5000,0,5000,3112,1888,0,1888,0,0.622400,1.000000,0.000000,0.622400,1.000000,1.000000
3,17.064000,2.279862,20.890000,2.192091,1.572370,10,5000,3096,1904,5000,0,5000,3096,1904,0,1904,0,0.619200,1.000000,0.000000,0.619200,1.000000,1.000000
4,17.068000,2.298757,22.840000,2.231817,1.662994,10,5000,2924,2076,5000,0,5000,2924,2076,0,2076,0,0.584800,1.000000,0.000000,0.584800,1.000000,1.000000
5,17.068000,2.272719,21.720000,2.201250,1.905031,10,5000,2272,2728,5000,0,5000,2272,2728,0,2728,0,0.454400,1.000000,0.000000,0.454400,1.000000,1.000000
6,17.064000,2.258473,24.180000,2.149269,1.593864,10,5000,3012,1988,5000,0,5000,3012,1988,0,1988,0,0.602400,1.000000,0.000000,0.602400,1.000000,1.000000
7,17.552000,2.304757,21.700000,2.183762,1.407473,10,5000,3164,1836,5000,0,5000,3164,1836,0,1836,0,0.632800,1.000000,0.000000,0.632800,1.000000,1.000000
8,19.082000,2.250784,25.220000,2.105857,1.135737,10,5000,3772,1228,5000,0,5000,3772,1228,0,1228,0,0.754400,1.000000,0.000000,0.754400,1.000000,1.000000
9,15.498000,2.244169,17.790000,2.133807,1.541900,10,5000,2752,2248,5000,0,5000,2752,2248,0,2248,0,0.550400,1.000000,0.000000,0.550400,1.000000,1.000000
10,14.986000,2.343552,20.020000,2.210108,1.582533,10,5000,2888,2112,5000,0,5000,2888,2112,0,2112,0,0.577600,1.000000,0.000000,0.577600,1.000000,1.000000
