epoch,train_acc,train_loss,test_acc,test_loss,local_train_loss,selected_clients,total_count,actual_round_clean_count,actual_round_noisy_count,fedrn_clean_count,fedrn_noisy_count,train_count,actual_train_clean_count,actual_train_noisy_count,missed_clean_count,false_clean_count,correctly_excluded_noisy_count,actual_round_clean_ratio,fedrn_clean_ratio,fedrn_noisy_ratio,actual_train_clean_ratio,clean_recall,train_ratio
0,17.942000,2.277549,18.830000,2.257614,0.401180,50,25000,25000,0,25000,0,25000,25000,0,0,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000
1,23.942000,2.126888,26.210000,2.097457,0.413266,50,25000,25000,0,25000,0,25000,25000,0,0,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000
2,28.826000,1.999553,31.190000,1.963761,0.386213,50,25000,25000,0,25000,0,25000,25000,0,0,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000
3,30.644000,1.926287,35.930000,1.862239,0.353908,50,25000,25000,0,25000,0,25000,25000,0,0,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000
4,36.188000,1.855357,38.680000,1.813251,0.351247,50,25000,25000,0,25000,0,25000,25000,0,0,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000
5,34.848000,1.814312,40.870000,1.736356,0.344065,50,25000,25000,0,25000,0,25000,25000,0,0,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000
6,35.998000,1.778647,40.250000,1.714135,0.353305,50,25000,25000,0,25000,0,25000,25000,0,0,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000
7,37.716000,1.748755,37.800000,1.723903,0.310147,50,25000,25000,0,25000,0,25000,25000,0,0,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000
8,41.754000,1.697898,46.330000,1.619028,0.339542,50,25000,25000,0,25000,0,25000,25000,0,0,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000
9,41.200000,1.651057,46.060000,1.580582,0.330415,50,25000,25000,0,25000,0,25000,25000,0,0,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000
10,45.962000,1.587837,47.170000,1.549424,0.313251,50,25000,25000,0,25000,0,25000,25000,0,0,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000
11,43.674000,1.592816,45.360000,1.553139,0.268065,50,25000,25000,0,25000,0,25000,25000,0,0,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000
12,48.408000,1.533252,51.160000,1.475518,0.289107,50,25000,25000,0,25000,0,25000,25000,0,0,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000
13,46.662000,1.538523,49.950000,1.475240,0.271888,50,25000,25000,0,25000,0,25000,25000,0,0,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000
14,49.600000,1.487291,49.580000,1.464184,0.289586,50,25000,25000,0,25000,0,25000,25000,0,0,0,0,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000
