epoch,target_client,best_net2_client,scoreA_count,fedrn_clean_count,bestnet2_clean_count,final_clean_count,final_precision,final_recall,missed_clean,false_clean
105,9,9,280,372,372,372,1.000000,1.000000,0,0
105,71,9,245,217,184,217,0.760369,0.953757,8,52
105,45,9,178,126,130,126,0.976190,0.480469,133,3
105,78,9,251,223,280,223,0.448430,0.662252,51,123
105,48,9,192,197,168,197,0.644670,0.514170,120,70
105,41,9,231,146,151,146,0.965753,0.524164,128,5
105,56,9,314,224,227,224,0.968750,0.981900,4,7
106,38,31,312,260,284,260,0.976923,0.910394,25,6
106,32,31,332,298,286,298,0.986577,0.986577,4,4
106,11,31,171,180,181,180,0.994444,0.490411,186,1
106,72,31,287,232,199,232,0.728448,0.994118,1,63
106,31,31,339,301,284,301,0.976744,0.976744,7,7
106,91,31,301,305,172,305,0.350820,0.981651,2,198
106,44,31,287,257,260,257,0.953307,0.942308,15,12
106,99,31,261,279,283,279,0.293907,0.976190,2,197
106,66,31,311,254,197,254,0.744094,1.000000,0,65
106,62,31,310,203,260,203,0.960591,0.965347,7,8
107,61,61,304,279,197,279,0.716846,0.975610,5,79
107,22,61,313,319,323,319,1.000000,0.966667,11,0
107,99,61,286,303,347,303,0.273927,0.988095,1,220
107,88,61,252,173,158,173,0.687861,1.000000,0,54
107,66,61,272,272,168,272,0.694853,1.000000,0,83
107,70,61,308,248,170,248,0.697581,0.982955,3,75
107,3,61,314,359,367,359,1.000000,0.918159,32,0
107,19,61,291,314,339,314,0.993631,0.917647,28,2
107,21,61,340,327,337,327,0.978593,0.960961,13,7
107,37,61,322,282,294,282,0.968085,0.968085,9,9
108,96,64,295,313,334,313,0.153355,0.516129,45,265
108,42,64,298,253,273,253,0.960474,0.913534,23,10
108,93,64,232,210,246,210,0.490476,1.000000,0,107
108,38,64,280,275,280,275,0.981818,0.967742,9,5
108,64,64,318,227,193,227,0.850220,0.984694,3,34
108,36,64,224,150,148,150,0.946667,0.498246,143,8
108,58,64,313,228,203,228,0.903509,0.958140,9,22
108,81,64,203,237,158,237,0.282700,0.475177,74,170
108,0,64,261,363,317,363,1.000000,0.907500,37,0
108,59,64,281,197,214,197,0.979695,0.910377,19,4
109,16,64,215,181,180,181,0.988950,0.512894,170,2
109,99,64,299,320,341,320,0.259375,0.988095,1,237
109,92,64,262,288,302,288,0.166667,0.452830,58,240
109,67,64,259,181,183,181,0.889503,0.865591,25,20
109,48,64,253,222,190,222,0.572072,0.514170,120,95
109,44,64,296,251,256,251,0.980080,0.946154,14,5
109,45,64,248,259,260,259,0.938224,0.949219,13,16
109,64,64,260,191,198,191,0.984293,0.959184,8,3
109,82,64,278,269,210,269,0.509294,0.992754,1,132
109,10,64,205,189,191,189,0.984127,0.505435,182,3
110,66,0,323,220,194,220,0.854545,0.994709,1,32
110,39,0,280,274,292,274,0.945255,0.938406,17,15
110,0,0,232,357,350,357,1.000000,0.892500,43,0
110,21,0,334,324,336,324,0.984568,0.957958,14,5
110,35,0,328,276,277,276,0.989130,0.947917,15,3
110,26,0,179,299,164,299,0.949833,0.895899,33,15
110,33,0,320,284,302,284,0.975352,0.938983,18,7
110,46,0,330,246,249,246,0.987805,0.960474,10,3
110,63,0,317,202,207,202,0.925743,0.939698,12,15
110,87,0,324,304,319,304,0.398026,0.991803,1,183
111,75,60,274,273,276,273,0.256410,0.437500,90,203
111,60,60,276,208,209,208,1.000000,1.000000,0,0
111,84,60,322,350,211,350,0.371429,0.984848,2,220
111,7,60,310,369,378,369,1.000000,0.976190,9,0
111,96,60,317,313,327,313,0.153355,0.516129,45,265
111,38,60,278,270,278,270,0.985185,0.953405,13,4
111,62,60,313,192,227,192,0.973958,0.925743,15,5
111,69,60,292,230,238,230,0.769565,0.983333,3,53
111,72,60,346,286,234,286,0.587413,0.988235,2,118
111,99,60,332,347,351,347,0.242075,1.000000,0,263
112,36,2,235,189,148,189,0.751323,0.498246,143,47
112,58,2,343,221,217,221,0.927602,0.953488,10,16
112,75,2,287,278,256,278,0.251799,0.437500,90,208
112,89,2,306,312,169,312,0.371795,1.000000,0,196
112,77,2,364,366,187,366,0.420765,1.000000,0,212
112,2,2,284,394,394,394,1.000000,1.000000,0,0
112,32,2,352,272,307,272,0.981618,0.895973,31,5
112,83,2,308,312,231,312,0.432692,1.000000,0,177
112,8,2,296,365,371,365,1.000000,0.973333,10,0
112,42,2,278,253,290,253,0.964427,0.917293,22,9
113,8,8,360,371,367,371,0.997305,0.986667,5,1
113,92,8,296,309,297,309,0.155340,0.452830,58,261
113,11,8,327,363,364,363,0.997245,0.991781,3,1
113,14,8,213,197,182,197,0.979695,0.542135,163,4
113,74,8,352,301,211,301,0.534884,0.981707,3,140
113,39,8,332,286,280,286,0.933566,0.967391,9,19
113,57,8,343,255,244,255,0.831373,0.972477,6,43
113,48,8,259,249,180,249,0.510040,0.514170,120,122
113,93,8,293,333,324,333,0.309309,1.000000,0,230
113,97,8,348,362,315,362,0.248619,1.000000,0,272
114,33,0,333,289,301,289,0.972318,0.952542,14,8
114,82,0,332,361,197,361,0.382271,1.000000,0,223
114,25,0,223,157,159,157,0.987261,0.484375,165,2
114,38,0,257,272,294,272,0.974265,0.949821,14,7
114,0,0,253,353,313,353,1.000000,0.882500,47,0
114,93,0,347,352,338,352,0.292614,1.000000,0,249
114,31,0,377,299,308,299,0.983278,0.976744,7,5
114,3,0,258,372,391,372,0.997312,0.948849,20,1
114,26,0,346,311,326,311,0.977492,0.958991,13,7
114,68,0,360,328,170,328,0.548780,0.983607,3,148
115,60,60,355,208,291,208,1.000000,1.000000,0,0
115,30,60,366,306,294,306,0.970588,0.976974,7,9
115,91,60,354,356,356,356,0.306180,1.000000,0,247
115,1,60,182,197,197,197,1.000000,0.496222,200,0
115,14,60,331,346,359,346,0.997110,0.969101,11,1
115,9,60,339,372,372,372,1.000000,1.000000,0,0
115,82,60,360,366,304,366,0.377049,1.000000,0,228
115,24,60,328,321,327,321,0.968847,0.959877,13,10
115,71,60,362,189,356,189,0.888889,0.971098,5,21
115,6,60,213,339,316,339,0.997050,0.887139,43,1
116,32,2,376,297,297,297,0.986532,0.983221,5,4
116,57,2,372,245,224,245,0.873469,0.981651,4,31
116,98,2,356,357,329,357,0.243697,1.000000,0,270
116,59,2,355,231,200,231,0.870130,0.948113,11,30
116,54,2,341,225,235,225,0.982222,0.969298,7,4
116,25,2,228,160,159,160,0.968750,0.484375,165,5
116,45,2,360,252,261,252,0.976190,0.960938,10,6
116,36,2,243,215,148,215,0.660465,0.498246,143,73
116,2,2,275,394,394,394,1.000000,1.000000,0,0
116,71,2,269,173,175,173,0.971098,0.971098,5,5
117,50,3,270,271,170,271,0.424354,0.479167,125,156
117,80,3,372,374,247,374,0.385027,1.000000,0,230
117,55,3,377,261,247,261,0.839080,0.977679,5,42
117,90,3,314,343,340,343,0.326531,1.000000,0,231
117,1,3,253,369,342,369,1.000000,0.929471,28,0
117,4,3,272,360,363,360,1.000000,0.927835,28,0
117,95,3,319,321,287,321,0.109034,0.364583,61,286
117,3,3,362,386,387,386,1.000000,0.987212,5,0
117,38,3,332,273,287,273,0.981685,0.960573,11,5
117,54,3,294,221,202,221,0.990950,0.960526,9,2
118,83,8,358,356,324,356,0.379213,1.000000,0,221
118,99,8,361,363,338,363,0.231405,1.000000,0,279
118,62,8,375,298,219,298,0.674497,0.995050,1,97
118,95,8,321,321,292,321,0.109034,0.364583,61,286
118,8,8,363,372,373,372,1.000000,0.992000,3,0
118,10,8,216,191,189,191,0.984293,0.510870,180,3
118,44,8,361,267,249,267,0.958801,0.984615,4,11
118,56,8,369,276,236,276,0.800725,1.000000,0,55
118,59,8,331,208,195,208,0.966346,0.948113,11,7
118,97,8,359,367,328,367,0.245232,1.000000,0,277
119,76,62,310,309,307,309,0.268608,0.528662,74,226
119,78,62,361,366,352,366,0.412568,1.000000,0,215
119,42,62,313,271,279,271,0.944649,0.962406,10,15
119,38,62,158,148,151,148,0.972973,0.516129,135,4
119,21,62,354,328,331,328,0.984756,0.969970,10,5
119,15,62,173,192,192,192,0.979167,0.534091,164,4
119,62,62,293,202,271,202,0.970297,0.970297,6,6
119,85,62,359,362,346,362,0.353591,1.000000,0,234
119,25,62,227,160,160,160,0.968750,0.484375,165,5
119,63,62,367,244,228,244,0.807377,0.989950,2,47
120,24,70,369,329,323,329,0.975684,0.990741,3,8
120,32,70,380,297,298,297,0.993266,0.989933,3,2
120,77,70,371,371,370,371,0.415094,1.000000,0,217
120,55,70,378,312,261,312,0.717949,1.000000,0,88
120,33,70,353,282,295,282,0.978723,0.935593,19,6
120,49,70,314,249,260,249,0.959839,0.979508,5,10
120,12,70,211,178,178,178,0.983146,0.483425,187,3
120,53,70,331,232,239,232,0.956897,0.961039,9,10
120,70,70,369,368,369,368,0.478261,1.000000,0,192
120,86,70,312,313,310,313,0.188498,0.472000,66,254
121,91,1,358,359,326,359,0.303621,1.000000,0,250
121,41,1,269,257,144,257,0.548638,0.524164,128,116
121,77,1,371,371,237,371,0.415094,1.000000,0,217
121,54,1,375,225,226,225,0.982222,0.969298,7,4
121,27,1,322,317,319,317,0.977918,0.987261,4,7
121,1,1,306,372,372,372,1.000000,0.937028,25,0
121,62,1,363,199,192,199,0.974874,0.960396,8,5
121,86,1,311,313,276,313,0.188498,0.472000,66,254
121,45,1,365,258,229,258,0.972868,0.980469,5,7
121,75,1,296,296,280,296,0.236486,0.437500,90,226
122,42,9,342,267,283,267,0.955056,0.958647,11,12
122,78,9,366,366,192,366,0.412568,1.000000,0,215
122,9,9,355,372,372,372,1.000000,1.000000,0,0
122,40,9,260,259,186,259,0.528958,0.503676,135,122
122,95,9,320,321,322,321,0.109034,0.364583,61,286
122,60,9,381,212,208,212,0.976415,0.995192,1,5
122,30,9,377,304,306,304,0.976974,0.976974,7,7
122,20,9,361,337,346,337,0.979228,0.982143,6,7
122,38,9,379,279,288,279,0.978495,0.978495,6,6
122,39,9,383,287,287,287,0.947735,0.985507,4,15
123,20,61,284,304,332,304,0.983553,0.889881,37,5
123,61,61,380,217,204,217,0.935484,0.990244,2,14
123,81,61,313,312,313,312,0.224359,0.496454,71,242
123,69,61,353,212,257,212,0.844340,0.994444,1,33
123,95,61,321,321,321,321,0.109034,0.364583,61,286
123,3,61,173,194,194,194,1.000000,0.496164,197,0
123,18,61,315,330,332,330,0.996970,0.959184,14,1
123,82,61,366,368,348,368,0.375000,1.000000,0,230
123,77,61,369,368,351,368,0.418478,1.000000,0,214
123,96,61,338,338,338,338,0.142012,0.516129,45,290
124,86,29,314,314,311,314,0.187898,0.472000,66,255
124,79,29,371,370,207,370,0.400000,1.000000,0,222
124,29,29,366,307,307,307,1.000000,0.996753,1,0
124,78,29,366,366,225,366,0.412568,1.000000,0,215
124,19,29,214,318,313,318,0.990566,0.926471,25,3
124,12,29,210,178,178,178,0.983146,0.483425,187,3
124,0,29,309,339,336,339,1.000000,0.847500,61,0
124,32,29,380,295,297,295,0.989831,0.979866,6,3
124,44,29,376,265,269,265,0.962264,0.980769,5,10
124,95,29,321,321,320,321,0.109034,0.364583,61,286
125,19,46,360,337,317,337,0.994065,0.985294,5,2
125,21,46,375,334,342,334,0.979042,0.981982,6,7
125,46,46,332,257,244,257,0.980545,0.996047,1,5
125,58,46,376,244,258,244,0.872951,0.990698,2,31
125,45,46,382,269,258,269,0.944238,0.992188,2,15
125,11,46,272,350,364,350,1.000000,0.958904,15,0
125,78,46,366,366,345,366,0.412568,1.000000,0,215
125,68,46,373,373,178,373,0.490617,1.000000,0,190
125,4,46,249,365,370,365,1.000000,0.940722,23,0
125,80,46,374,332,337,332,0.433735,1.000000,0,188
126,79,56,357,369,360,369,0.401084,1.000000,0,221
126,66,56,373,233,237,233,0.811159,1.000000,0,44
126,56,56,376,258,219,258,0.848837,0.990950,2,39
126,21,56,241,317,321,317,0.981073,0.933934,22,6
126,91,56,358,359,359,359,0.303621,1.000000,0,250
126,48,56,272,272,260,272,0.466912,0.514170,120,145
126,5,56,243,308,209,308,0.993506,0.796875,78,2
126,72,56,380,380,353,380,0.447368,1.000000,0,210
126,45,56,313,258,256,258,0.968992,0.976562,6,8
126,35,56,370,293,276,293,0.965870,0.982639,5,10
127,19,29,357,324,333,324,0.993827,0.947059,18,2
127,61,29,380,380,221,380,0.539474,1.000000,0,175
127,66,29,374,353,204,353,0.535411,1.000000,0,164
127,62,29,377,303,198,303,0.666667,1.000000,0,101
127,29,29,374,304,305,304,1.000000,0.987013,4,0
127,17,29,218,172,172,172,0.976744,0.485549,178,4
127,52,29,382,232,232,232,0.974138,0.965812,8,6
127,92,29,326,325,321,325,0.147692,0.452830,58,277
127,77,29,370,371,357,371,0.415094,1.000000,0,217
127,83,29,367,367,364,367,0.367847,1.000000,0,232
128,81,26,309,313,308,313,0.223642,0.496454,71,243
128,25,26,230,216,160,216,0.717593,0.484375,165,61
128,16,26,226,180,180,180,0.994444,0.512894,170,1
128,36,26,251,223,231,223,0.636771,0.498246,143,81
128,56,26,379,231,220,231,0.943723,0.986425,3,13
128,26,26,378,321,308,321,0.975078,0.987382,4,8
128,43,26,259,259,222,259,0.505792,0.498099,132,128
128,35,26,375,287,287,287,0.979094,0.975694,7,6
128,78,26,366,366,298,366,0.412568,1.000000,0,215
128,95,26,321,321,313,321,0.109034,0.364583,61,286
129,99,14,374,374,364,374,0.224599,1.000000,0,290
129,26,14,362,317,307,317,0.971609,0.971609,9,9
129,62,14,377,375,202,375,0.538667,1.000000,0,173
129,14,14,259,352,318,352,0.991477,0.980337,7,3
129,87,14,372,375,357,375,0.325333,1.000000,0,253
129,73,14,384,358,203,358,0.466480,1.000000,0,191
129,13,14,192,183,185,183,0.989071,0.504178,178,2
129,84,14,327,358,274,358,0.368715,1.000000,0,226
129,68,14,374,372,185,372,0.491935,1.000000,0,189
129,53,14,376,252,234,252,0.908730,0.991342,2,23
130,18,2,393,338,344,338,0.997041,0.982507,6,1
130,95,2,321,321,298,321,0.109034,0.364583,61,286
130,33,2,372,298,302,298,0.963087,0.972881,8,11
130,54,2,376,232,235,232,0.948276,0.964912,8,12
130,19,2,382,338,343,338,0.994083,0.988235,4,2
130,41,2,268,269,151,269,0.524164,0.524164,128,128
130,75,2,297,297,271,297,0.235690,0.437500,90,227
130,8,2,379,374,370,374,0.997326,0.994667,2,1
130,40,2,261,261,146,261,0.524904,0.503676,135,124
130,2,2,267,394,394,394,1.000000,1.000000,0,0
131,48,0,272,272,250,272,0.466912,0.514170,120,145
131,26,0,370,319,322,319,0.981191,0.987382,4,6
131,23,0,365,330,334,330,0.990909,1.000000,0,3
131,52,0,371,226,237,226,0.982301,0.948718,12,4
131,70,0,369,369,267,369,0.476965,1.000000,0,193
131,71,0,373,367,173,367,0.471390,1.000000,0,194
131,86,0,314,314,289,314,0.187898,0.472000,66,255
131,50,0,271,271,265,271,0.424354,0.479167,125,156
131,96,0,337,338,306,338,0.142012,0.516129,45,290
131,0,0,207,357,296,357,1.000000,0.892500,43,0
132,86,2,313,314,287,314,0.187898,0.472000,66,255
132,78,2,366,366,205,366,0.412568,1.000000,0,215
132,12,2,210,178,178,178,0.983146,0.483425,187,3
132,46,2,382,259,246,259,0.976834,1.000000,0,6
132,65,2,293,293,272,293,0.327645,0.500000,96,197
132,93,2,368,368,364,368,0.279891,1.000000,0,265
132,35,2,373,293,297,293,0.965870,0.982639,5,10
132,82,2,368,368,272,368,0.375000,1.000000,0,230
132,87,2,374,375,364,375,0.325333,1.000000,0,253
132,2,2,288,394,394,394,1.000000,1.000000,0,0
133,0,0,269,316,317,316,1.000000,0.790000,84,0
133,26,0,187,206,166,206,0.966019,0.627760,118,7
133,73,0,384,384,165,384,0.434896,1.000000,0,217
133,33,0,386,301,304,301,0.963455,0.983051,5,11
133,45,0,382,265,265,265,0.950943,0.984375,4,13
133,78,0,366,366,366,366,0.412568,1.000000,0,215
133,79,0,370,371,290,371,0.398922,1.000000,0,223
133,9,0,373,372,372,372,1.000000,1.000000,0,0
133,83,0,364,366,365,366,0.368852,1.000000,0,231
133,88,0,365,367,277,367,0.324251,1.000000,0,248
134,97,6,367,368,332,368,0.244565,1.000000,0,278
134,73,6,384,381,181,381,0.438320,1.000000,0,214
134,6,6,354,372,372,372,0.997312,0.973753,10,1
134,76,6,314,315,280,315,0.263492,0.528662,74,232
134,51,6,374,374,252,374,0.633690,1.000000,0,137
134,8,6,397,375,367,375,0.997333,0.997333,1,1
134,17,6,217,172,172,172,0.976744,0.485549,178,4
134,30,6,381,308,306,308,0.974026,0.986842,4,8
134,61,6,379,380,194,380,0.539474,1.000000,0,175
134,86,6,314,314,289,314,0.187898,0.472000,66,255
135,56,47,380,379,218,379,0.583113,1.000000,0,158
135,89,47,368,368,362,368,0.315217,1.000000,0,252
135,46,47,383,257,248,257,0.984436,1.000000,0,4
135,43,47,259,259,138,259,0.505792,0.498099,132,128
135,65,47,294,294,287,294,0.326531,0.500000,96,198
135,25,47,230,227,159,227,0.682819,0.484375,165,72
135,74,47,369,369,150,369,0.444444,1.000000,0,205
135,28,47,389,316,317,316,0.977848,0.993569,2,7
135,44,47,377,366,266,366,0.710383,1.000000,0,106
135,47,47,380,255,235,255,0.968627,0.988000,3,8
136,99,38,374,374,364,374,0.224599,1.000000,0,290
136,70,38,369,369,336,369,0.476965,1.000000,0,193
136,67,38,374,374,316,374,0.497326,1.000000,0,188
136,90,38,374,374,362,374,0.299465,1.000000,0,262
136,38,38,368,283,269,283,0.971731,0.985663,4,8
136,51,38,375,375,218,375,0.632000,1.000000,0,138
136,11,38,330,367,364,367,0.994550,1.000000,0,2
136,81,38,312,313,309,313,0.223642,0.496454,71,243
136,83,38,367,367,361,367,0.367847,1.000000,0,232
136,58,38,380,223,246,223,0.937220,0.972093,6,14
137,70,60,369,369,328,369,0.476965,1.000000,0,193
137,3,60,366,387,383,387,1.000000,0.989770,4,0
137,71,60,373,372,311,372,0.465054,1.000000,0,199
137,68,60,374,374,196,374,0.489305,1.000000,0,191
137,39,60,384,291,280,291,0.941581,0.992754,2,17
137,62,60,377,377,229,377,0.535809,1.000000,0,175
137,33,60,387,302,303,302,0.960265,0.983051,5,12
137,67,60,373,374,349,374,0.497326,1.000000,0,188
137,66,60,374,374,282,374,0.505348,1.000000,0,185
137,60,60,384,209,383,209,0.980861,0.985577,3,4
138,0,0,253,316,337,316,1.000000,0.790000,84,0
138,90,0,374,374,346,374,0.299465,1.000000,0,262
138,77,0,371,371,342,371,0.415094,1.000000,0,217
138,83,0,367,367,368,367,0.367847,1.000000,0,232
138,49,0,389,276,254,276,0.884058,1.000000,0,32
138,85,0,363,363,280,363,0.352617,1.000000,0,235
138,54,0,377,373,232,373,0.611260,1.000000,0,145
138,1,0,181,197,197,197,1.000000,0.496222,200,0
138,34,0,250,250,153,250,0.588000,0.503425,145,103
138,42,0,393,277,281,277,0.942238,0.981203,5,16
139,81,29,313,313,313,313,0.223642,0.496454,71,243
139,38,29,320,285,287,285,0.964912,0.985663,4,10
139,89,29,368,368,363,368,0.315217,1.000000,0,252
139,16,29,226,186,180,186,0.962366,0.512894,170,7
139,85,29,363,363,354,363,0.352617,1.000000,0,235
139,45,29,382,263,261,263,0.961977,0.988281,3,10
139,57,29,379,379,233,379,0.575198,1.000000,0,161
139,29,29,388,308,308,308,1.000000,1.000000,0,0
139,13,29,377,354,345,354,0.994350,0.980501,7,2
139,75,29,297,297,296,297,0.235690,0.437500,90,227
140,16,9,226,212,180,212,0.844340,0.512894,170,33
140,54,9,377,376,237,376,0.606383,1.000000,0,148
140,97,9,368,368,365,368,0.244565,1.000000,0,278
140,37,9,388,296,291,296,0.949324,0.996454,1,15
140,68,9,374,374,198,374,0.489305,1.000000,0,191
140,60,9,384,214,205,214,0.962617,0.990385,2,8
140,7,9,394,378,368,378,1.000000,1.000000,0,0
140,9,9,391,372,372,372,1.000000,1.000000,0,0
140,0,9,232,324,320,324,1.000000,0.810000,76,0
140,2,9,274,394,394,394,1.000000,1.000000,0,0
141,43,52,259,259,237,259,0.505792,0.498099,132,128
141,47,52,379,255,247,255,0.972549,0.992000,2,7
141,75,52,296,297,297,297,0.235690,0.437500,90,227
141,33,52,384,303,287,303,0.963696,0.989831,3,11
141,82,52,368,368,362,368,0.375000,1.000000,0,230
141,73,52,384,384,230,384,0.434896,1.000000,0,217
141,99,52,373,374,373,374,0.224599,1.000000,0,290
141,52,52,382,234,307,234,0.965812,0.965812,8,8
141,17,52,219,172,172,172,0.976744,0.485549,178,4
141,86,52,314,314,314,314,0.187898,0.472000,66,255
142,10,4,219,191,189,191,0.984293,0.510870,180,3
142,93,4,368,368,335,368,0.279891,1.000000,0,265
142,5,4,295,371,381,371,1.000000,0.966146,13,0
142,12,4,211,178,178,178,0.983146,0.483425,187,3
142,4,4,296,366,369,366,1.000000,0.943299,22,0
142,34,4,250,249,150,249,0.590361,0.503425,145,102
142,77,4,371,371,287,371,0.415094,1.000000,0,217
142,63,4,373,283,211,283,0.703180,1.000000,0,84
142,11,4,397,365,367,365,0.994521,0.994521,2,2
142,56,4,380,244,227,244,0.901639,0.995475,1,24
143,18,2,392,341,343,341,0.997067,0.991254,3,1
143,69,2,374,374,199,374,0.481283,1.000000,0,194
143,51,2,375,375,246,375,0.632000,1.000000,0,138
143,1,2,285,397,397,397,1.000000,1.000000,0,0
143,43,2,259,259,186,259,0.505792,0.498099,132,128
143,2,2,297,394,394,394,1.000000,1.000000,0,0
143,3,2,386,389,391,389,1.000000,0.994885,2,0
143,86,2,314,314,288,314,0.187898,0.472000,66,255
143,12,2,211,178,178,178,0.983146,0.483425,187,3
143,44,2,375,260,261,260,0.965385,0.965385,9,9
144,65,52,294,294,290,294,0.326531,0.500000,96,198
144,14,52,236,345,353,345,0.982609,0.952247,17,6
144,52,52,341,236,237,236,0.966102,0.974359,6,8
144,13,52,365,354,352,354,0.994350,0.980501,7,2
144,4,52,260,351,334,351,1.000000,0.904639,37,0
144,53,52,376,347,221,347,0.665706,1.000000,0,116
144,81,52,313,313,312,313,0.223642,0.496454,71,243
144,97,52,367,367,365,367,0.245232,1.000000,0,277
144,82,52,368,368,348,368,0.375000,1.000000,0,230
144,66,52,374,374,319,374,0.505348,1.000000,0,185
145,73,29,384,384,209,384,0.434896,1.000000,0,217
145,29,29,361,308,307,308,1.000000,1.000000,0,0
145,41,29,269,269,218,269,0.524164,0.524164,128,128
145,60,29,383,207,211,207,0.980676,0.975962,5,4
145,88,29,366,367,345,367,0.324251,1.000000,0,248
145,12,29,211,178,178,178,0.983146,0.483425,187,3
145,66,29,374,374,256,374,0.505348,1.000000,0,185
145,64,29,372,250,261,250,0.784000,1.000000,0,54
145,72,29,380,380,335,380,0.447368,1.000000,0,210
145,84,29,382,382,332,382,0.345550,1.000000,0,250
146,44,64,377,262,262,262,0.965649,0.973077,7,9
146,48,64,272,272,273,272,0.466912,0.514170,120,145
146,69,64,374,374,318,374,0.481283,1.000000,0,194
146,59,64,379,377,217,377,0.562334,1.000000,0,165
146,64,64,372,372,372,372,0.526882,1.000000,0,176
146,92,64,325,325,325,325,0.147692,0.452830,58,277
146,73,64,384,384,238,384,0.434896,1.000000,0,217
146,90,64,374,374,373,374,0.299465,1.000000,0,262
146,22,64,394,331,331,331,0.996979,1.000000,0,1
146,43,64,259,259,257,259,0.505792,0.498099,132,128
147,45,14,382,381,246,381,0.671916,1.000000,0,125
147,28,14,389,313,318,313,0.984026,0.990354,3,5
147,51,14,375,375,253,375,0.632000,1.000000,0,138
147,43,14,259,259,172,259,0.505792,0.498099,132,128
147,44,14,377,267,264,267,0.962547,0.988462,3,10
147,41,14,269,269,147,269,0.524164,0.524164,128,128
147,81,14,313,313,301,313,0.223642,0.496454,71,243
147,79,14,371,371,308,371,0.398922,1.000000,0,223
147,14,14,364,356,346,356,0.988764,0.988764,4,4
147,4,14,260,373,383,373,1.000000,0.961340,15,0
148,50,23,271,271,262,271,0.424354,0.479167,125,156
148,68,23,374,374,225,374,0.489305,1.000000,0,191
148,34,23,251,249,153,249,0.590361,0.503425,145,102
148,49,23,378,262,260,262,0.919847,0.987705,3,21
148,75,23,297,297,287,297,0.235690,0.437500,90,227
148,76,23,315,315,296,315,0.263492,0.528662,74,232
148,57,23,379,291,233,291,0.745704,0.995413,1,74
148,58,23,380,380,221,380,0.565789,1.000000,0,165
148,73,23,384,384,205,384,0.434896,1.000000,0,217
148,23,23,393,329,321,329,0.987842,0.993884,2,4
149,31,0,389,308,311,308,0.967532,0.990033,3,10
149,20,0,366,336,346,336,0.979167,0.979167,7,7
149,19,0,393,338,342,338,0.994083,0.988235,4,2
149,8,0,362,369,375,369,1.000000,0.984000,6,0
