epoch,global_acc,global_loss,selected_clients,net2_avg_acc,best_net2_client,best_net2_acc,best_net2_used,fedrn_clean_ratio,fedrn_precision,fedrn_recall,bestnet2_clean_ratio,bestnet2_precision,bestnet2_recall,final_clean_ratio,final_precision,final_recall,missed_clean,false_clean,net1_train_loss,net2_train_loss
11,24.060000,2.096009,1|90|82|40|18|96|86|12|39|51,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.550173,-1.000000
12,25.940000,2.052521,32|70|51|84|49|46|48|89|5|92,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.682131,-1.000000
13,25.760000,2.069669,93|14|52|48|12|40|20|18|92|74,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.485064,-1.000000
14,22.330000,2.085539,30|62|8|19|74|82|16|55|5|26,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.314155,-1.000000
15,20.680000,2.087536,64|24|17|3|57|86|11|95|71|32,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.466835,-1.000000
16,29.460000,2.048096,9|65|16|10|38|19|61|8|77|70,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.297011,-1.000000
17,32.080000,2.002479,21|42|93|50|38|5|47|96|71|92,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.626311,-1.000000
18,25.900000,2.054597,19|25|89|96|76|80|73|5|45|84,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.657573,-1.000000
19,26.260000,2.076678,11|62|67|84|6|64|68|48|72|89,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.668636,-1.000000
20,30.400000,2.024340,7|14|1|80|28|66|65|59|97|15,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.394007,-1.000000
21,34.230000,1.976228,13|36|55|64|69|46|61|15|42|56,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.507472,-1.000000
22,24.890000,2.057580,80|58|31|72|93|84|18|42|8|7,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.482071,-1.000000
23,28.090000,2.074606,74|90|65|48|81|22|15|64|2|38,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.502331,-1.000000
24,27.170000,2.061680,64|73|12|10|23|19|81|70|48|93,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.501403,-1.000000
25,28.190000,2.011493,14|76|63|80|1|35|17|33|22|68,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.346695,-1.000000
26,27.980000,2.008145,38|69|39|81|1|42|82|40|20|36,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.474850,-1.000000
27,30.080000,1.962381,96|15|5|28|55|1|47|65|34|73,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.361847,-1.000000
28,31.620000,1.984446,90|25|58|76|6|87|42|72|34|18,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.527286,-1.000000
29,27.620000,2.023333,20|70|60|57|11|99|25|48|15|29,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.409792,-1.000000
30,20.110000,2.073144,67|7|2|39|55|71|12|86|14|21,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.256525,-1.000000
31,31.520000,2.021262,32|11|72|12|87|82|52|16|44|55,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.472863,-1.000000
32,31.450000,2.022648,46|34|84|96|59|78|55|48|23|30,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.637447,-1.000000
33,26.630000,2.079168,72|27|79|57|53|63|47|69|74|10,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.679667,-1.000000
34,31.720000,1.988292,28|46|29|4|54|61|94|25|18|17,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.255196,-1.000000
35,29.970000,2.026291,78|35|63|60|40|83|90|23|4|47,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.547364,-1.000000
36,21.290000,2.063529,20|50|21|96|55|25|70|0|44|12,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.280826,-1.000000
37,28.880000,2.000272,75|45|57|44|21|13|17|92|82|5,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.413318,-1.000000
38,30.430000,2.019304,41|57|95|90|96|29|77|93|85|50,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.833071,-1.000000
39,28.520000,2.042399,30|90|50|55|15|39|29|35|49|65,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.490613,-1.000000
40,25.060000,2.072017,26|11|89|13|78|48|84|9|17|76,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.375078,-1.000000
41,24.740000,2.063930,62|20|4|76|7|97|89|16|45|75,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.453059,-1.000000
42,30.920000,2.015481,55|37|46|62|35|60|24|71|9|73,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.468495,-1.000000
43,31.180000,1.987691,67|96|20|21|5|3|75|28|91|56,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.370964,-1.000000
44,30.720000,1.991957,85|70|40|57|72|35|43|6|82|16,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.514134,-1.000000
45,27.480000,2.028712,89|27|48|40|76|2|17|70|67|13,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.373823,-1.000000
46,26.470000,2.051885,68|97|3|92|67|32|29|42|89|13,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.454585,-1.000000
47,30.030000,1.993740,30|32|42|65|16|40|77|3|94|2,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.262759,-1.000000
48,30.320000,1.990724,80|15|0|8|43|99|98|75|66|77,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.492768,-1.000000
49,26.150000,2.056384,78|7|65|42|50|72|55|88|85|95,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.738449,-1.000000
50,24.450000,2.074190,69|58|73|68|12|98|23|24|0|97,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.455384,-1.000000
51,25.940000,2.083665,74|65|91|42|97|84|26|6|72|40,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.635328,-1.000000
52,26.210000,2.061518,68|2|41|6|85|95|88|19|24|38,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.359451,-1.000000
53,29.790000,2.021333,6|98|69|15|68|62|86|88|7|13,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.419907,-1.000000
54,24.950000,2.074465,13|54|68|48|63|88|93|29|64|91,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.636814,-1.000000
55,25.470000,2.045583,50|44|2|1|3|96|62|54|19|35,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.143159,-1.000000
56,30.060000,1.992218,14|84|64|75|21|51|36|6|93|26,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.405105,-1.000000
57,26.990000,2.015125,73|9|27|31|28|82|57|29|35|60,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.341373,-1.000000
58,30.730000,1.973237,5|20|36|42|50|77|97|63|67|31,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.444077,-1.000000
59,25.480000,2.040311,43|16|79|45|26|62|4|41|11|18,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.204425,-1.000000
60,30.050000,2.008277,75|27|14|42|43|71|72|39|49|88,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.546522,-1.000000
61,31.120000,1.995306,3|50|15|29|1|10|51|74|82|85,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.241093,-1.000000
62,29.590000,2.008153,52|67|50|84|44|38|9|93|63|29,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.496358,-1.000000
63,33.090000,1.944177,5|15|36|55|35|77|59|51|82|50,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.414754,-1.000000
64,30.130000,1.974512,3|56|48|26|99|7|16|2|30|97,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.165308,-1.000000
65,29.950000,2.005371,77|76|88|69|91|19|42|45|7|63,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.605988,-1.000000
66,31.250000,1.989218,75|49|70|91|86|65|35|7|54|56,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.619783,-1.000000
67,32.480000,1.972729,23|32|35|25|95|60|90|59|51|29,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.441969,-1.000000
68,32.600000,1.970155,8|40|27|59|68|67|82|3|41|22,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.294507,-1.000000
69,27.280000,2.026894,48|63|54|9|96|58|41|40|69|97,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.590451,-1.000000
70,33.440000,1.965263,37|3|95|65|76|52|18|66|22|14,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.338868,-1.000000
71,24.830000,2.049406,79|31|78|7|59|49|96|32|61|52,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.543373,-1.000000
72,22.540000,2.089559,97|18|80|69|95|60|27|79|20|52,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.596466,-1.000000
73,31.090000,2.023168,13|58|4|56|75|74|44|21|84|71,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.439738,-1.000000
74,24.000000,2.056329,43|52|33|2|66|73|55|88|64|29,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.427259,-1.000000
75,34.520000,1.949986,36|21|65|13|83|18|51|23|8|33,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.178953,-1.000000
76,27.890000,2.054488,79|59|38|87|91|49|57|45|76|33,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.703858,-1.000000
77,26.900000,2.049253,14|36|71|0|3|15|27|91|69|26,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.108715,-1.000000
78,26.970000,2.024969,89|92|69|36|41|88|48|98|21|73,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.703939,-1.000000
79,33.380000,1.983602,45|36|95|46|3|80|23|14|8|66,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.225976,-1.000000
80,27.470000,2.049764,53|98|71|83|70|82|47|94|99|97,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.907075,-1.000000
81,28.400000,2.049018,54|8|35|73|91|97|87|79|33|49,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.571796,-1.000000
82,29.810000,2.011866,38|24|74|58|36|13|85|34|7|40,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.319955,-1.000000
83,28.010000,2.057156,40|29|57|49|69|98|74|87|18|91,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.605735,-1.000000
84,28.030000,2.067362,33|3|19|15|47|70|16|84|80|85,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.314599,-1.000000
85,26.230000,2.051849,0|96|2|52|77|18|38|99|51|61,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.321950,-1.000000
86,28.880000,2.028649,38|90|47|64|94|41|82|48|36|96,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.657245,-1.000000
87,24.750000,2.063958,85|22|12|65|36|61|21|98|34|15,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.332195,-1.000000
88,26.440000,2.046308,29|54|84|75|1|31|89|57|43|13,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.338460,-1.000000
89,23.990000,2.086524,68|10|11|55|81|70|71|74|56|44,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.540735,-1.000000
90,28.890000,2.039285,60|25|15|70|10|61|95|3|0|24,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.098446,-1.000000
91,28.420000,2.061119,65|84|82|2|52|9|81|85|91|3,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.380967,-1.000000
92,22.090000,2.169261,84|44|73|99|45|79|14|27|80|2,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.444694,-1.000000
93,26.170000,2.072770,37|14|27|86|92|24|17|1|31|9,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.107095,-1.000000
94,26.610000,2.048482,20|11|54|55|91|26|86|65|75|94,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.549709,-1.000000
95,29.040000,2.014706,4|8|23|24|85|25|43|12|11|0,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,0.844929,-1.000000
96,31.070000,2.014327,70|37|27|29|30|21|8|7|23|26,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.027041,-1.000000
97,28.080000,2.031468,80|63|49|68|48|61|89|70|97|98,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.786072,-1.000000
98,27.550000,2.037321,26|2|99|23|55|40|17|30|43|59,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.229258,-1.000000
99,28.410000,1.984926,5|60|13|84|29|34|3|64|21|25,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.055077,-1.000000
100,31.540000,2.010616,98|68|67|37|72|59|0|58|4|6,74.200000,0,100.000000,0,0.562500,0.866222,0.778355,0.587250,0.908897,0.852636,0.562500,0.866222,0.778355,555,301,0.546858,1.075659
101,35.380000,1.978964,72|41|60|94|11|88|39|70|62|47,62.100000,60,99.000000,0,0.589750,0.794828,0.878220,0.585000,0.808120,0.885714,0.589750,0.794828,0.878220,260,484,0.754404,1.323777
102,34.200000,2.182278,18|85|68|84|79|8|62|44|99|70,78.600000,18,93.000000,0,0.605000,0.802066,0.955687,0.609000,0.786946,0.943870,0.605000,0.802066,0.955687,90,479,0.663120,1.156478
103,27.450000,2.362743,0|14|90|42|38|24|28|77|8|56,69.500000,0,100.000000,0,0.593500,0.889217,0.754467,0.547500,0.931963,0.729450,0.593500,0.889217,0.754467,687,263,0.401395,0.764650
104,32.040000,2.148884,91|9|75|79|48|0|70|86|67|84,55.200000,9,100.000000,0,0.610000,0.672131,0.798054,0.540500,0.702128,0.738686,0.610000,0.672131,0.798054,415,800,0.979357,1.233409
105,32.290000,2.122943,84|13|58|9|71|45|78|48|41|56,66.200000,9,100.000000,0,0.571750,0.801049,0.764927,0.563000,0.818828,0.769937,0.571750,0.801049,0.764927,563,455,0.570819,1.167507
106,32.130000,2.171347,38|32|11|72|31|91|44|99|66|62,72.800000,62,91.000000,0,0.629000,0.768680,0.856890,0.637500,0.755686,0.853788,0.629000,0.768680,0.856890,323,582,0.750612,1.199516
107,31.910000,2.337882,61|22|99|88|66|70|3|19|21|37,78.600000,61,100.000000,0,0.706500,0.812456,0.937526,0.706000,0.829320,0.956309,0.706500,0.812456,0.937526,153,530,0.698654,1.074204
108,29.360000,2.305981,96|42|93|38|64|36|58|81|0|59,69.200000,0,100.000000,0,0.619000,0.703958,0.795890,0.565750,0.762262,0.787671,0.619000,0.703958,0.795890,447,733,0.808116,1.264295
109,32.340000,2.214775,16|99|92|67|48|44|45|64|82|10,60.100000,64,100.000000,0,0.611500,0.590352,0.659361,0.596000,0.611997,0.666210,0.611500,0.590352,0.659361,746,1002,1.068044,1.295332
110,34.460000,2.186165,66|39|0|21|35|26|33|46|63|87,76.400000,0,100.000000,0,0.705250,0.851117,0.898578,0.658500,0.911541,0.898578,0.705250,0.851117,0.898578,271,420,0.614101,1.074622
111,29.570000,2.264310,75|60|84|7|96|38|62|69|72|99,66.900000,60,99.000000,0,0.692000,0.605130,0.888123,0.641250,0.652242,0.887063,0.692000,0.605130,0.888123,211,1093,1.088281,1.393513
112,27.060000,2.304551,36|58|75|89|77|2|32|83|8|42,73.200000,2,100.000000,0,0.742500,0.703030,0.870726,0.660750,0.797957,0.879483,0.742500,0.703030,0.870726,310,882,0.902618,1.158781
113,35.710000,2.119575,8|92|11|14|74|39|57|48|93|97,63.600000,8,97.000000,0,0.793250,0.641979,0.885652,0.741750,0.704415,0.908696,0.793250,0.641979,0.885652,263,1136,1.104331,1.250929
114,35.340000,2.119223,33|82|25|38|0|93|31|3|26|68,76.800000,0,100.000000,0,0.734750,0.775774,0.836084,0.657750,0.813379,0.784745,0.734750,0.775774,0.836084,447,659,0.653395,1.027532
115,34.290000,2.146540,60|30|91|1|14|9|82|24|71|6,78.100000,60,100.000000,0,0.786500,0.797839,0.908762,0.710500,0.869106,0.894280,0.786500,0.797839,0.908762,252,636,0.709498,1.002452
