epoch,global_acc,global_loss,selected_clients,net2_avg_acc,best_net2_client,best_net2_acc,best_net2_used,fedrn_clean_ratio,fedrn_precision,fedrn_recall,bestnet2_clean_ratio,bestnet2_precision,bestnet2_recall,final_clean_ratio,final_precision,final_recall,missed_clean,false_clean,net1_train_loss,net2_train_loss
29,28.930000,2.007487,20|70|60|57|11|99|25|48|15|29,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.414197,-1.000000
30,23.160000,2.054747,67|7|2|39|55|71|12|86|14|21,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.246320,-1.000000
31,31.150000,2.013212,32|11|72|12|87|82|52|16|44|55,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.464732,-1.000000
32,31.900000,1.995334,46|34|84|96|59|78|55|48|23|30,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.644308,-1.000000
33,26.140000,2.069129,72|27|79|57|53|63|47|69|74|10,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.671807,-1.000000
34,33.540000,1.966565,28|46|29|4|54|61|94|25|18|17,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.261625,-1.000000
35,29.130000,2.016443,78|35|63|60|40|83|90|23|4|47,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.530852,-1.000000
36,21.580000,2.055548,20|50|21|96|55|25|70|0|44|12,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.286808,-1.000000
37,29.790000,1.969665,75|45|57|44|21|13|17|92|82|5,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.415020,-1.000000
38,30.900000,1.999578,41|57|95|90|96|29|77|93|85|50,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.848452,-1.000000
39,29.880000,2.008788,30|90|50|55|15|39|29|35|49|65,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.472278,-1.000000
40,24.780000,2.033964,26|11|89|13|78|48|84|9|17|76,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.378240,-1.000000
41,32.190000,1.971613,62|20|4|76|7|97|89|16|45|75,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.433896,-1.000000
42,31.860000,1.981955,55|37|46|62|35|60|24|71|9|73,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.461050,-1.000000
43,29.210000,1.981180,67|96|20|21|5|3|75|28|91|56,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.377589,-1.000000
44,31.510000,1.997181,85|70|40|57|72|35|43|6|82|16,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.518477,-1.000000
45,29.350000,2.018796,89|27|48|40|76|2|17|70|67|13,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.369594,-1.000000
46,26.320000,2.010669,68|97|3|92|67|32|29|42|89|13,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.456013,-1.000000
47,31.980000,1.971808,30|32|42|65|16|40|77|3|94|2,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.259216,-1.000000
48,30.030000,2.010262,80|15|0|8|43|99|98|75|66|77,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.489483,-1.000000
49,27.440000,2.061708,78|7|65|42|50|72|55|88|85|95,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.730992,-1.000000
50,25.830000,2.092526,69|58|73|68|12|98|23|24|0|97,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.437659,-1.000000
51,24.800000,2.093575,74|65|91|42|97|84|26|6|72|40,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.628901,-1.000000
52,28.340000,2.060137,68|2|41|6|85|95|88|19|24|38,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.353476,-1.000000
53,28.690000,2.008618,6|98|69|15|68|62|86|88|7|13,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.423946,-1.000000
54,28.000000,2.038386,13|54|68|48|63|88|93|29|64|91,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.638708,-1.000000
55,28.050000,2.016172,50|44|2|1|3|96|62|54|19|35,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.137222,-1.000000
56,29.630000,1.986354,14|84|64|75|21|51|36|6|93|26,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.397865,-1.000000
57,26.180000,2.025619,73|9|27|31|28|82|57|29|35|60,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.347536,-1.000000
58,30.380000,1.981954,5|20|36|42|50|77|97|63|67|31,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.438758,-1.000000
59,31.130000,1.966230,43|16|79|45|26|62|4|41|11|18,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.206549,-1.000000
60,30.150000,1.984757,75|27|14|42|43|71|72|39|49|88,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.532637,-1.000000
61,31.930000,1.966618,3|50|15|29|1|10|51|74|82|85,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.227098,-1.000000
62,31.930000,1.993399,52|67|50|84|44|38|9|93|63|29,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.495535,-1.000000
63,35.070000,1.940554,5|15|36|55|35|77|59|51|82|50,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.415485,-1.000000
64,29.970000,1.964392,3|56|48|26|99|7|16|2|30|97,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.152834,-1.000000
65,28.760000,2.010224,77|76|88|69|91|19|42|45|7|63,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.590065,-1.000000
66,28.920000,1.988211,75|49|70|91|86|65|35|7|54|56,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.608734,-1.000000
67,30.930000,1.964057,23|32|35|25|95|60|90|59|51|29,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.435140,-1.000000
68,31.780000,1.977130,8|40|27|59|68|67|82|3|41|22,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.293640,-1.000000
69,27.120000,2.052324,48|63|54|9|96|58|41|40|69|97,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.577645,-1.000000
70,34.080000,1.936676,37|3|95|65|76|52|18|66|22|14,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.321641,-1.000000
71,27.220000,2.038886,79|31|78|7|59|49|96|32|61|52,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.535173,-1.000000
72,24.170000,2.072740,97|18|80|69|95|60|27|79|20|52,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.585793,-1.000000
73,32.200000,1.963275,13|58|4|56|75|74|44|21|84|71,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.429403,-1.000000
74,25.290000,2.032518,43|52|33|2|66|73|55|88|64|29,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.426743,-1.000000
75,32.140000,1.953175,36|21|65|13|83|18|51|23|8|33,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.161443,-1.000000
76,31.460000,2.023943,79|59|38|87|91|49|57|45|76|33,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.702875,-1.000000
77,30.330000,2.010026,14|36|71|0|3|15|27|91|69|26,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.092721,-1.000000
78,30.440000,2.009188,89|92|69|36|41|88|48|98|21|73,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.698486,-1.000000
79,32.840000,1.949530,45|36|95|46|3|80|23|14|8|66,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.218242,-1.000000
80,28.700000,2.030186,53|98|71|83|70|82|47|94|99|97,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.881803,-1.000000
81,31.420000,2.045949,54|8|35|73|91|97|87|79|33|49,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.576168,-1.000000
82,30.820000,1.978613,38|24|74|58|36|13|85|34|7|40,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.297123,-1.000000
83,29.560000,2.034052,40|29|57|49|69|98|74|87|18|91,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.609257,-1.000000
84,28.580000,2.020740,33|3|19|15|47|70|16|84|80|85,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.316420,-1.000000
85,27.460000,2.047039,0|96|2|52|77|18|38|99|51|61,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.313528,-1.000000
86,28.460000,2.025179,38|90|47|64|94|41|82|48|36|96,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.640574,-1.000000
87,25.460000,2.074406,85|22|12|65|36|61|21|98|34|15,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.309413,-1.000000
88,29.540000,1.998023,29|54|84|75|1|31|89|57|43|13,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.342540,-1.000000
89,29.120000,1.995615,68|10|11|55|81|70|71|74|56|44,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.529394,-1.000000
90,32.980000,1.981105,60|25|15|70|10|61|95|3|0|24,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.092715,-1.000000
91,28.930000,2.035123,65|84|82|2|52|9|81|85|91|3,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.369539,-1.000000
92,24.130000,2.082626,84|44|73|99|45|79|14|27|80|2,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.436468,-1.000000
93,27.160000,2.025624,37|14|27|86|92|24|17|1|31|9,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.092083,-1.000000
94,27.740000,2.047313,20|11|54|55|91|26|86|65|75|94,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.538077,-1.000000
95,31.650000,2.003905,4|8|23|24|85|25|43|12|11|0,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,0.834916,-1.000000
96,30.610000,1.983383,70|37|27|29|30|21|8|7|23|26,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.011832,-1.000000
97,29.480000,2.010345,80|63|49|68|48|61|89|70|97|98,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.776231,-1.000000
98,25.900000,2.044764,26|2|99|23|55|40|17|30|43|59,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.226072,-1.000000
99,29.860000,1.946780,5|60|13|84|29|34|3|64|21|25,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.049373,-1.000000
100,33.670000,1.897516,98|68|67|37|72|59|0|58|4|6,82.700000,0,100.000000,0,0.654000,0.919725,0.960863,0.654000,0.919725,0.960863,0.654000,0.919725,0.960863,98,210,0.451117,0.793554
101,32.310000,1.892010,11|41|44|16|42|99|76|72|94|51,77.000000,16,97.000000,0,0.629250,0.853397,0.951706,0.629250,0.853397,0.951706,0.629250,0.853397,0.951706,109,369,0.650247,0.882786
102,32.660000,1.971083,29|62|11|4|59|85|71|95|66|41,82.700000,29,100.000000,0,0.609000,0.918719,0.960515,0.609000,0.918719,0.960515,0.609000,0.918719,0.960515,92,198,0.403460,0.773913
103,34.020000,1.870587,46|47|87|44|66|72|97|84|39|82,76.500000,46,93.000000,0,0.527750,0.860730,0.966489,0.527750,0.860730,0.966489,0.527750,0.860730,0.966489,63,294,0.570919,0.979248
104,39.550000,1.679291,64|80|31|23|20|60|68|25|98|24,87.100000,64,100.000000,0,0.630000,0.942063,0.978566,0.630000,0.942063,0.978566,0.630000,0.942063,0.978566,52,146,0.364963,0.650120
105,36.030000,1.809337,15|5|48|26|91|65|19|59|11|55,79.100000,59,93.000000,0,0.686500,0.958121,0.959519,0.686500,0.958121,0.959519,0.686500,0.958121,0.959519,111,115,0.423234,0.665978
106,39.240000,1.770013,35|71|4|26|59|13|39|24|66|54,86.900000,66,94.000000,0,0.687500,0.976727,0.975309,0.687500,0.976727,0.975309,0.687500,0.976727,0.975309,68,64,0.273984,0.270251
107,30.260000,1.888586,83|8|68|31|9|57|72|75|6|91,79.700000,9,100.000000,0,0.611500,0.952984,0.969634,0.611500,0.952984,0.969634,0.611500,0.952984,0.969634,73,115,0.369885,0.631081
108,45.850000,1.593248,71|70|72|44|67|73|93|65|39|10,81.000000,70,94.000000,0,0.540750,0.929727,0.971028,0.540750,0.929727,0.971028,0.540750,0.929727,0.971028,60,152,0.463418,0.726754
109,29.280000,1.908212,74|83|6|85|38|56|94|91|63|0,83.600000,74,100.000000,0,0.554000,0.931408,0.975425,0.554000,0.931408,0.975425,0.554000,0.931408,0.975425,52,152,0.397969,0.734697
110,36.130000,1.719975,47|53|62|41|55|90|35|1|8|50,83.500000,8,95.000000,0,0.644000,0.978261,0.973725,0.644000,0.978261,0.973725,0.644000,0.978261,0.973725,68,56,0.284031,0.509263
111,39.250000,1.674774,42|73|62|4|16|27|21|61|22|25,91.200000,61,99.000000,0,0.698750,0.988551,0.961378,0.698750,0.988551,0.961378,0.698750,0.988551,0.961378,111,32,0.189741,0.334319
112,41.720000,1.590095,47|35|99|9|27|12|30|11|13|37,83.800000,9,100.000000,0,0.766000,0.934073,0.960403,0.766000,0.934073,0.960403,0.766000,0.934073,0.960403,118,202,0.428251,0.391004
113,39.490000,1.658840,69|87|23|88|60|94|6|65|7|24,81.200000,60,100.000000,0,0.598250,0.952779,0.978121,0.598250,0.952779,0.978121,0.598250,0.952779,0.978121,51,113,0.374045,0.658080
114,39.420000,1.668786,8|38|34|26|36|61|13|63|11|28,86.200000,61,100.000000,0,0.733750,0.987734,0.970539,0.733750,0.987734,0.970539,0.733750,0.987734,0.970539,88,36,0.247530,0.264649
115,35.990000,1.809545,24|34|85|62|73|88|41|94|15|77,86.900000,88,100.000000,0,0.518250,0.967680,0.952065,0.518250,0.967680,0.952065,0.518250,0.967680,0.952065,101,67,0.310934,0.380898
