epoch,target_client,best_net2_client,scoreA_count,fedrn_clean_count,bestnet2_clean_count,final_clean_count,final_precision,final_recall,missed_clean,false_clean
111,84,60,323,326,294,326,0.404908,1.000000,0,194
111,7,60,319,368,372,368,1.000000,0.973545,10,0
111,96,60,295,297,282,297,0.161616,0.516129,45,249
111,38,60,321,278,286,278,0.971223,0.967742,9,8
111,62,60,339,199,214,199,0.969849,0.955446,9,6
111,69,60,275,220,152,220,0.609091,0.744444,46,86
111,72,60,334,301,229,301,0.561462,0.994118,1,132
111,99,60,320,322,319,322,0.260870,1.000000,0,238
112,36,2,236,185,149,185,0.767568,0.498246,143,43
112,58,2,283,212,216,212,0.787736,0.776744,48,45
112,75,2,265,260,201,260,0.269231,0.437500,90,190
112,89,2,304,319,300,319,0.360502,0.991379,1,204
112,77,2,334,339,225,339,0.454277,1.000000,0,185
112,2,2,226,394,394,394,1.000000,1.000000,0,0
112,32,2,355,295,280,295,0.986441,0.976510,7,4
112,83,2,323,338,224,338,0.399408,1.000000,0,203
112,8,2,337,367,374,367,0.997275,0.976000,9,1
112,42,2,324,261,280,261,0.973180,0.954887,12,7
113,8,8,338,374,369,374,0.997326,0.994667,2,1
113,92,8,276,287,260,287,0.167247,0.452830,58,239
113,11,8,277,343,367,343,0.997085,0.936986,23,1
113,14,8,258,334,355,334,0.988024,0.926966,26,4
113,74,8,357,361,319,361,0.454294,1.000000,0,197
113,39,8,313,285,290,285,0.929825,0.960145,11,20
113,57,8,321,277,246,277,0.711191,0.903670,21,80
113,48,8,237,233,178,233,0.545064,0.514170,120,106
113,93,8,282,322,247,322,0.319876,1.000000,0,219
113,97,8,344,357,336,357,0.246499,0.977778,2,269
114,33,0,358,296,306,296,0.966216,0.969492,9,10
114,82,0,356,366,344,366,0.377049,1.000000,0,228
114,25,0,223,160,159,160,0.968750,0.484375,165,5
114,38,0,244,278,150,278,0.964029,0.960573,11,10
114,0,0,262,353,328,353,1.000000,0.882500,47,0
114,93,0,365,368,340,368,0.279891,1.000000,0,265
114,31,0,372,294,310,294,0.986395,0.963455,11,4
114,3,0,161,194,194,194,1.000000,0.496164,197,0
114,26,0,388,317,321,317,0.977918,0.977918,7,7
114,68,0,373,313,179,313,0.584665,1.000000,0,130
115,60,60,352,213,353,213,0.962441,0.985577,3,8
115,30,60,377,302,300,302,0.976821,0.970395,9,7
115,91,60,351,351,76,351,0.310541,1.000000,0,242
115,1,60,219,200,197,200,1.000000,0.503778,197,0
115,14,60,354,349,346,349,0.997135,0.977528,8,1
115,9,60,346,372,372,372,1.000000,1.000000,0,0
115,82,60,367,367,225,367,0.376022,1.000000,0,229
115,24,60,347,316,321,316,0.977848,0.953704,15,7
115,71,60,366,314,269,314,0.547771,0.994220,1,142
115,6,60,301,362,383,362,1.000000,0.950131,19,0
116,32,2,374,299,298,299,0.986622,0.989933,3,4
116,57,2,374,283,236,283,0.745583,0.967890,7,72
116,98,2,354,359,285,359,0.242340,1.000000,0,272
116,59,2,369,206,204,206,0.966019,0.938679,13,7
116,54,2,357,223,226,223,0.991031,0.969298,7,2
116,25,2,228,159,159,159,0.974843,0.484375,165,4
116,45,2,365,250,256,250,0.968000,0.945312,14,8
116,36,2,246,230,147,230,0.617391,0.498246,143,88
116,2,2,244,394,394,394,1.000000,1.000000,0,0
116,71,2,315,226,168,226,0.765487,1.000000,0,53
117,50,3,271,271,209,271,0.428044,0.483333,124,155
117,80,3,375,286,116,286,0.500000,0.993056,1,143
117,55,3,373,307,243,307,0.723127,0.991071,2,85
117,90,3,369,371,343,371,0.301887,1.000000,0,259
117,1,3,310,377,397,377,1.000000,0.949622,20,0
117,4,3,260,363,364,363,1.000000,0.935567,25,0
117,95,3,320,320,289,320,0.109375,0.364583,61,285
117,3,3,364,385,385,385,1.000000,0.984655,6,0
117,38,3,366,283,287,283,0.961131,0.974910,7,11
117,54,3,318,226,208,226,0.982301,0.973684,6,4
118,83,8,357,346,325,346,0.390173,1.000000,0,211
118,99,8,364,360,336,360,0.233333,1.000000,0,276
118,62,8,350,308,189,308,0.655844,1.000000,0,106
118,95,8,321,319,302,319,0.109718,0.364583,61,284
118,8,8,347,373,371,373,0.997319,0.992000,3,1
118,10,8,214,191,190,191,0.984293,0.510870,180,3
118,44,8,321,251,252,251,0.988048,0.953846,12,3
118,56,8,356,223,238,223,0.955157,0.963801,8,10
118,59,8,332,225,193,225,0.906667,0.962264,8,21
118,97,8,358,366,331,366,0.245902,1.000000,0,276
119,76,42,309,312,288,312,0.266026,0.528662,74,229
119,78,42,359,362,323,362,0.417127,1.000000,0,211
119,42,42,332,267,259,267,0.958801,0.962406,10,11
119,38,42,245,275,282,275,0.974545,0.960573,11,7
119,21,42,329,333,326,333,0.981982,0.981982,6,6
119,15,42,167,192,192,192,0.979167,0.534091,164,4
119,62,42,307,259,196,259,0.779923,1.000000,0,57
119,85,42,355,361,334,361,0.354571,1.000000,0,233
119,25,42,225,160,158,160,0.968750,0.484375,165,5
119,63,42,346,219,250,219,0.894977,0.984925,3,23
120,24,70,360,330,330,330,0.972727,0.990741,3,9
120,32,70,373,292,299,292,0.989726,0.969799,9,3
120,77,70,370,370,370,370,0.416216,1.000000,0,216
120,55,70,365,320,249,320,0.700000,1.000000,0,96
120,33,70,357,302,302,302,0.963576,0.986441,4,11
120,49,70,339,245,256,245,0.955102,0.959016,10,11
120,12,70,210,178,178,178,0.983146,0.483425,187,3
120,53,70,352,232,260,232,0.948276,0.952381,11,12
120,70,70,363,357,369,357,0.492997,1.000000,0,181
120,86,70,314,313,307,313,0.188498,0.472000,66,254
121,91,1,355,359,175,359,0.303621,1.000000,0,250
121,41,1,269,236,149,236,0.597458,0.524164,128,95
121,77,1,371,370,284,370,0.416216,1.000000,0,216
121,54,1,371,225,225,225,0.977778,0.964912,8,5
121,27,1,358,317,320,317,0.977918,0.987261,4,7
121,1,1,317,383,387,383,1.000000,0.964736,14,0
121,62,1,344,296,200,296,0.679054,0.995050,1,95
121,86,1,312,313,280,313,0.188498,0.472000,66,254
121,45,1,361,261,260,261,0.965517,0.984375,4,9
121,75,1,295,296,264,296,0.236486,0.437500,90,226
122,42,9,341,273,281,273,0.948718,0.973684,7,14
122,78,9,366,366,221,366,0.412568,1.000000,0,215
122,9,9,338,372,372,372,1.000000,1.000000,0,0
122,40,9,261,261,182,261,0.524904,0.503676,135,124
122,95,9,318,320,318,320,0.109375,0.364583,61,285
122,60,9,380,209,206,209,0.995215,1.000000,0,1
122,30,9,382,304,306,304,0.973684,0.973684,8,8
122,20,9,326,338,345,338,0.982249,0.988095,4,6
122,38,9,375,281,287,281,0.971530,0.978495,6,8
122,39,9,382,291,288,291,0.948454,1.000000,0,15
123,20,61,289,309,335,309,0.987055,0.907738,31,4
123,61,61,380,208,202,208,0.980769,0.995122,1,4
123,81,61,313,312,313,312,0.224359,0.496454,71,242
123,69,61,351,207,372,207,0.830918,0.955556,8,35
123,95,61,318,320,321,320,0.109375,0.364583,61,285
123,3,61,182,194,194,194,1.000000,0.496164,197,0
123,18,61,298,335,337,335,0.997015,0.973761,9,1
123,82,61,368,368,361,368,0.375000,1.000000,0,230
123,77,61,368,369,371,369,0.417344,1.000000,0,215
123,96,61,338,338,337,338,0.142012,0.516129,45,290
124,86,29,314,313,311,313,0.188498,0.472000,66,254
124,79,29,371,370,200,370,0.400000,1.000000,0,222
124,29,29,362,308,306,308,1.000000,1.000000,0,0
124,78,29,366,366,207,366,0.412568,1.000000,0,215
124,19,29,217,308,332,308,0.977273,0.885294,39,7
124,12,29,210,178,178,178,0.983146,0.483425,187,3
124,0,29,277,354,338,354,1.000000,0.885000,46,0
124,32,29,380,297,295,297,0.986532,0.983221,5,4
124,44,29,348,252,268,252,0.984127,0.953846,12,4
124,95,29,320,322,319,322,0.111801,0.375000,60,286
125,19,46,340,334,322,334,0.994012,0.976471,8,2
125,21,46,389,337,342,337,0.976261,0.987988,4,8
125,46,46,305,257,243,257,0.980545,0.996047,1,5
125,58,46,373,279,217,279,0.770609,1.000000,0,64
125,45,46,382,266,265,266,0.943609,0.980469,5,15
125,11,46,396,363,367,363,0.994490,0.989041,4,2
125,78,46,365,366,252,366,0.412568,1.000000,0,215
125,68,46,344,223,167,223,0.820628,1.000000,0,40
125,4,46,284,377,381,377,0.997347,0.969072,12,1
125,80,46,377,262,248,262,0.545802,0.993056,1,119
126,79,66,368,371,353,371,0.398922,1.000000,0,223
126,66,66,374,251,374,251,0.752988,1.000000,0,62
126,56,66,371,224,222,224,0.955357,0.968326,7,10
126,21,66,378,334,336,334,0.982036,0.984985,5,6
126,91,66,359,359,356,359,0.303621,1.000000,0,250
126,48,66,264,271,254,271,0.468635,0.514170,120,144
126,5,66,238,236,195,236,0.995763,0.611979,149,1
126,72,66,380,380,268,380,0.447368,1.000000,0,210
126,45,66,319,262,262,262,0.965649,0.988281,3,9
126,35,66,360,290,289,290,0.975862,0.982639,5,7
127,19,61,362,337,336,337,0.994065,0.985294,5,2
127,61,61,377,204,380,204,0.985294,0.980488,4,3
127,66,61,375,371,199,371,0.509434,1.000000,0,182
127,62,61,377,375,375,375,0.538667,1.000000,0,173
127,29,61,373,307,308,307,1.000000,0.996753,1,0
127,17,61,218,172,172,172,0.976744,0.485549,178,4
127,52,61,380,231,225,231,0.961039,0.948718,12,9
127,92,61,324,323,323,323,0.148607,0.452830,58,275
127,77,61,369,370,370,370,0.416216,1.000000,0,216
127,83,61,366,367,367,367,0.367847,1.000000,0,232
128,81,56,311,313,313,313,0.223642,0.496454,71,243
128,25,56,230,199,159,199,0.778894,0.484375,165,44
128,16,56,225,180,180,180,0.994444,0.512894,170,1
128,36,56,250,238,194,238,0.596639,0.498246,143,96
128,56,56,379,228,380,228,0.947368,0.977376,5,12
128,26,56,377,318,323,318,0.977987,0.981073,6,7
128,43,56,259,258,258,258,0.507752,0.498099,132,127
128,35,56,381,293,283,293,0.969283,0.986111,4,9
128,78,56,365,366,366,366,0.412568,1.000000,0,215
128,95,56,322,321,321,321,0.109034,0.364583,61,286
129,99,13,374,374,357,374,0.224599,1.000000,0,290
129,26,13,363,318,323,318,0.971698,0.974763,8,9
129,62,13,377,377,200,377,0.535809,1.000000,0,175
129,14,13,232,351,356,351,0.985755,0.971910,10,5
129,87,13,359,373,344,373,0.327078,1.000000,0,251
129,73,13,384,384,173,384,0.434896,1.000000,0,217
129,13,13,392,359,355,359,0.994429,0.994429,2,2
129,84,13,377,380,290,380,0.347368,1.000000,0,248
129,68,13,374,369,169,369,0.495935,1.000000,0,186
129,53,13,375,234,230,234,0.961538,0.974026,6,9
130,18,2,384,342,343,342,0.997076,0.994169,2,1
130,95,2,321,321,297,321,0.109034,0.364583,61,286
130,33,2,373,300,303,300,0.960000,0.976271,7,12
130,54,2,376,227,229,227,0.982379,0.978070,5,4
130,19,2,366,340,343,340,0.994118,0.994118,2,2
130,41,2,268,269,149,269,0.524164,0.524164,128,128
130,75,2,297,297,258,297,0.235690,0.437500,90,227
130,8,2,371,372,376,372,0.997312,0.989333,4,1
130,40,2,261,261,146,261,0.524904,0.503676,135,124
130,2,2,255,394,394,394,1.000000,1.000000,0,0
131,48,0,272,271,245,271,0.468635,0.514170,120,144
131,26,0,352,326,323,326,0.953988,0.981073,6,15
131,23,0,356,330,330,330,0.987879,0.996942,1,4
131,52,0,378,230,232,230,0.956522,0.940171,14,10
131,70,0,368,369,213,369,0.476965,1.000000,0,193
131,71,0,373,371,175,371,0.466307,1.000000,0,198
131,86,0,313,313,286,313,0.188498,0.472000,66,254
131,50,0,271,271,261,271,0.424354,0.479167,125,156
131,96,0,338,337,303,337,0.142433,0.516129,45,289
131,0,0,197,289,295,289,1.000000,0.722500,111,0
132,86,2,314,314,285,314,0.187898,0.472000,66,255
132,78,2,366,366,203,366,0.412568,1.000000,0,215
132,12,2,210,178,178,178,0.983146,0.483425,187,3
132,46,2,383,257,244,257,0.984436,1.000000,0,4
132,65,2,293,293,264,293,0.327645,0.500000,96,197
132,93,2,367,368,364,368,0.279891,1.000000,0,265
132,35,2,388,291,302,291,0.979381,0.989583,3,6
132,82,2,368,368,341,368,0.375000,1.000000,0,230
132,87,2,373,375,372,375,0.325333,1.000000,0,253
132,2,2,233,394,394,394,1.000000,1.000000,0,0
133,0,0,294,329,329,329,1.000000,0.822500,71,0
133,26,0,202,293,311,293,0.969283,0.895899,33,9
133,73,0,384,384,173,384,0.434896,1.000000,0,217
133,33,0,387,302,303,302,0.963576,0.986441,4,11
133,45,0,382,264,265,264,0.950758,0.980469,5,13
133,78,0,366,366,206,366,0.412568,1.000000,0,215
133,79,0,370,371,217,371,0.398922,1.000000,0,223
133,9,0,363,372,372,372,1.000000,1.000000,0,0
133,83,0,364,367,364,367,0.367847,1.000000,0,232
133,88,0,367,367,338,367,0.324251,1.000000,0,248
134,97,61,368,368,367,368,0.244565,1.000000,0,278
134,73,61,384,384,381,384,0.434896,1.000000,0,217
134,6,61,357,371,368,371,0.997305,0.971129,11,1
134,76,61,314,314,314,314,0.264331,0.528662,74,231
134,51,61,374,374,247,374,0.633690,1.000000,0,137
134,8,61,396,375,376,375,0.997333,0.997333,1,1
134,17,61,218,172,172,172,0.976744,0.485549,178,4
134,30,61,383,311,309,311,0.971061,0.993421,2,9
134,61,61,380,306,211,306,0.669935,1.000000,0,101
134,86,61,314,314,314,314,0.187898,0.472000,66,255
135,56,74,379,235,233,235,0.931915,0.990950,2,16
135,89,74,368,368,367,368,0.315217,1.000000,0,252
135,46,74,383,253,255,253,0.988142,0.988142,3,3
135,43,74,259,259,258,259,0.505792,0.498099,132,128
135,65,74,294,294,294,294,0.326531,0.500000,96,198
135,25,74,230,217,159,217,0.714286,0.484375,165,62
135,74,74,369,369,369,369,0.444444,1.000000,0,205
135,28,74,389,315,318,315,0.977778,0.990354,3,7
135,44,74,377,261,259,261,0.961686,0.965385,9,10
135,47,74,380,255,251,255,0.960784,0.980000,5,10
136,99,67,374,374,372,374,0.224599,1.000000,0,290
136,70,67,369,369,253,369,0.476965,1.000000,0,193
136,67,67,374,373,374,373,0.498660,1.000000,0,187
136,90,67,374,374,368,374,0.299465,1.000000,0,262
136,38,67,371,284,280,284,0.971831,0.989247,3,8
136,51,67,375,375,246,375,0.632000,1.000000,0,138
136,11,67,378,367,365,367,0.994550,1.000000,0,2
136,81,67,313,313,313,313,0.223642,0.496454,71,243
136,83,67,365,366,364,366,0.368852,1.000000,0,231
136,58,67,380,301,220,301,0.714286,1.000000,0,86
137,70,60,369,370,297,370,0.475676,1.000000,0,194
137,3,60,396,387,391,387,1.000000,0.989770,4,0
137,71,60,373,373,371,373,0.463807,1.000000,0,200
137,68,60,374,374,183,374,0.489305,1.000000,0,191
137,39,60,384,287,279,287,0.954704,0.992754,2,13
137,62,60,377,377,193,377,0.535809,1.000000,0,175
137,33,60,388,306,302,306,0.957516,0.993220,2,13
137,67,60,371,374,287,374,0.497326,1.000000,0,188
137,66,60,374,374,241,374,0.505348,1.000000,0,185
137,60,60,384,206,204,206,1.000000,0.990385,2,0
138,0,0,216,310,352,310,1.000000,0.775000,90,0
138,90,0,374,374,348,374,0.299465,1.000000,0,262
138,77,0,371,371,335,371,0.415094,1.000000,0,217
138,83,0,367,367,365,367,0.367847,1.000000,0,232
138,49,0,377,279,258,279,0.870968,0.995902,1,36
138,85,0,363,363,264,363,0.352617,1.000000,0,235
138,54,0,377,376,227,376,0.606383,1.000000,0,148
138,1,0,182,197,197,197,1.000000,0.496222,200,0
138,34,0,250,250,153,250,0.588000,0.503425,145,103
138,42,0,364,276,278,276,0.949275,0.984962,4,14
139,81,29,313,313,314,313,0.223642,0.496454,71,243
139,38,29,318,283,288,283,0.971731,0.985663,4,8
139,89,29,368,368,367,368,0.315217,1.000000,0,252
139,16,29,226,180,180,180,0.994444,0.512894,170,1
139,85,29,363,362,351,362,0.353591,1.000000,0,234
139,45,29,381,267,260,267,0.955056,0.996094,1,12
139,57,29,379,378,234,378,0.576720,1.000000,0,160
139,29,29,393,308,308,308,1.000000,1.000000,0,0
139,13,29,319,355,358,355,0.994366,0.983287,6,2
139,75,29,296,297,296,297,0.235690,0.437500,90,227
140,16,9,226,219,180,219,0.817352,0.512894,170,40
140,54,9,377,373,244,373,0.611260,1.000000,0,145
140,97,9,368,368,367,368,0.244565,1.000000,0,278
140,37,9,388,297,291,297,0.942761,0.992908,2,17
140,68,9,374,374,190,374,0.489305,1.000000,0,191
140,60,9,384,384,210,384,0.541667,1.000000,0,176
140,7,9,358,375,378,375,1.000000,0.992063,3,0
140,9,9,395,372,372,372,1.000000,1.000000,0,0
140,0,9,267,345,320,345,1.000000,0.862500,55,0
140,2,9,264,394,394,394,1.000000,1.000000,0,0
141,43,52,259,259,204,259,0.505792,0.498099,132,128
141,47,52,379,251,249,251,0.972112,0.976000,6,7
141,75,52,297,297,297,297,0.235690,0.437500,90,227
141,33,52,386,306,303,306,0.960784,0.996610,1,12
141,82,52,368,368,364,368,0.375000,1.000000,0,230
141,73,52,384,384,225,384,0.434896,1.000000,0,217
141,99,52,374,374,372,374,0.224599,1.000000,0,290
141,52,52,381,237,379,237,0.949367,0.961538,9,12
141,17,52,219,172,172,172,0.976744,0.485549,178,4
141,86,52,314,313,313,313,0.188498,0.472000,66,254
142,10,4,219,191,189,191,0.984293,0.510870,180,3
142,93,4,368,368,335,368,0.279891,1.000000,0,265
142,5,4,327,379,383,379,1.000000,0.986979,5,0
142,12,4,211,178,178,178,0.983146,0.483425,187,3
142,4,4,270,358,367,358,1.000000,0.922680,30,0
142,34,4,250,248,151,248,0.592742,0.503425,145,101
142,77,4,371,370,266,370,0.416216,1.000000,0,216
142,63,4,379,273,212,273,0.725275,0.994975,1,75
142,11,4,397,366,367,366,0.994536,0.997260,1,2
142,56,4,380,379,226,379,0.583113,1.000000,0,158
143,18,2,377,338,340,338,0.997041,0.982507,6,1
143,69,2,374,374,198,374,0.481283,1.000000,0,194
143,51,2,375,375,249,375,0.632000,1.000000,0,138
143,1,2,276,397,397,397,1.000000,1.000000,0,0
143,43,2,259,258,206,258,0.507752,0.498099,132,127
143,2,2,277,394,394,394,1.000000,1.000000,0,0
143,3,2,384,385,391,385,1.000000,0.984655,6,0
143,86,2,314,314,291,314,0.187898,0.472000,66,255
143,12,2,211,178,178,178,0.983146,0.483425,187,3
143,44,2,377,371,265,371,0.700809,1.000000,0,111
144,65,13,294,294,276,294,0.326531,0.500000,96,198
144,14,13,257,348,353,348,0.988506,0.966292,12,4
144,52,13,380,232,217,232,0.978448,0.970085,7,5
144,13,13,366,357,358,357,0.997199,0.991643,3,1
144,4,13,257,353,350,353,0.997167,0.907216,36,1
144,53,13,376,353,226,353,0.654391,1.000000,0,122
144,81,13,313,313,280,313,0.223642,0.496454,71,243
144,97,13,368,368,345,368,0.244565,1.000000,0,278
144,82,13,368,368,191,368,0.375000,1.000000,0,230
144,66,13,374,374,212,374,0.505348,1.000000,0,185
145,73,29,384,384,222,384,0.434896,1.000000,0,217
145,29,29,377,308,308,308,1.000000,1.000000,0,0
145,41,29,269,269,226,269,0.524164,0.524164,128,128
145,60,29,384,216,207,216,0.962963,1.000000,0,8
145,88,29,367,367,351,367,0.324251,1.000000,0,248
145,12,29,210,178,178,178,0.983146,0.483425,187,3
145,66,29,374,374,304,374,0.505348,1.000000,0,185
145,64,29,372,372,208,372,0.526882,1.000000,0,176
145,72,29,380,380,328,380,0.447368,1.000000,0,210
145,84,29,381,382,333,382,0.345550,1.000000,0,250
146,44,64,377,270,266,270,0.955556,0.992308,2,12
146,48,64,272,272,272,272,0.466912,0.514170,120,145
146,69,64,374,374,358,374,0.481283,1.000000,0,194
146,59,64,379,378,220,378,0.560847,1.000000,0,166
146,64,64,372,372,372,372,0.526882,1.000000,0,176
146,92,64,325,325,324,325,0.147692,0.452830,58,277
146,73,64,384,384,275,384,0.434896,1.000000,0,217
146,90,64,374,374,366,374,0.299465,1.000000,0,262
146,22,64,394,332,328,332,0.990964,0.996970,1,3
146,43,64,259,259,259,259,0.505792,0.498099,132,128
147,45,14,382,264,249,264,0.954545,0.984375,4,12
147,28,14,389,314,314,314,0.984076,0.993569,2,5
147,51,14,373,375,247,375,0.632000,1.000000,0,138
147,43,14,259,259,135,259,0.505792,0.498099,132,128
147,44,14,377,265,260,265,0.966038,0.984615,4,9
147,41,14,269,269,189,269,0.524164,0.524164,128,128
147,81,14,313,313,300,313,0.223642,0.496454,71,243
147,79,14,371,371,319,371,0.398922,1.000000,0,223
147,14,14,378,356,348,356,0.991573,0.991573,3,3
147,4,14,257,375,358,375,1.000000,0.966495,13,0
148,50,23,271,271,244,271,0.424354,0.479167,125,156
148,68,23,374,374,206,374,0.489305,1.000000,0,191
148,34,23,250,249,153,249,0.590361,0.503425,145,102
148,49,23,366,261,261,261,0.919540,0.983607,4,21
148,75,23,297,297,284,297,0.235690,0.437500,90,227
148,76,23,315,315,295,315,0.263492,0.528662,74,232
148,57,23,379,287,235,287,0.756098,0.995413,1,70
148,58,23,380,380,233,380,0.565789,1.000000,0,165
148,73,23,384,384,206,384,0.434896,1.000000,0,217
148,23,23,393,331,321,331,0.984894,0.996942,1,5
149,31,0,389,310,314,310,0.967742,0.996678,1,10
149,20,0,381,342,346,342,0.976608,0.994048,2,8
149,19,0,392,340,342,340,0.991176,0.991176,3,3
149,8,0,361,374,377,374,0.997326,0.994667,2,1
