epoch,target_client,best_net2_client,scoreA_count,fedrn_clean_count,bestnet2_clean_count,final_clean_count,final_precision,final_recall,missed_clean,false_clean
149,40,0,261,261,146,261,0.524904,0.503676,135,124
149,27,0,388,319,317,319,0.978056,0.993631,2,7
149,0,0,282,356,353,356,1.000000,0.890000,44,0
149,81,0,313,313,286,313,0.223642,0.496454,71,243
149,42,0,393,280,280,280,0.935714,0.984962,4,18
149,97,0,368,368,327,368,0.244565,1.000000,0,278
150,51,47,375,375,241,375,0.632000,1.000000,0,138
150,4,47,355,380,350,380,1.000000,0.979381,8,0
150,76,47,315,315,301,315,0.263492,0.528662,74,232
150,47,47,380,252,380,252,0.976190,0.984000,4,6
150,86,47,314,314,305,314,0.187898,0.472000,66,255
150,99,47,374,374,370,374,0.224599,1.000000,0,290
150,66,47,374,374,272,374,0.505348,1.000000,0,185
150,80,47,378,379,137,379,0.379947,1.000000,0,235
150,72,47,380,380,335,380,0.447368,1.000000,0,210
150,87,47,375,375,376,375,0.325333,1.000000,0,253
151,69,61,374,374,374,374,0.481283,1.000000,0,194
151,51,61,375,375,251,375,0.632000,1.000000,0,138
151,8,61,384,373,360,373,0.997319,0.992000,3,1
151,59,61,379,378,247,378,0.560847,1.000000,0,166
151,91,61,359,359,359,359,0.303621,1.000000,0,250
151,25,61,230,227,159,227,0.682819,0.484375,165,72
151,61,61,380,377,380,377,0.543767,1.000000,0,172
151,53,61,376,375,247,375,0.616000,1.000000,0,144
151,56,61,379,235,216,235,0.936170,0.995475,1,15
151,76,61,315,315,315,315,0.263492,0.528662,74,232
152,12,64,211,178,178,178,0.983146,0.483425,187,3
152,24,64,393,331,327,331,0.972810,0.993827,2,9
152,72,64,380,380,378,380,0.447368,1.000000,0,210
152,62,64,377,377,266,377,0.535809,1.000000,0,175
152,56,64,376,237,222,237,0.924051,0.990950,2,18
152,64,64,371,372,372,372,0.526882,1.000000,0,176
152,39,64,384,291,286,291,0.945017,0.996377,1,16
152,46,64,383,257,253,257,0.976654,0.992095,2,6
152,74,64,369,369,369,369,0.444444,1.000000,0,205
152,63,64,386,219,203,219,0.899543,0.989950,2,22
153,17,1,217,210,170,210,0.800000,0.485549,178,42
153,86,1,314,314,287,314,0.187898,0.472000,66,255
153,92,1,325,325,295,325,0.147692,0.452830,58,277
153,1,1,296,392,391,392,1.000000,0.987406,5,0
153,43,1,259,259,134,259,0.505792,0.498099,132,128
153,85,1,363,363,130,363,0.352617,1.000000,0,235
153,64,1,372,372,198,372,0.526882,1.000000,0,176
153,84,1,382,382,353,382,0.345550,1.000000,0,250
153,18,1,378,331,342,331,0.996979,0.962099,13,1
153,91,1,359,359,340,359,0.303621,1.000000,0,250
154,19,22,389,340,333,340,0.994118,0.994118,2,2
154,22,22,387,330,320,330,0.987879,0.987879,4,4
154,21,22,391,338,306,338,0.979290,0.993994,2,7
154,71,22,373,373,190,373,0.463807,1.000000,0,200
154,59,22,379,294,194,294,0.721088,1.000000,0,82
154,12,22,211,178,178,178,0.983146,0.483425,187,3
154,47,22,380,259,243,259,0.949807,0.984000,4,13
154,31,22,389,308,287,308,0.974026,0.996678,1,8
154,36,22,251,249,149,249,0.570281,0.498246,143,107
154,34,22,250,249,153,249,0.590361,0.503425,145,102
155,41,29,269,269,229,269,0.524164,0.524164,128,128
155,14,29,398,353,349,353,0.994334,0.985955,5,2
155,29,29,394,310,308,310,0.993548,1.000000,0,2
155,37,29,308,274,273,274,0.956204,0.929078,20,12
155,58,29,380,368,204,368,0.584239,1.000000,0,153
155,33,29,352,292,291,292,0.972603,0.962712,11,8
155,76,29,315,315,314,315,0.263492,0.528662,74,232
155,68,29,374,374,252,374,0.489305,1.000000,0,191
155,9,29,390,372,372,372,1.000000,1.000000,0,0
155,48,29,272,272,254,272,0.466912,0.514170,120,145
156,1,61,261,392,396,392,1.000000,0.987406,5,0
156,61,61,380,374,380,374,0.548128,1.000000,0,169
156,93,61,368,368,367,368,0.279891,1.000000,0,265
156,72,61,380,380,357,380,0.447368,1.000000,0,210
156,25,61,230,228,226,228,0.679825,0.484375,165,73
156,55,61,384,380,254,380,0.589474,1.000000,0,156
156,12,61,209,178,178,178,0.983146,0.483425,187,3
156,21,61,342,330,341,330,0.981818,0.972973,9,6
156,42,61,359,280,280,280,0.939286,0.988722,3,17
156,27,61,144,158,157,158,0.981013,0.493631,159,3
157,96,18,338,338,331,338,0.142012,0.516129,45,290
157,33,18,387,303,294,303,0.957096,0.983051,5,13
157,18,18,393,339,336,339,0.997050,0.985423,5,1
157,84,18,382,382,328,382,0.345550,1.000000,0,250
157,55,18,385,380,246,380,0.589474,1.000000,0,156
157,86,18,314,314,307,314,0.187898,0.472000,66,255
157,47,18,377,252,238,252,0.980159,0.988000,3,5
157,54,18,377,377,219,377,0.604775,1.000000,0,149
157,42,18,342,280,280,280,0.942857,0.992481,2,16
157,69,18,374,374,294,374,0.481283,1.000000,0,194
158,80,61,379,379,279,379,0.379947,1.000000,0,235
158,44,61,377,377,262,377,0.689655,1.000000,0,117
158,47,61,380,245,243,245,0.983673,0.964000,9,4
158,61,61,380,380,380,380,0.539474,1.000000,0,175
158,81,61,313,313,313,313,0.223642,0.496454,71,243
158,38,61,394,286,274,286,0.972028,0.996416,1,8
158,93,61,369,368,368,368,0.279891,1.000000,0,265
158,71,61,373,373,343,373,0.463807,1.000000,0,200
158,95,61,321,320,318,320,0.109375,0.364583,61,285
158,13,61,392,362,359,362,0.991713,1.000000,0,3
159,51,0,375,375,249,375,0.632000,1.000000,0,138
159,1,0,202,198,197,198,1.000000,0.498741,199,0
159,68,0,374,374,180,374,0.489305,1.000000,0,191
159,26,0,392,316,326,316,0.981013,0.977918,7,6
159,45,0,382,269,266,269,0.940520,0.988281,3,16
159,0,0,236,307,320,307,1.000000,0.767500,93,0
159,90,0,374,374,344,374,0.299465,1.000000,0,262
159,75,0,297,297,262,297,0.235690,0.437500,90,227
159,14,0,361,350,355,350,0.994286,0.977528,8,2
159,3,0,373,383,391,383,1.000000,0.979540,8,0
160,79,52,369,371,367,371,0.398922,1.000000,0,223
160,52,52,382,382,382,382,0.612565,1.000000,0,148
160,53,52,376,371,228,371,0.622642,1.000000,0,140
160,8,52,357,371,375,371,0.997305,0.986667,5,1
160,46,52,382,256,247,256,0.976562,0.988142,3,6
160,6,52,293,362,375,362,1.000000,0.950131,19,0
160,39,52,383,290,283,290,0.948276,0.996377,1,15
160,81,52,313,313,313,313,0.223642,0.496454,71,243
160,22,52,192,209,153,209,0.990431,0.627273,123,2
160,38,52,387,287,282,287,0.968641,0.996416,1,9
161,10,29,219,191,191,191,0.984293,0.510870,180,3
161,51,29,375,375,253,375,0.632000,1.000000,0,138
161,93,29,368,368,366,368,0.279891,1.000000,0,265
161,27,29,392,317,311,317,0.977918,0.987261,4,7
161,29,29,391,308,309,308,0.996753,0.996753,1,1
161,53,29,376,376,216,376,0.614362,1.000000,0,145
161,32,29,380,299,295,299,0.983278,0.986577,4,5
161,57,29,379,379,241,379,0.575198,1.000000,0,161
161,86,29,314,314,314,314,0.187898,0.472000,66,255
161,54,29,377,327,244,327,0.697248,1.000000,0,99
162,66,64,374,374,332,374,0.505348,1.000000,0,185
162,96,64,337,338,335,338,0.142012,0.516129,45,290
162,50,64,271,271,269,271,0.424354,0.479167,125,156
162,64,64,372,372,372,372,0.526882,1.000000,0,176
162,55,64,383,381,269,381,0.587927,1.000000,0,157
162,5,64,399,383,379,383,0.994778,0.992188,3,2
162,39,64,384,291,281,291,0.945017,0.996377,1,16
162,42,64,379,276,276,276,0.938406,0.973684,7,17
162,10,64,219,191,191,191,0.984293,0.510870,180,3
162,97,64,368,368,368,368,0.244565,1.000000,0,278
163,40,64,261,261,255,261,0.524904,0.503676,135,124
163,7,64,363,377,375,377,1.000000,0.997354,1,0
163,64,64,372,372,372,372,0.526882,1.000000,0,176
163,26,64,386,320,320,320,0.978125,0.987382,4,7
163,81,64,313,313,312,313,0.223642,0.496454,71,243
163,20,64,388,343,337,343,0.976676,0.997024,1,8
163,38,64,365,283,279,283,0.978799,0.992832,2,6
163,15,64,388,355,354,355,0.983099,0.991477,3,6
163,25,64,230,230,158,230,0.673913,0.484375,165,75
163,78,64,366,366,364,366,0.412568,1.000000,0,215
164,46,52,382,376,259,376,0.672872,1.000000,0,123
164,32,52,380,298,296,298,0.986577,0.986577,4,4
164,69,52,374,374,322,374,0.481283,1.000000,0,194
164,71,52,372,373,331,373,0.463807,1.000000,0,200
164,31,52,389,307,309,307,0.973941,0.993355,2,8
164,86,52,314,314,313,314,0.187898,0.472000,66,255
164,52,52,380,234,381,234,0.965812,0.965812,8,8
164,88,52,367,367,366,367,0.324251,1.000000,0,248
164,81,52,312,313,311,313,0.223642,0.496454,71,243
164,79,52,371,370,368,370,0.400000,1.000000,0,222
165,14,2,358,349,350,349,0.994269,0.974719,9,2
165,69,2,374,374,190,374,0.481283,1.000000,0,194
165,20,2,395,344,346,344,0.973837,0.997024,1,9
165,26,2,359,319,302,319,0.974922,0.981073,6,8
165,43,2,259,259,138,259,0.505792,0.498099,132,128
165,33,2,387,306,305,306,0.957516,0.993220,2,13
165,52,2,382,382,238,382,0.612565,1.000000,0,148
165,93,2,368,368,364,368,0.279891,1.000000,0,265
165,42,2,361,269,289,269,0.966543,0.977444,6,9
165,2,2,276,392,394,392,1.000000,0.994924,2,0
166,68,58,372,374,360,374,0.489305,1.000000,0,191
166,17,58,219,172,172,172,0.976744,0.485549,178,4
166,78,58,366,366,360,366,0.412568,1.000000,0,215
166,58,58,380,379,380,379,0.567282,1.000000,0,164
166,36,58,251,244,228,244,0.581967,0.498246,143,102
166,35,58,387,295,278,295,0.966102,0.989583,3,10
166,53,58,376,316,273,316,0.731013,1.000000,0,85
166,30,58,382,309,305,309,0.977346,0.993421,2,7
166,62,58,377,377,250,377,0.535809,1.000000,0,175
166,51,58,375,375,302,375,0.632000,1.000000,0,138
167,8,8,371,374,371,374,0.997326,0.994667,2,1
167,34,8,250,250,145,250,0.588000,0.503425,145,103
167,65,8,292,292,264,292,0.328767,0.500000,96,196
167,54,8,377,377,235,377,0.604775,1.000000,0,149
167,59,8,379,377,197,377,0.562334,1.000000,0,165
167,22,8,393,331,327,331,0.993958,0.996970,1,2
167,24,8,393,327,331,327,0.972477,0.981481,6,9
167,77,8,371,370,320,370,0.416216,1.000000,0,216
167,75,8,296,296,275,296,0.236486,0.437500,90,226
167,82,8,368,368,341,368,0.375000,1.000000,0,230
168,71,2,373,373,193,373,0.463807,1.000000,0,200
168,18,2,390,340,346,340,0.997059,0.988338,4,1
168,50,2,270,271,141,271,0.424354,0.479167,125,156
168,24,2,376,326,333,326,0.975460,0.981481,6,8
168,13,2,392,361,360,361,0.991690,0.997214,1,3
168,84,2,382,382,239,382,0.345550,1.000000,0,250
168,63,2,382,386,204,386,0.515544,1.000000,0,187
168,2,2,296,394,394,394,1.000000,1.000000,0,0
168,3,2,396,385,386,385,1.000000,0.984655,6,0
168,38,2,394,286,286,286,0.965035,0.989247,3,10
169,23,61,393,328,330,328,0.990854,0.993884,2,3
169,71,61,373,373,372,373,0.463807,1.000000,0,200
169,85,61,363,363,363,363,0.352617,1.000000,0,235
169,43,61,259,259,259,259,0.505792,0.498099,132,128
169,30,61,383,310,305,310,0.970968,0.990132,3,9
169,73,61,382,383,308,383,0.436031,1.000000,0,216
169,61,61,380,280,380,280,0.732143,1.000000,0,75
169,33,61,387,303,299,303,0.957096,0.983051,5,13
169,32,61,380,297,294,297,0.986532,0.983221,5,4
169,67,61,374,374,350,374,0.497326,1.000000,0,188
170,88,29,367,367,365,367,0.324251,1.000000,0,248
170,62,29,377,377,254,377,0.535809,1.000000,0,175
170,36,29,251,251,184,251,0.565737,0.498246,143,109
170,77,29,371,371,360,371,0.415094,1.000000,0,217
170,75,29,297,297,296,297,0.235690,0.437500,90,227
170,69,29,374,374,369,374,0.481283,1.000000,0,194
170,26,29,389,325,324,325,0.969231,0.993691,2,10
170,29,29,392,308,311,308,1.000000,1.000000,0,0
170,58,29,380,319,207,319,0.673981,1.000000,0,104
170,6,29,398,380,383,380,0.997368,0.994751,2,1
171,7,7,344,371,358,371,1.000000,0.981481,7,0
171,77,7,370,370,295,370,0.416216,1.000000,0,216
171,41,7,269,269,163,269,0.524164,0.524164,128,128
171,33,7,388,306,305,306,0.954248,0.989831,3,14
171,39,7,384,384,273,384,0.718750,1.000000,0,108
171,89,7,368,368,339,368,0.315217,1.000000,0,252
171,94,7,371,371,354,371,0.269542,1.000000,0,271
171,74,7,369,369,164,369,0.444444,1.000000,0,205
171,76,7,315,315,293,315,0.263492,0.528662,74,232
171,81,7,313,313,302,313,0.223642,0.496454,71,243
172,61,9,380,380,200,380,0.539474,1.000000,0,175
172,72,9,380,380,237,380,0.447368,1.000000,0,210
172,67,9,374,374,225,374,0.497326,1.000000,0,188
172,51,9,375,375,238,375,0.632000,1.000000,0,138
172,66,9,374,374,246,374,0.505348,1.000000,0,185
172,13,9,391,358,354,358,0.997207,0.994429,2,1
172,9,9,386,372,372,372,1.000000,1.000000,0,0
172,95,9,321,321,320,321,0.109034,0.364583,61,286
172,73,9,384,384,175,384,0.434896,1.000000,0,217
172,63,9,386,217,208,217,0.907834,0.989950,2,20
173,14,29,295,358,354,358,0.994413,1.000000,0,2
173,25,29,230,230,158,230,0.673913,0.484375,165,75
173,80,29,379,379,344,379,0.379947,1.000000,0,235
173,93,29,368,368,367,368,0.279891,1.000000,0,265
173,29,29,392,309,393,309,0.996764,1.000000,0,1
173,50,29,271,271,268,271,0.424354,0.479167,125,156
173,54,29,377,377,251,377,0.604775,1.000000,0,149
173,11,29,397,367,366,367,0.994550,1.000000,0,2
173,71,29,373,373,345,373,0.463807,1.000000,0,200
173,30,29,383,312,299,312,0.971154,0.996711,1,9
174,35,4,390,292,287,292,0.972603,0.986111,4,8
174,89,4,367,368,340,368,0.315217,1.000000,0,252
174,49,4,387,258,256,258,0.926357,0.979508,5,19
174,47,4,379,379,245,379,0.659631,1.000000,0,129
174,86,4,314,314,290,314,0.187898,0.472000,66,255
174,95,4,320,321,297,321,0.109034,0.364583,61,286
174,69,4,374,374,202,374,0.481283,1.000000,0,194
174,76,4,314,315,289,315,0.263492,0.528662,74,232
174,4,4,250,368,373,368,1.000000,0.948454,20,0
174,20,4,395,342,321,342,0.973684,0.991071,3,9
175,86,11,314,314,308,314,0.187898,0.472000,66,255
175,84,11,382,382,346,382,0.345550,1.000000,0,250
175,11,11,378,365,353,365,0.997260,0.997260,1,1
175,85,11,363,363,346,363,0.352617,1.000000,0,235
175,16,11,226,209,180,209,0.856459,0.512894,170,30
175,96,11,338,338,325,338,0.142012,0.516129,45,290
175,21,11,391,338,325,338,0.982249,0.996997,1,6
175,94,11,371,371,352,371,0.269542,1.000000,0,271
175,42,11,307,275,289,275,0.949091,0.981203,5,14
175,77,11,371,371,352,371,0.415094,1.000000,0,217
176,86,23,313,314,305,314,0.187898,0.472000,66,255
176,90,23,374,374,335,374,0.299465,1.000000,0,262
176,35,23,390,294,293,294,0.962585,0.982639,5,11
176,30,23,383,307,313,307,0.980456,0.990132,3,6
176,49,23,383,379,258,379,0.643799,1.000000,0,135
176,91,23,359,359,343,359,0.303621,1.000000,0,250
176,28,23,389,311,317,311,0.983923,0.983923,5,5
176,67,23,374,374,280,374,0.497326,1.000000,0,188
176,11,23,367,366,365,366,0.994536,0.997260,1,2
176,23,23,393,331,315,331,0.987915,1.000000,0,4
177,67,5,374,374,226,374,0.497326,1.000000,0,188
177,5,5,351,381,365,381,0.997375,0.989583,4,1
177,24,5,372,327,332,327,0.978593,0.987654,4,7
177,68,5,374,374,161,374,0.489305,1.000000,0,191
177,69,5,374,374,235,374,0.481283,1.000000,0,194
177,54,5,377,377,207,377,0.604775,1.000000,0,149
177,88,5,367,367,345,367,0.324251,1.000000,0,248
177,33,5,387,305,269,305,0.960656,0.993220,2,12
177,85,5,363,363,324,363,0.352617,1.000000,0,235
177,82,5,368,368,336,368,0.375000,1.000000,0,230
178,70,14,369,369,280,369,0.476965,1.000000,0,193
178,39,14,384,296,286,296,0.929054,0.996377,1,21
178,50,14,271,271,225,271,0.424354,0.479167,125,156
178,54,14,377,377,221,377,0.604775,1.000000,0,149
178,14,14,261,349,343,349,0.994269,0.974719,9,2
178,94,14,371,371,324,371,0.269542,1.000000,0,271
178,26,14,392,324,301,324,0.969136,0.990536,3,10
178,76,14,315,315,282,315,0.263492,0.528662,74,232
178,20,14,395,345,346,345,0.973913,1.000000,0,9
178,92,14,325,325,294,325,0.147692,0.452830,58,277
179,79,7,370,371,289,371,0.398922,1.000000,0,223
179,36,7,252,247,149,247,0.574899,0.498246,143,105
179,11,7,362,364,367,364,0.994505,0.991781,3,2
179,20,7,395,343,341,343,0.976676,0.997024,1,8
179,15,7,394,356,353,356,0.983146,0.994318,2,6
179,71,7,373,373,228,373,0.463807,1.000000,0,200
179,76,7,315,315,286,315,0.263492,0.528662,74,232
179,7,7,382,376,362,376,1.000000,0.994709,2,0
179,12,7,211,178,178,178,0.983146,0.483425,187,3
179,25,7,229,228,159,228,0.679825,0.484375,165,73
180,2,2,257,394,394,394,1.000000,1.000000,0,0
180,26,2,390,327,307,327,0.966361,0.996845,1,11
180,93,2,368,368,365,368,0.279891,1.000000,0,265
180,82,2,368,368,292,368,0.375000,1.000000,0,230
180,54,2,377,377,239,377,0.604775,1.000000,0,149
180,38,2,374,287,285,287,0.961672,0.989247,3,11
180,9,2,382,372,372,372,1.000000,1.000000,0,0
180,96,2,338,338,304,338,0.142012,0.516129,45,290
180,40,2,261,261,145,261,0.524904,0.503676,135,124
180,45,2,382,373,261,373,0.686327,1.000000,0,117
181,15,15,394,355,342,355,0.985915,0.994318,2,5
181,68,15,374,374,193,374,0.489305,1.000000,0,191
181,62,15,377,377,286,377,0.535809,1.000000,0,175
181,16,15,226,224,180,224,0.799107,0.512894,170,45
181,17,15,219,203,172,203,0.827586,0.485549,178,35
181,76,15,314,315,306,315,0.263492,0.528662,74,232
181,86,15,313,314,302,314,0.187898,0.472000,66,255
181,24,15,379,332,329,332,0.972892,0.996914,1,9
181,99,15,374,374,349,374,0.224599,1.000000,0,290
181,38,15,389,287,282,287,0.965157,0.992832,2,10
182,33,33,387,303,386,303,0.963696,0.989831,3,11
182,47,33,380,377,251,377,0.663130,1.000000,0,127
182,93,33,368,368,360,368,0.279891,1.000000,0,265
182,95,33,321,321,319,321,0.109034,0.364583,61,286
182,65,33,294,294,281,294,0.326531,0.500000,96,198
182,35,33,389,299,287,299,0.959866,0.996528,1,12
182,24,33,352,329,288,329,0.978723,0.993827,2,7
182,39,33,384,291,283,291,0.938144,0.989130,3,18
182,90,33,374,374,359,374,0.299465,1.000000,0,262
182,25,33,230,229,159,229,0.676856,0.484375,165,74
183,50,3,271,271,158,271,0.424354,0.479167,125,156
183,48,3,272,272,132,272,0.466912,0.514170,120,145
183,83,3,367,367,309,367,0.367847,1.000000,0,232
183,3,3,383,386,387,386,1.000000,0.987212,5,0
183,78,3,366,366,218,366,0.412568,1.000000,0,215
183,12,3,210,178,178,178,0.983146,0.483425,187,3
183,56,3,380,373,226,373,0.592493,1.000000,0,152
183,15,3,394,356,359,356,0.983146,0.994318,2,6
183,34,3,250,250,153,250,0.588000,0.503425,145,103
183,99,3,373,374,344,374,0.224599,1.000000,0,290
184,85,22,363,363,353,363,0.352617,1.000000,0,235
184,77,22,371,371,358,371,0.415094,1.000000,0,217
184,52,22,382,257,231,257,0.906615,0.995726,1,24
184,66,22,374,375,327,375,0.504000,1.000000,0,186
184,75,22,297,297,288,297,0.235690,0.437500,90,227
184,11,22,380,364,362,364,0.994505,0.991781,3,2
184,27,22,392,320,300,320,0.978125,0.996815,1,7
184,19,22,390,343,333,343,0.988338,0.997059,1,4
184,76,22,315,315,305,315,0.263492,0.528662,74,232
184,22,22,388,332,322,332,0.990964,0.996970,1,3
185,24,6,336,322,334,322,0.984472,0.978395,7,5
185,67,6,374,374,204,374,0.497326,1.000000,0,188
185,81,6,312,313,287,313,0.223642,0.496454,71,243
185,42,6,392,276,269,276,0.949275,0.984962,4,14
185,16,6,225,220,180,220,0.813636,0.512894,170,41
185,27,6,335,315,320,315,0.980952,0.984076,5,6
185,6,6,345,371,373,371,1.000000,0.973753,10,0
185,34,6,250,250,153,250,0.588000,0.503425,145,103
185,43,6,258,259,139,259,0.505792,0.498099,132,128
185,14,6,168,180,180,180,0.988889,0.500000,178,2
186,46,29,383,260,249,260,0.961538,0.988142,3,10
186,26,29,392,322,323,322,0.972050,0.987382,4,9
186,35,29,371,293,293,293,0.962457,0.979167,6,11
186,27,29,361,315,304,315,0.980952,0.984076,5,6
186,29,29,391,310,310,310,0.993548,1.000000,0,2
186,21,29,375,337,336,337,0.985163,0.996997,1,5
186,99,29,374,374,373,374,0.224599,1.000000,0,290
186,93,29,368,368,365,368,0.279891,1.000000,0,265
186,56,29,380,245,235,245,0.893878,0.990950,2,26
186,3,29,397,389,362,389,1.000000,0.994885,2,0
187,26,9,318,321,328,321,0.971963,0.984227,5,9
187,52,9,367,367,240,367,0.637602,1.000000,0,133
187,28,9,362,307,308,307,0.980456,0.967846,10,6
187,30,9,383,312,311,312,0.971154,0.996711,1,9
187,32,9,368,294,302,294,0.976190,0.963087,11,7
187,11,9,210,248,182,248,0.995968,0.676712,118,1
187,75,9,297,297,287,297,0.235690,0.437500,90,227
187,9,9,358,372,372,372,1.000000,1.000000,0,0
187,10,9,219,191,191,191,0.984293,0.510870,180,3
187,89,9,368,368,343,368,0.315217,1.000000,0,252
188,93,6,368,368,345,368,0.279891,1.000000,0,265
188,16,6,226,216,180,216,0.828704,0.512894,170,37
188,49,6,327,251,242,251,0.952191,0.979508,5,12
188,24,6,384,328,330,328,0.984756,0.996914,1,5
188,98,6,359,359,335,359,0.242340,1.000000,0,272
188,8,6,231,355,373,355,1.000000,0.946667,20,0
188,91,6,359,359,340,359,0.303621,1.000000,0,250
188,6,6,380,377,374,377,0.997347,0.986877,5,1
188,61,6,380,380,220,380,0.539474,1.000000,0,175
188,81,6,311,312,297,312,0.224359,0.496454,71,242
189,64,22,371,372,195,372,0.526882,1.000000,0,176
189,71,22,373,373,264,373,0.463807,1.000000,0,200
189,52,22,381,381,228,381,0.614173,1.000000,0,147
189,22,22,388,330,326,330,0.993939,0.993939,2,2
189,32,22,376,301,285,301,0.980066,0.989933,3,6
189,51,22,375,375,258,375,0.632000,1.000000,0,138
189,78,22,366,366,343,366,0.412568,1.000000,0,215
189,15,22,389,356,332,356,0.983146,0.994318,2,6
189,50,22,270,271,252,271,0.424354,0.479167,125,156
189,12,22,211,178,178,178,0.983146,0.483425,187,3
190,62,9,377,377,206,377,0.535809,1.000000,0,175
190,71,9,373,373,198,373,0.463807,1.000000,0,200
190,42,9,393,282,292,282,0.936170,0.992481,2,18
190,69,9,374,374,225,374,0.481283,1.000000,0,194
190,97,9,368,368,364,368,0.244565,1.000000,0,278
190,86,9,314,314,312,314,0.187898,0.472000,66,255
190,43,9,259,259,138,259,0.505792,0.498099,132,128
190,9,9,391,372,372,372,1.000000,1.000000,0,0
190,41,9,269,269,228,269,0.524164,0.524164,128,128
190,85,9,363,363,349,363,0.352617,1.000000,0,235
191,12,29,211,178,178,178,0.983146,0.483425,187,3
191,71,29,373,373,333,373,0.463807,1.000000,0,200
191,29,29,394,307,394,307,1.000000,0.996753,1,0
191,65,29,293,294,280,294,0.326531,0.500000,96,198
191,62,29,376,377,268,377,0.535809,1.000000,0,175
191,5,29,355,380,345,380,0.994737,0.984375,6,2
191,26,29,392,327,326,327,0.966361,0.996845,1,11
191,90,29,374,374,365,374,0.299465,1.000000,0,262
191,25,29,230,230,159,230,0.673913,0.484375,165,75
191,55,29,385,383,245,383,0.584856,1.000000,0,159
192,1,13,175,198,257,198,1.000000,0.498741,199,0
192,31,13,389,306,310,306,0.970588,0.986711,4,9
192,74,13,369,369,344,369,0.444444,1.000000,0,205
192,61,13,380,204,292,204,0.995098,0.990244,2,1
192,5,13,324,379,370,379,0.997361,0.984375,6,1
192,17,13,219,172,172,172,0.976744,0.485549,178,4
192,24,13,393,331,331,331,0.975831,0.996914,1,8
192,41,13,269,268,207,268,0.526119,0.524164,128,127
192,11,13,397,367,365,367,0.994550,1.000000,0,2
192,13,13,391,361,361,361,0.988920,0.994429,2,4
193,8,0,207,281,189,281,0.992883,0.744000,96,2
193,0,0,231,323,365,323,1.000000,0.807500,77,0
193,27,0,257,314,321,314,0.980892,0.980892,6,6
193,58,0,380,380,221,380,0.565789,1.000000,0,165
193,83,0,367,367,351,367,0.367847,1.000000,0,232
193,86,0,314,314,287,314,0.187898,0.472000,66,255
193,63,0,279,208,210,208,0.932692,0.974874,5,14
193,2,0,244,394,394,394,1.000000,1.000000,0,0
193,75,0,297,297,259,297,0.235690,0.437500,90,227
193,43,0,259,258,137,258,0.507752,0.498099,132,127
194,75,29,297,297,292,297,0.235690,0.437500,90,227
194,12,29,210,178,177,178,0.983146,0.483425,187,3
194,55,29,384,383,248,383,0.584856,1.000000,0,159
194,51,29,375,375,288,375,0.632000,1.000000,0,138
194,87,29,375,375,366,375,0.325333,1.000000,0,253
194,91,29,358,359,355,359,0.303621,1.000000,0,250
194,31,29,389,307,302,307,0.977199,0.996678,1,7
194,34,29,249,250,222,250,0.588000,0.503425,145,103
194,59,29,379,379,241,379,0.559367,1.000000,0,167
194,29,29,356,308,309,308,1.000000,1.000000,0,0
195,0,0,223,345,348,345,1.000000,0.862500,55,0
195,21,0,391,339,340,339,0.979351,0.996997,1,7
195,23,0,393,328,334,328,0.990854,0.993884,2,3
195,17,0,219,212,172,212,0.792453,0.485549,178,44
195,24,0,393,331,334,331,0.978852,1.000000,0,7
195,27,0,392,317,318,317,0.977918,0.987261,4,7
195,84,0,378,382,360,382,0.345550,1.000000,0,250
195,98,0,359,359,320,359,0.242340,1.000000,0,272
195,3,0,391,386,391,386,1.000000,0.987212,5,0
195,29,0,306,308,308,308,1.000000,1.000000,0,0
196,80,46,379,379,310,379,0.379947,1.000000,0,235
196,59,46,379,379,203,379,0.559367,1.000000,0,167
196,31,46,389,307,299,307,0.973941,0.993355,2,8
196,68,46,374,374,208,374,0.489305,1.000000,0,191
196,98,46,359,359,359,359,0.242340,1.000000,0,272
196,50,46,271,271,262,271,0.424354,0.479167,125,156
196,46,46,383,261,321,261,0.965517,0.996047,1,9
196,39,46,384,384,284,384,0.718750,1.000000,0,108
196,87,46,375,375,334,375,0.325333,1.000000,0,253
196,71,46,373,373,282,373,0.463807,1.000000,0,200
197,15,2,390,357,358,357,0.980392,0.994318,2,7
197,25,2,230,226,159,226,0.685841,0.484375,165,71
197,2,2,240,394,394,394,1.000000,1.000000,0,0
197,56,2,378,379,220,379,0.583113,1.000000,0,158
197,1,2,206,285,280,285,1.000000,0.717884,112,0
197,4,2,258,376,384,376,0.994681,0.963918,14,2
197,22,2,384,329,333,329,0.987842,0.984848,5,4
197,82,2,368,368,164,368,0.375000,1.000000,0,230
197,95,2,321,321,298,321,0.109034,0.364583,61,286
197,75,2,297,297,267,297,0.235690,0.437500,90,227
198,36,6,250,250,146,250,0.568000,0.498246,143,108
198,17,6,219,201,172,201,0.835821,0.485549,178,33
198,35,6,235,278,289,278,0.938849,0.906250,27,17
198,4,6,264,363,382,363,1.000000,0.935567,25,0
198,38,6,382,291,289,291,0.955326,0.996416,1,13
198,21,6,391,340,337,340,0.976471,0.996997,1,8
198,6,6,284,375,366,375,1.000000,0.984252,6,0
198,61,6,380,380,250,380,0.539474,1.000000,0,175
198,15,6,365,353,358,353,0.983003,0.985795,5,6
198,12,6,209,178,178,178,0.983146,0.483425,187,3
199,58,29,380,380,229,380,0.565789,1.000000,0,165
