epoch,global_test_acc,global_test_loss,train_loss,clean_ratio,scoreA_clean_ratio,scoreA_precision,scoreA_recall,fedrn_clean_ratio,fedrn_precision,fedrn_recall,net2_clean_ratio,net2_precision,net2_recall,selection_precision,selection_recall,false_clean,missed_clean,neighbor_net2_used_ratio,neighbor_ft_ep,net2_ft_ep
281,58.340000,1.197013,0.195799,0.631760,0.634760,0.955007,0.968990,0.629360,0.960277,0.966049,0.638400,0.950313,0.969757,0.959035,0.968478,647,493,1.000000,1,1
282,59.680000,1.165522,0.214694,0.606400,0.605040,0.947111,0.938057,0.604680,0.949990,0.940348,0.615560,0.937943,0.945128,0.949406,0.942444,767,879,1.000000,1,1
283,59.990000,1.158377,0.195457,0.594360,0.592760,0.964168,0.973032,0.591920,0.964928,0.972419,0.602680,0.953275,0.978139,0.963120,0.974598,548,373,1.000000,1,1
284,59.380000,1.172206,0.219337,0.581360,0.579640,0.946035,0.958940,0.578680,0.946706,0.958030,0.591200,0.930379,0.961877,0.943581,0.959289,820,582,1.000000,1,1
285,57.680000,1.209515,0.197689,0.650480,0.652520,0.947649,0.961142,0.649040,0.951621,0.960022,0.653760,0.947687,0.963007,0.950683,0.961204,802,624,1.000000,1,1
286,59.830000,1.153622,0.202752,0.585520,0.581720,0.961562,0.943081,0.582520,0.963332,0.946115,0.594440,0.950474,0.952590,0.961470,0.949150,564,754,1.000000,1,1
287,60.630000,1.137795,0.196212,0.600720,0.600200,0.946884,0.961820,0.598400,0.948529,0.960601,0.610320,0.935575,0.966355,0.946797,0.962564,799,553,1.000000,1,1
288,57.520000,1.178486,0.226095,0.586240,0.586880,0.938522,0.938011,0.584200,0.941185,0.936376,0.595800,0.925747,0.939305,0.939138,0.937602,892,916,1.000000,1,1
289,59.060000,1.179495,0.201859,0.606520,0.606440,0.956797,0.957871,0.603640,0.959115,0.955758,0.616120,0.944167,0.960314,0.957001,0.958201,652,633,1.000000,1,1
290,60.030000,1.155702,0.193690,0.594520,0.594640,0.956680,0.945109,0.591880,0.960870,0.944843,0.601240,0.949438,0.948365,0.958555,0.946770,616,801,1.000000,1,1
291,60.010000,1.152914,0.160066,0.660920,0.658840,0.979297,0.954664,0.659440,0.980650,0.956854,0.666400,0.972089,0.958511,0.979967,0.958333,331,704,1.000000,1,1
292,58.440000,1.186235,0.239179,0.624000,0.621760,0.940234,0.976155,0.620840,0.943109,0.977692,0.632760,0.930653,0.983302,0.941090,0.980564,919,291,1.000000,1,1
293,60.290000,1.131333,0.225615,0.628440,0.622920,0.937584,0.929763,0.625120,0.938572,0.934030,0.636120,0.925737,0.937468,0.935968,0.936386,1006,999,1.000000,1,1
294,58.760000,1.167959,0.174738,0.592960,0.592960,0.955005,0.947083,0.590720,0.960116,0.948555,0.599800,0.948116,0.951097,0.958446,0.950495,616,740,1.000000,1,1
295,60.170000,1.143540,0.189944,0.617400,0.617080,0.949050,0.955928,0.615160,0.950322,0.954231,0.624440,0.939402,0.957495,0.949142,0.956516,785,666,1.000000,1,1
296,58.260000,1.185247,0.250945,0.621640,0.622400,0.930591,0.971812,0.618720,0.935738,0.971409,0.631600,0.922039,0.977114,0.933852,0.974027,1028,387,1.000000,1,1
297,60.260000,1.149561,0.178933,0.583640,0.582280,0.958371,0.960548,0.582160,0.960423,0.962407,0.592400,0.947063,0.965712,0.959084,0.963509,597,530,1.000000,1,1
298,59.970000,1.147104,0.188217,0.595000,0.588920,0.950010,0.934211,0.592880,0.952368,0.942827,0.598720,0.941609,0.941357,0.951193,0.945031,726,823,1.000000,1,1
299,60.260000,1.140733,0.241810,0.673520,0.670440,0.939383,0.964531,0.669440,0.941862,0.965633,0.681440,0.930324,0.970902,0.939601,0.969186,1017,503,1.000000,1,1
300,59.980000,1.139920,0.203436,0.585640,0.581400,0.953973,0.940706,0.582480,0.955295,0.943758,0.595160,0.940184,0.949050,0.952326,0.945929,698,797,1.000000,1,1
301,60.140000,1.137816,0.191560,0.625680,0.622400,0.952892,0.969592,0.623000,0.953066,0.970704,0.633080,0.943451,0.976458,0.951669,0.973450,756,406,1.000000,1,1
302,60.540000,1.133031,0.168089,0.609720,0.606720,0.966838,0.954753,0.607800,0.968674,0.958268,0.616840,0.957915,0.961719,0.967395,0.960026,497,614,1.000000,1,1
303,59.940000,1.154134,0.240671,0.614840,0.615920,0.927068,0.972676,0.612400,0.932724,0.973017,0.622840,0.920236,0.976356,0.929868,0.973903,1078,383,1.000000,1,1
304,58.470000,1.190279,0.218076,0.597840,0.596040,0.943762,0.944586,0.595240,0.945434,0.944989,0.605480,0.933210,0.948818,0.943463,0.947139,845,787,1.000000,1,1
305,59.040000,1.173497,0.222674,0.650160,0.647640,0.936137,0.971105,0.646560,0.938382,0.971809,0.657480,0.927116,0.976358,0.935954,0.974692,1041,395,1.000000,1,1
306,60.100000,1.148820,0.189877,0.634560,0.628120,0.958097,0.957792,0.632000,0.961203,0.966832,0.643000,0.949549,0.971734,0.959468,0.968997,643,487,1.000000,1,1
307,59.040000,1.163157,0.198277,0.658160,0.656440,0.962586,0.972243,0.654480,0.966141,0.972920,0.667440,0.953434,0.979136,0.964082,0.976305,591,385,1.000000,1,1
308,58.790000,1.181951,0.236046,0.622600,0.622200,0.943298,0.963301,0.619760,0.947722,0.964023,0.631640,0.933443,0.967700,0.945969,0.966649,841,508,1.000000,1,1
309,59.750000,1.142771,0.203434,0.635560,0.636840,0.954023,0.961816,0.633040,0.957538,0.959600,0.644960,0.943872,0.963716,0.955818,0.961689,702,605,1.000000,1,1
310,58.560000,1.180240,0.190562,0.599440,0.598840,0.954245,0.953926,0.596080,0.958126,0.953392,0.606600,0.945401,0.957332,0.955625,0.956263,665,655,1.000000,1,1
311,60.380000,1.144297,0.212195,0.571160,0.569400,0.936776,0.967145,0.568520,0.938718,0.967653,0.582720,0.921060,0.973165,0.936970,0.970337,900,409,1.000000,1,1
312,58.980000,1.168297,0.180628,0.577360,0.579280,0.958776,0.934388,0.575120,0.962929,0.931696,0.585120,0.950779,0.935935,0.961411,0.933849,557,983,1.000000,1,1
313,59.490000,1.160076,0.204098,0.603640,0.603280,0.947089,0.975950,0.600160,0.950013,0.973900,0.614040,0.935314,0.981006,0.947452,0.976906,793,338,1.000000,1,1
314,58.070000,1.191828,0.236269,0.589760,0.591760,0.928687,0.950401,0.586960,0.931716,0.945766,0.600840,0.917515,0.953376,0.929598,0.948118,1038,750,1.000000,1,1
315,58.810000,1.171741,0.238191,0.591400,0.586280,0.938255,0.955531,0.588400,0.938273,0.959005,0.601680,0.922018,0.963660,0.936557,0.962132,938,545,1.000000,1,1
316,60.020000,1.145229,0.221559,0.589600,0.582640,0.934848,0.949847,0.585880,0.938691,0.959054,0.601920,0.922448,0.968262,0.936296,0.962681,939,535,1.000000,1,1
317,59.810000,1.142945,0.217893,0.642360,0.642280,0.945071,0.978780,0.639120,0.948116,0.977103,0.650880,0.937008,0.983424,0.946447,0.980328,860,305,1.000000,1,1
318,60.910000,1.119412,0.250039,0.609000,0.607080,0.925611,0.957992,0.606320,0.927365,0.958606,0.618720,0.912464,0.962493,0.925649,0.961061,1132,571,1.000000,1,1
319,59.550000,1.158539,0.241078,0.650880,0.648200,0.944215,0.979828,0.647960,0.945861,0.981173,0.658480,0.935913,0.986616,0.944506,0.984183,903,247,1.000000,1,1
320,60.070000,1.155977,0.160777,0.631320,0.628960,0.974625,0.964322,0.627760,0.976679,0.964510,0.641160,0.963129,0.971432,0.974276,0.967594,406,515,1.000000,1,1
321,59.380000,1.181391,0.166648,0.616120,0.614680,0.974881,0.963532,0.614680,0.974100,0.962760,0.625320,0.962899,0.968163,0.973901,0.964819,402,547,1.000000,1,1
322,61.230000,1.122238,0.187613,0.613040,0.607120,0.963104,0.964248,0.610560,0.965278,0.971900,0.620400,0.954610,0.976649,0.963918,0.974472,553,387,1.000000,1,1
323,60.530000,1.134384,0.185917,0.648200,0.648040,0.951238,0.978849,0.646080,0.953504,0.978214,0.657040,0.942530,0.983359,0.952299,0.980183,773,312,1.000000,1,1
324,58.810000,1.169851,0.219327,0.589520,0.589280,0.950041,0.943890,0.586600,0.953836,0.943350,0.595600,0.943251,0.947194,0.951418,0.945643,716,806,1.000000,1,1
325,59.460000,1.162666,0.144400,0.649840,0.648640,0.981315,0.969595,0.647760,0.982648,0.969595,0.655920,0.974326,0.973495,0.981657,0.971728,298,464,1.000000,1,1
326,59.320000,1.140457,0.186920,0.593040,0.590600,0.957535,0.947587,0.590840,0.960057,0.950469,0.599200,0.949399,0.953217,0.958856,0.952815,610,704,1.000000,1,1
327,58.330000,1.200450,0.165085,0.606800,0.605080,0.963046,0.955404,0.604160,0.965440,0.956322,0.616840,0.952273,0.963077,0.963678,0.958749,551,629,1.000000,1,1
328,60.130000,1.138011,0.249153,0.605360,0.604640,0.925972,0.932387,0.601600,0.931051,0.932787,0.615160,0.916119,0.938516,0.928505,0.936051,1082,960,1.000000,1,1
329,60.730000,1.130599,0.188673,0.606240,0.600760,0.951661,0.969938,0.605560,0.951582,0.977606,0.612480,0.942202,0.979031,0.951306,0.978420,738,318,1.000000,1,1
330,59.670000,1.147695,0.175301,0.617760,0.617680,0.958749,0.950257,0.615880,0.961681,0.950385,0.624480,0.951448,0.953402,0.960243,0.951861,614,750,1.000000,1,1
331,60.400000,1.141403,0.203071,0.623680,0.623240,0.953212,0.965670,0.620800,0.957152,0.965865,0.630840,0.944518,0.968531,0.954785,0.967945,705,493,1.000000,1,1
332,59.680000,1.174153,0.210764,0.629400,0.627280,0.953131,0.953983,0.626840,0.956672,0.956855,0.634720,0.943534,0.955578,0.954623,0.958706,714,647,1.000000,1,1
333,59.510000,1.169166,0.237578,0.629280,0.629960,0.928186,0.971167,0.625800,0.933397,0.970170,0.639440,0.917866,0.974821,0.930142,0.972163,1099,419,1.000000,1,1
334,58.270000,1.187431,0.238535,0.632920,0.628800,0.932506,0.971567,0.629880,0.933765,0.974549,0.641040,0.922813,0.980183,0.931871,0.977267,1078,343,1.000000,1,1
335,59.160000,1.170922,0.217063,0.602240,0.598920,0.939758,0.966415,0.598400,0.943048,0.968956,0.612400,0.927825,0.975618,0.940422,0.972459,897,401,1.000000,1,1
336,60.510000,1.136916,0.176161,0.608000,0.607840,0.960253,0.973319,0.606040,0.961257,0.971451,0.615400,0.950341,0.975253,0.960066,0.973386,607,399,1.000000,1,1
337,60.180000,1.137380,0.185436,0.611120,0.605800,0.963882,0.963946,0.609040,0.965191,0.970417,0.617480,0.955367,0.973851,0.963477,0.972002,558,424,1.000000,1,1
338,60.100000,1.147689,0.193126,0.587800,0.587000,0.945963,0.942558,0.585720,0.948508,0.943034,0.594440,0.937084,0.945546,0.946444,0.944324,787,820,1.000000,1,1
339,60.720000,1.118627,0.231974,0.578960,0.578840,0.922466,0.958704,0.576360,0.925671,0.957914,0.587480,0.912576,0.962583,0.923380,0.959853,1109,559,1.000000,1,1
340,61.120000,1.111083,0.154682,0.633360,0.633440,0.970447,0.978355,0.631600,0.972324,0.977400,0.640440,0.962151,0.980710,0.971454,0.979246,452,326,1.000000,1,1
341,60.420000,1.135832,0.242121,0.599360,0.599960,0.953264,0.977975,0.596040,0.957318,0.975718,0.609040,0.942795,0.981874,0.954885,0.978659,676,312,1.000000,1,1
342,59.720000,1.135437,0.225309,0.629520,0.629680,0.938508,0.963606,0.626520,0.941646,0.961975,0.638000,0.930596,0.968106,0.938938,0.963801,961,555,1.000000,1,1
343,59.330000,1.170377,0.145675,0.622080,0.620120,0.973812,0.955023,0.619600,0.976630,0.956984,0.629680,0.964363,0.960337,0.974408,0.958629,398,654,1.000000,1,1
344,59.460000,1.158848,0.189376,0.597560,0.597120,0.952572,0.956674,0.594480,0.956803,0.956674,0.608120,0.940209,0.961652,0.954548,0.959365,679,604,1.000000,1,1
345,60.060000,1.154305,0.151342,0.604840,0.602640,0.973251,0.964164,0.602320,0.975760,0.966136,0.612440,0.964862,0.971397,0.974539,0.968964,385,472,1.000000,1,1
346,60.020000,1.150143,0.192551,0.636880,0.637280,0.949473,0.967942,0.635520,0.952291,0.968134,0.643000,0.944883,0.971909,0.951639,0.969542,770,476,1.000000,1,1
347,59.840000,1.155666,0.184857,0.608200,0.608520,0.944653,0.949709,0.604680,0.947807,0.946868,0.620120,0.932465,0.955326,0.945610,0.950172,827,754,1.000000,1,1
348,60.800000,1.131053,0.223800,0.596720,0.597160,0.926251,0.968347,0.594120,0.930654,0.967997,0.605360,0.916612,0.971429,0.928610,0.970098,1065,427,1.000000,1,1
349,59.370000,1.159514,0.228318,0.595040,0.592000,0.930000,0.970389,0.591760,0.934974,0.975183,0.603840,0.921436,0.980682,0.932240,0.977721,1008,316,1.000000,1,1
350,60.450000,1.158889,0.154159,0.608280,0.609680,0.955386,0.945339,0.605640,0.960571,0.944170,0.618920,0.944742,0.948974,0.958637,0.946378,629,826,1.000000,1,1
351,59.510000,1.155429,0.169068,0.587360,0.588080,0.959393,0.968750,0.584840,0.962383,0.966415,0.596800,0.948660,0.972115,0.960501,0.968681,580,456,1.000000,1,1
352,60.850000,1.118849,0.239609,0.599960,0.599400,0.927394,0.959738,0.596080,0.932291,0.959461,0.611400,0.913248,0.964019,0.928462,0.961740,1073,554,1.000000,1,1
353,58.970000,1.159318,0.180405,0.591640,0.589960,0.950573,0.960011,0.589120,0.952743,0.960833,0.601440,0.938082,0.965831,0.950848,0.963024,727,540,1.000000,1,1
354,59.110000,1.167083,0.158427,0.575600,0.574640,0.971600,0.950300,0.573480,0.974123,0.950844,0.583680,0.960047,0.953772,0.972272,0.952546,399,697,1.000000,1,1
355,60.440000,1.139589,0.181831,0.609480,0.610680,0.950088,0.967258,0.607240,0.953758,0.965524,0.618480,0.939788,0.968992,0.951959,0.967258,732,491,1.000000,1,1
356,60.510000,1.133549,0.180264,0.621680,0.619200,0.965827,0.958889,0.619680,0.966241,0.960044,0.629040,0.955996,0.964212,0.965577,0.962481,535,585,1.000000,1,1
357,60.580000,1.139408,0.191302,0.618640,0.615720,0.945170,0.939615,0.616760,0.947662,0.943684,0.624400,0.938757,0.946396,0.946851,0.945750,822,840,1.000000,1,1
358,58.180000,1.198897,0.197770,0.589200,0.587360,0.941978,0.973536,0.586160,0.945134,0.974803,0.596480,0.934013,0.980293,0.942906,0.977548,841,319,1.000000,1,1
359,59.260000,1.175332,0.155212,0.576800,0.578120,0.970594,0.944774,0.575040,0.973219,0.942282,0.585640,0.958746,0.945380,0.971567,0.943561,410,838,1.000000,1,1
360,59.210000,1.159980,0.157684,0.618840,0.618480,0.959061,0.979458,0.615560,0.962376,0.978203,0.628000,0.947452,0.982497,0.960119,0.981110,617,286,1.000000,1,1
361,59.980000,1.164037,0.211226,0.641440,0.639800,0.937418,0.986447,0.638840,0.939077,0.986711,0.648880,0.927937,0.990329,0.937516,0.989079,1002,166,1.000000,1,1
362,58.880000,1.164788,0.179697,0.597840,0.595400,0.959624,0.960721,0.596120,0.961149,0.963411,0.603480,0.949493,0.963479,0.959186,0.964218,610,532,1.000000,1,1
363,58.370000,1.206834,0.182857,0.615480,0.614000,0.954593,0.961483,0.612560,0.957555,0.962205,0.624080,0.944430,0.966864,0.955287,0.964501,688,541,1.000000,1,1
364,59.960000,1.160332,0.146022,0.608440,0.605400,0.975884,0.950450,0.607720,0.979003,0.957143,0.614560,0.967912,0.956950,0.978502,0.957786,327,656,1.000000,1,1
365,57.610000,1.213040,0.181901,0.574200,0.573360,0.958281,0.961635,0.570960,0.962169,0.961495,0.583400,0.946658,0.966606,0.959039,0.963806,588,517,1.000000,1,1
366,59.040000,1.176146,0.181801,0.629760,0.630200,0.954110,0.962849,0.627840,0.955976,0.961120,0.636080,0.945416,0.962977,0.954903,0.962977,710,578,1.000000,1,1
367,59.050000,1.174983,0.220426,0.597880,0.598840,0.929464,0.960450,0.594560,0.934069,0.958310,0.610840,0.913496,0.962866,0.930019,0.959484,1046,587,1.000000,1,1
368,60.390000,1.136544,0.196790,0.634520,0.633040,0.946101,0.969252,0.631760,0.949221,0.970482,0.643360,0.934469,0.972941,0.946921,0.972359,842,427,1.000000,1,1
369,58.900000,1.167558,0.214605,0.619200,0.618320,0.938608,0.979015,0.616040,0.942536,0.979487,0.630040,0.926608,0.984818,0.940439,0.982321,922,262,1.000000,1,1
370,61.240000,1.116702,0.192574,0.639000,0.640600,0.945676,0.967114,0.636560,0.950924,0.966347,0.649440,0.937177,0.971648,0.948732,0.967816,819,504,1.000000,1,1
371,61.410000,1.111012,0.215168,0.633080,0.630000,0.943238,0.952308,0.629800,0.945316,0.954103,0.641160,0.933308,0.958974,0.943325,0.957051,897,670,1.000000,1,1
372,59.110000,1.173789,0.223236,0.576000,0.574720,0.924137,0.944650,0.572480,0.925797,0.942658,0.584200,0.911743,0.947353,0.922917,0.945504,1110,766,1.000000,1,1
373,59.610000,1.171298,0.229993,0.646400,0.646440,0.950931,0.975622,0.643760,0.954144,0.974860,0.656440,0.939857,0.979177,0.952290,0.976955,771,363,1.000000,1,1
374,60.040000,1.149629,0.182031,0.637200,0.636720,0.955522,0.961198,0.635080,0.957360,0.960566,0.644160,0.947094,0.963852,0.955807,0.962209,704,598,1.000000,1,1
375,60.360000,1.144626,0.198506,0.608000,0.608240,0.943772,0.969138,0.605240,0.945939,0.966572,0.614480,0.935425,0.970421,0.944079,0.969071,850,458,1.000000,1,1
376,58.760000,1.169507,0.198888,0.612000,0.615600,0.943210,0.950249,0.609520,0.948025,0.945666,0.619240,0.934500,0.947041,0.945359,0.946845,836,812,1.000000,1,1
377,59.090000,1.187531,0.148029,0.604560,0.603240,0.977190,0.954469,0.602120,0.977945,0.953433,0.609640,0.969818,0.957319,0.976446,0.955829,356,682,1.000000,1,1
378,57.800000,1.215349,0.169825,0.586640,0.587640,0.953577,0.959258,0.583480,0.957976,0.956861,0.594680,0.942961,0.959942,0.955203,0.959258,657,595,1.000000,1,1
379,60.360000,1.133384,0.185307,0.594040,0.592440,0.957532,0.971902,0.591800,0.958635,0.971971,0.600800,0.947870,0.975672,0.956905,0.973890,640,381,1.000000,1,1
380,58.040000,1.174554,0.212273,0.560280,0.561240,0.935643,0.955180,0.556760,0.940010,0.951979,0.566720,0.928007,0.956636,0.938102,0.956054,867,604,1.000000,1,1
381,60.120000,1.141969,0.153132,0.615480,0.615000,0.965268,0.946010,0.612640,0.968268,0.945309,0.623520,0.957467,0.951364,0.966400,0.947858,517,818,1.000000,1,1
382,58.870000,1.180824,0.184966,0.611840,0.604600,0.952564,0.954268,0.610320,0.952091,0.962818,0.616160,0.944625,0.964409,0.950314,0.963415,760,552,1.000000,1,1
383,60.570000,1.141906,0.162325,0.586600,0.587960,0.959181,0.955476,0.584640,0.961617,0.952494,0.593240,0.951318,0.956153,0.960382,0.954459,581,672,1.000000,1,1
384,59.670000,1.168466,0.190884,0.661480,0.657160,0.946984,0.961320,0.656880,0.950615,0.964595,0.671920,0.936183,0.971700,0.947754,0.968426,864,511,1.000000,1,1
385,59.940000,1.149729,0.158716,0.652440,0.653560,0.964992,0.991386,0.650800,0.966810,0.989059,0.661080,0.955648,0.993084,0.965790,0.990506,558,151,1.000000,1,1
386,60.580000,1.134955,0.213909,0.593320,0.592280,0.937935,0.967940,0.590520,0.942153,0.969403,0.603440,0.927615,0.975328,0.939796,0.971564,893,408,1.000000,1,1
387,58.410000,1.189397,0.166218,0.608520,0.606400,0.957520,0.972401,0.607400,0.960421,0.976956,0.615680,0.948870,0.978363,0.958785,0.977090,627,342,1.000000,1,1
388,60.440000,1.141901,0.159017,0.638360,0.636000,0.967044,0.978117,0.634920,0.970327,0.979771,0.646720,0.957199,0.984478,0.968356,0.983079,505,266,1.000000,1,1
389,58.900000,1.172575,0.166113,0.601280,0.602720,0.963300,0.969476,0.598960,0.966208,0.966337,0.609600,0.954396,0.971480,0.965075,0.968942,525,465,1.000000,1,1
390,59.520000,1.168977,0.210498,0.612720,0.607880,0.949398,0.965213,0.610600,0.950606,0.970765,0.620840,0.936409,0.972304,0.949406,0.972906,775,405,1.000000,1,1
391,59.960000,1.154519,0.232108,0.568840,0.563800,0.917843,0.940736,0.565400,0.921825,0.947499,0.577960,0.906983,0.952952,0.918571,0.949898,1158,689,1.000000,1,1
392,59.240000,1.171235,0.177946,0.641760,0.641440,0.953667,0.975070,0.639080,0.955937,0.973795,0.647880,0.945792,0.976728,0.953877,0.975771,740,380,1.000000,1,1
393,59.790000,1.143060,0.181886,0.615360,0.616960,0.952541,0.973238,0.613000,0.956868,0.971383,0.624680,0.941474,0.973967,0.954823,0.973039,695,407,1.000000,1,1
394,60.570000,1.137072,0.138903,0.606160,0.603600,0.975547,0.976453,0.605840,0.976231,0.980764,0.610560,0.964950,0.976983,0.975452,0.980499,372,294,1.000000,1,1
395,59.460000,1.160206,0.218313,0.597240,0.597600,0.926372,0.965671,0.595320,0.929181,0.964904,0.606440,0.916826,0.969858,0.927198,0.965950,1087,488,1.000000,1,1
396,58.510000,1.177338,0.161207,0.605040,0.606000,0.962772,0.977090,0.601960,0.965646,0.973473,0.613600,0.952542,0.978832,0.963573,0.976353,551,353,1.000000,1,1
397,59.360000,1.156917,0.166399,0.611080,0.613120,0.953353,0.957100,0.608560,0.957802,0.954414,0.618360,0.944110,0.955921,0.955423,0.955986,681,672,1.000000,1,1
398,58.970000,1.161817,0.207766,0.615600,0.611080,0.942528,0.959933,0.612960,0.946293,0.966733,0.622520,0.933496,0.968533,0.943860,0.968400,864,474,1.000000,1,1
399,59.640000,1.157619,0.215350,0.626240,0.625920,0.935391,0.978933,0.623840,0.937484,0.977862,0.637000,0.922575,0.982611,0.935105,0.979133,1016,312,1.000000,1,1
400,58.280000,1.216122,0.148772,0.625760,0.621560,0.964734,0.957524,0.624440,0.967779,0.964997,0.630120,0.955247,0.961165,0.966121,0.965381,530,542,1.000000,1,1
401,58.910000,1.177530,0.191355,0.647280,0.648680,0.945366,0.982001,0.644680,0.948440,0.979119,0.656120,0.934097,0.981425,0.946175,0.980720,871,301,1.000000,1,1
402,59.510000,1.156503,0.193401,0.589800,0.589760,0.943231,0.945797,0.586640,0.946066,0.943621,0.598080,0.932986,0.948721,0.943642,0.946273,831,790,1.000000,1,1
403,59.830000,1.158695,0.219579,0.597440,0.597680,0.927051,0.941800,0.593160,0.931755,0.939421,0.604640,0.918828,0.944316,0.928830,0.943228,1063,835,1.000000,1,1
404,59.720000,1.164207,0.201370,0.616240,0.615800,0.950244,0.959908,0.615440,0.951254,0.960367,0.623360,0.942441,0.963714,0.951642,0.962008,745,579,1.000000,1,1
405,60.140000,1.153053,0.192957,0.605040,0.599920,0.947260,0.938871,0.602520,0.950873,0.946537,0.614520,0.936991,0.951295,0.948962,0.948586,772,778,1.000000,1,1
406,60.950000,1.133388,0.217852,0.613840,0.613160,0.932938,0.948342,0.611600,0.932440,0.945424,0.621880,0.920242,0.948740,0.930796,0.947215,1062,796,1.000000,1,1
407,60.150000,1.141725,0.208611,0.604800,0.604400,0.948445,0.988072,0.602920,0.950441,0.987728,0.613400,0.938898,0.992692,0.949206,0.989520,768,152,1.000000,1,1
408,58.590000,1.193422,0.150181,0.578720,0.579600,0.969151,0.944004,0.575960,0.973054,0.941853,0.585440,0.959552,0.944071,0.970901,0.944273,421,829,1.000000,1,1
409,59.170000,1.190738,0.168032,0.593120,0.591200,0.958593,0.974415,0.591080,0.960750,0.976410,0.599160,0.947927,0.976547,0.959064,0.978061,607,319,1.000000,1,1
410,60.030000,1.156370,0.185485,0.665520,0.663960,0.948551,0.979898,0.663120,0.950416,0.980583,0.673480,0.938588,0.983508,0.948071,0.981703,864,294,1.000000,1,1
411,61.720000,1.100169,0.191998,0.603760,0.601920,0.948166,0.972730,0.601800,0.948089,0.972457,0.608880,0.940152,0.975661,0.946668,0.974161,805,379,1.000000,1,1
412,60.820000,1.128457,0.186622,0.628000,0.627000,0.961978,0.950996,0.625760,0.962094,0.949231,0.633960,0.955328,0.954907,0.962166,0.952699,594,750,1.000000,1,1
413,59.460000,1.152165,0.206620,0.596440,0.595600,0.935326,0.934196,0.595160,0.939512,0.937684,0.602160,0.924738,0.933794,0.937697,0.937886,929,926,1.000000,1,1
414,60.470000,1.150427,0.143231,0.601400,0.600960,0.972045,0.979083,0.598520,0.976007,0.979083,0.612120,0.960792,0.985720,0.974127,0.981899,389,270,1.000000,1,1
415,61.700000,1.119852,0.203526,0.620560,0.621960,0.947135,0.980232,0.618800,0.949968,0.978168,0.629640,0.936789,0.981496,0.948885,0.979832,793,303,1.000000,1,1
416,59.030000,1.162191,0.194300,0.577920,0.576080,0.953479,0.978341,0.575200,0.954937,0.978341,0.587200,0.939305,0.982402,0.952450,0.980408,687,275,1.000000,1,1
417,61.040000,1.119879,0.182304,0.646120,0.645200,0.957781,0.967982,0.643240,0.960077,0.967356,0.653120,0.949412,0.971303,0.958150,0.969737,676,483,1.000000,1,1
418,59.920000,1.145706,0.197693,0.567600,0.564840,0.943559,0.975974,0.564320,0.945563,0.977146,0.576440,0.929568,0.981248,0.943481,0.980662,802,264,1.000000,1,1
419,60.610000,1.129776,0.201460,0.632400,0.632800,0.950948,0.969580,0.631400,0.950713,0.967195,0.638240,0.943532,0.970289,0.950727,0.968742,779,485,1.000000,1,1
420,59.540000,1.171934,0.171463,0.616640,0.615840,0.950896,0.965444,0.614720,0.953084,0.965906,0.625840,0.939282,0.969137,0.951544,0.967357,747,495,1.000000,1,1
421,60.820000,1.126257,0.140688,0.605920,0.603080,0.973735,0.956043,0.604160,0.974841,0.958843,0.614320,0.962951,0.963076,0.973792,0.960602,397,605,1.000000,1,1
422,57.510000,1.219409,0.158387,0.607440,0.604960,0.961650,0.961905,0.605000,0.963769,0.964087,0.614280,0.952725,0.967659,0.962663,0.966865,567,501,1.000000,1,1
423,60.360000,1.146095,0.174024,0.619520,0.617520,0.949540,0.953617,0.617200,0.951717,0.955308,0.627320,0.938150,0.957130,0.950478,0.957650,767,651,1.000000,1,1
424,58.890000,1.181680,0.228255,0.585120,0.580200,0.922096,0.968641,0.581960,0.924737,0.974363,0.594440,0.908485,0.977767,0.921794,0.976535,1144,324,1.000000,1,1
425,60.080000,1.149893,0.168970,0.630200,0.629880,0.957198,0.967707,0.627760,0.961705,0.968991,0.639320,0.946944,0.971687,0.959505,0.970532,638,459,1.000000,1,1
426,59.430000,1.179521,0.121977,0.640840,0.639400,0.978417,0.960452,0.639000,0.980720,0.962110,0.649680,0.967861,0.965365,0.979527,0.963707,328,591,1.000000,1,1
427,60.110000,1.142910,0.159490,0.629760,0.627000,0.961722,0.962890,0.627640,0.963419,0.965572,0.636160,0.954225,0.969341,0.962652,0.968063,588,500,1.000000,1,1
428,60.560000,1.134739,0.172782,0.620800,0.618880,0.955274,0.974163,0.618160,0.957940,0.975745,0.629960,0.944568,0.980490,0.956186,0.978118,680,332,1.000000,1,1
429,59.680000,1.167922,0.183584,0.631080,0.629440,0.950051,0.979942,0.629200,0.950540,0.980073,0.637960,0.940435,0.983154,0.949800,0.982236,792,271,1.000000,1,1
430,60.020000,1.139117,0.163023,0.631320,0.628840,0.957382,0.986304,0.628760,0.960430,0.989318,0.638520,0.948443,0.992136,0.958690,0.991547,652,129,1.000000,1,1
431,61.670000,1.111167,0.221899,0.614360,0.612960,0.928870,0.964625,0.612080,0.929944,0.964353,0.622200,0.917004,0.966658,0.928120,0.966048,1104,501,1.000000,1,1
432,60.370000,1.138190,0.190182,0.630120,0.624040,0.952247,0.948417,0.627360,0.954731,0.955950,0.637600,0.943036,0.959653,0.953025,0.958440,740,651,1.000000,1,1
433,59.470000,1.156784,0.166449,0.623240,0.621960,0.962441,0.959049,0.621520,0.964796,0.960715,0.629080,0.954600,0.962125,0.963802,0.962381,564,587,1.000000,1,1
