epoch,global_test_acc,global_test_loss,train_loss,clean_ratio,scoreA_clean_ratio,scoreA_precision,scoreA_recall,fedrn_clean_ratio,fedrn_precision,fedrn_recall,net2_clean_ratio,net2_precision,net2_recall,selection_precision,selection_recall,false_clean,missed_clean,neighbor_net2_used_ratio,neighbor_ft_ep,net2_ft_ep
130,53.540000,1.325814,0.295286,0.608040,0.603920,0.944297,0.935744,0.608040,0.947832,0.945655,-1.000000,-1.000000,-1.000000,0.947832,0.945655,793,828,0.000000,1,1
131,53.160000,1.311744,0.288975,0.587040,0.585640,0.951711,0.951776,0.587040,0.954143,0.956489,-1.000000,-1.000000,-1.000000,0.954143,0.956489,673,637,0.000000,1,1
132,55.010000,1.291664,0.281276,0.623520,0.620920,0.949881,0.959711,0.623520,0.950603,0.964462,-1.000000,-1.000000,-1.000000,0.950603,0.964462,770,546,0.000000,1,1
133,54.420000,1.311743,0.277938,0.600160,0.599920,0.943926,0.950645,0.600160,0.947214,0.954338,-1.000000,-1.000000,-1.000000,0.947214,0.954338,792,680,0.000000,1,1
134,55.140000,1.286385,0.279003,0.611920,0.612640,0.943719,0.954437,0.611920,0.945941,0.955560,-1.000000,-1.000000,-1.000000,0.945941,0.955560,827,673,0.000000,1,1
135,54.610000,1.302114,0.295817,0.579400,0.575360,0.944522,0.951401,0.579400,0.945254,0.958824,-1.000000,-1.000000,-1.000000,0.945254,0.958824,793,588,0.000000,1,1
136,54.960000,1.288694,0.235721,0.617880,0.613480,0.971963,0.958526,0.617880,0.972422,0.965856,-1.000000,-1.000000,-1.000000,0.972422,0.965856,426,531,0.000000,1,1
137,53.410000,1.307676,0.272795,0.603320,0.602760,0.945053,0.956542,0.603320,0.947491,0.959901,-1.000000,-1.000000,-1.000000,0.947491,0.959901,792,597,0.000000,1,1
138,55.240000,1.275453,0.253039,0.596360,0.594840,0.948961,0.950175,0.596360,0.951975,0.955629,-1.000000,-1.000000,-1.000000,0.951975,0.955629,716,659,0.000000,1,1
139,55.760000,1.273440,0.260600,0.622000,0.616360,0.951003,0.964333,0.622000,0.952990,0.975191,-1.000000,-1.000000,-1.000000,0.952990,0.975191,731,377,0.000000,1,1
140,54.290000,1.294107,0.244359,0.605760,0.605040,0.966680,0.976884,0.605760,0.966587,0.977953,-1.000000,-1.000000,-1.000000,0.966587,0.977953,506,330,0.000000,1,1
141,54.160000,1.300057,0.259363,0.605640,0.606360,0.948018,0.964238,0.605640,0.952051,0.967190,-1.000000,-1.000000,-1.000000,0.952051,0.967190,726,489,0.000000,1,1
142,56.850000,1.245699,0.246659,0.603920,0.600280,0.959552,0.956175,0.603920,0.960061,0.962483,-1.000000,-1.000000,-1.000000,0.960061,0.962483,603,565,0.000000,1,1
143,56.940000,1.244221,0.233505,0.619160,0.617320,0.969740,0.959605,0.619160,0.968926,0.961657,-1.000000,-1.000000,-1.000000,0.968926,0.961657,481,598,0.000000,1,1
144,55.110000,1.291830,0.238041,0.598040,0.599760,0.955449,0.971649,0.598040,0.956123,0.969547,-1.000000,-1.000000,-1.000000,0.956123,0.969547,656,449,0.000000,1,1
145,55.280000,1.296043,0.223718,0.623640,0.623240,0.966562,0.969361,0.623640,0.967032,0.970456,-1.000000,-1.000000,-1.000000,0.967032,0.970456,514,459,0.000000,1,1
146,56.260000,1.242447,0.254531,0.595240,0.594840,0.965234,0.967251,0.595240,0.965661,0.968329,-1.000000,-1.000000,-1.000000,0.965661,0.968329,511,470,0.000000,1,1
147,56.510000,1.237635,0.242629,0.602400,0.598680,0.948353,0.942998,0.602400,0.951195,0.951701,-1.000000,-1.000000,-1.000000,0.951195,0.951701,735,727,0.000000,1,1
148,56.420000,1.236520,0.274810,0.575440,0.576200,0.955432,0.948126,0.575440,0.957459,0.948884,-1.000000,-1.000000,-1.000000,0.957459,0.948884,612,742,0.000000,1,1
149,58.280000,1.211077,0.223146,0.609840,0.602200,0.968781,0.940482,0.609840,0.969763,0.953379,-1.000000,-1.000000,-1.000000,0.969763,0.953379,461,723,0.000000,1,1
150,56.430000,1.238384,0.250642,0.616720,0.617400,0.956398,0.960567,0.616720,0.958879,0.961999,-1.000000,-1.000000,-1.000000,0.958879,0.961999,634,584,0.000000,1,1
151,55.500000,1.266146,0.270909,0.595400,0.596800,0.942560,0.958754,0.595400,0.942761,0.956708,-1.000000,-1.000000,-1.000000,0.942761,0.956708,852,635,0.000000,1,1
152,56.910000,1.239600,0.238952,0.600960,0.598520,0.966584,0.953521,0.600960,0.966720,0.957542,-1.000000,-1.000000,-1.000000,0.966720,0.957542,500,644,0.000000,1,1
153,54.960000,1.267133,0.239576,0.634200,0.630400,0.957360,0.954937,0.634200,0.957490,0.960823,-1.000000,-1.000000,-1.000000,0.957490,0.960823,674,619,0.000000,1,1
154,56.290000,1.239333,0.232456,0.600720,0.597680,0.962923,0.956395,0.600720,0.962845,0.961181,-1.000000,-1.000000,-1.000000,0.962845,0.961181,558,584,0.000000,1,1
155,55.180000,1.259767,0.243235,0.592960,0.588920,0.953746,0.938636,0.592960,0.956624,0.947928,-1.000000,-1.000000,-1.000000,0.956624,0.947928,643,779,0.000000,1,1
156,57.390000,1.241382,0.226883,0.609480,0.609440,0.971055,0.953286,0.609480,0.972173,0.954446,-1.000000,-1.000000,-1.000000,0.972173,0.954446,424,707,0.000000,1,1
157,58.300000,1.211799,0.243816,0.595920,0.592720,0.959509,0.947109,0.595920,0.960397,0.953104,-1.000000,-1.000000,-1.000000,0.960397,0.953104,590,704,0.000000,1,1
158,56.530000,1.244164,0.271301,0.622520,0.609160,0.952656,0.933110,0.622520,0.953094,0.954013,-1.000000,-1.000000,-1.000000,0.953094,0.954013,730,715,0.000000,1,1
159,57.170000,1.239803,0.208907,0.611080,0.610200,0.970305,0.954968,0.611080,0.970348,0.956387,-1.000000,-1.000000,-1.000000,0.970348,0.956387,453,676,0.000000,1,1
160,57.250000,1.212780,0.206948,0.626720,0.625880,0.971177,0.963235,0.626720,0.972109,0.965454,-1.000000,-1.000000,-1.000000,0.972109,0.965454,437,545,0.000000,1,1
161,57.260000,1.238979,0.184502,0.609960,0.603520,0.975809,0.963295,0.609960,0.975933,0.973698,-1.000000,-1.000000,-1.000000,0.975933,0.973698,367,402,0.000000,1,1
162,58.260000,1.207056,0.274188,0.617440,0.617280,0.945373,0.967440,0.617440,0.947007,0.969363,-1.000000,-1.000000,-1.000000,0.947007,0.969363,818,462,0.000000,1,1
163,57.880000,1.216727,0.188026,0.629200,0.625880,0.980060,0.948009,0.629200,0.980292,0.953264,-1.000000,-1.000000,-1.000000,0.980292,0.953264,310,756,0.000000,1,1
164,57.680000,1.212029,0.228520,0.623880,0.622000,0.963601,0.975521,0.623880,0.963903,0.978776,-1.000000,-1.000000,-1.000000,0.963903,0.978776,563,326,0.000000,1,1
165,56.900000,1.221039,0.260705,0.606640,0.606760,0.958204,0.964115,0.606640,0.959185,0.964911,-1.000000,-1.000000,-1.000000,0.959185,0.964911,619,529,0.000000,1,1
166,57.020000,1.214116,0.234370,0.583960,0.581440,0.962094,0.950326,0.583960,0.963765,0.956102,-1.000000,-1.000000,-1.000000,0.963765,0.956102,529,646,0.000000,1,1
167,55.690000,1.248946,0.238995,0.576880,0.578440,0.939354,0.976143,0.576880,0.942449,0.976717,-1.000000,-1.000000,-1.000000,0.942449,0.976717,830,324,0.000000,1,1
168,57.800000,1.214207,0.237600,0.604120,0.603080,0.948664,0.954297,0.604120,0.947361,0.954630,-1.000000,-1.000000,-1.000000,0.947361,0.954630,795,680,0.000000,1,1
169,57.930000,1.185592,0.286118,0.597400,0.592160,0.932653,0.945944,0.597400,0.935922,0.957660,-1.000000,-1.000000,-1.000000,0.935922,0.957660,957,618,0.000000,1,1
170,58.160000,1.188047,0.201276,0.584160,0.580840,0.968942,0.944042,0.584160,0.969940,0.950416,-1.000000,-1.000000,-1.000000,0.969940,0.950416,439,739,0.000000,1,1
171,54.990000,1.260219,0.184594,0.640880,0.639960,0.978436,0.963205,0.640880,0.980714,0.966835,-1.000000,-1.000000,-1.000000,0.980714,0.966835,309,539,0.000000,1,1
172,57.140000,1.226701,0.221574,0.599440,0.600400,0.960093,0.958433,0.599440,0.962098,0.958899,-1.000000,-1.000000,-1.000000,0.962098,0.958899,568,618,0.000000,1,1
173,57.540000,1.208502,0.247050,0.603240,0.601840,0.961119,0.956162,0.603240,0.960546,0.957815,-1.000000,-1.000000,-1.000000,0.960546,0.957815,595,638,0.000000,1,1
174,57.040000,1.230415,0.237934,0.604520,0.602200,0.966191,0.976504,0.604520,0.965063,0.979122,-1.000000,-1.000000,-1.000000,0.965063,0.979122,528,311,0.000000,1,1
175,54.700000,1.264838,0.269520,0.585840,0.584240,0.939135,0.965714,0.585840,0.937662,0.966840,-1.000000,-1.000000,-1.000000,0.937662,0.966840,913,471,0.000000,1,1
176,56.430000,1.231055,0.264843,0.609800,0.608520,0.942944,0.960688,0.609800,0.945556,0.965376,-1.000000,-1.000000,-1.000000,0.945556,0.965376,830,517,0.000000,1,1
177,57.600000,1.224181,0.267379,0.588400,0.585080,0.940316,0.936411,0.588400,0.943168,0.944581,-1.000000,-1.000000,-1.000000,0.943168,0.944581,836,814,0.000000,1,1
178,58.720000,1.193706,0.325143,0.586920,0.582000,0.922887,0.951261,0.586920,0.921966,0.958345,-1.000000,-1.000000,-1.000000,0.921966,0.958345,1145,588,0.000000,1,1
179,57.020000,1.224280,0.262715,0.610680,0.611640,0.930417,0.965983,0.610680,0.933582,0.967749,-1.000000,-1.000000,-1.000000,0.933582,0.967749,1014,475,0.000000,1,1
180,55.810000,1.267008,0.237574,0.623760,0.623200,0.956804,0.960008,0.623760,0.957420,0.961489,-1.000000,-1.000000,-1.000000,0.957420,0.961489,664,598,0.000000,1,1
181,58.120000,1.200574,0.259574,0.602440,0.598440,0.930553,0.963060,0.602440,0.932408,0.971431,-1.000000,-1.000000,-1.000000,0.932408,0.971431,1018,413,0.000000,1,1
182,55.870000,1.269275,0.236294,0.637080,0.634200,0.953453,0.969784,0.637080,0.952973,0.973698,-1.000000,-1.000000,-1.000000,0.952973,0.973698,749,410,0.000000,1,1
183,56.410000,1.231651,0.199337,0.616400,0.614400,0.971549,0.978943,0.616400,0.971058,0.981632,-1.000000,-1.000000,-1.000000,0.971058,0.981632,446,280,0.000000,1,1
184,58.980000,1.194848,0.261765,0.630720,0.630760,0.955292,0.956566,0.630720,0.957509,0.958725,-1.000000,-1.000000,-1.000000,0.957509,0.958725,670,650,0.000000,1,1
185,55.600000,1.256109,0.262586,0.569200,0.572000,0.932168,0.958993,0.569200,0.934786,0.956978,-1.000000,-1.000000,-1.000000,0.934786,0.956978,928,598,0.000000,1,1
186,58.050000,1.209745,0.205470,0.610280,0.605720,0.966849,0.957930,0.610280,0.967949,0.966239,-1.000000,-1.000000,-1.000000,0.967949,0.966239,489,516,0.000000,1,1
187,57.370000,1.219972,0.204069,0.633000,0.631800,0.967648,0.974745,0.633000,0.968973,0.977934,-1.000000,-1.000000,-1.000000,0.968973,0.977934,491,346,0.000000,1,1
188,59.210000,1.172318,0.226599,0.632080,0.631320,0.960084,0.969358,0.632080,0.960638,0.971085,-1.000000,-1.000000,-1.000000,0.960638,0.971085,622,452,0.000000,1,1
189,57.940000,1.212765,0.199279,0.596240,0.592560,0.971176,0.951270,0.596240,0.973434,0.959402,-1.000000,-1.000000,-1.000000,0.973434,0.959402,396,614,0.000000,1,1
190,58.400000,1.186702,0.178251,0.577920,0.574320,0.972211,0.946501,0.577920,0.972799,0.953011,-1.000000,-1.000000,-1.000000,0.972799,0.953011,393,693,0.000000,1,1
191,58.300000,1.197637,0.239757,0.628480,0.627960,0.949742,0.970450,0.628480,0.951120,0.972663,-1.000000,-1.000000,-1.000000,0.951120,0.972663,768,420,0.000000,1,1
192,59.420000,1.161794,0.260090,0.602520,0.602760,0.930188,0.967490,0.602520,0.932616,0.969630,-1.000000,-1.000000,-1.000000,0.932616,0.969630,1015,440,0.000000,1,1
193,59.070000,1.175772,0.165570,0.607960,0.607720,0.977555,0.962665,0.607960,0.979012,0.964480,-1.000000,-1.000000,-1.000000,0.979012,0.964480,319,548,0.000000,1,1
194,57.950000,1.192012,0.208772,0.598000,0.598760,0.957512,0.962980,0.598000,0.958462,0.962712,-1.000000,-1.000000,-1.000000,0.958462,0.962712,621,555,0.000000,1,1
195,59.140000,1.178394,0.202592,0.597600,0.597480,0.961706,0.953851,0.597600,0.962851,0.955179,-1.000000,-1.000000,-1.000000,0.962851,0.955179,555,675,0.000000,1,1
196,59.300000,1.166064,0.213640,0.621720,0.619760,0.958887,0.967001,0.621720,0.961397,0.972598,-1.000000,-1.000000,-1.000000,0.961397,0.972598,600,421,0.000000,1,1
197,59.600000,1.166015,0.236880,0.644080,0.644280,0.962004,0.966746,0.644080,0.962800,0.967245,-1.000000,-1.000000,-1.000000,0.962800,0.967245,599,525,0.000000,1,1
198,57.250000,1.210460,0.176598,0.604120,0.599400,0.975642,0.953561,0.604120,0.976892,0.962301,-1.000000,-1.000000,-1.000000,0.976892,0.962301,349,578,0.000000,1,1
199,57.530000,1.207373,0.186807,0.610320,0.610920,0.961108,0.977297,0.610320,0.961397,0.976631,-1.000000,-1.000000,-1.000000,0.961397,0.976631,589,351,0.000000,1,1
200,57.470000,1.213473,0.249485,0.619880,0.618760,0.934643,0.970857,0.615920,0.937719,0.969581,0.630280,0.923843,0.977505,0.934891,0.972871,1009,404,1.000000,1,1
201,58.640000,1.188142,0.207488,0.642040,0.641600,0.976995,0.973354,0.638520,0.978889,0.970559,0.651760,0.967534,0.979193,0.977260,0.974286,365,414,1.000000,1,1
202,58.330000,1.181671,0.249995,0.655520,0.649880,0.949160,0.963331,0.651400,0.950200,0.966642,0.666160,0.936532,0.974325,0.947340,0.969828,863,483,1.000000,1,1
203,58.700000,1.185070,0.237984,0.571800,0.565560,0.949643,0.951730,0.568640,0.952307,0.959597,0.583280,0.935537,0.966969,0.949213,0.961795,726,539,1.000000,1,1
204,58.720000,1.180196,0.243762,0.639520,0.635400,0.947246,0.955972,0.635920,0.949428,0.958958,0.648880,0.937246,0.965947,0.946960,0.961881,848,600,1.000000,1,1
205,58.990000,1.184438,0.282143,0.587520,0.584400,0.930390,0.955638,0.583960,0.935544,0.960208,0.600160,0.915489,0.965692,0.930896,0.961263,1015,551,1.000000,1,1
206,57.300000,1.217430,0.240486,0.631240,0.627800,0.955464,0.955159,0.626520,0.957416,0.955159,0.640880,0.942953,0.962293,0.953742,0.958662,730,649,1.000000,1,1
207,57.790000,1.216925,0.220963,0.603360,0.599680,0.955710,0.973105,0.599840,0.958055,0.975754,0.612880,0.944263,0.982613,0.955118,0.978471,677,317,1.000000,1,1
208,57.070000,1.217734,0.207173,0.641800,0.639040,0.968766,0.962261,0.638960,0.969450,0.962820,0.650520,0.958864,0.969535,0.968027,0.965680,513,552,1.000000,1,1
209,59.120000,1.170926,0.216219,0.617560,0.616720,0.961798,0.968203,0.614880,0.963375,0.966897,0.625560,0.952618,0.972708,0.961979,0.969705,587,464,1.000000,1,1
210,58.080000,1.215976,0.210178,0.567120,0.564040,0.968087,0.955417,0.563480,0.970682,0.957027,0.577320,0.954479,0.964166,0.967767,0.960316,457,567,1.000000,1,1
211,56.770000,1.225574,0.235520,0.593640,0.589720,0.946280,0.941617,0.591800,0.949780,0.948434,0.600920,0.932370,0.945397,0.946634,0.948232,792,767,1.000000,1,1
212,59.640000,1.156824,0.229058,0.588040,0.584200,0.953851,0.959435,0.584400,0.958522,0.964463,0.598800,0.942552,0.971763,0.955717,0.967631,651,470,1.000000,1,1
213,59.320000,1.169427,0.245550,0.608800,0.607960,0.939272,0.959925,0.604720,0.943908,0.959521,0.620640,0.928590,0.968800,0.941656,0.963690,888,540,1.000000,1,1
214,58.020000,1.223398,0.296757,0.595120,0.592640,0.930413,0.949380,0.591760,0.933419,0.951033,0.604520,0.919738,0.957300,0.930905,0.953857,1028,670,1.000000,1,1
215,58.290000,1.191023,0.255686,0.634200,0.630200,0.940083,0.950642,0.630760,0.944004,0.955456,0.647320,0.928134,0.964056,0.941848,0.958472,922,647,1.000000,1,1
216,55.180000,1.263928,0.178824,0.632760,0.631160,0.977375,0.959318,0.629280,0.979596,0.958634,0.643760,0.967566,0.968649,0.978128,0.962491,346,603,1.000000,1,1
217,59.770000,1.156800,0.200435,0.617800,0.613760,0.969825,0.955625,0.614240,0.971737,0.958258,0.627040,0.959492,0.965900,0.969440,0.961534,472,599,1.000000,1,1
218,58.370000,1.185215,0.236331,0.628200,0.624800,0.945967,0.966763,0.624440,0.949331,0.969641,0.636800,0.936621,0.975595,0.946896,0.972978,834,413,1.000000,1,1
219,58.470000,1.190704,0.248450,0.590840,0.589040,0.944180,0.966630,0.587360,0.946540,0.966282,0.601960,0.930029,0.973026,0.943673,0.969063,832,445,1.000000,1,1
220,55.950000,1.252958,0.238019,0.644800,0.642360,0.958528,0.965926,0.640800,0.962859,0.967934,0.654560,0.947323,0.972766,0.959181,0.970256,658,474,1.000000,1,1
221,58.230000,1.196969,0.259187,0.619200,0.619160,0.937657,0.959413,0.614640,0.943512,0.958355,0.631040,0.927421,0.967147,0.939987,0.961859,929,577,1.000000,1,1
222,59.040000,1.171344,0.187230,0.610840,0.607880,0.974271,0.958938,0.607720,0.976437,0.960816,0.620080,0.965295,0.969171,0.974854,0.964184,384,553,1.000000,1,1
223,58.840000,1.176950,0.213760,0.604400,0.600440,0.949237,0.944894,0.601440,0.952181,0.949403,0.614840,0.938911,0.957029,0.950430,0.952321,749,719,1.000000,1,1
224,56.910000,1.235852,0.234604,0.608520,0.605880,0.950353,0.962490,0.603960,0.954500,0.963627,0.619720,0.937972,0.971650,0.950700,0.967037,750,493,1.000000,1,1
225,58.860000,1.174668,0.255324,0.620920,0.619200,0.941021,0.950600,0.617520,0.944488,0.951514,0.631800,0.928902,0.957452,0.941699,0.953928,905,706,1.000000,1,1
226,58.950000,1.172215,0.214080,0.639080,0.637400,0.960088,0.960751,0.637120,0.960886,0.961128,0.646160,0.953510,0.967282,0.960255,0.963451,635,582,1.000000,1,1
227,59.240000,1.172507,0.264903,0.677960,0.672160,0.942871,0.965391,0.674280,0.946669,0.972337,0.685240,0.935088,0.976054,0.944362,0.975262,943,406,1.000000,1,1
228,58.950000,1.170229,0.215795,0.582200,0.580560,0.948808,0.956054,0.579640,0.951349,0.957095,0.591400,0.940277,0.965149,0.950120,0.960081,726,575,1.000000,1,1
229,58.260000,1.199977,0.217983,0.614800,0.614640,0.943642,0.982385,0.611920,0.947836,0.982385,0.626000,0.933099,0.989363,0.945804,0.984892,833,223,1.000000,1,1
230,58.580000,1.187941,0.191255,0.661760,0.659200,0.962864,0.949725,0.658800,0.965270,0.951520,0.670080,0.953140,0.955650,0.963129,0.953675,610,774,1.000000,1,1
231,59.030000,1.182969,0.205524,0.611040,0.608880,0.964459,0.961302,0.608080,0.966189,0.961760,0.618200,0.955548,0.966998,0.963996,0.964248,550,546,1.000000,1,1
232,58.340000,1.185680,0.227500,0.583880,0.582040,0.944677,0.974894,0.580680,0.948199,0.976241,0.595560,0.930150,0.982199,0.945400,0.978723,797,300,1.000000,1,1
233,60.290000,1.156612,0.244829,0.614320,0.612400,0.939843,0.974336,0.611520,0.941523,0.974675,0.626520,0.926068,0.982191,0.939575,0.977113,928,338,1.000000,1,1
234,58.430000,1.185689,0.211584,0.608960,0.600320,0.949560,0.927799,0.607400,0.952782,0.941927,0.616240,0.939569,0.942383,0.951393,0.942969,740,876,1.000000,1,1
235,57.460000,1.230774,0.237270,0.616160,0.613240,0.954341,0.979317,0.613120,0.957659,0.982530,0.623480,0.946622,0.987617,0.955401,0.985074,687,223,1.000000,1,1
236,56.770000,1.219302,0.223635,0.639840,0.635360,0.944598,0.947940,0.637200,0.947207,0.953311,0.649600,0.935222,0.959565,0.945361,0.955396,874,706,1.000000,1,1
237,60.020000,1.156628,0.238648,0.615320,0.608800,0.948752,0.940594,0.612240,0.951980,0.949127,0.620320,0.938741,0.948280,0.948775,0.950690,788,757,1.000000,1,1
238,57.770000,1.191259,0.237523,0.620960,0.617560,0.948701,0.956820,0.618120,0.951272,0.960282,0.630160,0.938365,0.965704,0.948982,0.962373,792,576,1.000000,1,1
239,57.010000,1.224185,0.304569,0.629120,0.624720,0.928544,0.965770,0.624840,0.929902,0.967368,0.639960,0.914370,0.974227,0.926246,0.970165,1160,448,1.000000,1,1
240,59.050000,1.178451,0.223290,0.600360,0.598360,0.944582,0.950875,0.597080,0.948818,0.953096,0.613080,0.931559,0.960834,0.946632,0.956124,801,652,1.000000,1,1
241,57.850000,1.209647,0.214648,0.625040,0.621560,0.949546,0.968684,0.622480,0.951227,0.971836,0.632760,0.942032,0.978335,0.949571,0.974133,788,394,1.000000,1,1
242,57.530000,1.205786,0.218213,0.582440,0.582360,0.948142,0.943154,0.578160,0.952747,0.940899,0.595360,0.934292,0.950123,0.949248,0.944384,739,814,1.000000,1,1
243,57.300000,1.215503,0.210218,0.636240,0.632680,0.961876,0.971272,0.633400,0.962678,0.973187,0.642960,0.952656,0.977592,0.960329,0.975166,631,389,1.000000,1,1
244,59.270000,1.183971,0.258771,0.620400,0.619760,0.935975,0.963972,0.616920,0.939636,0.963308,0.629640,0.925291,0.968160,0.936557,0.965568,984,518,1.000000,1,1
245,58.120000,1.194752,0.193707,0.637080,0.635720,0.964827,0.976937,0.634480,0.966461,0.976682,0.645480,0.955382,0.982225,0.964714,0.978912,562,331,1.000000,1,1
246,58.710000,1.178249,0.158495,0.646600,0.643000,0.980529,0.963919,0.643480,0.982346,0.966426,0.654280,0.972856,0.973153,0.980390,0.969178,317,504,1.000000,1,1
247,57.750000,1.195143,0.243803,0.600240,0.599400,0.939806,0.948222,0.596240,0.942842,0.946270,0.611080,0.926753,0.953272,0.939491,0.949232,908,754,1.000000,1,1
248,59.430000,1.177173,0.236169,0.604400,0.600080,0.937742,0.952342,0.600880,0.940088,0.955998,0.614120,0.926594,0.963038,0.937062,0.958503,951,613,1.000000,1,1
249,57.530000,1.219743,0.206401,0.611720,0.612320,0.959760,0.958257,0.609720,0.961687,0.956105,0.618600,0.952215,0.960475,0.960766,0.958322,600,639,1.000000,1,1
250,58.030000,1.220269,0.179356,0.604200,0.604640,0.961299,0.952228,0.600840,0.964716,0.949607,0.612000,0.953333,0.955832,0.962926,0.953145,560,715,1.000000,1,1
251,60.620000,1.134702,0.225240,0.609040,0.608920,0.952309,0.951746,0.605800,0.955365,0.949908,0.616160,0.944365,0.955029,0.952318,0.951943,726,732,1.000000,1,1
252,60.630000,1.150728,0.256345,0.614080,0.614240,0.925436,0.951714,0.611360,0.930058,0.951982,0.620400,0.921857,0.957541,0.928218,0.954326,1102,682,1.000000,1,1
253,57.400000,1.196813,0.228716,0.589120,0.587680,0.945072,0.953378,0.586520,0.947282,0.953722,0.596840,0.934187,0.957086,0.944935,0.955575,811,647,1.000000,1,1
254,57.280000,1.231449,0.252101,0.625280,0.625640,0.932805,0.969049,0.621880,0.937094,0.967654,0.637640,0.921147,0.975292,0.934557,0.970311,1023,447,1.000000,1,1
255,59.430000,1.174183,0.234599,0.603240,0.602560,0.942844,0.976017,0.602120,0.944463,0.976979,0.610120,0.932603,0.977529,0.943439,0.977735,853,324,1.000000,1,1
256,58.250000,1.183999,0.190514,0.620560,0.616440,0.963078,0.959033,0.618360,0.965004,0.963944,0.627600,0.954939,0.968144,0.962679,0.965043,579,541,1.000000,1,1
257,59.490000,1.173238,0.252727,0.603560,0.601480,0.933032,0.969458,0.600080,0.936009,0.970287,0.612920,0.922013,0.976230,0.932799,0.972568,1014,397,1.000000,1,1
258,59.750000,1.145212,0.198998,0.605840,0.605000,0.961058,0.964437,0.603080,0.962924,0.963243,0.614560,0.951315,0.969745,0.961112,0.965831,589,515,1.000000,1,1
259,58.890000,1.167330,0.193078,0.614120,0.611320,0.949814,0.952244,0.611760,0.952661,0.955786,0.621640,0.943504,0.961887,0.951345,0.958147,747,638,1.000000,1,1
260,59.140000,1.168561,0.233017,0.582360,0.581320,0.949081,0.962392,0.580000,0.952621,0.963787,0.592040,0.938045,0.968741,0.950409,0.965462,722,495,1.000000,1,1
261,58.730000,1.184218,0.260619,0.622880,0.621280,0.926539,0.951786,0.620400,0.931270,0.955291,0.632840,0.916251,0.958730,0.928911,0.956680,1107,655,1.000000,1,1
262,58.830000,1.177377,0.235466,0.632360,0.629680,0.944734,0.972789,0.628920,0.946702,0.973639,0.643440,0.931991,0.980638,0.944715,0.976910,874,353,1.000000,1,1
263,58.560000,1.162586,0.202189,0.601280,0.602040,0.946914,0.951910,0.599480,0.950557,0.951509,0.609480,0.940539,0.957187,0.950306,0.954114,747,687,1.000000,1,1
264,58.240000,1.196586,0.256339,0.629680,0.629280,0.936308,0.971636,0.625160,0.938576,0.967612,0.641920,0.922669,0.976715,0.935713,0.971636,1012,430,1.000000,1,1
265,59.750000,1.157368,0.205602,0.595560,0.591600,0.965923,0.951892,0.594280,0.968029,0.958289,0.602120,0.956421,0.959288,0.967157,0.959488,489,608,1.000000,1,1
266,60.070000,1.135699,0.239540,0.595440,0.592880,0.951626,0.960308,0.591960,0.953173,0.960376,0.605960,0.938016,0.967456,0.951028,0.963848,729,531,1.000000,1,1
267,58.200000,1.194753,0.258017,0.607680,0.602520,0.947023,0.960218,0.604400,0.950165,0.966411,0.616920,0.933541,0.969171,0.947143,0.968565,803,467,1.000000,1,1
268,57.370000,1.215775,0.163836,0.587920,0.583320,0.968662,0.942991,0.587520,0.969839,0.950935,0.590280,0.960426,0.946128,0.968295,0.950067,466,748,1.000000,1,1
269,59.690000,1.157484,0.197423,0.624720,0.622320,0.962527,0.967877,0.622480,0.965236,0.970851,0.629920,0.957455,0.974535,0.963119,0.972208,576,430,1.000000,1,1
270,60.650000,1.127843,0.198795,0.632880,0.628080,0.972360,0.945036,0.630520,0.973419,0.949740,0.638880,0.965753,0.954754,0.972570,0.952463,434,768,1.000000,1,1
271,57.450000,1.198956,0.199019,0.589880,0.588320,0.963829,0.958356,0.587240,0.965874,0.958626,0.597360,0.953931,0.963088,0.964128,0.961195,529,574,1.000000,1,1
272,59.410000,1.162403,0.262465,0.617600,0.614000,0.930293,0.953780,0.614240,0.931167,0.955049,0.625720,0.918814,0.959992,0.928433,0.957454,1105,637,1.000000,1,1
273,60.450000,1.138896,0.237249,0.619080,0.619040,0.938873,0.951165,0.616600,0.942329,0.950903,0.628080,0.930964,0.956926,0.940945,0.953325,914,713,1.000000,1,1
274,59.460000,1.167004,0.186311,0.608960,0.607000,0.961845,0.951499,0.606360,0.965367,0.953977,0.617040,0.952612,0.957953,0.964070,0.956780,547,663,1.000000,1,1
275,57.710000,1.206998,0.227605,0.589000,0.587360,0.950354,0.961088,0.586120,0.954890,0.963636,0.597560,0.940357,0.967493,0.952122,0.965565,705,500,1.000000,1,1
276,58.850000,1.182584,0.172634,0.573400,0.572520,0.962482,0.949022,0.571800,0.964253,0.949573,0.578240,0.956350,0.952397,0.963655,0.951640,521,702,1.000000,1,1
277,59.410000,1.166286,0.175257,0.615400,0.611480,0.977170,0.968742,0.613120,0.977949,0.972114,0.623440,0.966252,0.976654,0.976731,0.974514,358,393,1.000000,1,1
278,60.590000,1.144880,0.248623,0.623360,0.618520,0.934941,0.967412,0.622760,0.935320,0.974438,0.628040,0.933125,0.980393,0.936858,0.976981,984,344,1.000000,1,1
279,59.730000,1.161468,0.185674,0.582760,0.582600,0.963955,0.964021,0.580080,0.965867,0.961755,0.592720,0.950601,0.967179,0.964308,0.964639,520,515,1.000000,1,1
280,59.020000,1.166352,0.192063,0.608120,0.606280,0.958105,0.968392,0.605000,0.959339,0.967591,0.613280,0.950300,0.971592,0.957508,0.970726,646,439,1.000000,1,1
