epoch,global_test_acc,global_test_loss,train_loss,clean_ratio,selection_precision,selection_recall,false_clean,missed_clean,neighbor_net2_used_ratio
36,20.150000,2.056553,1.281953,1.000000,-1.000000,-1.000000,0,0,-1.000000
37,28.240000,1.986501,1.423451,1.000000,-1.000000,-1.000000,0,0,-1.000000
38,32.610000,2.007398,1.860251,1.000000,-1.000000,-1.000000,0,0,-1.000000
39,29.930000,2.015359,1.493848,1.000000,-1.000000,-1.000000,0,0,-1.000000
40,27.090000,2.002069,1.374608,1.000000,-1.000000,-1.000000,0,0,-1.000000
41,28.120000,1.998868,1.451782,1.000000,-1.000000,-1.000000,0,0,-1.000000
42,32.830000,1.982644,1.474931,1.000000,-1.000000,-1.000000,0,0,-1.000000
43,30.120000,1.972665,1.384259,1.000000,-1.000000,-1.000000,0,0,-1.000000
44,34.000000,1.938005,1.532796,1.000000,-1.000000,-1.000000,0,0,-1.000000
45,30.860000,1.962276,1.385058,1.000000,-1.000000,-1.000000,0,0,-1.000000
46,25.520000,2.040634,1.470790,1.000000,-1.000000,-1.000000,0,0,-1.000000
47,29.900000,1.990077,1.275484,1.000000,-1.000000,-1.000000,0,0,-1.000000
48,28.660000,2.010627,1.503281,1.000000,-1.000000,-1.000000,0,0,-1.000000
49,30.830000,2.033234,1.749454,1.000000,-1.000000,-1.000000,0,0,-1.000000
50,26.040000,2.028824,1.464294,1.000000,-1.000000,-1.000000,0,0,-1.000000
51,32.280000,2.009896,1.640825,1.000000,-1.000000,-1.000000,0,0,-1.000000
52,30.630000,2.027956,1.365825,1.000000,-1.000000,-1.000000,0,0,-1.000000
53,31.190000,2.014025,1.431700,1.000000,-1.000000,-1.000000,0,0,-1.000000
54,28.510000,2.028783,1.648293,1.000000,-1.000000,-1.000000,0,0,-1.000000
55,27.630000,1.982915,1.155108,1.000000,-1.000000,-1.000000,0,0,-1.000000
56,31.280000,1.983371,1.412987,1.000000,-1.000000,-1.000000,0,0,-1.000000
57,30.950000,1.984385,1.363698,1.000000,-1.000000,-1.000000,0,0,-1.000000
58,33.000000,1.942108,1.465084,1.000000,-1.000000,-1.000000,0,0,-1.000000
59,29.990000,1.979595,1.199159,1.000000,-1.000000,-1.000000,0,0,-1.000000
60,31.370000,2.005340,1.555796,1.000000,-1.000000,-1.000000,0,0,-1.000000
61,31.390000,1.963640,1.241805,1.000000,-1.000000,-1.000000,0,0,-1.000000
62,31.900000,1.969643,1.514243,1.000000,-1.000000,-1.000000,0,0,-1.000000
63,31.940000,1.950611,1.440316,1.000000,-1.000000,-1.000000,0,0,-1.000000
64,30.260000,1.953690,1.171042,1.000000,-1.000000,-1.000000,0,0,-1.000000
65,29.530000,2.013816,1.606460,1.000000,-1.000000,-1.000000,0,0,-1.000000
66,32.880000,1.957117,1.630904,1.000000,-1.000000,-1.000000,0,0,-1.000000
67,31.170000,1.989583,1.464597,1.000000,-1.000000,-1.000000,0,0,-1.000000
68,32.660000,1.957292,1.308459,1.000000,-1.000000,-1.000000,0,0,-1.000000
69,28.650000,2.019092,1.600847,1.000000,-1.000000,-1.000000,0,0,-1.000000
70,34.520000,1.958364,1.329818,1.000000,-1.000000,-1.000000,0,0,-1.000000
71,24.740000,2.054744,1.550395,1.000000,-1.000000,-1.000000,0,0,-1.000000
72,27.570000,2.042752,1.607634,1.000000,-1.000000,-1.000000,0,0,-1.000000
73,30.900000,1.990684,1.438021,1.000000,-1.000000,-1.000000,0,0,-1.000000
74,24.410000,2.041515,1.437264,1.000000,-1.000000,-1.000000,0,0,-1.000000
75,32.490000,1.935988,1.187789,1.000000,-1.000000,-1.000000,0,0,-1.000000
76,30.720000,2.000608,1.696312,1.000000,-1.000000,-1.000000,0,0,-1.000000
77,32.450000,1.965768,1.102661,1.000000,-1.000000,-1.000000,0,0,-1.000000
78,30.640000,1.996176,1.732925,1.000000,-1.000000,-1.000000,0,0,-1.000000
79,33.660000,1.939207,1.238107,1.000000,-1.000000,-1.000000,0,0,-1.000000
80,29.480000,2.040274,1.941667,1.000000,-1.000000,-1.000000,0,0,-1.000000
81,29.930000,2.042409,1.601020,1.000000,-1.000000,-1.000000,0,0,-1.000000
82,31.400000,1.971611,1.312326,1.000000,-1.000000,-1.000000,0,0,-1.000000
83,30.110000,2.007692,1.617563,1.000000,-1.000000,-1.000000,0,0,-1.000000
84,30.050000,2.015370,1.326136,1.000000,-1.000000,-1.000000,0,0,-1.000000
85,27.340000,2.028927,1.326520,1.000000,-1.000000,-1.000000,0,0,-1.000000
86,27.770000,2.029479,1.685102,1.000000,-1.000000,-1.000000,0,0,-1.000000
87,27.190000,2.026721,1.342352,1.000000,-1.000000,-1.000000,0,0,-1.000000
88,26.270000,2.020977,1.356476,1.000000,-1.000000,-1.000000,0,0,-1.000000
89,30.560000,2.001714,1.541176,1.000000,-1.000000,-1.000000,0,0,-1.000000
90,31.090000,2.002045,1.094724,1.000000,-1.000000,-1.000000,0,0,-1.000000
91,31.420000,2.005052,1.389375,1.000000,-1.000000,-1.000000,0,0,-1.000000
92,27.970000,2.069479,1.458389,1.000000,-1.000000,-1.000000,0,0,-1.000000
93,29.230000,2.003495,1.109120,1.000000,-1.000000,-1.000000,0,0,-1.000000
94,27.990000,2.022854,1.563379,1.000000,-1.000000,-1.000000,0,0,-1.000000
95,30.140000,1.963417,0.845074,1.000000,-1.000000,-1.000000,0,0,-1.000000
96,33.760000,1.956009,1.026497,1.000000,-1.000000,-1.000000,0,0,-1.000000
97,28.320000,2.038825,1.811593,1.000000,-1.000000,-1.000000,0,0,-1.000000
98,27.320000,2.033936,1.237142,1.000000,-1.000000,-1.000000,0,0,-1.000000
99,27.620000,1.995334,1.065904,1.000000,-1.000000,-1.000000,0,0,-1.000000
100,29.250000,2.013860,0.549796,0.601000,0.866556,0.833547,401,520,0.000000
101,29.450000,2.085341,0.682308,0.535000,0.808972,0.768466,511,652,0.000000
102,26.240000,2.140616,0.531549,0.600600,0.845155,0.872765,465,370,0.000000
103,33.940000,2.093812,0.835619,0.591200,0.754736,0.951792,725,113,0.000000
104,41.160000,2.048946,0.797381,0.569000,0.731459,0.687252,764,947,0.000000
105,32.800000,2.247731,0.535917,0.697400,0.854316,0.870035,508,445,0.000000
106,35.690000,2.171914,0.308665,0.651200,0.957617,0.907451,138,318,0.000000
107,34.900000,2.228343,0.800453,0.712400,0.754632,0.896000,874,312,0.000000
108,40.610000,2.206685,0.927583,0.631400,0.692746,0.846362,970,397,0.000000
109,39.730000,2.160116,1.138789,0.715000,0.587133,0.795076,1476,541,0.000000
110,28.200000,2.349775,0.631857,0.648600,0.813136,0.815903,606,595,0.000000
111,32.870000,2.374369,0.258325,0.580000,0.937241,0.757525,182,870,0.000000
112,32.310000,2.423944,0.285677,0.593400,0.902595,0.719892,289,1042,0.000000
113,33.940000,2.343867,1.098866,0.697600,0.629014,0.754470,1294,714,0.000000
114,29.030000,2.481705,0.223861,0.610000,0.963607,0.788358,111,789,0.000000
115,34.730000,2.392304,1.167360,0.737400,0.615405,0.863394,1418,359,0.000000
116,36.790000,2.423027,0.641357,0.665800,0.784920,0.808478,716,619,0.000000
117,35.850000,2.324006,0.640971,0.769400,0.821419,0.907003,687,324,0.000000
118,33.030000,2.295201,0.567426,0.753200,0.824748,0.909251,660,310,0.000000
119,39.480000,2.211849,0.958228,0.594600,0.598049,0.673485,1195,862,0.000000
120,28.890000,2.356944,0.765143,0.757400,0.725904,0.844287,1038,507,0.000000
121,31.000000,2.402604,0.576920,0.620200,0.815543,0.843000,572,471,0.000000
122,30.920000,2.316509,1.076205,0.698800,0.580710,0.718484,1465,795,0.000000
123,34.790000,2.188344,0.513547,0.697800,0.858126,0.809189,495,706,0.000000
124,34.560000,2.215467,1.210863,0.848200,0.589719,0.920839,1740,215,0.000000
125,33.690000,2.245681,1.266941,0.730600,0.502053,0.793253,1819,478,0.000000
126,32.770000,2.264132,0.581179,0.787400,0.826772,0.957353,682,145,0.000000
127,33.070000,2.276448,1.061383,0.811600,0.615081,0.851296,1562,436,0.000000
128,37.030000,2.199017,0.725080,0.775000,0.808774,0.932738,741,226,0.000000
129,34.250000,2.236226,0.973109,0.846400,0.696361,0.992925,1285,21,0.000000
130,32.480000,2.289906,1.008635,0.804600,0.653990,0.897340,1392,301,0.000000
131,29.140000,2.405336,1.010305,0.846000,0.663593,0.931939,1423,205,0.000000
132,36.220000,2.276310,1.161563,0.811000,0.624908,0.916787,1521,230,0.000000
133,33.090000,2.326444,1.180091,0.903600,0.593404,0.967172,1837,91,0.000000
134,31.880000,2.338010,1.380174,0.851400,0.497533,0.989720,2139,22,0.000000
135,30.990000,2.351449,1.036016,0.856200,0.655454,0.916993,1475,254,0.000000
136,30.730000,2.366097,1.176362,0.819400,0.582377,0.921947,1711,202,0.000000
137,34.570000,2.316935,1.224325,0.836000,0.570096,0.915131,1797,221,0.000000
138,23.670000,2.443038,1.270858,0.830800,0.543572,0.804131,1896,550,0.000000
139,25.540000,2.423369,1.126449,0.849400,0.594537,0.889085,1722,315,0.000000
140,30.080000,2.405848,0.954666,0.840800,0.704805,0.915637,1241,273,0.000000
141,36.920000,2.289529,1.199802,0.821200,0.587920,0.960987,1692,98,0.000000
142,37.540000,2.269972,0.782057,0.811800,0.784922,0.912371,873,306,0.000000
143,33.280000,2.337123,1.363984,0.779200,0.498460,0.771860,1954,574,0.000000
144,34.190000,2.331557,1.211002,0.836600,0.585465,0.931887,1734,179,0.000000
145,29.020000,2.421575,0.986983,0.854400,0.684457,0.864066,1348,460,0.000000
146,22.480000,2.525965,1.124505,0.841000,0.615220,0.899513,1618,289,0.000000
147,24.340000,2.487455,0.895618,0.766200,0.680762,0.840206,1223,496,0.000000
148,29.770000,2.403904,1.413922,0.863400,0.593468,0.877397,1755,358,0.000000
149,29.220000,2.459529,1.343768,0.888400,0.541423,0.890741,2037,295,0.000000
150,25.030000,2.493193,1.439482,0.803600,0.458686,0.745550,2175,629,0.000000
151,27.870000,2.448289,1.268035,0.847600,0.596980,0.852426,1708,438,0.000000
152,30.430000,2.450230,0.746311,0.805800,0.795731,0.887597,823,406,0.000000
153,22.180000,2.549727,0.939035,0.779600,0.667522,0.847005,1296,470,0.000000
154,36.240000,2.330485,1.015009,0.799200,0.698949,0.863103,1203,443,0.000000
155,31.590000,2.430930,1.346260,0.873200,0.493358,0.869952,2212,322,0.000000
156,28.470000,2.479126,1.016686,0.792000,0.702020,0.838359,1180,536,0.000000
157,32.370000,2.388161,1.029265,0.827800,0.673351,0.922848,1352,233,0.000000
158,31.410000,2.439711,1.036719,0.782600,0.665985,0.875672,1307,370,0.000000
159,33.400000,2.405268,0.663532,0.826800,0.818820,0.988610,749,39,0.000000
160,34.030000,2.399056,0.868636,0.882000,0.757370,0.978898,1070,72,0.000000
161,36.330000,2.334420,1.109397,0.821000,0.607065,0.887464,1613,316,0.000000
162,37.310000,2.334249,0.984335,0.802400,0.646810,0.891140,1417,317,0.000000
163,35.220000,2.356371,0.846780,0.830400,0.708574,0.880838,1210,398,0.000000
164,26.660000,2.503419,1.023288,0.853000,0.645252,0.977273,1513,64,0.000000
165,33.080000,2.400258,0.610898,0.777200,0.833505,0.929679,647,245,0.000000
166,31.740000,2.428638,1.307075,0.861600,0.513463,0.912541,2096,212,0.000000
167,28.830000,2.499112,1.124814,0.913400,0.637399,0.990136,1656,29,0.000000
168,27.730000,2.459064,0.654021,0.833800,0.804030,0.977830,817,76,0.000000
169,32.880000,2.421357,1.071115,0.907800,0.646618,0.970569,1604,89,0.000000
170,34.680000,2.361311,0.761603,0.869000,0.741772,0.933662,1122,229,0.000000
171,31.320000,2.448320,1.432950,0.845000,0.484497,0.814889,2178,465,0.000000
172,24.500000,2.547750,1.396534,0.826000,0.496126,0.764552,2081,631,0.000000
173,27.980000,2.557312,0.653260,0.847000,0.808264,0.976884,812,81,0.000000
174,30.660000,2.570229,0.928052,0.846400,0.684074,0.900187,1337,321,0.000000
175,32.730000,2.432665,1.271191,0.837200,0.575490,0.831837,1777,487,0.000000
176,34.160000,2.400302,0.857327,0.829000,0.767672,0.882908,963,422,0.000000
177,30.320000,2.422616,0.999375,0.834400,0.678332,0.957375,1342,126,0.000000
178,36.530000,2.379127,1.094914,0.884600,0.635541,0.961354,1612,113,0.000000
179,35.270000,2.369536,0.902208,0.811200,0.730523,0.830437,1093,605,0.000000
180,32.290000,2.432189,1.291770,0.898400,0.547195,0.951238,2034,126,0.000000
181,37.900000,2.360377,0.810714,0.893600,0.777977,0.990878,992,32,0.000000
182,32.080000,2.471181,1.385644,0.888400,0.537821,0.907675,2053,243,0.000000
183,33.430000,2.433113,0.937614,0.842800,0.724252,0.896592,1162,352,0.000000
184,32.360000,2.448748,1.465268,0.865200,0.469256,0.858714,2296,334,0.000000
185,30.520000,2.513745,1.286115,0.897400,0.605527,0.899669,1770,303,0.000000
186,28.400000,2.534183,1.106017,0.792800,0.639758,0.827676,1428,528,0.000000
187,26.320000,2.587028,1.234582,0.846400,0.565454,0.966478,1839,83,0.000000
188,28.060000,2.584729,1.256189,0.817200,0.524963,0.781706,1941,599,0.000000
189,30.580000,2.473086,0.774103,0.808400,0.770411,0.879661,928,426,0.000000
190,31.590000,2.461234,0.928227,0.769800,0.660171,0.799057,1308,639,0.000000
191,28.250000,2.557029,1.283069,0.898800,0.537383,0.966000,2079,85,0.000000
192,31.180000,2.520696,0.901630,0.810400,0.708539,0.812854,1181,661,0.000000
193,32.460000,2.473658,0.888866,0.840800,0.701237,0.931732,1256,216,0.000000
194,33.010000,2.437509,0.952043,0.852800,0.685507,0.896626,1341,337,0.000000
195,30.140000,2.517785,1.291451,0.801000,0.532834,0.743036,1871,738,0.000000
196,30.170000,2.499302,1.119414,0.895400,0.667411,0.947970,1489,164,0.000000
197,25.550000,2.591801,1.285270,0.870800,0.527791,0.878440,2056,318,0.000000
198,26.980000,2.582607,1.227752,0.825200,0.571740,0.800204,1767,589,0.000000
199,32.030000,2.477718,1.154443,0.793200,0.586485,0.862760,1640,370,0.000000
200,29.700000,2.530716,1.024117,0.868200,0.679106,0.938854,1393,192,1.000000
201,32.170000,2.463893,0.924834,0.819600,0.701318,0.842321,1224,538,1.000000
202,30.310000,2.523027,0.938103,0.773200,0.663994,0.824871,1299,545,1.000000
203,30.480000,2.549131,1.107585,0.825800,0.634052,0.855556,1511,442,1.000000
204,30.640000,2.520134,1.284687,0.869600,0.554278,0.877001,1938,338,1.000000
205,31.470000,2.470135,1.017090,0.828200,0.638252,0.895325,1498,309,1.000000
206,31.320000,2.507878,0.950862,0.844400,0.681904,0.894099,1343,341,1.000000
207,21.490000,2.705809,0.707618,0.832200,0.768565,0.889321,963,398,1.000000
208,31.920000,2.530352,1.083249,0.849800,0.603436,0.939883,1685,164,1.000000
209,35.420000,2.379933,0.545425,0.824000,0.867476,0.886409,546,458,1.000000
210,33.580000,2.481276,0.887342,0.866600,0.715670,0.934036,1232,219,1.000000
211,31.930000,2.504212,1.322465,0.841600,0.531369,0.819648,1972,492,1.000000
212,23.890000,2.683926,1.007048,0.816200,0.654496,0.882100,1410,357,1.000000
213,33.930000,2.469260,1.397768,0.902800,0.525255,0.934937,2143,165,1.000000
214,31.930000,2.482970,1.219771,0.858200,0.574924,0.892547,1824,297,1.000000
215,33.060000,2.474861,0.963087,0.830800,0.676938,0.856273,1342,472,1.000000
216,29.920000,2.555273,1.256860,0.892000,0.559417,0.902677,1965,269,1.000000
217,31.520000,2.514935,1.066313,0.824800,0.618817,0.818999,1572,564,1.000000
218,28.810000,2.558491,1.373676,0.828200,0.510263,0.767805,2028,639,1.000000
219,30.610000,2.540256,1.296100,0.891200,0.568447,0.928519,1923,195,1.000000
220,21.980000,2.782031,0.680599,0.816400,0.781235,0.849042,893,567,1.000000
221,30.540000,2.541507,1.380831,0.911000,0.540724,0.932955,2092,177,1.000000
222,28.930000,2.590075,1.055769,0.864000,0.657870,0.923927,1478,234,1.000000
223,29.530000,2.536077,1.394240,0.876800,0.480155,0.855691,2279,355,1.000000
224,29.640000,2.585174,1.411536,0.868800,0.493094,0.889535,2202,266,1.000000
225,30.390000,2.570198,0.991089,0.784000,0.659184,0.796547,1336,660,1.000000
226,23.070000,2.670915,1.333578,0.868200,0.480995,0.841935,2253,392,1.000000
227,30.030000,2.564785,1.116079,0.827800,0.625513,0.837322,1550,503,1.000000
228,30.560000,2.572588,0.746159,0.798800,0.781172,0.873460,874,452,1.000000
229,29.700000,2.566996,1.149727,0.855000,0.622222,0.885486,1615,344,1.000000
230,31.260000,2.525934,0.832958,0.830200,0.713563,0.955484,1189,138,1.000000
231,30.190000,2.585784,0.887204,0.808800,0.687933,0.836943,1262,542,1.000000
232,32.760000,2.473897,0.932283,0.820800,0.694444,0.843195,1254,530,1.000000
233,31.060000,2.527209,1.105710,0.852800,0.605535,0.960565,1682,106,1.000000
234,24.770000,2.667488,1.144817,0.852600,0.625381,0.834168,1597,530,1.000000
235,28.570000,2.539679,0.929274,0.809000,0.688010,0.884053,1262,365,1.000000
236,32.390000,2.512259,1.070836,0.868600,0.643795,0.939516,1547,180,1.000000
237,33.690000,2.478797,1.000613,0.860200,0.683097,0.880695,1363,398,1.000000
238,32.360000,2.522006,0.865574,0.817400,0.750428,0.852892,1020,529,1.000000
239,34.340000,2.446887,1.023884,0.864000,0.661806,0.998254,1461,5,1.000000
240,39.880000,2.387937,0.892359,0.896800,0.677297,0.964740,1447,111,1.000000
241,33.070000,2.558956,0.718363,0.803000,0.743711,0.854119,1029,510,1.000000
242,36.290000,2.457873,0.674261,0.793600,0.789315,0.916862,836,284,1.000000
243,32.110000,2.563220,0.698565,0.806600,0.741879,0.854857,1041,508,1.000000
244,30.990000,2.546176,1.314689,0.851600,0.552607,0.862537,1905,375,1.000000
245,27.710000,2.615269,0.901621,0.853600,0.706420,0.944549,1253,177,1.000000
246,37.500000,2.437924,0.944471,0.883800,0.678887,0.925926,1419,240,1.000000
247,34.570000,2.473651,0.678320,0.787400,0.768352,0.934796,912,211,1.000000
248,37.930000,2.471627,1.005569,0.864000,0.647917,0.924373,1521,229,1.000000
249,35.520000,2.484193,0.730880,0.855600,0.777232,0.932941,953,239,1.000000
250,32.750000,2.542421,0.788427,0.809400,0.737583,0.881051,1062,403,1.000000
251,35.830000,2.451632,1.100730,0.821400,0.592890,0.806291,1672,585,1.000000
252,35.220000,2.500752,0.967389,0.849600,0.673023,0.910510,1389,281,1.000000
253,35.300000,2.499891,1.043584,0.908000,0.631057,0.997563,1675,7,1.000000
254,33.450000,2.527062,0.862021,0.874000,0.714645,0.928359,1247,241,1.000000
255,36.430000,2.430329,0.729778,0.869200,0.774045,0.927233,982,264,1.000000
256,37.350000,2.431385,0.958492,0.861400,0.696541,0.990753,1307,28,1.000000
257,34.500000,2.478629,1.131250,0.900400,0.602399,0.963068,1790,104,1.000000
258,28.820000,2.660012,0.872572,0.859400,0.732837,0.941687,1148,195,1.000000
259,29.710000,2.564716,1.036423,0.845800,0.619768,0.892711,1608,315,1.000000
260,28.470000,2.637733,0.793118,0.836800,0.730641,0.930877,1127,227,1.000000
261,28.250000,2.612491,1.210975,0.826200,0.563786,0.823550,1802,499,1.000000
262,31.440000,2.559941,1.090190,0.915800,0.642280,0.975133,1638,75,1.000000
263,29.120000,2.610056,1.326348,0.856000,0.523364,0.817518,2040,500,1.000000
264,28.600000,2.590579,1.080592,0.826200,0.597918,0.851724,1661,430,1.000000
265,27.770000,2.603211,1.172106,0.799000,0.579725,0.808659,1679,548,1.000000
266,30.620000,2.582049,0.948413,0.804000,0.671642,0.842697,1320,504,1.000000
267,30.530000,2.595755,1.151210,0.881000,0.601135,0.905609,1757,276,1.000000
268,31.060000,2.574096,1.094683,0.829200,0.629040,0.842377,1538,488,1.000000
269,31.130000,2.572617,1.189729,0.859000,0.560419,0.881040,1888,325,1.000000
270,28.680000,2.619227,1.277868,0.871400,0.550838,0.943396,1957,144,1.000000
271,31.220000,2.600326,1.146573,0.842800,0.583768,0.895197,1754,288,1.000000
272,31.320000,2.542782,1.224370,0.916000,0.592358,0.956629,1867,123,1.000000
273,33.870000,2.520075,0.696347,0.846600,0.760690,0.937136,1013,216,1.000000
274,32.210000,2.570098,0.979925,0.902800,0.683651,0.939708,1428,198,1.000000
275,28.460000,2.610871,1.398492,0.877400,0.488489,0.879721,2244,293,1.000000
276,34.010000,2.532198,0.645214,0.855800,0.799252,0.915418,859,316,1.000000
277,36.080000,2.493632,1.021994,0.889200,0.659019,0.942728,1516,178,1.000000
278,33.890000,2.539566,0.902655,0.779200,0.639887,0.805233,1403,603,1.000000
279,28.420000,2.661770,1.008845,0.854200,0.636385,0.957042,1553,122,1.000000
280,31.150000,2.582718,1.195703,0.885600,0.565041,0.960829,1926,102,1.000000
281,29.510000,2.626760,0.883365,0.840400,0.718705,0.942572,1182,184,1.000000
282,30.600000,2.604193,0.920104,0.810200,0.670699,0.871951,1334,399,1.000000
283,30.510000,2.628512,0.920673,0.814200,0.660034,0.838639,1384,517,1.000000
284,30.970000,2.618675,0.946911,0.818000,0.673594,0.851360,1335,481,1.000000
285,35.280000,2.521689,0.982123,0.893800,0.655180,0.993216,1541,20,1.000000
286,33.580000,2.519430,1.123707,0.893600,0.632498,0.942000,1642,174,1.000000
287,28.170000,2.582481,1.091122,0.881200,0.645256,0.996844,1563,9,1.000000
288,29.610000,2.598538,1.190100,0.879400,0.554924,0.895742,1957,284,1.000000
289,32.710000,2.640926,0.883334,0.881400,0.692308,0.995757,1356,13,1.000000
290,33.540000,2.524153,0.869095,0.847400,0.722445,0.847453,1176,551,1.000000
291,34.420000,2.497276,0.907228,0.874200,0.672844,0.964895,1430,107,1.000000
292,35.600000,2.571325,0.911401,0.856800,0.666667,0.917738,1428,256,1.000000
293,32.750000,2.558953,1.089924,0.840400,0.603760,0.928624,1665,195,1.000000
294,31.840000,2.621221,1.086795,0.796800,0.581074,0.803819,1669,565,1.000000
295,31.850000,2.564325,0.818742,0.880200,0.741877,0.948026,1136,179,1.000000
296,36.820000,2.478273,0.565470,0.880000,0.830000,0.953027,748,180,1.000000
297,35.560000,2.564935,0.637386,0.907400,0.820145,0.989628,816,39,1.000000
298,29.160000,2.596368,1.324829,0.869200,0.514266,0.875784,2111,317,1.000000
299,29.810000,2.611843,1.346581,0.860000,0.527442,0.855204,2032,384,1.000000
300,30.500000,2.634069,0.913722,0.756800,0.665433,0.837101,1266,490,1.000000
301,28.280000,2.641172,1.236902,0.831400,0.539572,0.839446,1914,429,1.000000
302,32.840000,2.590711,0.770436,0.853600,0.758435,0.957692,1031,143,1.000000
303,34.080000,2.519285,0.959731,0.879400,0.671367,0.901099,1445,324,1.000000
304,33.860000,2.554884,0.872326,0.902400,0.732713,0.928652,1206,254,1.000000
305,31.150000,2.640153,0.914447,0.913000,0.703176,0.991965,1355,26,1.000000
306,32.800000,2.559005,0.805072,0.849200,0.727508,0.907462,1157,315,1.000000
307,32.000000,2.614572,0.766972,0.888200,0.739023,0.990942,1159,30,1.000000
308,29.590000,2.610025,1.449153,0.875200,0.456810,0.842749,2377,373,1.000000
309,34.740000,2.545647,0.727752,0.865200,0.773463,0.923289,980,278,1.000000
310,28.310000,2.648694,0.814020,0.901800,0.718563,0.977081,1269,76,1.000000
311,30.630000,2.618360,1.297294,0.812400,0.515756,0.798399,1967,529,1.000000
312,31.420000,2.601617,0.881174,0.869200,0.710538,0.993565,1258,20,1.000000
313,27.540000,2.693483,0.764228,0.865600,0.731285,0.904286,1163,335,1.000000
314,29.630000,2.673286,1.268509,0.916800,0.549302,0.997623,2066,6,1.000000
315,32.720000,2.626876,0.962551,0.914200,0.667906,0.992523,1518,23,1.000000
316,28.440000,2.655928,1.094699,0.795400,0.567262,0.761134,1721,708,1.000000
317,27.040000,2.677075,0.971896,0.828400,0.629648,0.867021,1534,400,1.000000
318,31.400000,2.589737,1.207826,0.837600,0.573305,0.861191,1787,387,1.000000
319,28.420000,2.654814,1.157652,0.889400,0.584439,0.908741,1848,261,1.000000
320,30.440000,2.654478,0.935164,0.876400,0.652898,0.914642,1521,267,1.000000
321,29.040000,2.637317,1.027860,0.876200,0.643917,0.941589,1560,175,1.000000
322,30.370000,2.598572,0.879412,0.832200,0.668589,0.852328,1379,482,1.000000
323,32.550000,2.579539,1.056531,0.899800,0.647255,0.997260,1587,8,1.000000
324,30.790000,2.627028,0.972964,0.837200,0.663402,0.873270,1409,403,1.000000
325,30.380000,2.595879,1.189229,0.852000,0.535681,0.892801,1978,274,1.000000
