epoch,global_test_acc,global_test_loss,train_loss,clean_ratio,scoreA_clean_ratio,scoreA_precision,scoreA_recall,fedrn_clean_ratio,fedrn_precision,fedrn_recall,net2_bootstrap_clean_ratio,net2_bootstrap_precision,net2_bootstrap_recall,selection_precision,selection_recall,false_clean,missed_clean,phase,selected_net2_best_epoch_avg,selected_net2_best_holdout_acc_avg,selected_net2_current_holdout_acc_avg
116,44.640000,1.559479,0.311592,0.644750,0.645750,0.958575,0.955616,0.644750,0.963552,0.959089,-1.000000,-1.000000,-1.000000,0.963552,0.959089,94,106,fedrn_stable,25.300000,82.600000,76.400000
117,43.540000,1.587518,0.242819,0.690500,0.684500,0.981738,0.962751,0.690500,0.982621,0.972063,-1.000000,-1.000000,-1.000000,0.982621,0.972063,48,78,fedrn_stable,51.100000,85.000000,77.500000
118,42.320000,1.661968,0.436243,0.691000,0.715250,0.901433,0.942273,0.691000,0.952605,0.962002,-1.000000,-1.000000,-1.000000,0.952605,0.962002,131,104,fedrn_stable,38.000000,79.200000,72.600000
119,45.720000,1.539185,0.291368,0.528500,0.545250,0.932600,0.961248,0.528500,0.963103,0.962193,-1.000000,-1.000000,-1.000000,0.963103,0.962193,78,80,fedrn_stable,23.900000,82.400000,69.100000
120,40.100000,1.694925,0.280187,0.658500,0.670500,0.947054,0.973553,0.658500,0.970008,0.979302,-1.000000,-1.000000,-1.000000,0.970008,0.979302,79,54,fedrn_stable,37.900000,86.900000,75.500000
121,41.930000,1.625271,0.311761,0.597250,0.607000,0.958402,0.968776,0.597250,0.974466,0.969192,-1.000000,-1.000000,-1.000000,0.974466,0.969192,61,74,fedrn_stable,37.100000,81.600000,69.500000
122,42.130000,1.579630,0.510787,0.607750,0.640000,0.849219,0.959823,0.607750,0.897573,0.963355,-1.000000,-1.000000,-1.000000,0.897573,0.963355,249,83,fedrn_stable,40.700000,75.500000,63.700000
123,45.910000,1.509932,0.279848,0.726250,0.734750,0.975842,0.968265,0.726250,0.982100,0.963201,-1.000000,-1.000000,-1.000000,0.982100,0.963201,52,109,fedrn_stable,39.100000,85.300000,78.600000
124,48.170000,1.437375,0.350120,0.574000,0.567000,0.928571,0.966942,0.574000,0.929878,0.980257,-1.000000,-1.000000,-1.000000,0.929878,0.980257,161,43,fedrn_stable,39.600000,78.100000,65.100000
125,43.220000,1.599132,0.411602,0.492250,0.515750,0.868153,0.967063,0.492250,0.912138,0.969762,-1.000000,-1.000000,-1.000000,0.912138,0.969762,173,56,fedrn_stable,25.700000,80.500000,61.800000
126,39.050000,1.741231,0.257684,0.683500,0.692000,0.953757,0.968807,0.683500,0.972933,0.976147,-1.000000,-1.000000,-1.000000,0.972933,0.976147,74,65,fedrn_stable,33.500000,86.900000,77.300000
127,41.830000,1.646073,0.450350,0.629250,0.657500,0.871483,0.975734,0.629250,0.904251,0.968923,-1.000000,-1.000000,-1.000000,0.904251,0.968923,241,73,fedrn_stable,28.100000,80.900000,64.700000
128,45.420000,1.565090,0.288977,0.670250,0.672250,0.977687,0.975872,0.670250,0.979485,0.974759,-1.000000,-1.000000,-1.000000,0.979485,0.974759,55,68,fedrn_stable,36.900000,86.600000,79.000000
129,46.280000,1.534048,0.256193,0.602750,0.619500,0.940678,0.979823,0.602750,0.964745,0.977722,-1.000000,-1.000000,-1.000000,0.964745,0.977722,85,53,fedrn_stable,23.600000,83.700000,70.000000
130,44.410000,1.553344,0.282513,0.583500,0.590000,0.954661,0.958723,0.583500,0.974293,0.967660,-1.000000,-1.000000,-1.000000,0.974293,0.967660,60,76,fedrn_stable,32.400000,79.600000,66.500000
131,43.410000,1.561383,0.230222,0.605750,0.607500,0.974897,0.981765,0.605750,0.978126,0.982180,-1.000000,-1.000000,-1.000000,0.978126,0.982180,53,43,fedrn_stable,33.700000,80.900000,70.900000
132,45.970000,1.509507,0.269378,0.555000,0.556500,0.957772,0.962094,0.555000,0.967117,0.968863,-1.000000,-1.000000,-1.000000,0.967117,0.968863,73,69,fedrn_stable,23.500000,84.300000,68.700000
133,42.670000,1.582063,0.307700,0.574500,0.587000,0.920358,0.972547,0.574500,0.941688,0.973897,-1.000000,-1.000000,-1.000000,0.941688,0.973897,134,58,fedrn_stable,29.800000,77.200000,64.500000
134,47.160000,1.540311,0.351427,0.459250,0.461250,0.912195,0.980198,0.459250,0.916712,0.980780,-1.000000,-1.000000,-1.000000,0.916712,0.980780,153,33,fedrn_stable,23.200000,71.800000,57.800000
135,45.230000,1.563045,0.203133,0.608250,0.610250,0.983613,0.978801,0.608250,0.983148,0.975132,-1.000000,-1.000000,-1.000000,0.983148,0.975132,41,61,fedrn_stable,21.700000,87.400000,73.200000
136,50.910000,1.377304,0.267199,0.518000,0.506250,0.962963,0.940212,0.518000,0.968147,0.967213,-1.000000,-1.000000,-1.000000,0.968147,0.967213,66,68,fedrn_stable,39.900000,79.700000,67.200000
137,46.850000,1.511022,0.235204,0.523250,0.531500,0.960489,0.977969,0.523250,0.972766,0.975096,-1.000000,-1.000000,-1.000000,0.972766,0.975096,57,52,fedrn_stable,22.900000,82.300000,65.900000
138,38.980000,1.652014,0.203410,0.556750,0.565250,0.974348,0.979111,0.556750,0.980242,0.970222,-1.000000,-1.000000,-1.000000,0.980242,0.970222,44,67,fedrn_stable,33.700000,77.800000,64.400000
139,49.880000,1.427488,0.280841,0.575000,0.577250,0.949329,0.963093,0.575000,0.949565,0.959578,-1.000000,-1.000000,-1.000000,0.949565,0.959578,116,92,fedrn_stable,34.900000,74.200000,62.300000
140,49.590000,1.458925,0.288704,0.654250,0.656750,0.961934,0.974171,0.654250,0.965992,0.974557,-1.000000,-1.000000,-1.000000,0.965992,0.974557,89,66,fedrn_stable,31.700000,75.800000,65.800000
141,53.250000,1.374426,0.389625,0.531500,0.532250,0.923908,0.976663,0.531500,0.924271,0.975670,-1.000000,-1.000000,-1.000000,0.924271,0.975670,161,49,fedrn_stable,32.200000,68.400000,59.000000
142,46.160000,1.511596,0.236472,0.697750,0.700500,0.980014,0.981415,0.697750,0.981010,0.978556,-1.000000,-1.000000,-1.000000,0.981010,0.978556,53,60,fedrn_stable,44.000000,86.500000,75.000000
143,37.180000,1.797147,0.187912,0.503750,0.506250,0.973827,0.977690,0.503750,0.978660,0.977690,-1.000000,-1.000000,-1.000000,0.978660,0.977690,43,45,fedrn_stable,33.400000,81.500000,68.600000
144,50.170000,1.405633,0.298087,0.527500,0.526750,0.967727,0.968186,0.527500,0.970142,0.971985,-1.000000,-1.000000,-1.000000,0.970142,0.971985,63,59,fedrn_stable,32.200000,78.900000,64.700000
145,44.910000,1.520919,0.184620,0.669000,0.669250,0.984311,0.971608,0.669000,0.988416,0.975295,-1.000000,-1.000000,-1.000000,0.988416,0.975295,31,67,fedrn_stable,34.300000,87.300000,78.000000
146,44.820000,1.502728,0.227621,0.580500,0.584000,0.972175,0.985249,0.580500,0.973730,0.980911,-1.000000,-1.000000,-1.000000,0.973730,0.980911,61,44,fedrn_stable,38.900000,81.200000,68.800000
147,48.100000,1.489582,0.377692,0.646500,0.658750,0.917268,0.971854,0.646500,0.936195,0.973462,-1.000000,-1.000000,-1.000000,0.936195,0.973462,165,66,fedrn_stable,26.600000,82.700000,67.800000
148,51.560000,1.361191,0.312250,0.592000,0.591000,0.961929,0.971380,0.592000,0.964105,0.975224,-1.000000,-1.000000,-1.000000,0.964105,0.975224,85,58,fedrn_stable,32.900000,81.400000,71.200000
149,52.060000,1.377734,0.294901,0.560500,0.552000,0.941576,0.960277,0.560500,0.941570,0.975058,-1.000000,-1.000000,-1.000000,0.941570,0.975058,131,54,fedrn_stable,28.900000,78.300000,62.300000
150,42.600000,1.600692,0.522550,0.539000,0.530250,0.898161,0.961636,0.539000,0.897032,0.976275,-1.000000,-1.000000,-1.000000,0.897032,0.976275,222,47,fedrn_stable,41.400000,64.100000,53.900000
151,47.540000,1.452440,0.438611,0.607250,0.602500,0.933610,0.946571,0.607250,0.935776,0.956247,-1.000000,-1.000000,-1.000000,0.935776,0.956247,156,104,fedrn_stable,33.000000,79.500000,64.900000
152,44.210000,1.559547,0.154627,0.707500,0.707500,0.993286,0.971320,0.707500,0.995053,0.973048,-1.000000,-1.000000,-1.000000,0.995053,0.973048,14,78,fedrn_stable,40.800000,89.300000,81.100000
153,44.770000,1.529926,0.241507,0.624000,0.620250,0.966143,0.973599,0.624000,0.967147,0.980504,-1.000000,-1.000000,-1.000000,0.967147,0.980504,82,48,fedrn_stable,33.600000,84.200000,76.200000
154,50.050000,1.376157,0.276619,0.642500,0.641750,0.982080,0.972233,0.642500,0.984047,0.975318,-1.000000,-1.000000,-1.000000,0.984047,0.975318,41,64,fedrn_stable,35.000000,86.600000,75.400000
155,48.140000,1.465767,0.386731,0.536750,0.548750,0.882005,0.975315,0.536750,0.901258,0.974811,-1.000000,-1.000000,-1.000000,0.901258,0.974811,212,50,fedrn_stable,29.900000,71.500000,55.000000
156,46.890000,1.430442,0.252119,0.655750,0.648250,0.969533,0.946536,0.655750,0.970644,0.958584,-1.000000,-1.000000,-1.000000,0.970644,0.958584,77,110,fedrn_stable,46.500000,81.900000,72.400000
157,39.730000,1.760036,0.366660,0.608500,0.603500,0.959403,0.956629,0.608500,0.966311,0.971499,-1.000000,-1.000000,-1.000000,0.966311,0.971499,82,69,fedrn_stable,38.700000,80.200000,67.500000
158,43.390000,1.562350,0.211463,0.588500,0.590500,0.977561,0.968134,0.588500,0.982583,0.969811,-1.000000,-1.000000,-1.000000,0.982583,0.969811,41,72,fedrn_stable,35.400000,85.500000,74.600000
159,49.610000,1.474773,0.187167,0.675000,0.680750,0.988983,0.981414,0.675000,0.989630,0.973761,-1.000000,-1.000000,-1.000000,0.989630,0.973761,28,72,fedrn_stable,50.100000,87.300000,75.100000
160,46.670000,1.653157,0.201480,0.678250,0.674750,0.985180,0.972568,0.678250,0.984150,0.976591,-1.000000,-1.000000,-1.000000,0.984150,0.976591,43,64,fedrn_stable,37.500000,87.100000,77.600000
161,49.950000,1.414552,0.348474,0.559000,0.541250,0.947806,0.911595,0.559000,0.948569,0.942248,-1.000000,-1.000000,-1.000000,0.948569,0.942248,115,130,fedrn_stable,38.500000,76.600000,68.600000
162,52.280000,1.367424,0.280280,0.587750,0.588000,0.963435,0.970865,0.587750,0.965972,0.973008,-1.000000,-1.000000,-1.000000,0.965972,0.973008,80,63,fedrn_stable,35.500000,81.000000,71.500000
163,56.180000,1.243250,0.195124,0.666250,0.662750,0.983402,0.974215,0.666250,0.983114,0.979073,-1.000000,-1.000000,-1.000000,0.983114,0.979073,45,56,fedrn_stable,31.100000,85.000000,74.500000
164,40.290000,1.647722,0.292416,0.586250,0.598750,0.926096,0.982720,0.586250,0.945416,0.982277,-1.000000,-1.000000,-1.000000,0.945416,0.982277,128,40,fedrn_stable,31.600000,80.600000,69.300000
165,47.140000,1.514686,0.232679,0.698500,0.692250,0.983026,0.974928,0.698500,0.982105,0.982808,-1.000000,-1.000000,-1.000000,0.982105,0.982808,50,48,fedrn_stable,35.900000,86.900000,77.600000
166,46.370000,1.498874,0.341009,0.503250,0.512000,0.934570,0.984568,0.503250,0.944362,0.977881,-1.000000,-1.000000,-1.000000,0.944362,0.977881,112,43,fedrn_stable,20.000000,75.200000,58.100000
167,46.560000,1.546107,0.182259,0.586000,0.585750,0.978233,0.972835,0.586000,0.981229,0.976231,-1.000000,-1.000000,-1.000000,0.981229,0.976231,44,56,fedrn_stable,36.300000,80.900000,67.400000
168,49.590000,1.497456,0.163693,0.679250,0.676000,0.988166,0.973406,0.679250,0.988958,0.978871,-1.000000,-1.000000,-1.000000,0.988958,0.978871,30,58,fedrn_stable,34.300000,86.400000,75.700000
169,48.770000,1.503501,0.219909,0.603750,0.605500,0.964492,0.963696,0.603750,0.967288,0.963696,-1.000000,-1.000000,-1.000000,0.967288,0.963696,79,88,fedrn_stable,27.100000,81.000000,68.400000
170,51.270000,1.393981,0.149117,0.678250,0.671750,0.974693,0.946855,0.678250,0.993365,0.974331,-1.000000,-1.000000,-1.000000,0.993365,0.974331,18,71,fedrn_stable,47.400000,88.100000,74.500000
171,53.040000,1.319761,0.305399,0.508000,0.508500,0.951819,0.961749,0.508000,0.954724,0.963736,-1.000000,-1.000000,-1.000000,0.954724,0.963736,92,73,fedrn_stable,22.900000,75.100000,60.200000
172,49.460000,1.396909,0.214530,0.540500,0.545500,0.967003,0.982309,0.540500,0.973173,0.979516,-1.000000,-1.000000,-1.000000,0.973173,0.979516,58,44,fedrn_stable,28.100000,84.900000,68.200000
173,44.100000,1.603091,0.183485,0.697750,0.685000,0.987956,0.964031,0.697750,0.988535,0.982550,-1.000000,-1.000000,-1.000000,0.988535,0.982550,32,49,fedrn_stable,47.600000,87.100000,83.400000
174,46.120000,1.728388,0.148885,0.639750,0.643000,0.982893,0.980605,0.639750,0.987886,0.980605,-1.000000,-1.000000,-1.000000,0.987886,0.980605,31,50,fedrn_stable,46.000000,86.500000,77.300000
175,51.070000,1.356353,0.253609,0.542500,0.539250,0.974502,0.906034,0.542500,0.976037,0.912931,-1.000000,-1.000000,-1.000000,0.976037,0.912931,52,202,fedrn_stable,32.800000,82.600000,70.300000
176,51.130000,1.362961,0.196863,0.711500,0.715000,0.983916,0.974714,0.711500,0.983837,0.969865,-1.000000,-1.000000,-1.000000,0.983837,0.969865,46,87,fedrn_stable,36.700000,86.200000,75.600000
177,49.630000,1.402696,0.188250,0.585250,0.572000,0.975962,0.942990,0.585250,0.979069,0.967905,-1.000000,-1.000000,-1.000000,0.979069,0.967905,49,76,fedrn_stable,40.400000,84.100000,66.000000
178,51.180000,1.415814,0.237435,0.589000,0.589750,0.966935,0.973538,0.589000,0.969015,0.974392,-1.000000,-1.000000,-1.000000,0.969015,0.974392,73,60,fedrn_stable,34.800000,81.000000,63.600000
179,53.270000,1.298254,0.246930,0.704500,0.703500,0.984719,0.969559,0.704500,0.985096,0.971309,-1.000000,-1.000000,-1.000000,0.985096,0.971309,42,82,fedrn_stable,40.200000,87.800000,77.200000
180,49.890000,1.404112,0.244176,0.529250,0.523250,0.962255,0.972008,0.529250,0.963155,0.984073,-1.000000,-1.000000,-1.000000,0.963155,0.984073,78,33,fedrn_stable,36.700000,77.100000,64.200000
181,48.950000,1.507334,0.186368,0.692750,0.695750,0.984908,0.975445,0.692750,0.987369,0.973665,-1.000000,-1.000000,-1.000000,0.987369,0.973665,35,74,fedrn_stable,32.200000,87.200000,79.900000
182,52.430000,1.350666,0.233247,0.525500,0.527250,0.962541,0.961630,0.525500,0.963368,0.959261,-1.000000,-1.000000,-1.000000,0.963368,0.959261,77,86,fedrn_stable,28.300000,73.300000,61.600000
183,51.750000,1.336974,0.199104,0.678500,0.675500,0.976684,0.967375,0.678500,0.977892,0.972874,-1.000000,-1.000000,-1.000000,0.977892,0.972874,60,74,fedrn_stable,30.600000,83.800000,73.800000
184,51.460000,1.321740,0.246941,0.477750,0.480000,0.963542,0.976253,0.477750,0.965986,0.974142,-1.000000,-1.000000,-1.000000,0.965986,0.974142,65,49,fedrn_stable,25.200000,75.600000,54.500000
185,53.140000,1.295403,0.277998,0.600500,0.600500,0.979600,0.972314,0.600500,0.981682,0.974380,-1.000000,-1.000000,-1.000000,0.981682,0.974380,44,62,fedrn_stable,22.500000,86.800000,77.800000
186,49.100000,1.412741,0.195381,0.607750,0.611000,0.982406,0.978403,0.607750,0.982723,0.973513,-1.000000,-1.000000,-1.000000,0.982723,0.973513,42,65,fedrn_stable,50.700000,86.500000,77.700000
187,41.940000,1.626974,0.300149,0.508500,0.511500,0.944282,0.973300,0.508500,0.947886,0.971285,-1.000000,-1.000000,-1.000000,0.947886,0.971285,106,57,fedrn_stable,50.100000,75.100000,62.600000
188,47.330000,1.447567,0.267534,0.555750,0.554750,0.954033,0.962710,0.555750,0.958165,0.968622,-1.000000,-1.000000,-1.000000,0.958165,0.968622,93,69,fedrn_stable,37.300000,71.400000,60.200000
189,51.020000,1.350459,0.256182,0.701000,0.692250,0.984832,0.962244,0.701000,0.983595,0.973183,-1.000000,-1.000000,-1.000000,0.983595,0.973183,46,76,fedrn_stable,44.200000,83.800000,75.800000
190,48.940000,1.403088,0.206281,0.635500,0.638250,0.972581,0.974872,0.635500,0.975216,0.973302,-1.000000,-1.000000,-1.000000,0.975216,0.973302,63,68,fedrn_stable,37.300000,81.000000,71.800000
191,47.670000,1.482098,0.225113,0.507000,0.503250,0.965226,0.969561,0.507000,0.970414,0.982036,-1.000000,-1.000000,-1.000000,0.970414,0.982036,60,36,fedrn_stable,50.200000,80.000000,65.000000
192,50.320000,1.333656,0.231237,0.702000,0.702250,0.980776,0.973842,0.702000,0.981481,0.974196,-1.000000,-1.000000,-1.000000,0.981481,0.974196,52,73,fedrn_stable,46.800000,84.300000,73.000000
193,52.620000,1.308446,0.225337,0.628750,0.630500,0.973434,0.968824,0.628750,0.978529,0.971192,-1.000000,-1.000000,-1.000000,0.978529,0.971192,54,73,fedrn_stable,46.500000,82.100000,71.200000
194,57.290000,1.213624,0.180057,0.646250,0.643750,0.993786,0.980084,0.646250,0.992650,0.982765,-1.000000,-1.000000,-1.000000,0.992650,0.982765,19,45,fedrn_stable,41.400000,90.000000,78.700000
195,52.540000,1.283369,0.292585,0.585000,0.580750,0.961257,0.970870,0.585000,0.962393,0.979130,-1.000000,-1.000000,-1.000000,0.962393,0.979130,88,48,fedrn_stable,46.100000,76.000000,64.000000
196,47.890000,1.455332,0.281331,0.640000,0.636250,0.969745,0.977039,0.640000,0.970703,0.983769,-1.000000,-1.000000,-1.000000,0.970703,0.983769,75,41,fedrn_stable,34.900000,81.800000,71.300000
197,46.680000,1.498496,0.259386,0.538500,0.540000,0.955093,0.983317,0.538500,0.959610,0.985224,-1.000000,-1.000000,-1.000000,0.959610,0.985224,87,31,fedrn_stable,32.700000,74.000000,61.200000
198,51.970000,1.351716,0.189022,0.584500,0.576000,0.986111,0.962304,0.584500,0.987169,0.977552,-1.000000,-1.000000,-1.000000,0.987169,0.977552,30,53,fedrn_stable,33.500000,87.000000,76.500000
199,53.860000,1.296128,0.332472,0.544000,0.543000,0.958564,0.963889,0.544000,0.961397,0.968519,-1.000000,-1.000000,-1.000000,0.961397,0.968519,84,68,fedrn_stable,23.600000,78.500000,61.700000
200,49.720000,1.401670,0.178001,0.626000,0.627250,0.979673,0.976948,0.626000,0.982827,0.978140,-1.000000,-1.000000,-1.000000,0.982827,0.978140,43,55,fedrn_stable,41.000000,82.300000,71.200000
201,52.290000,1.327376,0.200688,0.642250,0.645250,0.977916,0.963727,0.642250,0.980148,0.961436,-1.000000,-1.000000,-1.000000,0.980148,0.961436,51,101,fedrn_stable,32.500000,78.800000,70.400000
202,43.710000,1.636795,0.198159,0.613750,0.616750,0.969599,0.984362,0.613750,0.969450,0.979424,-1.000000,-1.000000,-1.000000,0.969450,0.979424,75,50,fedrn_stable,34.800000,80.200000,71.400000
203,47.180000,1.506199,0.245722,0.532500,0.534750,0.971014,0.984360,0.532500,0.971831,0.981043,-1.000000,-1.000000,-1.000000,0.971831,0.981043,60,40,fedrn_stable,35.800000,79.700000,64.600000
204,49.060000,1.433829,0.158274,0.574500,0.577000,0.983969,0.985249,0.574500,0.985640,0.982646,-1.000000,-1.000000,-1.000000,0.985640,0.982646,33,40,fedrn_stable,25.600000,82.900000,64.700000
205,55.290000,1.266336,0.263307,0.568000,0.566500,0.977052,0.970202,0.568000,0.976673,0.972393,-1.000000,-1.000000,-1.000000,0.976673,0.972393,53,63,fedrn_stable,25.200000,86.200000,67.900000
206,51.630000,1.364540,0.196577,0.517750,0.517500,0.973430,0.987745,0.517750,0.971511,0.986275,-1.000000,-1.000000,-1.000000,0.971511,0.986275,59,28,fedrn_stable,41.100000,82.300000,66.500000
207,50.840000,1.352164,0.170269,0.573250,0.574000,0.974739,0.979431,0.573250,0.977322,0.980744,-1.000000,-1.000000,-1.000000,0.977322,0.980744,52,44,fedrn_stable,36.500000,80.100000,66.500000
208,55.620000,1.249433,0.164601,0.740000,0.730000,0.985616,0.940216,0.740000,0.986149,0.953610,-1.000000,-1.000000,-1.000000,0.986149,0.953610,41,142,fedrn_stable,47.700000,85.800000,81.600000
209,53.670000,1.316746,0.206594,0.530250,0.523250,0.976111,0.954227,0.530250,0.977369,0.968239,-1.000000,-1.000000,-1.000000,0.977369,0.968239,48,68,fedrn_stable,33.100000,77.800000,61.400000
210,56.570000,1.209891,0.151729,0.675750,0.681500,0.985326,0.974247,0.675750,0.988161,0.968807,-1.000000,-1.000000,-1.000000,0.988161,0.968807,32,86,fedrn_stable,25.400000,84.700000,75.600000
211,55.550000,1.236625,0.206311,0.514500,0.513250,0.969313,0.963680,0.514500,0.970845,0.967554,-1.000000,-1.000000,-1.000000,0.970845,0.967554,60,67,fedrn_stable,35.500000,78.400000,63.300000
212,47.530000,1.580293,0.165757,0.669500,0.669000,0.986547,0.979228,0.669500,0.987677,0.981083,-1.000000,-1.000000,-1.000000,0.987677,0.981083,33,51,fedrn_stable,28.800000,87.300000,75.100000
213,49.400000,1.435981,0.183024,0.586500,0.585250,0.980777,0.959064,0.586500,0.983376,0.963659,-1.000000,-1.000000,-1.000000,0.983376,0.963659,39,87,fedrn_stable,27.400000,85.000000,73.700000
214,47.030000,1.484426,0.219483,0.587500,0.585500,0.967122,0.948095,0.587500,0.973617,0.957723,-1.000000,-1.000000,-1.000000,0.973617,0.957723,62,101,fedrn_stable,33.300000,80.000000,69.900000
215,56.620000,1.239922,0.220918,0.596250,0.596250,0.977778,0.962443,0.596250,0.979874,0.964507,-1.000000,-1.000000,-1.000000,0.979874,0.964507,48,86,fedrn_stable,35.000000,79.800000,67.300000
216,55.960000,1.230494,0.224382,0.592500,0.593250,0.974716,0.967378,0.592500,0.978059,0.969469,-1.000000,-1.000000,-1.000000,0.978059,0.969469,52,73,fedrn_stable,28.000000,82.500000,70.500000
217,52.530000,1.321735,0.267233,0.613750,0.605750,0.966158,0.963771,0.613750,0.963340,0.973652,-1.000000,-1.000000,-1.000000,0.963340,0.973652,90,64,fedrn_stable,39.500000,77.300000,66.500000
218,49.790000,1.429173,0.279388,0.559750,0.556250,0.952809,0.969364,0.559750,0.952657,0.975309,-1.000000,-1.000000,-1.000000,0.952657,0.975309,106,54,fedrn_stable,25.700000,75.700000,64.500000
219,46.280000,1.581369,0.227014,0.570000,0.563250,0.964492,0.957691,0.570000,0.969298,0.973997,-1.000000,-1.000000,-1.000000,0.969298,0.973997,70,59,fedrn_stable,25.800000,79.400000,65.500000
220,43.770000,1.635965,0.196512,0.661750,0.660000,0.981439,0.969686,0.661750,0.983377,0.974177,-1.000000,-1.000000,-1.000000,0.983377,0.974177,44,69,fedrn_stable,42.600000,80.600000,74.500000
221,51.280000,1.391378,0.268664,0.648250,0.648750,0.978805,0.970577,0.648250,0.978403,0.969431,-1.000000,-1.000000,-1.000000,0.978403,0.969431,56,80,fedrn_stable,43.800000,82.200000,71.700000
222,52.040000,1.348877,0.222804,0.600000,0.605750,0.973999,0.977630,0.600000,0.978333,0.972659,-1.000000,-1.000000,-1.000000,0.978333,0.972659,52,66,fedrn_stable,38.200000,77.000000,66.500000
223,53.280000,1.301813,0.218350,0.562250,0.558000,0.971774,0.956771,0.562250,0.971988,0.964270,-1.000000,-1.000000,-1.000000,0.971988,0.964270,63,81,fedrn_stable,30.900000,77.700000,64.400000
224,48.790000,1.504329,0.166146,0.611750,0.612250,0.986525,0.984114,0.611750,0.990192,0.986965,-1.000000,-1.000000,-1.000000,0.990192,0.986965,24,32,fedrn_stable,36.900000,84.300000,68.900000
225,51.150000,1.373952,0.195480,0.562250,0.561750,0.972853,0.951262,0.562250,0.971543,0.950827,-1.000000,-1.000000,-1.000000,0.971543,0.950827,64,113,fedrn_stable,27.900000,80.600000,64.200000
226,55.530000,1.288667,0.234174,0.630500,0.630500,0.971451,0.978044,0.630500,0.971848,0.978443,-1.000000,-1.000000,-1.000000,0.971848,0.978443,71,54,fedrn_stable,27.100000,78.900000,70.200000
227,49.830000,1.393370,0.166209,0.593750,0.595250,0.985720,0.984480,0.593750,0.985263,0.981544,-1.000000,-1.000000,-1.000000,0.985263,0.981544,35,44,fedrn_stable,30.900000,83.100000,73.600000
228,52.990000,1.310501,0.264389,0.571500,0.562000,0.960854,0.954485,0.571500,0.963692,0.973487,-1.000000,-1.000000,-1.000000,0.963692,0.973487,83,60,fedrn_stable,40.500000,73.500000,64.600000
229,52.820000,1.361114,0.224219,0.559500,0.562000,0.976423,0.980786,0.559500,0.980340,0.980340,-1.000000,-1.000000,-1.000000,0.980340,0.980340,44,44,fedrn_stable,30.100000,81.600000,70.800000
230,58.240000,1.198025,0.178404,0.666000,0.664250,0.980429,0.963388,0.666000,0.982357,0.967825,-1.000000,-1.000000,-1.000000,0.982357,0.967825,47,87,fedrn_stable,33.800000,84.100000,70.800000
231,48.080000,1.489910,0.186896,0.587250,0.576000,0.978733,0.955104,0.587250,0.980417,0.975434,-1.000000,-1.000000,-1.000000,0.980417,0.975434,46,58,fedrn_stable,36.600000,83.200000,71.900000
232,46.490000,1.551573,0.222139,0.621500,0.622500,0.972691,0.991404,0.621500,0.973049,0.990176,-1.000000,-1.000000,-1.000000,0.973049,0.990176,67,24,fedrn_stable,33.400000,81.600000,69.400000
233,52.110000,1.326802,0.272872,0.594250,0.588250,0.971951,0.970713,0.594250,0.963399,0.971986,-1.000000,-1.000000,-1.000000,0.963399,0.971986,87,66,fedrn_stable,46.600000,79.400000,66.000000
234,54.910000,1.261963,0.263429,0.507750,0.501750,0.955655,0.949975,0.507750,0.957164,0.962853,-1.000000,-1.000000,-1.000000,0.957164,0.962853,87,75,fedrn_stable,39.100000,71.900000,56.600000
235,53.440000,1.344999,0.132091,0.614250,0.615000,0.982520,0.977751,0.614250,0.987383,0.981392,-1.000000,-1.000000,-1.000000,0.987383,0.981392,31,46,fedrn_stable,33.700000,89.900000,78.300000
236,52.730000,1.326667,0.309672,0.478000,0.481000,0.926195,0.951923,0.478000,0.929393,0.949252,-1.000000,-1.000000,-1.000000,0.929393,0.949252,135,95,fedrn_stable,24.200000,66.800000,51.700000
237,55.410000,1.265376,0.232289,0.632500,0.626000,0.968051,0.955083,0.632500,0.970751,0.967691,-1.000000,-1.000000,-1.000000,0.970751,0.967691,74,82,fedrn_stable,37.500000,80.300000,70.500000
238,44.300000,1.596528,0.196767,0.591250,0.593250,0.973030,0.975909,0.591250,0.973362,0.972950,-1.000000,-1.000000,-1.000000,0.973362,0.972950,63,64,fedrn_stable,23.400000,82.200000,71.000000
239,48.700000,1.428900,0.188412,0.664750,0.660000,0.981439,0.969323,0.664750,0.982324,0.977179,-1.000000,-1.000000,-1.000000,0.982324,0.977179,47,61,fedrn_stable,39.600000,82.600000,74.100000
240,51.470000,1.380390,0.142825,0.612000,0.612500,0.986531,0.984121,0.612000,0.986928,0.983713,-1.000000,-1.000000,-1.000000,0.986928,0.983713,32,40,fedrn_stable,31.300000,92.400000,79.700000
241,50.710000,1.432793,0.159081,0.622000,0.623500,0.981556,0.985904,0.622000,0.983923,0.985904,-1.000000,-1.000000,-1.000000,0.983923,0.985904,40,35,fedrn_stable,20.200000,83.700000,70.900000
242,51.850000,1.419286,0.126648,0.620750,0.624250,0.987986,0.986800,0.620750,0.989932,0.983200,-1.000000,-1.000000,-1.000000,0.989932,0.983200,25,42,fedrn_stable,46.200000,89.600000,74.000000
243,50.030000,1.385218,0.219435,0.630250,0.633000,0.979068,0.974450,0.630250,0.982943,0.974057,-1.000000,-1.000000,-1.000000,0.982943,0.974057,43,66,fedrn_stable,31.700000,84.000000,69.600000
