epoch,global_test_acc,global_test_loss,train_loss,clean_ratio,scoreA_clean_ratio,scoreA_precision,scoreA_recall,fedrn_clean_ratio,fedrn_precision,fedrn_recall,net2_bootstrap_clean_ratio,net2_bootstrap_precision,net2_bootstrap_recall,selection_precision,selection_recall,false_clean,missed_clean,phase,selected_net2_best_epoch_avg,selected_net2_best_holdout_acc_avg,selected_net2_current_holdout_acc_avg
244,51.570000,1.387306,0.165265,0.642250,0.644500,0.981769,0.978732,0.642250,0.984819,0.978345,-1.000000,-1.000000,-1.000000,0.984819,0.978345,39,56,fedrn_stable,14.500000,86.700000,73.600000
245,56.620000,1.227206,0.210181,0.635500,0.626000,0.980431,0.958984,0.635500,0.981904,0.975000,-1.000000,-1.000000,-1.000000,0.981904,0.975000,46,64,fedrn_stable,36.600000,86.200000,77.400000
246,53.410000,1.304729,0.283771,0.616250,0.614500,0.958096,0.977178,0.616250,0.959026,0.980913,-1.000000,-1.000000,-1.000000,0.959026,0.980913,101,46,fedrn_stable,35.500000,77.800000,67.300000
247,51.240000,1.399451,0.192314,0.550500,0.548500,0.982224,0.979100,0.550500,0.983651,0.984098,-1.000000,-1.000000,-1.000000,0.983651,0.984098,36,35,fedrn_stable,33.800000,82.300000,70.000000
248,56.190000,1.262136,0.195495,0.553000,0.555000,0.975225,0.971724,0.553000,0.974684,0.967684,-1.000000,-1.000000,-1.000000,0.974684,0.967684,56,72,fedrn_stable,31.400000,80.600000,67.200000
249,48.160000,1.458768,0.183834,0.618250,0.618250,0.980995,0.974297,0.618250,0.983017,0.976305,-1.000000,-1.000000,-1.000000,0.983017,0.976305,42,59,fedrn_stable,43.300000,82.700000,70.400000
250,53.370000,1.375693,0.176025,0.577000,0.579000,0.972798,0.989460,0.577000,0.974437,0.987703,-1.000000,-1.000000,-1.000000,0.974437,0.987703,59,28,fedrn_stable,29.900000,83.800000,69.900000
251,51.470000,1.394115,0.262103,0.421250,0.420500,0.925089,0.933974,0.421250,0.926409,0.936975,-1.000000,-1.000000,-1.000000,0.926409,0.936975,124,105,fedrn_stable,30.200000,68.200000,50.800000
252,51.100000,1.390423,0.152262,0.761250,0.756000,0.984788,0.964066,0.761250,0.989491,0.975397,-1.000000,-1.000000,-1.000000,0.989491,0.975397,32,76,fedrn_stable,50.900000,87.900000,81.300000
253,52.470000,1.356134,0.241792,0.604500,0.612500,0.971837,0.983884,0.604500,0.973532,0.972727,-1.000000,-1.000000,-1.000000,0.973532,0.972727,64,66,fedrn_stable,38.400000,77.300000,67.800000
254,51.810000,1.341500,0.192958,0.607500,0.609250,0.982766,0.974369,0.607500,0.984774,0.973556,-1.000000,-1.000000,-1.000000,0.984774,0.973556,37,65,fedrn_stable,26.500000,83.100000,66.900000
255,46.040000,1.496859,0.218443,0.562250,0.563000,0.969805,0.977619,0.562250,0.968875,0.975380,-1.000000,-1.000000,-1.000000,0.968875,0.975380,70,55,fedrn_stable,44.400000,78.500000,67.400000
256,52.660000,1.346272,0.223886,0.694500,0.694500,0.975522,0.980108,0.694500,0.976602,0.981193,-1.000000,-1.000000,-1.000000,0.976602,0.981193,65,52,fedrn_stable,41.700000,83.500000,73.500000
257,46.120000,1.562563,0.237303,0.554750,0.559500,0.970956,0.981925,0.554750,0.973411,0.976051,-1.000000,-1.000000,-1.000000,0.973411,0.976051,59,53,fedrn_stable,30.100000,76.800000,61.700000
258,44.080000,1.610697,0.237271,0.657250,0.661250,0.979206,0.980689,0.657250,0.980981,0.976524,-1.000000,-1.000000,-1.000000,0.980981,0.976524,50,62,fedrn_stable,29.200000,84.300000,73.800000
259,49.780000,1.428695,0.234902,0.597250,0.588500,0.969839,0.956832,0.597250,0.975303,0.976530,-1.000000,-1.000000,-1.000000,0.975303,0.976530,59,56,fedrn_stable,24.500000,78.600000,61.100000
260,50.830000,1.386807,0.235106,0.566750,0.562750,0.965349,0.985488,0.566750,0.959859,0.986848,-1.000000,-1.000000,-1.000000,0.959859,0.986848,91,29,fedrn_stable,23.600000,78.900000,62.300000
261,56.980000,1.199478,0.180513,0.634000,0.637750,0.980400,0.978099,0.634000,0.981073,0.973015,-1.000000,-1.000000,-1.000000,0.981073,0.973015,48,69,fedrn_stable,37.500000,80.300000,71.200000
262,52.920000,1.341461,0.177852,0.684750,0.681250,0.986789,0.982463,0.684750,0.987222,0.987943,-1.000000,-1.000000,-1.000000,0.987222,0.987943,35,33,fedrn_stable,38.700000,85.400000,75.100000
263,53.700000,1.332327,0.166037,0.721500,0.720000,0.990278,0.975376,0.721500,0.992377,0.979480,-1.000000,-1.000000,-1.000000,0.992377,0.979480,22,60,fedrn_stable,31.100000,85.600000,77.400000
264,56.070000,1.247867,0.195863,0.615000,0.614000,0.977606,0.971671,0.615000,0.978455,0.974100,-1.000000,-1.000000,-1.000000,0.978455,0.974100,53,64,fedrn_stable,23.000000,80.700000,72.100000
265,55.210000,1.258675,0.162360,0.516750,0.520250,0.972129,0.982993,0.516750,0.976294,0.980564,-1.000000,-1.000000,-1.000000,0.976294,0.980564,49,40,fedrn_stable,28.100000,83.300000,68.200000
266,54.500000,1.340953,0.196585,0.622250,0.621750,0.962203,0.973160,0.622250,0.966252,0.978040,-1.000000,-1.000000,-1.000000,0.966252,0.978040,84,54,fedrn_stable,31.200000,76.000000,67.200000
267,54.550000,1.261575,0.188752,0.557500,0.557750,0.982519,0.975957,0.557500,0.981614,0.974622,-1.000000,-1.000000,-1.000000,0.981614,0.974622,41,57,fedrn_stable,26.600000,87.100000,70.500000
268,54.320000,1.302410,0.191883,0.582750,0.585000,0.966239,0.984756,0.582750,0.967825,0.982578,-1.000000,-1.000000,-1.000000,0.967825,0.982578,75,40,fedrn_stable,32.400000,78.500000,65.500000
269,48.360000,1.452410,0.194076,0.685000,0.686750,0.978522,0.978522,0.685000,0.979562,0.977066,-1.000000,-1.000000,-1.000000,0.979562,0.977066,56,63,fedrn_stable,34.800000,83.200000,70.100000
270,50.380000,1.467067,0.171771,0.596750,0.595500,0.977330,0.985188,0.596750,0.977796,0.987727,-1.000000,-1.000000,-1.000000,0.977796,0.987727,53,29,fedrn_stable,30.000000,79.400000,66.600000
271,52.700000,1.329092,0.208384,0.623500,0.621750,0.978689,0.984230,0.623500,0.977947,0.986252,-1.000000,-1.000000,-1.000000,0.977947,0.986252,55,34,fedrn_stable,25.300000,81.000000,66.600000
272,43.390000,1.654288,0.180412,0.681250,0.682750,0.986818,0.983936,0.681250,0.986422,0.981380,-1.000000,-1.000000,-1.000000,0.986422,0.981380,37,51,fedrn_stable,28.400000,81.700000,75.600000
273,49.210000,1.443669,0.255476,0.482250,0.471250,0.955968,0.950422,0.482250,0.960601,0.977321,-1.000000,-1.000000,-1.000000,0.960601,0.977321,76,43,fedrn_stable,30.300000,77.700000,57.600000
274,56.470000,1.212254,0.234269,0.581250,0.581000,0.955250,0.970280,0.581250,0.959140,0.974650,-1.000000,-1.000000,-1.000000,0.959140,0.974650,95,58,fedrn_stable,31.300000,74.500000,63.700000
275,56.040000,1.264990,0.188817,0.621500,0.619000,0.981422,0.975904,0.621500,0.982301,0.980723,-1.000000,-1.000000,-1.000000,0.982301,0.980723,44,48,fedrn_stable,34.400000,84.000000,70.900000
276,56.780000,1.260401,0.170013,0.590750,0.572500,0.982969,0.938699,0.590750,0.982649,0.968307,-1.000000,-1.000000,-1.000000,0.982649,0.968307,41,76,fedrn_stable,42.400000,82.200000,68.400000
277,51.230000,1.358982,0.152570,0.632500,0.632500,0.986561,0.980747,0.632500,0.986561,0.980747,-1.000000,-1.000000,-1.000000,0.986561,0.980747,34,49,fedrn_stable,36.100000,86.000000,74.300000
278,52.300000,1.318814,0.185456,0.561000,0.558000,0.975358,0.975358,0.561000,0.975490,0.980735,-1.000000,-1.000000,-1.000000,0.975490,0.980735,55,43,fedrn_stable,33.000000,79.400000,69.000000
279,52.460000,1.374729,0.123586,0.688750,0.691250,0.988065,0.985215,0.688750,0.986570,0.980166,-1.000000,-1.000000,-1.000000,0.986570,0.980166,37,55,fedrn_stable,40.300000,87.200000,77.600000
280,48.130000,1.492933,0.153852,0.691500,0.695250,0.986336,0.982802,0.691500,0.987346,0.978502,-1.000000,-1.000000,-1.000000,0.987346,0.978502,35,60,fedrn_stable,30.900000,85.000000,77.600000
281,46.590000,1.546174,0.337450,0.540500,0.540750,0.963014,0.971096,0.540500,0.963922,0.971562,-1.000000,-1.000000,-1.000000,0.963922,0.971562,78,61,fedrn_stable,31.300000,75.600000,64.700000
282,55.710000,1.264958,0.274727,0.584250,0.586000,0.963311,0.976644,0.584250,0.963201,0.973616,-1.000000,-1.000000,-1.000000,0.963201,0.973616,86,61,fedrn_stable,30.000000,80.800000,68.400000
283,50.680000,1.451937,0.212440,0.604750,0.606500,0.976917,0.980960,0.604750,0.979330,0.980546,-1.000000,-1.000000,-1.000000,0.979330,0.980546,50,47,fedrn_stable,26.200000,81.100000,63.500000
284,52.970000,1.321654,0.301794,0.668500,0.655500,0.979405,0.959283,0.668500,0.982049,0.980949,-1.000000,-1.000000,-1.000000,0.982049,0.980949,48,51,fedrn_stable,34.000000,78.100000,68.900000
285,45.570000,1.593949,0.147943,0.673750,0.674250,0.987764,0.988131,0.673750,0.988126,0.987760,-1.000000,-1.000000,-1.000000,0.988126,0.987760,32,33,fedrn_stable,37.100000,88.400000,76.700000
286,56.030000,1.245404,0.235491,0.545000,0.537250,0.964635,0.961949,0.545000,0.970183,0.981439,-1.000000,-1.000000,-1.000000,0.970183,0.981439,65,40,fedrn_stable,22.900000,83.100000,67.300000
287,50.260000,1.360398,0.282920,0.568000,0.560750,0.965671,0.959681,0.568000,0.952465,0.958795,-1.000000,-1.000000,-1.000000,0.952465,0.958795,108,93,fedrn_stable,36.200000,75.900000,60.800000
288,54.400000,1.298448,0.249908,0.580500,0.587750,0.947256,0.977612,0.580500,0.953488,0.971905,-1.000000,-1.000000,-1.000000,0.953488,0.971905,108,64,fedrn_stable,37.700000,72.500000,60.100000
289,55.440000,1.297131,0.189455,0.537750,0.537000,0.972533,0.972533,0.537750,0.980009,0.981378,-1.000000,-1.000000,-1.000000,0.980009,0.981378,43,40,fedrn_stable,38.100000,82.800000,68.900000
290,55.180000,1.229889,0.178180,0.712250,0.713500,0.988087,0.976116,0.712250,0.988768,0.975078,-1.000000,-1.000000,-1.000000,0.988768,0.975078,32,72,fedrn_stable,40.100000,85.300000,75.300000
291,48.240000,1.469739,0.195615,0.707500,0.702750,0.988972,0.979563,0.707500,0.991873,0.989077,-1.000000,-1.000000,-1.000000,0.991873,0.989077,23,31,fedrn_stable,27.400000,90.700000,83.300000
292,51.480000,1.435440,0.144584,0.641000,0.638250,0.990208,0.973806,0.641000,0.992980,0.980740,-1.000000,-1.000000,-1.000000,0.992980,0.980740,18,50,fedrn_stable,29.400000,85.800000,72.100000
293,58.140000,1.210799,0.213189,0.540500,0.543250,0.972388,0.992485,0.540500,0.975948,0.991076,-1.000000,-1.000000,-1.000000,0.975948,0.991076,52,19,fedrn_stable,26.000000,81.200000,61.300000
294,55.910000,1.256492,0.210183,0.582000,0.585750,0.964575,0.976664,0.582000,0.972079,0.977960,-1.000000,-1.000000,-1.000000,0.972079,0.977960,65,51,fedrn_stable,28.300000,83.100000,68.900000
295,49.520000,1.471465,0.156231,0.537250,0.539750,0.975452,0.977262,0.537250,0.981852,0.979118,-1.000000,-1.000000,-1.000000,0.981852,0.979118,39,45,fedrn_stable,34.500000,81.500000,67.600000
296,57.490000,1.225921,0.207987,0.558000,0.559500,0.966935,0.985428,0.558000,0.967294,0.983151,-1.000000,-1.000000,-1.000000,0.967294,0.983151,73,37,fedrn_stable,20.400000,82.200000,66.700000
297,53.420000,1.303324,0.201577,0.589000,0.588500,0.962617,0.958950,0.589000,0.960951,0.958104,-1.000000,-1.000000,-1.000000,0.960951,0.958104,92,99,fedrn_stable,28.700000,77.600000,62.400000
298,52.780000,1.357933,0.199267,0.506250,0.510000,0.956863,0.964427,0.506250,0.958519,0.958992,-1.000000,-1.000000,-1.000000,0.958519,0.958992,84,83,fedrn_stable,20.000000,75.100000,61.100000
299,51.740000,1.296252,0.208194,0.487000,0.485250,0.956723,0.947933,0.487000,0.959959,0.954569,-1.000000,-1.000000,-1.000000,0.959959,0.954569,78,89,fedrn_stable,30.800000,76.000000,63.800000
300,56.900000,1.200727,0.167097,0.542000,0.539750,0.976841,0.970548,0.542000,0.978782,0.976530,-1.000000,-1.000000,-1.000000,0.978782,0.976530,46,51,fedrn_stable,22.300000,78.400000,63.200000
301,53.320000,1.317767,0.210847,0.547000,0.547000,0.972121,0.965502,0.547000,0.974863,0.968225,-1.000000,-1.000000,-1.000000,0.974863,0.968225,55,70,fedrn_stable,26.000000,80.700000,64.600000
302,57.990000,1.197693,0.252467,0.547250,0.550000,0.950909,0.985862,0.547250,0.953403,0.983506,-1.000000,-1.000000,-1.000000,0.953403,0.983506,102,35,fedrn_stable,23.800000,79.500000,61.700000
303,50.120000,1.437702,0.249027,0.517250,0.519250,0.951854,0.983093,0.517250,0.956017,0.983590,-1.000000,-1.000000,-1.000000,0.956017,0.983590,91,33,fedrn_stable,18.700000,77.600000,61.800000
304,58.990000,1.154762,0.201876,0.631250,0.633750,0.978304,0.917160,0.631250,0.979406,0.914571,-1.000000,-1.000000,-1.000000,0.979406,0.914571,52,231,fedrn_stable,32.000000,77.100000,68.100000
305,49.900000,1.484232,0.191092,0.592000,0.592750,0.975538,0.988462,0.592000,0.975084,0.986752,-1.000000,-1.000000,-1.000000,0.975084,0.986752,59,31,fedrn_stable,32.400000,79.700000,65.200000
306,49.170000,1.440805,0.241077,0.620000,0.603000,0.965589,0.948676,0.620000,0.962903,0.972709,-1.000000,-1.000000,-1.000000,0.962903,0.972709,92,67,fedrn_stable,34.300000,75.000000,67.900000
307,52.810000,1.325754,0.190507,0.706500,0.701250,0.986453,0.979469,0.706500,0.985138,0.985487,-1.000000,-1.000000,-1.000000,0.985138,0.985487,42,41,fedrn_stable,43.500000,87.300000,79.300000
308,55.350000,1.255428,0.160165,0.647000,0.649250,0.978437,0.984121,0.647000,0.979907,0.982184,-1.000000,-1.000000,-1.000000,0.979907,0.982184,52,46,fedrn_stable,30.200000,81.900000,68.300000
309,54.030000,1.313069,0.151167,0.573000,0.578750,0.978402,0.946115,0.573000,0.981239,0.939432,-1.000000,-1.000000,-1.000000,0.981239,0.939432,43,145,fedrn_stable,28.600000,85.900000,72.600000
310,57.350000,1.248931,0.152747,0.599750,0.605000,0.979752,0.983817,0.599750,0.983743,0.979253,-1.000000,-1.000000,-1.000000,0.983743,0.979253,39,50,fedrn_stable,28.900000,83.700000,72.000000
311,51.070000,1.486154,0.257567,0.502500,0.500750,0.954069,0.955022,0.502500,0.953731,0.958021,-1.000000,-1.000000,-1.000000,0.953731,0.958021,93,84,fedrn_stable,29.000000,74.300000,56.800000
312,53.120000,1.328576,0.220957,0.625750,0.626500,0.979250,0.943121,0.625750,0.979624,0.942352,-1.000000,-1.000000,-1.000000,0.979624,0.942352,51,150,fedrn_stable,38.900000,83.700000,74.300000
313,56.920000,1.228271,0.279077,0.637250,0.635500,0.951220,0.967974,0.637250,0.948215,0.967574,-1.000000,-1.000000,-1.000000,0.948215,0.967574,132,81,fedrn_stable,44.500000,78.800000,66.300000
314,53.010000,1.338417,0.191618,0.562500,0.563500,0.966282,0.983296,0.562500,0.971111,0.986456,-1.000000,-1.000000,-1.000000,0.971111,0.986456,65,30,fedrn_stable,22.400000,79.900000,60.700000
315,51.250000,1.436795,0.167069,0.644250,0.637250,0.983131,0.970941,0.644250,0.987582,0.986052,-1.000000,-1.000000,-1.000000,0.987582,0.986052,32,36,fedrn_stable,25.500000,83.700000,71.600000
316,57.320000,1.231890,0.252786,0.633500,0.610000,0.948770,0.929719,0.633500,0.948303,0.965060,-1.000000,-1.000000,-1.000000,0.948303,0.965060,131,87,fedrn_stable,35.400000,81.700000,67.300000
317,47.240000,1.554261,0.147973,0.673500,0.670250,0.983588,0.970556,0.673500,0.986637,0.978285,-1.000000,-1.000000,-1.000000,0.986637,0.978285,36,59,fedrn_stable,21.700000,86.400000,77.100000
318,54.860000,1.345697,0.271368,0.477000,0.480250,0.953149,0.981243,0.477000,0.958595,0.980171,-1.000000,-1.000000,-1.000000,0.958595,0.980171,79,37,fedrn_stable,34.600000,68.300000,57.400000
319,54.850000,1.289706,0.158206,0.604000,0.608000,0.976974,0.976572,0.604000,0.979305,0.972462,-1.000000,-1.000000,-1.000000,0.979305,0.972462,50,67,fedrn_stable,35.200000,83.900000,71.800000
320,51.600000,1.429168,0.220941,0.543500,0.547000,0.962523,0.988732,0.543500,0.965961,0.985915,-1.000000,-1.000000,-1.000000,0.965961,0.985915,74,30,fedrn_stable,42.600000,74.900000,63.100000
321,51.040000,1.402793,0.175259,0.512750,0.513500,0.974197,0.985714,0.512750,0.975134,0.985222,-1.000000,-1.000000,-1.000000,0.975134,0.985222,51,30,fedrn_stable,25.200000,75.000000,61.600000
322,49.980000,1.520696,0.168509,0.582500,0.578250,0.981842,0.969270,0.582500,0.983262,0.977806,-1.000000,-1.000000,-1.000000,0.983262,0.977806,39,52,fedrn_stable,21.100000,84.800000,68.400000
323,48.790000,1.466391,0.184012,0.566500,0.568750,0.973187,0.984438,0.566500,0.974846,0.982214,-1.000000,-1.000000,-1.000000,0.974846,0.982214,57,40,fedrn_stable,36.300000,82.800000,68.100000
324,55.980000,1.236367,0.132956,0.641500,0.631750,0.989315,0.961908,0.641500,0.991816,0.979223,-1.000000,-1.000000,-1.000000,0.991816,0.979223,21,54,fedrn_stable,45.100000,82.800000,73.000000
325,59.080000,1.159229,0.105859,0.559250,0.561750,0.981308,0.987019,0.559250,0.983907,0.985228,-1.000000,-1.000000,-1.000000,0.983907,0.985228,36,33,fedrn_stable,33.100000,83.500000,71.600000
326,58.040000,1.224948,0.139988,0.569500,0.572000,0.980332,0.993797,0.569500,0.982880,0.992025,-1.000000,-1.000000,-1.000000,0.982880,0.992025,39,18,fedrn_stable,34.000000,83.900000,71.300000
327,52.730000,1.394375,0.159261,0.556250,0.557250,0.971288,0.981414,0.556250,0.972584,0.980961,-1.000000,-1.000000,-1.000000,0.972584,0.980961,61,42,fedrn_stable,33.900000,80.400000,66.000000
328,56.680000,1.244510,0.155812,0.707750,0.710750,0.988393,0.982517,0.707750,0.990110,0.980070,-1.000000,-1.000000,-1.000000,0.990110,0.980070,28,57,fedrn_stable,20.500000,86.700000,76.500000
329,57.830000,1.187599,0.182822,0.484250,0.487500,0.965128,0.994189,0.484250,0.966959,0.989435,-1.000000,-1.000000,-1.000000,0.966959,0.989435,64,20,fedrn_stable,32.800000,78.000000,59.500000
330,57.500000,1.226893,0.164495,0.694500,0.694000,0.985591,0.980294,0.694500,0.987401,0.982802,-1.000000,-1.000000,-1.000000,0.987401,0.982802,35,48,fedrn_stable,30.700000,83.400000,74.400000
331,57.070000,1.250525,0.122549,0.574250,0.580000,0.986638,0.988342,0.574250,0.990858,0.982729,-1.000000,-1.000000,-1.000000,0.990858,0.982729,21,40,fedrn_stable,19.900000,83.700000,68.100000
332,52.760000,1.360777,0.124867,0.663500,0.666750,0.988001,0.985784,0.663500,0.989450,0.982417,-1.000000,-1.000000,-1.000000,0.989450,0.982417,28,47,fedrn_stable,41.200000,84.500000,74.300000
333,57.330000,1.231044,0.195795,0.583500,0.585750,0.973538,0.980232,0.583500,0.976864,0.979802,-1.000000,-1.000000,-1.000000,0.976864,0.979802,54,47,fedrn_stable,26.600000,81.300000,66.100000
334,47.130000,1.511815,0.133226,0.658750,0.661750,0.983377,0.984121,0.658750,0.985958,0.982231,-1.000000,-1.000000,-1.000000,0.985958,0.982231,37,47,fedrn_stable,26.700000,84.500000,74.500000
335,52.710000,1.366095,0.139666,0.605250,0.611000,0.985270,0.981655,0.605250,0.986782,0.973909,-1.000000,-1.000000,-1.000000,0.986782,0.973909,32,64,fedrn_stable,36.500000,81.500000,71.600000
336,55.610000,1.324658,0.130847,0.620000,0.628500,0.988465,0.977192,0.620000,0.989516,0.965002,-1.000000,-1.000000,-1.000000,0.989516,0.965002,26,89,fedrn_stable,30.100000,82.900000,71.600000
337,55.690000,1.255522,0.154908,0.540750,0.543000,0.970074,0.928603,0.540750,0.971798,0.926399,-1.000000,-1.000000,-1.000000,0.971798,0.926399,61,167,fedrn_stable,33.300000,83.300000,69.700000
338,56.120000,1.276495,0.169822,0.576500,0.572000,0.982080,0.976532,0.576500,0.981353,0.983485,-1.000000,-1.000000,-1.000000,0.981353,0.983485,43,38,fedrn_stable,24.800000,81.500000,70.800000
339,51.730000,1.388468,0.185206,0.578250,0.577250,0.976180,0.971133,0.578250,0.977086,0.973718,-1.000000,-1.000000,-1.000000,0.977086,0.973718,53,61,fedrn_stable,50.200000,75.800000,66.200000
340,54.550000,1.289799,0.255170,0.528500,0.531500,0.968015,0.981402,0.528500,0.972564,0.980448,-1.000000,-1.000000,-1.000000,0.972564,0.980448,58,41,fedrn_stable,32.200000,77.300000,64.400000
341,54.810000,1.249033,0.132930,0.693250,0.696000,0.991020,0.980803,0.693250,0.992788,0.978670,-1.000000,-1.000000,-1.000000,0.992788,0.978670,20,60,fedrn_stable,40.600000,89.100000,78.900000
342,50.980000,1.522946,0.149942,0.652750,0.654500,0.985485,0.985485,0.652750,0.986212,0.983575,-1.000000,-1.000000,-1.000000,0.986212,0.983575,36,43,fedrn_stable,32.700000,85.200000,71.600000
343,54.240000,1.345482,0.280717,0.661500,0.659750,0.951876,0.978574,0.661500,0.949358,0.978574,-1.000000,-1.000000,-1.000000,0.949358,0.978574,134,55,fedrn_stable,20.500000,81.100000,67.100000
344,51.510000,1.493774,0.181778,0.522750,0.523500,0.970392,0.937702,0.522750,0.971306,0.937240,-1.000000,-1.000000,-1.000000,0.971306,0.937240,60,136,fedrn_stable,31.400000,81.300000,65.300000
345,55.950000,1.270222,0.216954,0.596750,0.599750,0.959566,0.928975,0.596750,0.961877,0.926554,-1.000000,-1.000000,-1.000000,0.961877,0.926554,91,182,fedrn_stable,30.700000,75.100000,63.300000
346,57.110000,1.202602,0.167221,0.594750,0.594000,0.973064,0.987612,0.594750,0.972257,0.988039,-1.000000,-1.000000,-1.000000,0.972257,0.988039,66,28,fedrn_stable,30.500000,80.900000,64.800000
347,52.510000,1.442131,0.148612,0.630750,0.636250,0.978389,0.989273,0.630750,0.980182,0.982519,-1.000000,-1.000000,-1.000000,0.980182,0.982519,50,44,fedrn_stable,32.800000,78.900000,70.900000
348,52.460000,1.362010,0.146144,0.618000,0.622250,0.985536,0.991111,0.618000,0.988269,0.987071,-1.000000,-1.000000,-1.000000,0.988269,0.987071,29,32,fedrn_stable,47.100000,83.200000,71.000000
349,57.020000,1.241695,0.186497,0.483000,0.484500,0.962848,0.973396,0.483000,0.970497,0.978091,-1.000000,-1.000000,-1.000000,0.970497,0.978091,57,42,fedrn_stable,27.200000,76.500000,53.600000
350,53.860000,1.268067,0.183731,0.624750,0.626000,0.976038,0.979952,0.624750,0.979592,0.981556,-1.000000,-1.000000,-1.000000,0.979592,0.981556,51,46,fedrn_stable,28.600000,80.800000,67.200000
351,55.700000,1.266055,0.107939,0.575000,0.576000,0.984809,0.988671,0.575000,0.986522,0.988671,-1.000000,-1.000000,-1.000000,0.986522,0.988671,31,26,fedrn_stable,39.600000,82.100000,66.300000
352,59.470000,1.144696,0.210840,0.538250,0.539750,0.955998,0.965840,0.538250,0.958198,0.965372,-1.000000,-1.000000,-1.000000,0.958198,0.965372,90,74,fedrn_stable,31.200000,74.200000,60.300000
353,57.790000,1.206510,0.156909,0.603750,0.605000,0.980579,0.976142,0.603750,0.981781,0.975319,-1.000000,-1.000000,-1.000000,0.981781,0.975319,44,60,fedrn_stable,39.300000,81.800000,70.000000
354,57.790000,1.234840,0.116974,0.627000,0.630000,0.988492,0.980709,0.627000,0.990032,0.977559,-1.000000,-1.000000,-1.000000,0.990032,0.977559,25,57,fedrn_stable,36.800000,81.800000,70.200000
355,56.540000,1.245384,0.145103,0.620000,0.623750,0.970341,0.975816,0.620000,0.975000,0.974607,-1.000000,-1.000000,-1.000000,0.975000,0.974607,62,63,fedrn_stable,34.600000,75.100000,67.200000
356,59.670000,1.164307,0.127388,0.628500,0.629750,0.986503,0.989646,0.628500,0.986874,0.988053,-1.000000,-1.000000,-1.000000,0.986874,0.988053,33,30,fedrn_stable,37.700000,84.600000,73.500000
357,53.380000,1.326722,0.215327,0.577000,0.576500,0.970512,0.978147,0.577000,0.970971,0.979458,-1.000000,-1.000000,-1.000000,0.970971,0.979458,67,47,fedrn_stable,40.000000,76.900000,63.200000
358,51.050000,1.484751,0.177833,0.612250,0.614000,0.964169,0.938937,0.612250,0.966517,0.938541,-1.000000,-1.000000,-1.000000,0.966517,0.938541,82,155,fedrn_stable,27.700000,77.100000,66.000000
359,55.750000,1.287486,0.144917,0.601250,0.600500,0.992090,0.992503,0.601250,0.989189,0.990837,-1.000000,-1.000000,-1.000000,0.989189,0.990837,26,22,fedrn_stable,29.900000,84.900000,67.400000
360,54.020000,1.351649,0.113804,0.585000,0.588750,0.985138,0.984720,0.585000,0.986752,0.980051,-1.000000,-1.000000,-1.000000,0.986752,0.980051,31,47,fedrn_stable,25.300000,84.100000,71.100000
361,54.840000,1.332022,0.174345,0.586250,0.590000,0.983898,0.986406,0.586250,0.987207,0.983432,-1.000000,-1.000000,-1.000000,0.987207,0.983432,30,39,fedrn_stable,29.500000,79.800000,66.900000
362,54.750000,1.328554,0.222647,0.491750,0.492250,0.949721,0.982143,0.491750,0.951195,0.982668,-1.000000,-1.000000,-1.000000,0.951195,0.982668,96,33,fedrn_stable,25.000000,70.900000,58.500000
363,54.650000,1.253260,0.192519,0.425750,0.428000,0.955023,0.976119,0.425750,0.960658,0.976716,-1.000000,-1.000000,-1.000000,0.960658,0.976716,67,39,fedrn_stable,13.200000,72.700000,51.400000
364,59.890000,1.150175,0.165515,0.607750,0.611750,0.976298,0.978296,0.607750,0.976964,0.972563,-1.000000,-1.000000,-1.000000,0.976964,0.972563,56,67,fedrn_stable,37.300000,76.600000,62.200000
365,53.260000,1.467334,0.139106,0.642000,0.640500,0.980484,0.984326,0.642000,0.981698,0.987853,-1.000000,-1.000000,-1.000000,0.981698,0.987853,47,31,fedrn_stable,45.900000,84.400000,74.400000
366,51.150000,1.442388,0.137108,0.650250,0.654250,0.984333,0.983582,0.650250,0.987313,0.980527,-1.000000,-1.000000,-1.000000,0.987313,0.980527,33,51,fedrn_stable,34.200000,83.500000,74.400000
367,56.130000,1.264749,0.181627,0.639500,0.644500,0.971683,0.988946,0.639500,0.974980,0.984603,-1.000000,-1.000000,-1.000000,0.974980,0.984603,64,39,fedrn_stable,45.900000,81.200000,72.300000
368,57.810000,1.224096,0.120464,0.674500,0.674750,0.985180,0.985180,0.674500,0.986286,0.985921,-1.000000,-1.000000,-1.000000,0.986286,0.985921,37,38,fedrn_stable,34.300000,87.300000,78.900000
369,48.880000,1.549455,0.217386,0.607000,0.609500,0.982773,0.974380,0.607000,0.983937,0.971533,-1.000000,-1.000000,-1.000000,0.983937,0.971533,39,70,fedrn_stable,28.900000,80.000000,69.900000
370,55.640000,1.273218,0.152037,0.627500,0.632750,0.985381,0.987332,0.627500,0.988446,0.982185,-1.000000,-1.000000,-1.000000,0.988446,0.982185,29,45,fedrn_stable,45.900000,86.300000,72.400000
371,58.710000,1.184597,0.161618,0.576500,0.579500,0.981881,0.987419,0.576500,0.983955,0.984382,-1.000000,-1.000000,-1.000000,0.983955,0.984382,37,36,fedrn_stable,26.600000,83.200000,67.100000
