epoch,train_loss,global_train_acc,global_train_loss,global_test_acc,global_test_loss,personal_apa,personal_loss,clean_ratio,agreement_ratio,selected_total_count,global_train_count,train_ratio,pred_clean_count,pred_noisy_count,true_clean_count,true_noise_count,actual_train_clean_count,actual_train_clean_ratio,clean_recall,missed_clean_count,false_clean_count,true_noise_rejected_count,total_wrong_count,missed_clean_ratio,false_clean_ratio
74,0.949494,32.938000,1.961242,36.830000,1.853847,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,3990,1010,3990,0.798000,1.000000,0,1010,0,1010,0.000000,1.000000
75,0.791324,35.416000,1.902392,41.910000,1.751646,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,4298,702,4298,0.859600,1.000000,0,702,0,702,0.000000,1.000000
76,1.184776,34.434000,1.935903,40.300000,1.820036,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,3772,1228,3772,0.754400,1.000000,0,1228,0,1228,0.000000,1.000000
77,0.785144,29.136000,2.012136,33.320000,1.875523,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,4296,704,4296,0.859200,1.000000,0,704,0,704,0.000000,1.000000
78,1.185511,29.958000,1.982479,34.880000,1.840400,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,3690,1310,3690,0.738000,1.000000,0,1310,0,1310,0.000000,1.000000
79,0.816902,36.204000,1.916495,42.060000,1.766193,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,4168,832,4168,0.833600,1.000000,0,832,0,832,0.000000,1.000000
80,1.339701,33.492000,1.963559,39.790000,1.835724,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,3412,1588,3412,0.682400,1.000000,0,1588,0,1588,0.000000,1.000000
81,1.106992,31.926000,1.976829,36.600000,1.859036,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,3788,1212,3788,0.757600,1.000000,0,1212,0,1212,0.000000,1.000000
82,0.905696,33.128000,1.938274,37.100000,1.821834,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,4182,818,4182,0.836400,1.000000,0,818,0,818,0.000000,1.000000
83,1.143330,32.712000,1.965583,37.430000,1.859282,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,3776,1224,3776,0.755200,1.000000,0,1224,0,1224,0.000000,1.000000
84,0.904458,26.540000,2.084866,31.950000,1.943493,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,4096,904,4096,0.819200,1.000000,0,904,0,904,0.000000,1.000000
85,0.922633,32.924000,1.961492,38.480000,1.837572,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,4012,988,4012,0.802400,1.000000,0,988,0,988,0.000000,1.000000
86,1.127769,31.600000,1.967357,36.330000,1.843149,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,3728,1272,3728,0.745600,1.000000,0,1272,0,1272,0.000000,1.000000
87,0.918392,28.972000,1.998290,32.660000,1.869491,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,4102,898,4102,0.820400,1.000000,0,898,0,898,0.000000,1.000000
88,0.914588,30.048000,1.993717,35.990000,1.843521,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,4048,952,4048,0.809600,1.000000,0,952,0,952,0.000000,1.000000
89,1.048688,32.408000,1.973282,36.990000,1.861500,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,3920,1080,3920,0.784000,1.000000,0,1080,0,1080,0.000000,1.000000
90,0.748878,33.128000,1.958493,38.370000,1.822929,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,4274,726,4274,0.854800,1.000000,0,726,0,726,0.000000,1.000000
91,0.968029,33.390000,1.975407,37.100000,1.864320,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,3892,1108,3892,0.778400,1.000000,0,1108,0,1108,0.000000,1.000000
