epoch,train_loss,global_train_acc,global_train_loss,global_test_acc,global_test_loss,personal_apa,personal_loss,clean_ratio,agreement_ratio,selected_total_count,global_train_count,train_ratio,pred_clean_count,pred_noisy_count,true_clean_count,true_noise_count,actual_train_clean_count,actual_train_clean_ratio,clean_recall,missed_clean_count,false_clean_count,true_noise_rejected_count,total_wrong_count,missed_clean_ratio,false_clean_ratio
127,0.112238,45.582000,2.059219,54.820000,1.592377,0.000000,0.000000,0.688400,0.000000,5000,3442,0.688400,3442,1558,3884,1116,3413,0.991575,0.878733,471,29,1087,500,0.121267,0.025986
128,0.138380,40.854000,2.159219,49.530000,1.677512,0.000000,0.000000,0.559400,0.000000,5000,2797,0.559400,2797,2203,4018,982,2734,0.977476,0.680438,1284,63,919,1347,0.319562,0.064155
129,0.145246,35.006000,2.529804,38.050000,2.179857,0.000000,0.000000,0.744200,0.000000,5000,3721,0.744200,3721,1279,3842,1158,3687,0.990863,0.959656,155,34,1124,189,0.040344,0.029361
130,0.165690,39.558000,2.398692,48.710000,1.857601,0.000000,0.000000,0.694600,0.000000,5000,3473,0.694600,3473,1527,4230,770,3399,0.978693,0.803546,831,74,696,905,0.196454,0.096104
131,0.131685,40.338000,2.235561,46.790000,1.774074,0.000000,0.000000,0.640200,0.000000,5000,3201,0.640200,3201,1799,3956,1044,3153,0.985005,0.797017,803,48,996,851,0.202983,0.045977
132,0.165330,32.042000,2.658318,35.300000,2.257242,0.000000,0.000000,0.648000,0.000000,5000,3240,0.648000,3240,1760,3828,1172,3189,0.984259,0.833072,639,51,1121,690,0.166928,0.043515
133,0.197943,46.026000,2.085061,56.020000,1.553659,0.000000,0.000000,0.749200,0.000000,5000,3746,0.749200,3746,1254,3972,1028,3707,0.989589,0.933283,265,39,989,304,0.066717,0.037938
134,0.158215,40.154000,2.293076,50.670000,1.688209,0.000000,0.000000,0.680600,0.000000,5000,3403,0.680600,3403,1597,3990,1010,3361,0.987658,0.842356,629,42,968,671,0.157644,0.041584
135,0.134286,42.822000,2.166879,46.900000,1.778484,0.000000,0.000000,0.652000,0.000000,5000,3260,0.652000,3260,1740,3966,1034,3224,0.988957,0.812910,742,36,998,778,0.187090,0.034816
136,0.167199,41.546000,2.233815,48.140000,1.761217,0.000000,0.000000,0.698400,0.000000,5000,3492,0.698400,3492,1508,3704,1296,3446,0.986827,0.930346,258,46,1250,304,0.069654,0.035494
137,0.137377,42.428000,2.222995,51.490000,1.701031,0.000000,0.000000,0.771400,0.000000,5000,3857,0.771400,3857,1143,3922,1078,3828,0.992481,0.976033,94,29,1049,123,0.023967,0.026902
138,0.113667,40.520000,2.333638,50.070000,1.719612,0.000000,0.000000,0.705600,0.000000,5000,3528,0.705600,3528,1472,3970,1030,3508,0.994331,0.883627,462,20,1010,482,0.116373,0.019417
139,0.188924,46.524000,2.104211,55.580000,1.571689,0.000000,0.000000,0.670800,0.000000,5000,3354,0.670800,3354,1646,3944,1056,3284,0.979129,0.832657,660,70,986,730,0.167343,0.066288
140,0.118306,43.304000,2.184923,52.430000,1.679173,0.000000,0.000000,0.796600,0.000000,5000,3983,0.796600,3983,1017,4300,700,3966,0.995732,0.922326,334,17,683,351,0.077674,0.024286
141,0.185455,41.514000,2.294580,50.950000,1.729851,0.000000,0.000000,0.602200,0.000000,5000,3011,0.602200,3011,1989,3786,1214,2919,0.969445,0.770998,867,92,1122,959,0.229002,0.075783
142,0.117541,41.416000,2.259166,48.240000,1.791541,0.000000,0.000000,0.694000,0.000000,5000,3470,0.694000,3470,1530,4270,730,3450,0.994236,0.807963,820,20,710,840,0.192037,0.027397
143,0.161425,42.418000,2.277006,50.480000,1.740118,0.000000,0.000000,0.748200,0.000000,5000,3741,0.748200,3741,1259,4342,658,3680,0.983694,0.847536,662,61,597,723,0.152464,0.092705
144,0.118157,32.974000,2.717887,41.710000,2.075755,0.000000,0.000000,0.709200,0.000000,5000,3546,0.709200,3546,1454,3946,1054,3503,0.987874,0.887734,443,43,1011,486,0.112266,0.040797
145,0.146569,36.430000,2.444634,38.870000,2.038202,0.000000,0.000000,0.670600,0.000000,5000,3353,0.670600,3353,1647,3822,1178,3315,0.988667,0.867347,507,38,1140,545,0.132653,0.032258
146,0.152117,45.792000,2.158886,56.670000,1.548334,0.000000,0.000000,0.638800,0.000000,5000,3194,0.638800,3194,1806,3792,1208,3147,0.985285,0.829905,645,47,1161,692,0.170095,0.038907
147,0.165088,38.250000,2.380937,46.250000,1.876806,0.000000,0.000000,0.704600,0.000000,5000,3523,0.704600,3523,1477,4140,860,3457,0.981266,0.835024,683,66,794,749,0.164976,0.076744
148,0.146849,46.580000,2.145686,55.190000,1.600133,0.000000,0.000000,0.621600,0.000000,5000,3108,0.621600,3108,1892,3874,1126,3045,0.979730,0.786009,829,63,1063,892,0.213991,0.055950
149,0.180232,42.114000,2.295930,52.470000,1.720196,0.000000,0.000000,0.762400,0.000000,5000,3812,0.762400,3812,1188,4270,730,3764,0.987408,0.881499,506,48,682,554,0.118501,0.065753
