epoch,train_loss,global_train_acc,global_train_loss,global_test_acc,global_test_loss,personal_apa,personal_loss,clean_ratio,agreement_ratio,selected_total_count,global_train_count,train_ratio,pred_clean_count,pred_noisy_count,true_clean_count,true_noise_count,actual_train_clean_count,actual_train_clean_ratio,clean_recall,missed_clean_count,false_clean_count,true_noise_rejected_count,total_wrong_count,missed_clean_ratio,false_clean_ratio
124,0.173031,45.154000,2.024931,52.440000,1.587789,0.000000,0.000000,0.676400,0.000000,5000,3382,0.676400,3382,1618,4052,948,3330,0.984624,0.821816,722,52,896,774,0.178184,0.054852
125,0.181446,37.092000,2.332790,45.940000,1.800509,0.000000,0.000000,0.802200,0.000000,5000,4011,0.802200,4011,989,4140,860,3985,0.993518,0.962560,155,26,834,181,0.037440,0.030233
126,0.210526,42.166000,2.164008,53.240000,1.602155,0.000000,0.000000,0.721400,0.000000,5000,3607,0.721400,3607,1393,3964,1036,3560,0.986970,0.898083,404,47,989,451,0.101917,0.045367
127,0.130369,44.840000,2.067223,53.970000,1.601058,0.000000,0.000000,0.686000,0.000000,5000,3430,0.686000,3430,1570,3884,1116,3403,0.992128,0.876159,481,27,1089,508,0.123841,0.024194
128,0.208547,41.404000,2.153836,50.120000,1.647409,0.000000,0.000000,0.578200,0.000000,5000,2891,0.578200,2891,2109,4018,982,2759,0.954341,0.686660,1259,132,850,1391,0.313340,0.134420
129,0.129481,35.926000,2.520077,39.140000,2.157504,0.000000,0.000000,0.745000,0.000000,5000,3725,0.745000,3725,1275,3842,1158,3697,0.992483,0.962259,145,28,1130,173,0.037741,0.024180
130,0.168370,39.940000,2.390562,49.700000,1.834893,0.000000,0.000000,0.693400,0.000000,5000,3467,0.693400,3467,1533,4230,770,3379,0.974618,0.798818,851,88,682,939,0.201182,0.114286
131,0.138433,40.540000,2.228697,47.020000,1.773120,0.000000,0.000000,0.631200,0.000000,5000,3156,0.631200,3156,1844,3956,1044,3109,0.985108,0.785895,847,47,997,894,0.214105,0.045019
132,0.160757,33.368000,2.597314,36.700000,2.178284,0.000000,0.000000,0.647000,0.000000,5000,3235,0.647000,3235,1765,3828,1172,3188,0.985471,0.832811,640,47,1125,687,0.167189,0.040102
133,0.171502,45.978000,2.099529,55.820000,1.535318,0.000000,0.000000,0.751200,0.000000,5000,3756,0.751200,3756,1244,3972,1028,3713,0.988552,0.934794,259,43,985,302,0.065206,0.041829
134,0.149437,40.590000,2.278853,51.660000,1.646889,0.000000,0.000000,0.669200,0.000000,5000,3346,0.669200,3346,1654,3990,1010,3305,0.987747,0.828321,685,41,969,726,0.171679,0.040594
135,0.139744,43.654000,2.163430,49.200000,1.722900,0.000000,0.000000,0.653800,0.000000,5000,3269,0.653800,3269,1731,3966,1034,3238,0.990517,0.816440,728,31,1003,759,0.183560,0.029981
136,0.151092,40.850000,2.277020,47.250000,1.786366,0.000000,0.000000,0.692000,0.000000,5000,3460,0.692000,3460,1540,3704,1296,3430,0.991329,0.926026,274,30,1266,304,0.073974,0.023148
137,0.141134,42.886000,2.215801,53.030000,1.627234,0.000000,0.000000,0.769600,0.000000,5000,3848,0.769600,3848,1152,3922,1078,3825,0.994023,0.975268,97,23,1055,120,0.024732,0.021336
138,0.101338,40.484000,2.320020,49.830000,1.697073,0.000000,0.000000,0.715400,0.000000,5000,3577,0.715400,3577,1423,3970,1030,3567,0.997204,0.898489,403,10,1020,413,0.101511,0.009709
139,0.155514,46.482000,2.105248,54.960000,1.559106,0.000000,0.000000,0.660400,0.000000,5000,3302,0.660400,3302,1698,3944,1056,3260,0.987280,0.826572,684,42,1014,726,0.173428,0.039773
140,0.142791,43.930000,2.171735,52.480000,1.646407,0.000000,0.000000,0.793400,0.000000,5000,3967,0.793400,3967,1033,4300,700,3949,0.995463,0.918372,351,18,682,369,0.081628,0.025714
141,0.126552,39.958000,2.349458,49.080000,1.733458,0.000000,0.000000,0.589800,0.000000,5000,2949,0.589800,2949,2051,3786,1214,2919,0.989827,0.770998,867,30,1184,897,0.229002,0.024712
142,0.109735,42.456000,2.222050,47.610000,1.770063,0.000000,0.000000,0.696200,0.000000,5000,3481,0.696200,3481,1519,4270,730,3461,0.994255,0.810539,809,20,710,829,0.189461,0.027397
143,0.130811,41.892000,2.276083,50.280000,1.697275,0.000000,0.000000,0.734600,0.000000,5000,3673,0.734600,3673,1327,4342,658,3640,0.991016,0.838323,702,33,625,735,0.161677,0.050152
144,0.107515,33.916000,2.655887,40.840000,2.069054,0.000000,0.000000,0.707400,0.000000,5000,3537,0.707400,3537,1463,3946,1054,3503,0.990387,0.887734,443,34,1020,477,0.112266,0.032258
145,0.174113,36.496000,2.422230,38.850000,2.016086,0.000000,0.000000,0.674600,0.000000,5000,3373,0.674600,3373,1627,3822,1178,3316,0.983101,0.867609,506,57,1121,563,0.132391,0.048387
146,0.188353,43.824000,2.189431,53.820000,1.591134,0.000000,0.000000,0.628600,0.000000,5000,3143,0.628600,3143,1857,3792,1208,3112,0.990137,0.820675,680,31,1177,711,0.179325,0.025662
147,0.163621,39.496000,2.324346,47.100000,1.810085,0.000000,0.000000,0.696400,0.000000,5000,3482,0.696400,3482,1518,4140,860,3429,0.984779,0.828261,711,53,807,764,0.171739,0.061628
148,0.137234,46.968000,2.110626,55.230000,1.569024,0.000000,0.000000,0.615400,0.000000,5000,3077,0.615400,3077,1923,3874,1126,3026,0.983425,0.781105,848,51,1075,899,0.218895,0.045293
149,0.157566,42.600000,2.251200,53.200000,1.651658,0.000000,0.000000,0.755000,0.000000,5000,3775,0.755000,3775,1225,4270,730,3741,0.990993,0.876112,529,34,696,563,0.123888,0.046575
150,0.174758,44.068000,2.238462,50.290000,1.759747,0.000000,0.000000,0.661800,0.000000,5000,3309,0.661800,3309,1691,3664,1336,3241,0.979450,0.884552,423,68,1268,491,0.115448,0.050898
151,0.165861,44.594000,2.213332,51.340000,1.697894,0.000000,0.000000,0.691000,0.000000,5000,3455,0.691000,3455,1545,3902,1098,3412,0.987554,0.874423,490,43,1055,533,0.125577,0.039162
152,0.168478,42.780000,2.210319,47.980000,1.745364,0.000000,0.000000,0.729200,0.000000,5000,3646,0.729200,3646,1354,3976,1024,3611,0.990400,0.908199,365,35,989,400,0.091801,0.034180
153,0.114397,42.432000,2.270147,55.030000,1.571653,0.000000,0.000000,0.606800,0.000000,5000,3034,0.606800,3034,1966,3838,1162,3003,0.989782,0.782439,835,31,1131,866,0.217561,0.026678
154,0.139399,39.270000,2.459772,47.350000,1.906929,0.000000,0.000000,0.708400,0.000000,5000,3542,0.708400,3542,1458,4296,704,3519,0.993506,0.819134,777,23,681,800,0.180866,0.032670
155,0.106488,39.884000,2.410097,44.150000,1.943562,0.000000,0.000000,0.708200,0.000000,5000,3541,0.708200,3541,1459,4174,826,3512,0.991810,0.841399,662,29,797,691,0.158601,0.035109
156,0.170850,46.270000,2.171458,53.940000,1.630672,0.000000,0.000000,0.724600,0.000000,5000,3623,0.724600,3623,1377,4182,818,3591,0.991168,0.858680,591,32,786,623,0.141320,0.039120
157,0.180843,43.048000,2.300450,54.100000,1.660346,0.000000,0.000000,0.689400,0.000000,5000,3447,0.689400,3447,1553,3832,1168,3401,0.986655,0.887526,431,46,1122,477,0.112474,0.039384
158,0.189460,38.550000,2.570782,48.800000,1.856358,0.000000,0.000000,0.697400,0.000000,5000,3487,0.697400,3487,1513,3754,1246,3379,0.969028,0.900107,375,108,1138,483,0.099893,0.086677
159,0.131094,42.710000,2.335371,49.690000,1.787997,0.000000,0.000000,0.781000,0.000000,5000,3905,0.781000,3905,1095,4254,746,3871,0.991293,0.909967,383,34,712,417,0.090033,0.045576
160,0.177693,40.516000,2.405619,46.230000,1.914021,0.000000,0.000000,0.782000,0.000000,5000,3910,0.782000,3910,1090,4152,848,3850,0.984655,0.927264,302,60,788,362,0.072736,0.070755
161,0.146419,42.904000,2.301248,47.150000,1.821548,0.000000,0.000000,0.709600,0.000000,5000,3548,0.709600,3548,1452,4016,984,3519,0.991826,0.876245,497,29,955,526,0.123755,0.029472
162,0.178318,42.568000,2.267469,52.140000,1.656709,0.000000,0.000000,0.662000,0.000000,5000,3310,0.662000,3310,1690,3952,1048,3274,0.989124,0.828441,678,36,1012,714,0.171559,0.034351
163,0.185201,40.328000,2.395466,49.550000,1.797642,0.000000,0.000000,0.714600,0.000000,5000,3573,0.714600,3573,1427,4212,788,3518,0.984607,0.835233,694,55,733,749,0.164767,0.069797
164,0.173957,44.058000,2.257917,50.280000,1.752231,0.000000,0.000000,0.680200,0.000000,5000,3401,0.680200,3401,1599,3730,1270,3321,0.976478,0.890349,409,80,1190,489,0.109651,0.062992
165,0.139710,42.006000,2.372204,44.840000,1.908906,0.000000,0.000000,0.790000,0.000000,5000,3950,0.790000,3950,1050,4212,788,3918,0.991899,0.930199,294,32,756,326,0.069801,0.040609
166,0.172217,43.774000,2.313525,53.140000,1.665031,0.000000,0.000000,0.706600,0.000000,5000,3533,0.706600,3533,1467,4024,976,3502,0.991226,0.870278,522,31,945,553,0.129722,0.031762
167,0.106640,41.858000,2.376228,51.530000,1.732130,0.000000,0.000000,0.668600,0.000000,5000,3343,0.668600,3343,1657,4000,1000,3305,0.988633,0.826250,695,38,962,733,0.173750,0.038000
168,0.120291,49.154000,2.162908,57.620000,1.537884,0.000000,0.000000,0.790000,0.000000,5000,3950,0.790000,3950,1050,4268,732,3934,0.995949,0.921743,334,16,716,350,0.078257,0.021858
169,0.117383,41.888000,2.419090,51.730000,1.740654,0.000000,0.000000,0.736600,0.000000,5000,3683,0.736600,3683,1317,3964,1036,3667,0.995656,0.925076,297,16,1020,313,0.074924,0.015444
170,0.115037,47.974000,2.199707,54.500000,1.663758,0.000000,0.000000,0.700800,0.000000,5000,3504,0.700800,3504,1496,3948,1052,3478,0.992580,0.880952,470,26,1026,496,0.119048,0.024715
171,0.155503,38.398000,2.557495,47.350000,1.900899,0.000000,0.000000,0.637400,0.000000,5000,3187,0.637400,3187,1813,3778,1222,3120,0.978977,0.825834,658,67,1155,725,0.174166,0.054828
172,0.213372,40.726000,2.499379,50.760000,1.793361,0.000000,0.000000,0.749800,0.000000,5000,3749,0.749800,3749,1251,3860,1140,3643,0.971726,0.943782,217,106,1034,323,0.056218,0.092982
173,0.151944,44.248000,2.310964,53.320000,1.668665,0.000000,0.000000,0.720600,0.000000,5000,3603,0.720600,3603,1397,4086,914,3583,0.994449,0.876897,503,20,894,523,0.123103,0.021882
174,0.160619,44.030000,2.294736,55.840000,1.582670,0.000000,0.000000,0.664600,0.000000,5000,3323,0.664600,3323,1677,3860,1140,3260,0.981041,0.844560,600,63,1077,663,0.155440,0.055263
175,0.162276,40.284000,2.482712,47.670000,1.825037,0.000000,0.000000,0.636400,0.000000,5000,3182,0.636400,3182,1818,3776,1224,3118,0.979887,0.825742,658,64,1160,722,0.174258,0.052288
176,0.161194,39.014000,2.515024,51.670000,1.672358,0.000000,0.000000,0.743600,0.000000,5000,3718,0.743600,3718,1282,3980,1020,3681,0.990048,0.924874,299,37,983,336,0.075126,0.036275
177,0.132639,43.908000,2.409908,56.200000,1.632516,0.000000,0.000000,0.753600,0.000000,5000,3768,0.753600,3768,1232,3850,1150,3749,0.994958,0.973766,101,19,1131,120,0.026234,0.016522
178,0.135580,48.942000,2.191412,57.120000,1.596349,0.000000,0.000000,0.672600,0.000000,5000,3363,0.672600,3363,1637,3930,1070,3324,0.988403,0.845802,606,39,1031,645,0.154198,0.036449
179,0.127385,44.472000,2.347744,51.240000,1.786841,0.000000,0.000000,0.677400,0.000000,5000,3387,0.677400,3387,1613,4296,704,3352,0.989666,0.780261,944,35,669,979,0.219739,0.049716
180,0.090157,45.964000,2.311659,51.080000,1.787347,0.000000,0.000000,0.726000,0.000000,5000,3630,0.726000,3630,1370,4030,970,3601,0.992011,0.893548,429,29,941,458,0.106452,0.029897
181,0.116763,48.954000,2.201306,56.850000,1.631395,0.000000,0.000000,0.628600,0.000000,5000,3143,0.628600,3143,1857,3998,1002,3105,0.987910,0.776638,893,38,964,931,0.223362,0.037924
182,0.132088,43.492000,2.412279,54.000000,1.698309,0.000000,0.000000,0.662000,0.000000,5000,3310,0.662000,3310,1690,3908,1092,3254,0.983082,0.832651,654,56,1036,710,0.167349,0.051282
183,0.124862,39.968000,2.531620,45.850000,1.944045,0.000000,0.000000,0.625800,0.000000,5000,3129,0.625800,3129,1871,4044,956,3088,0.986897,0.763600,956,41,915,997,0.236400,0.042887
184,0.142114,42.230000,2.482588,50.920000,1.776402,0.000000,0.000000,0.707000,0.000000,5000,3535,0.707000,3535,1465,3980,1020,3498,0.989533,0.878894,482,37,983,519,0.121106,0.036275
185,0.128491,46.436000,2.326202,54.230000,1.694278,0.000000,0.000000,0.686200,0.000000,5000,3431,0.686200,3431,1569,4292,708,3381,0.985427,0.787745,911,50,658,961,0.212255,0.070621
186,0.126436,36.948000,2.833597,41.240000,2.264381,0.000000,0.000000,0.800600,0.000000,5000,4003,0.800600,4003,997,4130,870,3989,0.996503,0.965860,141,14,856,155,0.034140,0.016092
187,0.151294,45.020000,2.335990,50.200000,1.798033,0.000000,0.000000,0.740600,0.000000,5000,3703,0.740600,3703,1297,4276,724,3680,0.993789,0.860617,596,23,701,619,0.139383,0.031768
188,0.129267,47.126000,2.288466,55.930000,1.608810,0.000000,0.000000,0.696600,0.000000,5000,3483,0.696600,3483,1517,3946,1054,3445,0.989090,0.873036,501,38,1016,539,0.126964,0.036053
189,0.137003,46.756000,2.287675,53.390000,1.685410,0.000000,0.000000,0.722800,0.000000,5000,3614,0.722800,3614,1386,4106,894,3581,0.990869,0.872138,525,33,861,558,0.127862,0.036913
190,0.204094,41.364000,2.508987,46.910000,1.891510,0.000000,0.000000,0.639400,0.000000,5000,3197,0.639400,3197,1803,3790,1210,3148,0.984673,0.830607,642,49,1161,691,0.169393,0.040496
191,0.115581,44.126000,2.377831,50.210000,1.827960,0.000000,0.000000,0.685800,0.000000,5000,3429,0.685800,3429,1571,4120,880,3400,0.991543,0.825243,720,29,851,749,0.174757,0.032955
192,0.087890,42.714000,2.552911,56.030000,1.733273,0.000000,0.000000,0.780800,0.000000,5000,3904,0.780800,3904,1096,4444,556,3891,0.996670,0.875563,553,13,543,566,0.124437,0.023381
193,0.132795,42.978000,2.405773,50.050000,1.779413,0.000000,0.000000,0.699200,0.000000,5000,3496,0.699200,3496,1504,4110,890,3439,0.983696,0.836740,671,57,833,728,0.163260,0.064045
194,0.150095,43.684000,2.356350,47.320000,1.870500,0.000000,0.000000,0.654200,0.000000,5000,3271,0.654200,3271,1729,3952,1048,3228,0.986854,0.816802,724,43,1005,767,0.183198,0.041031
195,0.157488,40.712000,2.568528,50.930000,1.801938,0.000000,0.000000,0.804600,0.000000,5000,4023,0.804600,4023,977,4348,652,4007,0.996023,0.921573,341,16,636,357,0.078427,0.024540
196,0.132872,45.422000,2.351482,53.920000,1.680072,0.000000,0.000000,0.693200,0.000000,5000,3466,0.693200,3466,1534,3742,1258,3436,0.991344,0.918226,306,30,1228,336,0.081774,0.023847
197,0.128847,40.800000,2.538047,48.730000,1.863929,0.000000,0.000000,0.728200,0.000000,5000,3641,0.728200,3641,1359,4246,754,3575,0.981873,0.841969,671,66,688,737,0.158031,0.087533
198,0.108881,47.390000,2.298406,57.730000,1.597078,0.000000,0.000000,0.747200,0.000000,5000,3736,0.747200,3736,1264,4510,490,3723,0.996520,0.825499,787,13,477,800,0.174501,0.026531
199,0.120062,44.940000,2.337898,53.100000,1.698410,0.000000,0.000000,0.720600,0.000000,5000,3603,0.720600,3603,1397,4076,924,3568,0.990286,0.875368,508,35,889,543,0.124632,0.037879
200,0.157068,47.122000,2.370979,57.270000,1.703004,0.000000,0.000000,0.707600,0.000000,5000,3538,0.707600,3538,1462,4000,1000,3483,0.984454,0.870750,517,55,945,572,0.129250,0.055000
201,0.087848,46.538000,2.329395,57.790000,1.624856,0.000000,0.000000,0.604200,0.000000,5000,3021,0.604200,3021,1979,4032,968,2981,0.986759,0.739335,1051,40,928,1091,0.260665,0.041322
202,0.118422,42.188000,2.620194,54.960000,1.768115,0.000000,0.000000,0.687800,0.000000,5000,3439,0.687800,3439,1561,4086,914,3388,0.985170,0.829173,698,51,863,749,0.170827,0.055799
203,0.116848,46.440000,2.329730,55.790000,1.674026,0.000000,0.000000,0.709400,0.000000,5000,3547,0.709400,3547,1453,3962,1038,3521,0.992670,0.888693,441,26,1012,467,0.111307,0.025048
204,0.127100,42.944000,2.443530,53.560000,1.712270,0.000000,0.000000,0.665400,0.000000,5000,3327,0.665400,3327,1673,3704,1296,3287,0.987977,0.887419,417,40,1256,457,0.112581,0.030864
205,0.099970,45.684000,2.394217,54.820000,1.692270,0.000000,0.000000,0.723600,0.000000,5000,3618,0.723600,3618,1382,4118,882,3598,0.994472,0.873725,520,20,862,540,0.126275,0.022676
206,0.101490,43.898000,2.499573,53.640000,1.747092,0.000000,0.000000,0.707800,0.000000,5000,3539,0.707800,3539,1461,3888,1112,3516,0.993501,0.904321,372,23,1089,395,0.095679,0.020683
207,0.154759,42.478000,2.573840,55.990000,1.674750,0.000000,0.000000,0.663000,0.000000,5000,3315,0.663000,3315,1685,3758,1242,3278,0.988839,0.872272,480,37,1205,517,0.127728,0.029791
208,0.117207,48.404000,2.327587,59.070000,1.578445,0.000000,0.000000,0.749600,0.000000,5000,3748,0.749600,3748,1252,3836,1164,3725,0.993863,0.971064,111,23,1141,134,0.028936,0.019759
209,0.136834,47.950000,2.367361,59.050000,1.611615,0.000000,0.000000,0.794400,0.000000,5000,3972,0.794400,3972,1028,4086,914,3940,0.991944,0.964268,146,32,882,178,0.035732,0.035011
210,0.108728,49.600000,2.268354,59.660000,1.548180,0.000000,0.000000,0.727000,0.000000,5000,3635,0.727000,3635,1365,4242,758,3588,0.987070,0.845827,654,47,711,701,0.154173,0.062005
211,0.150453,45.354000,2.420820,56.760000,1.662500,0.000000,0.000000,0.586600,0.000000,5000,2933,0.586600,2933,2067,3842,1158,2854,0.973065,0.742842,988,79,1079,1067,0.257158,0.068221
212,0.134007,47.416000,2.359680,56.040000,1.688608,0.000000,0.000000,0.778000,0.000000,5000,3890,0.778000,3890,1110,3970,1030,3875,0.996144,0.976071,95,15,1015,110,0.023929,0.014563
213,0.148941,46.986000,2.348306,53.760000,1.700929,0.000000,0.000000,0.672200,0.000000,5000,3361,0.672200,3361,1639,3892,1108,3331,0.991074,0.855858,561,30,1078,591,0.144142,0.027076
214,0.111903,43.930000,2.516961,55.590000,1.721475,0.000000,0.000000,0.692200,0.000000,5000,3461,0.692200,3461,1539,3944,1056,3439,0.993643,0.871957,505,22,1034,527,0.128043,0.020833
215,0.105937,44.132000,2.451951,55.020000,1.695560,0.000000,0.000000,0.686200,0.000000,5000,3431,0.686200,3431,1569,4112,888,3388,0.987467,0.823930,724,43,845,767,0.176070,0.048423
216,0.148474,46.062000,2.371860,50.550000,1.825027,0.000000,0.000000,0.708200,0.000000,5000,3541,0.708200,3541,1459,4004,996,3508,0.990681,0.876124,496,33,963,529,0.123876,0.033133
217,0.135917,49.058000,2.273116,59.670000,1.571402,0.000000,0.000000,0.565400,0.000000,5000,2827,0.565400,2827,2173,3984,1016,2759,0.975946,0.692520,1225,68,948,1293,0.307480,0.066929
218,0.096532,46.310000,2.387668,51.930000,1.839684,0.000000,0.000000,0.711600,0.000000,5000,3558,0.711600,3558,1442,4048,952,3544,0.996065,0.875494,504,14,938,518,0.124506,0.014706
219,0.136023,47.794000,2.334809,54.890000,1.689199,0.000000,0.000000,0.679600,0.000000,5000,3398,0.679600,3398,1602,3758,1242,3341,0.983225,0.889037,417,57,1185,474,0.110963,0.045894
220,0.097516,47.560000,2.331988,54.460000,1.732471,0.000000,0.000000,0.695800,0.000000,5000,3479,0.695800,3479,1521,4330,670,3445,0.990227,0.795612,885,34,636,919,0.204388,0.050746
221,0.106174,45.680000,2.438939,56.170000,1.715640,0.000000,0.000000,0.688400,0.000000,5000,3442,0.688400,3442,1558,3988,1012,3424,0.994770,0.858576,564,18,994,582,0.141424,0.017787
222,0.147128,49.138000,2.303164,59.960000,1.578868,0.000000,0.000000,0.793000,0.000000,5000,3965,0.793000,3965,1035,4344,656,3945,0.994956,0.908149,399,20,636,419,0.091851,0.030488
223,0.122572,50.186000,2.289625,61.190000,1.566885,0.000000,0.000000,0.664800,0.000000,5000,3324,0.664800,3324,1676,3720,1280,3278,0.986161,0.881183,442,46,1234,488,0.118817,0.035937
224,0.107963,49.416000,2.298361,57.600000,1.607423,0.000000,0.000000,0.806800,0.000000,5000,4034,0.806800,4034,966,4160,840,4013,0.994794,0.964663,147,21,819,168,0.035337,0.025000
225,0.111266,48.026000,2.335169,58.230000,1.618500,0.000000,0.000000,0.720200,0.000000,5000,3601,0.720200,3601,1399,3988,1012,3559,0.988337,0.892427,429,42,970,471,0.107573,0.041502
226,0.122387,51.876000,2.238753,59.010000,1.624093,0.000000,0.000000,0.708600,0.000000,5000,3543,0.708600,3543,1457,4064,936,3465,0.977985,0.852608,599,78,858,677,0.147392,0.083333
227,0.118371,48.992000,2.342670,58.070000,1.652374,0.000000,0.000000,0.665600,0.000000,5000,3328,0.665600,3328,1672,3748,1252,3291,0.988882,0.878068,457,37,1215,494,0.121932,0.029553
228,0.099823,46.754000,2.377332,53.100000,1.752019,0.000000,0.000000,0.705200,0.000000,5000,3526,0.705200,3526,1474,4198,802,3491,0.990074,0.831586,707,35,767,742,0.168414,0.043641
229,0.131552,47.938000,2.355437,54.760000,1.738351,0.000000,0.000000,0.790800,0.000000,5000,3954,0.790800,3954,1046,4048,952,3923,0.992160,0.969121,125,31,921,156,0.030879,0.032563
230,0.102387,48.754000,2.339239,52.950000,1.774507,0.000000,0.000000,0.723200,0.000000,5000,3616,0.723200,3616,1384,3912,1088,3594,0.993916,0.918712,318,22,1066,340,0.081288,0.020221
231,0.138463,50.966000,2.296251,58.870000,1.652104,0.000000,0.000000,0.828400,0.000000,5000,4142,0.828400,4142,858,4254,746,4120,0.994689,0.968500,134,22,724,156,0.031500,0.029491
232,0.107926,45.674000,2.548816,56.080000,1.813501,0.000000,0.000000,0.799400,0.000000,5000,3997,0.799400,3997,1003,4268,732,3973,0.993995,0.930881,295,24,708,319,0.069119,0.032787
233,0.126413,43.338000,2.593579,51.300000,1.953413,0.000000,0.000000,0.664200,0.000000,5000,3321,0.664200,3321,1679,3960,1040,3275,0.986149,0.827020,685,46,994,731,0.172980,0.044231
234,0.136578,47.826000,2.412497,52.070000,1.828096,0.000000,0.000000,0.722600,0.000000,5000,3613,0.722600,3613,1387,3832,1168,3581,0.991143,0.934499,251,32,1136,283,0.065501,0.027397
235,0.089400,48.492000,2.403590,59.540000,1.647609,0.000000,0.000000,0.710000,0.000000,5000,3550,0.710000,3550,1450,4044,956,3527,0.993521,0.872156,517,23,933,540,0.127844,0.024059
236,0.093883,44.294000,2.515165,53.210000,1.763671,0.000000,0.000000,0.692000,0.000000,5000,3460,0.692000,3460,1540,4132,868,3432,0.991908,0.830591,700,28,840,728,0.169409,0.032258
237,0.112845,46.798000,2.461630,54.780000,1.794968,0.000000,0.000000,0.671600,0.000000,5000,3358,0.671600,3358,1642,3812,1188,3323,0.989577,0.871721,489,35,1153,524,0.128279,0.029461
238,0.154278,47.284000,2.512743,57.880000,1.728946,0.000000,0.000000,0.708800,0.000000,5000,3544,0.708800,3544,1456,3862,1138,3450,0.973476,0.893320,412,94,1044,506,0.106680,0.082601
239,0.091781,48.580000,2.393815,55.650000,1.687697,0.000000,0.000000,0.692000,0.000000,5000,3460,0.692000,3460,1540,3896,1104,3423,0.989306,0.878593,473,37,1067,510,0.121407,0.033514
240,0.116716,48.024000,2.419326,53.200000,1.813885,0.000000,0.000000,0.776600,0.000000,5000,3883,0.776600,3883,1117,3968,1032,3864,0.995107,0.973790,104,19,1013,123,0.026210,0.018411
241,0.185296,47.774000,2.419107,59.700000,1.603103,0.000000,0.000000,0.745000,0.000000,5000,3725,0.745000,3725,1275,3996,1004,3656,0.981477,0.914915,340,69,935,409,0.085085,0.068725
242,0.081045,48.304000,2.419580,59.730000,1.620265,0.000000,0.000000,0.728000,0.000000,5000,3640,0.728000,3640,1360,3940,1060,3625,0.995879,0.920051,315,15,1045,330,0.079949,0.014151
243,0.088445,50.690000,2.346606,60.670000,1.640751,0.000000,0.000000,0.712600,0.000000,5000,3563,0.712600,3563,1437,4208,792,3530,0.990738,0.838878,678,33,759,711,0.161122,0.041667
244,0.150780,47.138000,2.455194,57.430000,1.679599,0.000000,0.000000,0.711600,0.000000,5000,3558,0.711600,3558,1442,3922,1078,3504,0.984823,0.893422,418,54,1024,472,0.106578,0.050093
245,0.142840,50.686000,2.348081,62.640000,1.545003,0.000000,0.000000,0.733400,0.000000,5000,3667,0.733400,3667,1333,4120,880,3636,0.991546,0.882524,484,31,849,515,0.117476,0.035227
246,0.082987,46.868000,2.467168,57.300000,1.696004,0.000000,0.000000,0.710000,0.000000,5000,3550,0.710000,3550,1450,4248,752,3522,0.992113,0.829096,726,28,724,754,0.170904,0.037234
247,0.137205,47.796000,2.403677,55.220000,1.734323,0.000000,0.000000,0.774000,0.000000,5000,3870,0.774000,3870,1130,4352,648,3836,0.991214,0.881434,516,34,614,550,0.118566,0.052469
248,0.068718,45.310000,2.533890,50.190000,1.941431,0.000000,0.000000,0.785600,0.000000,5000,3928,0.785600,3928,1072,4450,550,3910,0.995418,0.878652,540,18,532,558,0.121348,0.032727
249,0.167644,51.282000,2.299738,60.610000,1.577681,0.000000,0.000000,0.777200,0.000000,5000,3886,0.777200,3886,1114,3982,1018,3831,0.985847,0.962079,151,55,963,206,0.037921,0.054028
250,0.148427,46.358000,2.420741,53.970000,1.811350,0.000000,0.000000,0.705400,0.000000,5000,3527,0.705400,3527,1473,3984,1016,3490,0.989509,0.876004,494,37,979,531,0.123996,0.036417
251,0.112425,43.444000,2.523846,49.840000,1.856838,0.000000,0.000000,0.690000,0.000000,5000,3450,0.690000,3450,1550,4162,838,3421,0.991594,0.821961,741,29,809,770,0.178039,0.034606
252,0.068348,46.868000,2.464809,51.880000,1.870269,0.000000,0.000000,0.806000,0.000000,5000,4030,0.806000,4030,970,4346,654,4015,0.996278,0.923838,331,15,639,346,0.076162,0.022936
253,0.113801,48.786000,2.385150,58.600000,1.643709,0.000000,0.000000,0.762000,0.000000,5000,3810,0.762000,3810,1190,4040,960,3772,0.990026,0.933663,268,38,922,306,0.066337,0.039583
254,0.111778,46.534000,2.496497,52.720000,1.830059,0.000000,0.000000,0.694800,0.000000,5000,3474,0.694800,3474,1526,4064,936,3418,0.983880,0.841043,646,56,880,702,0.158957,0.059829
255,0.094343,47.960000,2.438272,56.550000,1.712843,0.000000,0.000000,0.785200,0.000000,5000,3926,0.785200,3926,1074,4136,864,3898,0.992868,0.942456,238,28,836,266,0.057544,0.032407
256,0.079925,50.290000,2.371485,56.570000,1.700029,0.000000,0.000000,0.738400,0.000000,5000,3692,0.738400,3692,1308,3962,1038,3672,0.994583,0.926805,290,20,1018,310,0.073195,0.019268
257,0.096832,48.642000,2.436752,58.890000,1.626575,0.000000,0.000000,0.682600,0.000000,5000,3413,0.682600,3413,1587,3992,1008,3364,0.985643,0.842685,628,49,959,677,0.157315,0.048611
258,0.125838,43.208000,2.667043,53.410000,1.900024,0.000000,0.000000,0.684400,0.000000,5000,3422,0.684400,3422,1578,4044,956,3371,0.985096,0.833581,673,51,905,724,0.166419,0.053347
259,0.114625,48.264000,2.527068,58.830000,1.750128,0.000000,0.000000,0.679600,0.000000,5000,3398,0.679600,3398,1602,4054,946,3355,0.987345,0.827578,699,43,903,742,0.172422,0.045455
