epoch,train_loss,global_test_acc,global_test_loss,personal_apa,personal_loss,clean_ratio,agreement_ratio
0,1.124737,21.230000,2.206230,0.000000,0.000000,1.000000,0.000000
1,1.195497,25.450000,2.120355,0.000000,0.000000,1.000000,0.000000
2,1.180875,28.660000,2.055358,0.000000,0.000000,1.000000,0.000000
3,1.184479,29.980000,2.018948,0.000000,0.000000,1.000000,0.000000
4,1.081813,32.120000,1.990615,0.000000,0.000000,1.000000,0.000000
5,1.090321,35.130000,1.946704,0.000000,0.000000,1.000000,0.000000
6,1.118252,36.300000,1.929607,0.000000,0.000000,1.000000,0.000000
7,1.115655,33.790000,1.934190,0.000000,0.000000,1.000000,0.000000
8,1.035765,38.820000,1.892104,0.000000,0.000000,1.000000,0.000000
9,1.121094,39.450000,1.880889,0.000000,0.000000,1.000000,0.000000
10,1.086093,40.080000,1.867466,0.000000,0.000000,1.000000,0.000000
11,1.056222,39.460000,1.862980,0.000000,0.000000,1.000000,0.000000
12,1.020909,42.490000,1.835548,0.000000,0.000000,1.000000,0.000000
13,0.990642,40.890000,1.838545,0.000000,0.000000,1.000000,0.000000
14,1.094850,40.460000,1.844855,0.000000,0.000000,1.000000,0.000000
15,1.080159,39.360000,1.865387,0.000000,0.000000,1.000000,0.000000
16,1.111382,40.420000,1.843783,0.000000,0.000000,1.000000,0.000000
17,1.089244,40.760000,1.830549,0.000000,0.000000,1.000000,0.000000
18,1.086891,43.380000,1.819398,0.000000,0.000000,1.000000,0.000000
19,1.040760,42.780000,1.820565,0.000000,0.000000,1.000000,0.000000
20,1.133475,42.340000,1.834412,0.000000,0.000000,1.000000,0.000000
21,1.001468,40.940000,1.828881,0.000000,0.000000,1.000000,0.000000
22,1.044129,40.990000,1.830002,0.000000,0.000000,1.000000,0.000000
23,1.012864,42.740000,1.801255,0.000000,0.000000,1.000000,0.000000
24,1.042825,42.690000,1.803192,0.000000,0.000000,1.000000,0.000000
25,1.040115,42.710000,1.804003,0.000000,0.000000,1.000000,0.000000
26,1.072637,43.810000,1.784792,0.000000,0.000000,1.000000,0.000000
27,1.004097,40.260000,1.810794,0.000000,0.000000,1.000000,0.000000
28,1.008973,43.950000,1.781303,0.000000,0.000000,1.000000,0.000000
29,1.077039,40.970000,1.809349,0.000000,0.000000,1.000000,0.000000
30,1.058609,44.890000,1.791727,0.000000,0.000000,1.000000,0.000000
31,0.959864,43.620000,1.790316,0.000000,0.000000,1.000000,0.000000
32,1.115382,44.430000,1.781697,0.000000,0.000000,1.000000,0.000000
33,1.109158,41.800000,1.800794,0.000000,0.000000,1.000000,0.000000
34,1.008796,42.910000,1.785028,0.000000,0.000000,1.000000,0.000000
35,1.066295,44.160000,1.780084,0.000000,0.000000,1.000000,0.000000
36,0.990445,45.320000,1.771764,0.000000,0.000000,1.000000,0.000000
37,0.969239,45.550000,1.757818,0.000000,0.000000,1.000000,0.000000
38,0.978462,45.510000,1.747872,0.000000,0.000000,1.000000,0.000000
39,1.071120,45.690000,1.761168,0.000000,0.000000,1.000000,0.000000
40,0.973206,45.170000,1.763705,0.000000,0.000000,1.000000,0.000000
41,1.017507,43.740000,1.768380,0.000000,0.000000,1.000000,0.000000
42,1.082834,44.000000,1.777342,0.000000,0.000000,1.000000,0.000000
43,1.028964,43.480000,1.769492,0.000000,0.000000,1.000000,0.000000
44,1.027816,44.100000,1.769554,0.000000,0.000000,1.000000,0.000000
45,0.984954,44.110000,1.787966,0.000000,0.000000,1.000000,0.000000
46,1.013359,44.290000,1.770217,0.000000,0.000000,1.000000,0.000000
47,1.057295,43.920000,1.764366,0.000000,0.000000,1.000000,0.000000
48,0.986688,43.440000,1.752969,0.000000,0.000000,1.000000,0.000000
49,1.053549,44.680000,1.772388,0.000000,0.000000,1.000000,0.000000
50,0.950510,43.750000,1.762613,0.000000,0.000000,1.000000,0.000000
51,0.983034,44.370000,1.763312,0.000000,0.000000,1.000000,0.000000
52,1.017960,43.690000,1.761174,0.000000,0.000000,1.000000,0.000000
53,0.973582,43.020000,1.764909,0.000000,0.000000,1.000000,0.000000
54,0.947741,44.220000,1.761234,0.000000,0.000000,1.000000,0.000000
55,0.967685,45.140000,1.749044,0.000000,0.000000,1.000000,0.000000
56,1.045653,43.730000,1.764911,0.000000,0.000000,1.000000,0.000000
57,0.993280,42.560000,1.766457,0.000000,0.000000,1.000000,0.000000
58,0.989018,44.650000,1.754507,0.000000,0.000000,1.000000,0.000000
59,0.985728,43.940000,1.759476,0.000000,0.000000,1.000000,0.000000
60,1.015889,42.620000,1.761720,0.000000,0.000000,1.000000,0.000000
61,0.912784,43.400000,1.742914,0.000000,0.000000,1.000000,0.000000
62,0.956916,44.910000,1.728984,0.000000,0.000000,1.000000,0.000000
63,0.948283,44.630000,1.736767,0.000000,0.000000,1.000000,0.000000
64,0.936776,44.660000,1.737136,0.000000,0.000000,1.000000,0.000000
65,0.983397,46.140000,1.723289,0.000000,0.000000,1.000000,0.000000
66,0.999373,44.320000,1.743802,0.000000,0.000000,1.000000,0.000000
67,0.998416,42.100000,1.753915,0.000000,0.000000,1.000000,0.000000
68,0.941827,46.570000,1.722444,0.000000,0.000000,1.000000,0.000000
69,1.038917,44.770000,1.744873,0.000000,0.000000,1.000000,0.000000
70,0.992250,42.410000,1.756130,0.000000,0.000000,1.000000,0.000000
71,0.979831,44.160000,1.741389,0.000000,0.000000,1.000000,0.000000
72,0.930364,44.280000,1.729045,0.000000,0.000000,1.000000,0.000000
73,0.883331,44.550000,1.731879,0.000000,0.000000,1.000000,0.000000
74,0.938151,43.320000,1.753042,0.000000,0.000000,1.000000,0.000000
75,0.923057,45.430000,1.726071,0.000000,0.000000,1.000000,0.000000
76,0.987950,43.980000,1.743939,0.000000,0.000000,1.000000,0.000000
77,0.896786,44.230000,1.733307,0.000000,0.000000,1.000000,0.000000
78,0.943422,45.590000,1.715040,0.000000,0.000000,1.000000,0.000000
79,0.932995,43.930000,1.723545,0.000000,0.000000,1.000000,0.000000
80,0.988495,43.230000,1.744091,0.000000,0.000000,1.000000,0.000000
81,0.924382,44.680000,1.724274,0.000000,0.000000,1.000000,0.000000
82,0.946251,45.520000,1.720452,0.000000,0.000000,1.000000,0.000000
83,0.970062,44.830000,1.718366,0.000000,0.000000,1.000000,0.000000
84,0.979355,43.600000,1.749328,0.000000,0.000000,1.000000,0.000000
85,0.923936,43.560000,1.731628,0.000000,0.000000,1.000000,0.000000
86,0.986134,41.840000,1.738879,0.000000,0.000000,1.000000,0.000000
87,0.879100,44.810000,1.706740,0.000000,0.000000,1.000000,0.000000
88,0.970247,45.250000,1.714920,0.000000,0.000000,1.000000,0.000000
89,0.926430,45.020000,1.719592,0.000000,0.000000,1.000000,0.000000
90,0.891385,45.640000,1.710198,0.000000,0.000000,1.000000,0.000000
91,0.927462,44.030000,1.725692,0.000000,0.000000,1.000000,0.000000
92,0.994951,43.380000,1.744210,0.000000,0.000000,1.000000,0.000000
93,0.859598,44.290000,1.717373,0.000000,0.000000,1.000000,0.000000
94,0.983942,44.470000,1.727891,0.000000,0.000000,1.000000,0.000000
95,0.851655,43.810000,1.711008,0.000000,0.000000,1.000000,0.000000
96,0.960329,45.330000,1.706017,0.000000,0.000000,1.000000,0.000000
97,0.989656,43.860000,1.737393,0.000000,0.000000,1.000000,0.000000
98,0.920659,43.420000,1.735388,0.000000,0.000000,1.000000,0.000000
99,0.946098,44.090000,1.718417,0.000000,0.000000,1.000000,0.000000
100,0.192456,47.350000,1.606277,0.000000,0.000000,0.790120,0.000000
101,0.182830,51.570000,1.485667,0.000000,0.000000,0.746960,0.000000
102,0.189422,49.290000,1.466941,0.000000,0.000000,0.767320,0.000000
103,0.202065,49.920000,1.433692,0.000000,0.000000,0.766400,0.000000
104,0.179547,51.360000,1.418498,0.000000,0.000000,0.776880,0.000000
105,0.193798,50.330000,1.392823,0.000000,0.000000,0.775040,0.000000
106,0.190210,56.940000,1.307781,0.000000,0.000000,0.771920,0.000000
107,0.164354,54.680000,1.320368,0.000000,0.000000,0.761400,0.000000
108,0.175338,55.360000,1.307806,0.000000,0.000000,0.773880,0.000000
109,0.198520,55.800000,1.301595,0.000000,0.000000,0.762920,0.000000
110,0.174713,55.010000,1.302626,0.000000,0.000000,0.790080,0.000000
111,0.175805,55.360000,1.294078,0.000000,0.000000,0.781640,0.000000
112,0.177556,58.280000,1.237302,0.000000,0.000000,0.776440,0.000000
113,0.157729,57.870000,1.241443,0.000000,0.000000,0.783600,0.000000
114,0.162400,56.980000,1.240760,0.000000,0.000000,0.749840,0.000000
115,0.166103,57.460000,1.243210,0.000000,0.000000,0.759760,0.000000
116,0.179865,58.780000,1.208256,0.000000,0.000000,0.790040,0.000000
117,0.200610,55.160000,1.253417,0.000000,0.000000,0.771720,0.000000
118,0.180334,58.050000,1.222362,0.000000,0.000000,0.762520,0.000000
119,0.162609,57.920000,1.201460,0.000000,0.000000,0.758360,0.000000
120,0.166566,58.690000,1.217513,0.000000,0.000000,0.777120,0.000000
121,0.168862,58.200000,1.216558,0.000000,0.000000,0.778520,0.000000
122,0.182145,58.690000,1.205243,0.000000,0.000000,0.758320,0.000000
123,0.161183,56.990000,1.226823,0.000000,0.000000,0.773840,0.000000
124,0.173369,56.950000,1.226647,0.000000,0.000000,0.772040,0.000000
125,0.175933,58.350000,1.199981,0.000000,0.000000,0.765920,0.000000
126,0.171523,56.310000,1.233454,0.000000,0.000000,0.790200,0.000000
127,0.164968,58.770000,1.189237,0.000000,0.000000,0.749040,0.000000
128,0.154784,58.090000,1.198941,0.000000,0.000000,0.796520,0.000000
129,0.160019,56.750000,1.229245,0.000000,0.000000,0.808200,0.000000
130,0.165922,57.920000,1.218788,0.000000,0.000000,0.766760,0.000000
131,0.155544,57.540000,1.236251,0.000000,0.000000,0.757000,0.000000
132,0.162187,59.510000,1.183067,0.000000,0.000000,0.792520,0.000000
133,0.161825,57.310000,1.206837,0.000000,0.000000,0.781320,0.000000
134,0.137301,58.980000,1.195707,0.000000,0.000000,0.787960,0.000000
135,0.165318,58.790000,1.177250,0.000000,0.000000,0.767080,0.000000
136,0.127670,57.350000,1.211665,0.000000,0.000000,0.785240,0.000000
137,0.153106,57.900000,1.197981,0.000000,0.000000,0.784720,0.000000
138,0.163370,59.710000,1.172777,0.000000,0.000000,0.781240,0.000000
139,0.160618,60.480000,1.146568,0.000000,0.000000,0.782400,0.000000
140,0.125927,57.860000,1.201086,0.000000,0.000000,0.773240,0.000000
141,0.157250,59.710000,1.173789,0.000000,0.000000,0.774880,0.000000
