epoch,train_loss,global_test_acc,global_test_loss,aux_apa,aux_loss,core_clean_ratio,recover_ratio,train_ratio,recovery_trigger,core_count,recover_count,train_count,total_count,actual_train_clean_count,actual_round_clean_count,missed_clean_count,false_clean_count,total_wrong_count,actual_train_clean_ratio,clean_recall
166,0.317418,43.910000,1.517280,0.000000,0.000000,0.630200,0.090400,0.720600,1,3151,452,3603,5000,3329,3672,343,274,617,0.923952,0.906590
167,0.766912,47.580000,1.420763,0.000000,0.000000,0.626800,0.000000,0.626800,0,3134,0,3134,5000,2301,2488,187,833,1020,0.734205,0.924839
168,0.492128,42.910000,1.563142,0.000000,0.000000,0.697800,0.027000,0.724800,1,3489,135,3624,5000,3280,3336,56,344,400,0.905077,0.983213
169,0.662986,46.070000,1.469723,0.000000,0.000000,0.641000,0.000000,0.641000,0,3205,0,3205,5000,2558,2756,198,647,845,0.798128,0.928157
170,0.596569,46.950000,1.470375,0.000000,0.000000,0.642000,0.042400,0.684400,1,3210,212,3422,5000,2950,3044,94,472,566,0.862069,0.969120
171,0.484207,44.780000,1.500477,0.000000,0.000000,0.710000,0.000000,0.710000,0,3550,0,3550,5000,3115,3368,253,435,688,0.877465,0.924881
172,0.672587,45.100000,1.495686,0.000000,0.000000,0.614400,0.042400,0.656800,1,3072,212,3284,5000,2613,2700,87,671,758,0.795676,0.967778
173,0.533159,46.600000,1.462681,0.000000,0.000000,0.679800,0.000000,0.679800,0,3399,0,3399,5000,2958,3168,210,441,651,0.870256,0.933712
174,0.801361,41.430000,1.561358,0.000000,0.000000,0.616000,0.033800,0.649800,1,3080,169,3249,5000,2371,2408,37,878,915,0.729763,0.984635
175,0.440753,44.860000,1.487212,0.000000,0.000000,0.666600,0.000000,0.666600,0,3333,0,3333,5000,2974,3120,146,359,505,0.892289,0.953205
176,0.639403,47.990000,1.453927,0.000000,0.000000,0.658200,0.037400,0.695600,1,3291,187,3478,5000,2949,3028,79,529,608,0.847901,0.973910
177,0.473950,43.380000,1.563251,0.000000,0.000000,0.660400,0.000000,0.660400,0,3302,0,3302,5000,2895,3084,189,407,596,0.876741,0.938716
178,0.817113,48.500000,1.422444,0.000000,0.000000,0.669000,0.027200,0.696200,1,3345,136,3481,5000,2636,2676,40,845,885,0.757254,0.985052
179,0.486987,47.730000,1.463707,0.000000,0.000000,0.646800,0.000000,0.646800,0,3234,0,3234,5000,2812,3008,196,422,618,0.869511,0.934840
180,0.616848,46.220000,1.471171,0.000000,0.000000,0.677000,0.053200,0.730200,1,3385,266,3651,5000,3053,3128,75,598,673,0.836209,0.976023
181,0.395241,44.900000,1.502155,0.000000,0.000000,0.653200,0.000000,0.653200,0,3266,0,3266,5000,2967,3184,217,299,516,0.908451,0.931847
182,0.647000,40.950000,1.599858,0.000000,0.000000,0.685000,0.039000,0.724000,1,3425,195,3620,5000,2978,3028,50,642,692,0.822652,0.983487
183,0.736839,44.770000,1.501838,0.000000,0.000000,0.685600,0.000000,0.685600,0,3428,0,3428,5000,2627,2780,153,801,954,0.766336,0.944964
184,0.439463,44.360000,1.518564,0.000000,0.000000,0.611800,0.030200,0.642000,1,3059,151,3210,5000,2821,2860,39,389,428,0.878816,0.986364
185,0.742795,43.330000,1.540813,0.000000,0.000000,0.698400,0.000000,0.698400,0,3492,0,3492,5000,2700,2872,172,792,964,0.773196,0.940111
186,0.657577,45.020000,1.520081,0.000000,0.000000,0.668600,0.037800,0.706400,1,3343,189,3532,5000,2863,2924,61,669,730,0.810589,0.979138
187,0.241379,47.490000,1.437516,0.000000,0.000000,0.685200,0.000000,0.685200,0,3426,0,3426,5000,3340,3568,228,86,314,0.974898,0.936099
188,0.590641,45.520000,1.493109,0.000000,0.000000,0.682200,0.042200,0.724400,1,3411,211,3622,5000,3084,3164,80,538,618,0.851463,0.974716
189,0.336046,46.710000,1.508799,0.000000,0.000000,0.713800,0.000000,0.713800,0,3569,0,3569,5000,3317,3584,267,252,519,0.929392,0.925502
190,0.622775,44.880000,1.553185,0.000000,0.000000,0.642200,0.040800,0.683000,1,3211,204,3415,5000,2805,2848,43,610,653,0.821376,0.984902
191,0.634028,40.920000,1.613525,0.000000,0.000000,0.652000,0.000000,0.652000,0,3260,0,3260,5000,2706,2860,154,554,708,0.830061,0.946154
192,0.451581,47.130000,1.439363,0.000000,0.000000,0.635800,0.039000,0.674800,1,3179,195,3374,5000,3029,3080,51,345,396,0.897747,0.983442
193,0.299297,37.680000,1.702253,0.000000,0.000000,0.718800,0.000000,0.718800,0,3594,0,3594,5000,3323,3628,305,271,576,0.924597,0.915932
194,0.829621,41.610000,1.615453,0.000000,0.000000,0.693400,0.024800,0.718200,1,3467,124,3591,5000,2750,2780,30,841,871,0.765803,0.989209
195,0.329994,45.010000,1.478241,0.000000,0.000000,0.623200,0.000000,0.623200,0,3116,0,3116,5000,2890,3092,202,226,428,0.927471,0.934670
196,0.745957,42.210000,1.584855,0.000000,0.000000,0.611800,0.040000,0.651800,1,3059,200,3259,5000,2489,2520,31,770,801,0.763731,0.987698
197,0.739961,47.980000,1.418551,0.000000,0.000000,0.658600,0.000000,0.658600,0,3293,0,3293,5000,2517,2744,227,776,1003,0.764349,0.917274
198,0.536476,45.230000,1.498583,0.000000,0.000000,0.660000,0.037400,0.697400,1,3300,187,3487,5000,3025,3076,51,462,513,0.867508,0.983420
199,0.804664,47.560000,1.440533,0.000000,0.000000,0.714800,0.000000,0.714800,0,3574,0,3574,5000,2640,2800,160,934,1094,0.738668,0.942857
200,0.601840,44.640000,1.497820,0.000000,0.000000,0.599800,0.032800,0.632600,1,2999,164,3163,5000,2590,2668,78,573,651,0.818843,0.970765
201,0.406312,42.910000,1.563404,0.000000,0.000000,0.732200,0.000000,0.732200,0,3661,0,3661,5000,3327,3508,181,334,515,0.908768,0.948404
202,0.459137,43.190000,1.622541,0.000000,0.000000,0.658400,0.046000,0.704400,1,3292,230,3522,5000,3173,3232,59,349,408,0.900909,0.981745
203,0.780276,44.150000,1.543447,0.000000,0.000000,0.587200,0.000000,0.587200,0,2936,0,2936,5000,2089,2424,335,847,1182,0.711512,0.861799
204,0.652905,44.940000,1.492968,0.000000,0.000000,0.656800,0.022600,0.679400,1,3284,113,3397,5000,2803,2840,37,594,631,0.825140,0.986972
205,0.881950,45.880000,1.479744,0.000000,0.000000,0.651200,0.000000,0.651200,0,3256,0,3256,5000,2288,2392,104,968,1072,0.702703,0.956522
206,0.471021,45.810000,1.476492,0.000000,0.000000,0.654800,0.035800,0.690600,1,3274,179,3453,5000,2992,3028,36,461,497,0.866493,0.988111
207,0.452447,39.420000,1.648370,0.000000,0.000000,0.615400,0.000000,0.615400,0,3077,0,3077,5000,2732,2952,220,345,565,0.887878,0.925474
208,0.749172,39.460000,1.639805,0.000000,0.000000,0.671400,0.034000,0.705400,1,3357,170,3527,5000,2694,2752,58,833,891,0.763822,0.978924
209,0.548227,39.010000,1.696739,0.000000,0.000000,0.660000,0.000000,0.660000,0,3300,0,3300,5000,2769,3004,235,531,766,0.839091,0.921771
210,0.706547,43.020000,1.586076,0.000000,0.000000,0.637800,0.034600,0.672400,1,3189,173,3362,5000,2643,2688,45,719,764,0.786139,0.983259
211,0.568504,42.000000,1.589804,0.000000,0.000000,0.629600,0.000000,0.629600,0,3148,0,3148,5000,2681,3028,347,467,814,0.851652,0.885403
212,0.382554,46.690000,1.465655,0.000000,0.000000,0.723000,0.042600,0.765600,1,3615,213,3828,5000,3521,3620,99,307,406,0.919801,0.972652
213,0.693442,47.880000,1.419942,0.000000,0.000000,0.684000,0.000000,0.684000,0,3420,0,3420,5000,2748,2916,168,672,840,0.803509,0.942387
214,0.248428,51.320000,1.363376,0.000000,0.000000,0.735400,0.037200,0.772600,1,3677,186,3863,5000,3729,3824,95,134,229,0.965312,0.975157
215,0.580117,49.800000,1.416425,0.000000,0.000000,0.641200,0.000000,0.641200,0,3206,0,3206,5000,2538,2740,202,668,870,0.791641,0.926277
216,0.707353,49.260000,1.415272,0.000000,0.000000,0.639800,0.032000,0.671800,1,3199,160,3359,5000,2716,2756,40,643,683,0.808574,0.985486
217,0.289762,46.800000,1.451379,0.000000,0.000000,0.670800,0.000000,0.670800,0,3354,0,3354,5000,3162,3408,246,192,438,0.942755,0.927817
218,0.644148,43.140000,1.577936,0.000000,0.000000,0.600000,0.034600,0.634600,1,3000,173,3173,5000,2530,2572,42,643,685,0.797353,0.983670
219,0.760254,46.420000,1.495331,0.000000,0.000000,0.718400,0.000000,0.718400,0,3592,0,3592,5000,2648,2828,180,944,1124,0.737194,0.936351
220,0.532866,48.910000,1.422651,0.000000,0.000000,0.677200,0.033000,0.710200,1,3386,165,3551,5000,3053,3108,55,498,553,0.859758,0.982304
221,0.670247,43.160000,1.555722,0.000000,0.000000,0.718000,0.000000,0.718000,0,3590,0,3590,5000,2999,3236,237,591,828,0.835376,0.926761
222,0.559563,46.120000,1.482340,0.000000,0.000000,0.639600,0.042000,0.681600,1,3198,210,3408,5000,2809,2904,95,599,694,0.824237,0.967287
223,0.732449,48.920000,1.412831,0.000000,0.000000,0.683600,0.000000,0.683600,0,3418,0,3418,5000,2599,2748,149,819,968,0.760386,0.945779
224,0.500545,41.660000,1.574557,0.000000,0.000000,0.743400,0.036800,0.780200,1,3717,184,3901,5000,3530,3660,130,371,501,0.904896,0.964481
225,0.570588,45.030000,1.505018,0.000000,0.000000,0.576400,0.000000,0.576400,0,2882,0,2882,5000,2432,2560,128,450,578,0.843858,0.950000
226,0.428434,43.700000,1.609073,0.000000,0.000000,0.703000,0.039400,0.742400,1,3515,197,3712,5000,3314,3408,94,398,492,0.892780,0.972418
227,0.618037,44.030000,1.582344,0.000000,0.000000,0.655400,0.000000,0.655400,0,3277,0,3277,5000,2551,2704,153,726,879,0.778456,0.943417
228,0.550461,48.700000,1.416607,0.000000,0.000000,0.686800,0.025000,0.711800,1,3434,125,3559,5000,3048,3076,28,511,539,0.856420,0.990897
229,0.545495,45.630000,1.515314,0.000000,0.000000,0.636200,0.000000,0.636200,0,3181,0,3181,5000,2614,2748,134,567,701,0.821754,0.951237
230,0.657092,44.260000,1.529011,0.000000,0.000000,0.616600,0.033600,0.650200,1,3083,168,3251,5000,2658,2700,42,593,635,0.817595,0.984444
231,0.449262,41.810000,1.597629,0.000000,0.000000,0.624800,0.000000,0.624800,0,3124,0,3124,5000,2786,2988,202,338,540,0.891805,0.932396
232,0.643194,43.670000,1.576455,0.000000,0.000000,0.658800,0.033400,0.692200,1,3294,167,3461,5000,2952,2980,28,509,537,0.852933,0.990604
233,0.444859,45.470000,1.523117,0.000000,0.000000,0.582600,0.000000,0.582600,0,2913,0,2913,5000,2625,2964,339,288,627,0.901133,0.885628
234,0.584109,44.760000,1.473482,0.000000,0.000000,0.701200,0.037800,0.739000,1,3506,189,3695,5000,3144,3220,76,551,627,0.850880,0.976398
235,0.449788,44.740000,1.505924,0.000000,0.000000,0.633200,0.000000,0.633200,0,3166,0,3166,5000,2782,2972,190,384,574,0.878711,0.936070
236,0.732832,46.210000,1.455631,0.000000,0.000000,0.652200,0.049600,0.701800,1,3261,248,3509,5000,2576,2708,132,933,1065,0.734112,0.951256
237,0.398204,49.320000,1.374629,0.000000,0.000000,0.672600,0.000000,0.672600,0,3363,0,3363,5000,3043,3216,173,320,493,0.904847,0.946206
238,0.421751,48.250000,1.433995,0.000000,0.000000,0.668400,0.025200,0.693600,1,3342,126,3468,5000,3138,3196,58,330,388,0.904844,0.981852
239,0.340767,47.400000,1.412021,0.000000,0.000000,0.660800,0.000000,0.660800,0,3304,0,3304,5000,3081,3260,179,223,402,0.932506,0.945092
240,0.533855,50.980000,1.398642,0.000000,0.000000,0.664200,0.038600,0.702800,1,3321,193,3514,5000,2992,3112,120,522,642,0.851451,0.961440
241,0.332701,39.380000,1.728994,0.000000,0.000000,0.691600,0.000000,0.691600,0,3458,0,3458,5000,3169,3460,291,289,580,0.916426,0.915896
242,0.555240,48.330000,1.437357,0.000000,0.000000,0.646000,0.028600,0.674600,1,3230,143,3373,5000,2871,2948,77,502,579,0.851171,0.973881
243,0.513622,48.020000,1.442525,0.000000,0.000000,0.671600,0.000000,0.671600,0,3358,0,3358,5000,2878,3084,206,480,686,0.857058,0.933204
244,0.458644,49.040000,1.390474,0.000000,0.000000,0.665000,0.023200,0.688200,1,3325,116,3441,5000,3160,3248,88,281,369,0.918338,0.972906
245,0.309535,49.920000,1.355320,0.000000,0.000000,0.687000,0.000000,0.687000,0,3435,0,3435,5000,3185,3580,395,250,645,0.927220,0.889665
246,0.412119,51.220000,1.344237,0.000000,0.000000,0.608600,0.038200,0.646800,1,3043,191,3234,5000,2853,2920,67,381,448,0.882189,0.977055
247,0.784523,47.870000,1.424285,0.000000,0.000000,0.658600,0.000000,0.658600,0,3293,0,3293,5000,2360,2520,160,933,1093,0.716672,0.936508
248,0.639132,46.100000,1.492710,0.000000,0.000000,0.687000,0.039600,0.726600,1,3435,198,3633,5000,2979,3052,73,654,727,0.819983,0.976081
249,0.594051,46.190000,1.500230,0.000000,0.000000,0.672000,0.000000,0.672000,0,3360,0,3360,5000,2701,2828,127,659,786,0.803869,0.955092
250,0.642916,48.840000,1.401270,0.000000,0.000000,0.678600,0.023400,0.702000,1,3393,117,3510,5000,2854,2896,42,656,698,0.813105,0.985497
251,0.938364,46.040000,1.471117,0.000000,0.000000,0.665400,0.000000,0.665400,0,3327,0,3327,5000,2182,2300,118,1145,1263,0.655846,0.948696
252,0.617426,44.760000,1.479460,0.000000,0.000000,0.620000,0.032200,0.652200,1,3100,161,3261,5000,2546,2584,38,715,753,0.780742,0.985294
253,0.544404,49.640000,1.376926,0.000000,0.000000,0.612000,0.000000,0.612000,0,3060,0,3060,5000,2566,2716,150,494,644,0.838562,0.944772
254,0.413228,46.710000,1.465148,0.000000,0.000000,0.712600,0.032400,0.745000,1,3563,162,3725,5000,3437,3532,95,288,383,0.922685,0.973103
255,0.556996,44.070000,1.539575,0.000000,0.000000,0.697800,0.000000,0.697800,0,3489,0,3489,5000,2947,3164,217,542,759,0.844655,0.931416
256,0.469775,46.920000,1.479903,0.000000,0.000000,0.669200,0.034200,0.703400,1,3346,171,3517,5000,3038,3136,98,479,577,0.863804,0.968750
257,0.572385,49.470000,1.389650,0.000000,0.000000,0.682000,0.000000,0.682000,0,3410,0,3410,5000,2820,3004,184,590,774,0.826979,0.938748
258,0.914067,48.500000,1.393965,0.000000,0.000000,0.726800,0.033200,0.760000,1,3634,166,3800,5000,2611,2628,17,1189,1206,0.687105,0.993531
259,0.573619,49.220000,1.391775,0.000000,0.000000,0.718800,0.000000,0.718800,0,3594,0,3594,5000,2997,3284,287,597,884,0.833890,0.912607
260,0.483828,50.340000,1.386304,0.000000,0.000000,0.671800,0.033200,0.705000,1,3359,166,3525,5000,3034,3104,70,491,561,0.860709,0.977448
261,0.456072,45.140000,1.507790,0.000000,0.000000,0.647600,0.000000,0.647600,0,3238,0,3238,5000,2774,3016,242,464,706,0.856702,0.919761
262,0.568575,37.220000,1.879512,0.000000,0.000000,0.684000,0.025200,0.709200,1,3420,126,3546,5000,3069,3124,55,477,532,0.865482,0.982394
263,0.477826,42.070000,1.632945,0.000000,0.000000,0.711600,0.000000,0.711600,0,3558,0,3558,5000,3193,3496,303,365,668,0.897414,0.913330
264,0.766151,51.550000,1.342793,0.000000,0.000000,0.634000,0.042000,0.676000,1,3170,210,3380,5000,2542,2592,50,838,888,0.752071,0.980710
265,0.338301,48.830000,1.429260,0.000000,0.000000,0.693600,0.000000,0.693600,0,3468,0,3468,5000,3203,3520,317,265,582,0.923587,0.909943
266,0.496143,42.320000,1.594266,0.000000,0.000000,0.643000,0.033400,0.676400,1,3215,167,3382,5000,2849,2896,47,533,580,0.842401,0.983771
267,0.483754,49.460000,1.402032,0.000000,0.000000,0.696400,0.000000,0.696400,0,3482,0,3482,5000,2984,3168,184,498,682,0.856979,0.941919
268,0.488970,42.100000,1.562229,0.000000,0.000000,0.731800,0.039600,0.771400,1,3659,198,3857,5000,3377,3456,79,480,559,0.875551,0.977141
269,0.355913,45.470000,1.492934,0.000000,0.000000,0.687400,0.000000,0.687400,0,3437,0,3437,5000,3070,3372,302,367,669,0.893221,0.910439
270,0.374070,41.720000,1.652464,0.000000,0.000000,0.718600,0.048200,0.766800,1,3593,241,3834,5000,3481,3588,107,353,460,0.907929,0.970178
271,0.221146,46.000000,1.493731,0.000000,0.000000,0.607200,0.000000,0.607200,0,3036,0,3036,5000,2911,3100,189,125,314,0.958827,0.939032
272,0.341389,48.560000,1.412989,0.000000,0.000000,0.719200,0.033000,0.752200,1,3596,165,3761,5000,3440,3492,52,321,373,0.914650,0.985109
273,0.516995,46.120000,1.475610,0.000000,0.000000,0.708000,0.000000,0.708000,0,3540,0,3540,5000,2957,3164,207,583,790,0.835311,0.934576
274,0.548685,45.320000,1.489808,0.000000,0.000000,0.681200,0.032000,0.713200,1,3406,160,3566,5000,3103,3168,65,463,528,0.870163,0.979482
275,0.325194,41.160000,1.721357,0.000000,0.000000,0.650400,0.000000,0.650400,0,3252,0,3252,5000,3026,3192,166,226,392,0.930504,0.947995
276,0.557219,48.750000,1.422083,0.000000,0.000000,0.669800,0.043800,0.713600,1,3349,219,3568,5000,3016,3088,72,552,624,0.845291,0.976684
277,0.270121,49.830000,1.392860,0.000000,0.000000,0.666600,0.000000,0.666600,0,3333,0,3333,5000,3136,3364,228,197,425,0.940894,0.932224
278,0.633009,50.390000,1.398470,0.000000,0.000000,0.661000,0.030200,0.691200,1,3305,151,3456,5000,2788,2824,36,668,704,0.806713,0.987252
279,0.260731,52.840000,1.319753,0.000000,0.000000,0.702200,0.000000,0.702200,0,3511,0,3511,5000,3329,3624,295,182,477,0.948163,0.918598
280,0.364426,51.350000,1.386256,0.000000,0.000000,0.765000,0.027800,0.792800,1,3825,139,3964,5000,3615,3676,61,349,410,0.911958,0.983406
281,0.382885,47.170000,1.455093,0.000000,0.000000,0.734800,0.000000,0.734800,0,3674,0,3674,5000,3335,3540,205,339,544,0.907730,0.942090
282,0.431072,52.290000,1.330740,0.000000,0.000000,0.596600,0.032200,0.628800,1,2983,161,3144,5000,2710,2752,42,434,476,0.861959,0.984738
283,0.426390,49.220000,1.406190,0.000000,0.000000,0.690800,0.000000,0.690800,0,3454,0,3454,5000,3042,3264,222,412,634,0.880718,0.931985
284,0.464595,48.410000,1.446819,0.000000,0.000000,0.721000,0.034600,0.755600,1,3605,173,3778,5000,3275,3328,53,503,556,0.866861,0.984075
285,0.554505,49.780000,1.384846,0.000000,0.000000,0.670000,0.000000,0.670000,0,3350,0,3350,5000,2714,2896,182,636,818,0.810149,0.937155
286,0.546111,50.100000,1.358839,0.000000,0.000000,0.669800,0.047000,0.716800,1,3349,235,3584,5000,3052,3140,88,532,620,0.851562,0.971975
287,0.413257,52.500000,1.309951,0.000000,0.000000,0.657800,0.000000,0.657800,0,3289,0,3289,5000,2921,3184,263,368,631,0.888112,0.917399
288,0.588765,50.500000,1.413751,0.000000,0.000000,0.677800,0.043000,0.720800,1,3389,215,3604,5000,2889,2948,59,715,774,0.801609,0.979986
289,0.398569,49.190000,1.409045,0.000000,0.000000,0.649600,0.000000,0.649600,0,3248,0,3248,5000,2942,3088,146,306,452,0.905788,0.952720
290,0.307836,48.340000,1.461010,0.000000,0.000000,0.690600,0.039600,0.730200,1,3453,198,3651,5000,3470,3568,98,181,279,0.950425,0.972534
291,0.405447,46.940000,1.524140,0.000000,0.000000,0.635200,0.000000,0.635200,0,3176,0,3176,5000,2834,3056,222,342,564,0.892317,0.927356
292,0.412402,51.490000,1.346261,0.000000,0.000000,0.688000,0.042000,0.730000,1,3440,210,3650,5000,3273,3420,147,377,524,0.896712,0.957018
293,0.487790,46.260000,1.477734,0.000000,0.000000,0.720400,0.000000,0.720400,0,3602,0,3602,5000,3002,3220,218,600,818,0.833426,0.932298
294,0.697894,49.700000,1.445448,0.000000,0.000000,0.671800,0.051200,0.723000,1,3359,256,3615,5000,2743,2780,37,872,909,0.758783,0.986691
295,0.447903,49.040000,1.456795,0.000000,0.000000,0.655800,0.000000,0.655800,0,3279,0,3279,5000,2837,2976,139,442,581,0.865203,0.953293
296,0.526364,51.320000,1.388534,0.000000,0.000000,0.655800,0.025600,0.681400,1,3279,128,3407,5000,2812,2840,28,595,623,0.825360,0.990141
297,0.659772,48.040000,1.466098,0.000000,0.000000,0.699800,0.000000,0.699800,0,3499,0,3499,5000,2759,2924,165,740,905,0.788511,0.943570
298,0.471894,48.690000,1.454403,0.000000,0.000000,0.688200,0.039400,0.727600,1,3441,197,3638,5000,3162,3244,82,476,558,0.869159,0.974723
299,0.469969,50.620000,1.395953,0.000000,0.000000,0.691400,0.000000,0.691400,0,3457,0,3457,5000,3041,3212,171,416,587,0.879664,0.946762
300,0.538523,50.860000,1.408511,0.000000,0.000000,0.611000,0.025600,0.636600,1,3055,128,3183,5000,2718,2772,54,465,519,0.853911,0.980519
301,0.456218,49.850000,1.386367,0.000000,0.000000,0.685800,0.000000,0.685800,0,3429,0,3429,5000,3008,3284,276,421,697,0.877224,0.915956
302,0.848951,49.080000,1.375768,0.000000,0.000000,0.713200,0.031200,0.744400,1,3566,156,3722,5000,2674,2716,42,1048,1090,0.718431,0.984536
303,0.487593,47.140000,1.473790,0.000000,0.000000,0.721200,0.000000,0.721200,0,3606,0,3606,5000,3133,3340,207,473,680,0.868830,0.938024
304,0.607143,48.270000,1.415495,0.000000,0.000000,0.596400,0.024400,0.620800,1,2982,122,3104,5000,2471,2496,25,633,658,0.796070,0.989984
305,0.500391,46.790000,1.460806,0.000000,0.000000,0.701000,0.000000,0.701000,0,3505,0,3505,5000,2911,3120,209,594,803,0.830528,0.933013
306,0.479954,43.510000,1.589150,0.000000,0.000000,0.687800,0.037200,0.725000,1,3439,186,3625,5000,3101,3212,111,524,635,0.855448,0.965442
307,0.704108,42.650000,1.606018,0.000000,0.000000,0.673200,0.000000,0.673200,0,3366,0,3366,5000,2584,2732,148,782,930,0.767677,0.945827
308,0.554157,46.070000,1.436484,0.000000,0.000000,0.695800,0.040600,0.736400,1,3479,203,3682,5000,3082,3164,82,600,682,0.837045,0.974083
309,0.422730,47.630000,1.422287,0.000000,0.000000,0.688200,0.000000,0.688200,0,3441,0,3441,5000,3065,3328,263,376,639,0.890729,0.920974
310,0.652130,43.300000,1.581549,0.000000,0.000000,0.636200,0.023800,0.660000,1,3181,119,3300,5000,2640,2676,36,660,696,0.800000,0.986547
311,0.485981,46.370000,1.484012,0.000000,0.000000,0.673000,0.000000,0.673000,0,3365,0,3365,5000,2885,3028,143,480,623,0.857355,0.952774
312,0.584666,44.680000,1.530911,0.000000,0.000000,0.627200,0.037600,0.664800,1,3136,188,3324,5000,2684,2804,120,640,760,0.807461,0.957204
313,0.459350,46.450000,1.477930,0.000000,0.000000,0.677200,0.000000,0.677200,0,3386,0,3386,5000,3062,3252,190,324,514,0.904312,0.941574
314,0.730715,48.060000,1.446375,0.000000,0.000000,0.659000,0.028600,0.687600,1,3295,143,3438,5000,2600,2628,28,838,866,0.756254,0.989346
315,0.331008,46.710000,1.511046,0.000000,0.000000,0.716000,0.000000,0.716000,0,3580,0,3580,5000,3239,3416,177,341,518,0.904749,0.948185
316,0.404914,48.600000,1.524200,0.000000,0.000000,0.645400,0.031200,0.676600,1,3227,156,3383,5000,2970,3072,102,413,515,0.877919,0.966797
317,0.891305,48.570000,1.438677,0.000000,0.000000,0.678600,0.000000,0.678600,0,3393,0,3393,5000,2293,2388,95,1100,1195,0.675803,0.960218
318,0.501913,46.420000,1.515846,0.000000,0.000000,0.664600,0.037400,0.702000,1,3323,187,3510,5000,2997,3036,39,513,552,0.853846,0.987154
319,0.392904,42.240000,1.697368,0.000000,0.000000,0.701800,0.000000,0.701800,0,3509,0,3509,5000,3085,3288,203,424,627,0.879168,0.938260
320,0.554967,48.360000,1.425056,0.000000,0.000000,0.600400,0.060400,0.660800,1,3002,302,3304,5000,2791,2996,205,513,718,0.844734,0.931575
321,0.911829,44.520000,1.514180,0.000000,0.000000,0.662800,0.000000,0.662800,0,3314,0,3314,5000,2251,2324,73,1063,1136,0.679240,0.968589
322,0.530583,48.050000,1.431682,0.000000,0.000000,0.673400,0.030000,0.703400,1,3367,150,3517,5000,2974,3004,30,543,573,0.845607,0.990013
323,0.510089,38.940000,1.656166,0.000000,0.000000,0.703200,0.000000,0.703200,0,3516,0,3516,5000,2983,3136,153,533,686,0.848407,0.951212
324,0.725445,43.900000,1.522446,0.000000,0.000000,0.654800,0.032000,0.686800,1,3274,160,3434,5000,2607,2684,77,827,904,0.759173,0.971311
325,0.497010,46.470000,1.500901,0.000000,0.000000,0.748400,0.000000,0.748400,0,3742,0,3742,5000,3239,3376,137,503,640,0.865580,0.959419
326,0.657860,45.620000,1.493011,0.000000,0.000000,0.656000,0.020800,0.676800,1,3280,104,3384,5000,2698,2736,38,686,724,0.797281,0.986111
327,0.604852,46.930000,1.466325,0.000000,0.000000,0.724000,0.000000,0.724000,0,3620,0,3620,5000,2984,3136,152,636,788,0.824309,0.951531
328,0.787604,48.700000,1.444749,0.000000,0.000000,0.634000,0.035800,0.669800,1,3170,179,3349,5000,2396,2412,16,953,969,0.715437,0.993367
329,0.511675,49.320000,1.392747,0.000000,0.000000,0.707400,0.000000,0.707400,0,3537,0,3537,5000,2997,3172,175,540,715,0.847328,0.944830
330,0.669718,47.060000,1.457421,0.000000,0.000000,0.711800,0.028600,0.740400,1,3559,143,3702,5000,2912,2972,60,790,850,0.786602,0.979812
331,0.410491,46.720000,1.470483,0.000000,0.000000,0.668600,0.000000,0.668600,0,3343,0,3343,5000,2856,3012,156,487,643,0.854322,0.948207
332,0.210122,47.200000,1.479002,0.000000,0.000000,0.660000,0.033400,0.693400,1,3300,167,3467,5000,3361,3404,43,106,149,0.969426,0.987368
333,0.229038,48.280000,1.400702,0.000000,0.000000,0.668400,0.000000,0.668400,0,3342,0,3342,5000,3206,3388,182,136,318,0.959306,0.946281
334,0.706742,50.630000,1.357997,0.000000,0.000000,0.690400,0.063200,0.753600,1,3452,316,3768,5000,2913,3068,155,855,1010,0.773089,0.949478
335,0.478256,47.120000,1.465976,0.000000,0.000000,0.630600,0.000000,0.630600,0,3153,0,3153,5000,2669,2816,147,484,631,0.846495,0.947798
336,0.726299,48.940000,1.384937,0.000000,0.000000,0.680200,0.032600,0.712800,1,3401,163,3564,5000,2771,2832,61,793,854,0.777497,0.978460
337,0.484484,47.440000,1.421678,0.000000,0.000000,0.704200,0.000000,0.704200,0,3521,0,3521,5000,2992,3136,144,529,673,0.849759,0.954082
338,0.892937,47.300000,1.430347,0.000000,0.000000,0.625800,0.038000,0.663800,1,3129,190,3319,5000,2173,2200,27,1146,1173,0.654715,0.987727
339,0.726866,41.380000,1.592061,0.000000,0.000000,0.708200,0.000000,0.708200,0,3541,0,3541,5000,2644,2732,88,897,985,0.746682,0.967789
340,0.647314,42.890000,1.563801,0.000000,0.000000,0.673600,0.038800,0.712400,1,3368,194,3562,5000,2711,2768,57,851,908,0.761089,0.979408
341,0.529316,47.660000,1.446737,0.000000,0.000000,0.704000,0.000000,0.704000,0,3520,0,3520,5000,2969,3108,139,551,690,0.843466,0.955277
342,0.704043,48.680000,1.416382,0.000000,0.000000,0.652600,0.034800,0.687400,1,3263,174,3437,5000,2525,2568,43,912,955,0.734652,0.983255
343,0.448830,46.360000,1.487635,0.000000,0.000000,0.704800,0.000000,0.704800,0,3524,0,3524,5000,2978,3100,122,546,668,0.845062,0.960645
344,0.479622,40.980000,1.645805,0.000000,0.000000,0.751800,0.039600,0.791400,1,3759,198,3957,5000,3302,3416,114,655,769,0.834471,0.966628
