epoch,train_loss,global_test_acc,global_test_loss,aux_apa,aux_loss,core_clean_ratio,recover_ratio,train_ratio,agreement_ratio,recovery_trigger,core_count,recover_count,train_count,total_count,actual_train_clean_count,actual_round_clean_count,missed_clean_count,false_clean_count,total_wrong_count,actual_train_clean_ratio,clean_recall
157,0.557186,45.840000,1.452879,0.000000,0.000000,0.666800,0.000000,0.666800,0.286200,0,3334,0,3334,5000,2931,3020,89,403,492,0.879124,0.970530
158,0.557992,45.640000,1.473342,0.000000,0.000000,0.642200,0.023000,0.665200,0.395200,1,3211,115,3326,5000,2934,2976,42,392,434,0.882141,0.985887
159,0.463679,46.020000,1.512227,0.000000,0.000000,0.716200,0.000000,0.716200,0.446200,0,3581,0,3581,5000,3292,3424,132,289,421,0.919296,0.961449
160,0.300204,43.440000,1.700728,0.000000,0.000000,0.676600,0.027800,0.704400,0.435600,1,3383,139,3522,5000,3356,3412,56,166,222,0.952868,0.983587
161,0.555821,44.590000,1.601260,0.000000,0.000000,0.642200,0.000000,0.642200,0.402000,0,3211,0,3211,5000,2683,2808,125,528,653,0.835565,0.955484
162,0.560288,49.730000,1.451168,0.000000,0.000000,0.630000,0.033600,0.663600,0.449400,1,3150,168,3318,5000,2851,2912,61,467,528,0.859253,0.979052
163,0.463447,50.800000,1.386965,0.000000,0.000000,0.719600,0.000000,0.719600,0.409600,0,3598,0,3598,5000,3158,3340,182,440,622,0.877710,0.945509
164,0.508277,38.890000,1.733069,0.000000,0.000000,0.638600,0.017800,0.656400,0.425800,1,3193,89,3282,5000,2775,2816,41,507,548,0.845521,0.985440
165,0.225038,43.780000,1.577622,0.000000,0.000000,0.686400,0.000000,0.686400,0.436800,0,3432,0,3432,5000,3359,3484,125,73,198,0.978730,0.964122
166,0.724822,44.330000,1.563700,0.000000,0.000000,0.596200,0.023600,0.619800,0.429600,1,2981,118,3099,5000,2401,2424,23,698,721,0.774766,0.990512
167,0.693949,40.990000,1.671352,0.000000,0.000000,0.711400,0.000000,0.711400,0.454400,0,3557,0,3557,5000,2840,2940,100,717,817,0.798426,0.965986
168,0.374226,43.200000,1.629791,0.000000,0.000000,0.708600,0.028600,0.737200,0.458800,1,3543,143,3686,5000,3370,3428,58,316,374,0.914270,0.983081
169,0.478438,42.780000,1.647047,0.000000,0.000000,0.657000,0.000000,0.657000,0.396400,0,3285,0,3285,5000,2883,3024,141,402,543,0.877626,0.953373
170,0.359841,48.040000,1.516045,0.000000,0.000000,0.720400,0.021200,0.741600,0.408600,1,3602,106,3708,5000,3363,3452,89,345,434,0.906958,0.974218
171,0.776370,48.160000,1.480015,0.000000,0.000000,0.582000,0.000000,0.582000,0.344600,0,2910,0,2910,5000,2228,2512,284,682,966,0.765636,0.886943
172,0.688324,47.350000,1.425549,0.000000,0.000000,0.638000,0.018800,0.656800,0.309600,1,3190,94,3284,5000,2666,2680,14,618,632,0.811815,0.994776
173,0.293804,40.380000,1.638082,0.000000,0.000000,0.718200,0.000000,0.718200,0.394000,0,3591,0,3591,5000,3355,3504,149,236,385,0.934280,0.957477
174,0.540401,41.310000,1.693133,0.000000,0.000000,0.727200,0.022600,0.749800,0.387200,1,3636,113,3749,5000,3188,3216,28,561,589,0.850360,0.991294
175,0.477373,47.820000,1.408495,0.000000,0.000000,0.617600,0.000000,0.617600,0.291000,0,3088,0,3088,5000,2790,2896,106,298,404,0.903497,0.963398
176,0.372100,48.060000,1.450362,0.000000,0.000000,0.737200,0.019200,0.756400,0.414600,1,3686,96,3782,5000,3560,3604,44,222,266,0.941301,0.987791
177,0.504090,45.030000,1.533243,0.000000,0.000000,0.655200,0.000000,0.655200,0.426200,0,3276,0,3276,5000,2856,2956,100,420,520,0.871795,0.966171
178,0.621575,48.340000,1.492391,0.000000,0.000000,0.675200,0.015000,0.690200,0.434400,1,3376,75,3451,5000,2893,2924,31,558,589,0.838308,0.989398
179,0.257259,49.770000,1.375423,0.000000,0.000000,0.700200,0.000000,0.700200,0.372200,0,3501,0,3501,5000,3403,3568,165,98,263,0.972008,0.953756
180,0.727509,46.920000,1.443936,0.000000,0.000000,0.636200,0.024800,0.661000,0.502600,1,3181,124,3305,5000,2555,2584,29,750,779,0.773071,0.988777
181,0.310482,50.030000,1.453409,0.000000,0.000000,0.707600,0.000000,0.707600,0.405400,0,3538,0,3538,5000,3369,3508,139,169,308,0.952233,0.960376
182,0.685247,46.940000,1.536391,0.000000,0.000000,0.626800,0.027400,0.654200,0.502000,1,3134,137,3271,5000,2600,2632,32,671,703,0.794864,0.987842
183,0.295164,48.110000,1.435721,0.000000,0.000000,0.684000,0.000000,0.684000,0.482800,0,3420,0,3420,5000,3287,3404,117,133,250,0.961111,0.965629
184,0.956481,50.000000,1.381991,0.000000,0.000000,0.633400,0.018000,0.651400,0.359200,1,3167,90,3257,5000,2331,2364,33,926,959,0.715689,0.986041
185,0.261377,49.380000,1.385628,0.000000,0.000000,0.607400,0.000000,0.607400,0.430000,0,3037,0,3037,5000,2920,3020,100,117,217,0.961475,0.966887
186,0.351683,44.940000,1.484006,0.000000,0.000000,0.642000,0.013000,0.655000,0.379200,1,3210,65,3275,5000,3021,3064,43,254,297,0.922443,0.985966
187,0.734367,38.580000,1.666411,0.000000,0.000000,0.616600,0.000000,0.616600,0.449400,0,3083,0,3083,5000,2374,2476,102,709,811,0.770029,0.958805
188,0.724531,47.120000,1.443391,0.000000,0.000000,0.662200,0.034200,0.696400,0.326400,1,3311,171,3482,5000,2695,2744,49,787,836,0.773980,0.982143
189,0.369132,48.870000,1.390177,0.000000,0.000000,0.719600,0.000000,0.719600,0.389000,0,3598,0,3598,5000,3410,3540,130,188,318,0.947749,0.963277
190,0.452229,46.480000,1.426040,0.000000,0.000000,0.693800,0.023000,0.716800,0.451800,1,3469,115,3584,5000,3129,3180,51,455,506,0.873047,0.983962
191,0.700741,45.070000,1.491268,0.000000,0.000000,0.649000,0.000000,0.649000,0.432800,0,3245,0,3245,5000,2426,2500,74,819,893,0.747612,0.970400
192,0.431147,50.340000,1.348059,0.000000,0.000000,0.739400,0.023400,0.762800,0.362600,1,3697,117,3814,5000,3493,3532,39,321,360,0.915836,0.988958
193,0.607305,47.480000,1.414045,0.000000,0.000000,0.719800,0.000000,0.719800,0.366200,0,3599,0,3599,5000,3060,3164,104,539,643,0.850236,0.967130
194,0.451159,49.270000,1.383781,0.000000,0.000000,0.698800,0.014000,0.712800,0.382400,1,3494,70,3564,5000,3206,3260,54,358,412,0.899551,0.983436
195,0.597452,45.400000,1.491937,0.000000,0.000000,0.668800,0.000000,0.668800,0.419200,0,3344,0,3344,5000,2794,2872,78,550,628,0.835526,0.972841
196,0.363272,47.700000,1.425247,0.000000,0.000000,0.643400,0.020000,0.663400,0.397200,1,3217,100,3317,5000,3112,3152,40,205,245,0.938197,0.987310
197,0.767227,42.510000,1.570833,0.000000,0.000000,0.679400,0.000000,0.679400,0.456000,0,3397,0,3397,5000,2533,2616,83,864,947,0.745658,0.968272
198,0.505985,42.410000,1.584766,0.000000,0.000000,0.593400,0.037000,0.630400,0.361800,1,2967,185,3152,5000,2786,2948,162,366,528,0.883883,0.945047
199,0.702964,48.590000,1.407655,0.000000,0.000000,0.645000,0.000000,0.645000,0.374000,0,3225,0,3225,5000,2602,2696,94,623,717,0.806822,0.965134
200,0.613191,44.830000,1.501749,0.000000,0.000000,0.697800,0.018400,0.716200,0.482000,1,3489,92,3581,5000,3117,3140,23,464,487,0.870427,0.992675
201,0.372485,44.480000,1.488702,0.000000,0.000000,0.685200,0.000000,0.685200,0.491600,0,3426,0,3426,5000,3152,3268,116,274,390,0.920023,0.964504
202,0.545910,40.380000,1.654878,0.000000,0.000000,0.694200,0.019000,0.713200,0.407200,1,3471,95,3566,5000,3002,3032,30,564,594,0.841840,0.990106
203,0.810181,44.860000,1.533391,0.000000,0.000000,0.681600,0.000000,0.681600,0.373800,0,3408,0,3408,5000,2516,2632,116,892,1008,0.738263,0.955927
204,0.692283,41.380000,1.608269,0.000000,0.000000,0.708800,0.009600,0.718400,0.503000,1,3544,48,3592,5000,2829,2876,47,763,810,0.787584,0.983658
205,0.549986,46.530000,1.459333,0.000000,0.000000,0.632800,0.000000,0.632800,0.390800,0,3164,0,3164,5000,2716,2848,132,448,580,0.858407,0.953652
206,0.862151,43.520000,1.525779,0.000000,0.000000,0.693800,0.013000,0.706800,0.467000,1,3469,65,3534,5000,2519,2544,25,1015,1040,0.712790,0.990173
207,0.582134,44.260000,1.510485,0.000000,0.000000,0.693200,0.000000,0.693200,0.462600,0,3466,0,3466,5000,2780,2852,72,686,758,0.802077,0.974755
208,0.349694,47.010000,1.437732,0.000000,0.000000,0.787400,0.015000,0.802400,0.457600,1,3937,75,4012,5000,3779,3820,41,233,274,0.941924,0.989267
209,0.770883,48.830000,1.413707,0.000000,0.000000,0.657400,0.000000,0.657400,0.420800,0,3287,0,3287,5000,2599,2672,73,688,761,0.790691,0.972680
210,0.325931,47.580000,1.405042,0.000000,0.000000,0.699400,0.019400,0.718800,0.394800,1,3497,97,3594,5000,3373,3440,67,221,288,0.938509,0.980523
211,0.696069,49.110000,1.385736,0.000000,0.000000,0.640800,0.000000,0.640800,0.459000,0,3204,0,3204,5000,2516,2576,60,688,748,0.785268,0.976708
212,0.314118,43.290000,1.583749,0.000000,0.000000,0.696200,0.021800,0.718000,0.448000,1,3481,109,3590,5000,3331,3364,33,259,292,0.927855,0.990190
213,0.514478,40.430000,1.588760,0.000000,0.000000,0.656800,0.000000,0.656800,0.306800,0,3284,0,3284,5000,2896,2988,92,388,480,0.881851,0.969210
214,0.575293,41.330000,1.584960,0.000000,0.000000,0.675000,0.031800,0.706800,0.393200,1,3375,159,3534,5000,2954,2980,26,580,606,0.835880,0.991275
215,0.426862,48.170000,1.417080,0.000000,0.000000,0.654200,0.000000,0.654200,0.428600,0,3271,0,3271,5000,2961,3024,63,310,373,0.905228,0.979167
216,0.531440,48.120000,1.396108,0.000000,0.000000,0.656600,0.015400,0.672000,0.412800,1,3283,77,3360,5000,2951,2984,33,409,442,0.878274,0.988941
217,0.546964,46.430000,1.494540,0.000000,0.000000,0.671600,0.000000,0.671600,0.514400,0,3358,0,3358,5000,2898,3032,134,460,594,0.863014,0.955805
218,0.593735,44.270000,1.576416,0.000000,0.000000,0.630200,0.023400,0.653600,0.468000,1,3151,117,3268,5000,2703,2728,25,565,590,0.827111,0.990836
219,0.682022,47.500000,1.440724,0.000000,0.000000,0.669600,0.000000,0.669600,0.322200,0,3348,0,3348,5000,2745,2832,87,603,690,0.819892,0.969280
220,0.551788,45.090000,1.484910,0.000000,0.000000,0.763000,0.029200,0.792200,0.347200,1,3815,146,3961,5000,3264,3336,72,697,769,0.824034,0.978417
221,0.384409,49.080000,1.387559,0.000000,0.000000,0.679200,0.000000,0.679200,0.370400,0,3396,0,3396,5000,3150,3264,114,246,360,0.927562,0.965074
222,0.552156,48.850000,1.385384,0.000000,0.000000,0.691600,0.020400,0.712000,0.417000,1,3458,102,3560,5000,2966,3012,46,594,640,0.833146,0.984728
223,0.594607,48.420000,1.396745,0.000000,0.000000,0.648800,0.000000,0.648800,0.519200,0,3244,0,3244,5000,2770,2828,58,474,532,0.853884,0.979491
224,0.621145,49.220000,1.433300,0.000000,0.000000,0.720200,0.021000,0.741200,0.383000,1,3601,105,3706,5000,3010,3064,54,696,750,0.812196,0.982376
225,0.546003,48.970000,1.408561,0.000000,0.000000,0.651200,0.000000,0.651200,0.426400,0,3256,0,3256,5000,2761,2868,107,495,602,0.847973,0.962692
226,0.645009,48.490000,1.411446,0.000000,0.000000,0.732400,0.020200,0.752600,0.403400,1,3662,101,3763,5000,3095,3124,29,668,697,0.822482,0.990717
227,0.649569,48.790000,1.394512,0.000000,0.000000,0.708200,0.000000,0.708200,0.386600,0,3541,0,3541,5000,2886,2976,90,655,745,0.815024,0.969758
228,0.562724,45.760000,1.447990,0.000000,0.000000,0.631800,0.027000,0.658800,0.423800,1,3159,135,3294,5000,2758,2824,66,536,602,0.837280,0.976629
229,0.464136,47.340000,1.453446,0.000000,0.000000,0.635600,0.000000,0.635600,0.435000,0,3178,0,3178,5000,2706,2792,86,472,558,0.851479,0.969198
230,0.346754,50.970000,1.356273,0.000000,0.000000,0.683600,0.019000,0.702600,0.454600,1,3418,95,3513,5000,3294,3376,82,219,301,0.937660,0.975711
231,0.413943,36.980000,1.762686,0.000000,0.000000,0.631600,0.000000,0.631600,0.484600,0,3158,0,3158,5000,2823,2948,125,335,460,0.893920,0.957598
232,0.463430,47.130000,1.480214,0.000000,0.000000,0.638600,0.020800,0.659400,0.280200,1,3193,104,3297,5000,3000,3048,48,297,345,0.909918,0.984252
233,0.484207,48.190000,1.415375,0.000000,0.000000,0.663800,0.000000,0.663800,0.431400,0,3319,0,3319,5000,2872,2940,68,447,515,0.865321,0.976871
234,0.829602,44.570000,1.516816,0.000000,0.000000,0.691000,0.029200,0.720200,0.459800,1,3455,146,3601,5000,2490,2520,30,1111,1141,0.691475,0.988095
235,0.357205,51.300000,1.354055,0.000000,0.000000,0.646400,0.000000,0.646400,0.315600,0,3232,0,3232,5000,2983,3084,101,249,350,0.922958,0.967250
236,0.885958,51.580000,1.347004,0.000000,0.000000,0.636800,0.023200,0.660000,0.471600,1,3184,116,3300,5000,2307,2336,29,993,1022,0.699091,0.987586
237,0.557098,51.410000,1.383945,0.000000,0.000000,0.714800,0.000000,0.714800,0.444400,0,3574,0,3574,5000,3078,3168,90,496,586,0.861220,0.971591
238,0.484923,44.980000,1.495408,0.000000,0.000000,0.649400,0.018000,0.667400,0.396400,1,3247,90,3337,5000,2899,2952,53,438,491,0.868744,0.982046
239,0.328672,42.460000,1.579817,0.000000,0.000000,0.687600,0.000000,0.687600,0.412200,0,3438,0,3438,5000,3203,3336,133,235,368,0.931646,0.960132
240,0.378755,44.950000,1.547529,0.000000,0.000000,0.647400,0.020800,0.668200,0.471400,1,3237,104,3341,5000,3024,3064,40,317,357,0.905118,0.986945
241,0.586700,46.310000,1.523519,0.000000,0.000000,0.690800,0.000000,0.690800,0.520600,0,3454,0,3454,5000,2925,3100,175,529,704,0.846844,0.943548
242,0.393879,45.880000,1.545837,0.000000,0.000000,0.670800,0.012200,0.683000,0.579200,1,3354,61,3415,5000,3061,3120,59,354,413,0.896340,0.981090
243,0.451317,49.500000,1.363508,0.000000,0.000000,0.683200,0.000000,0.683200,0.289800,0,3416,0,3416,5000,3066,3176,110,350,460,0.897541,0.965365
244,0.301810,52.400000,1.345582,0.000000,0.000000,0.655400,0.015200,0.670600,0.447600,1,3277,76,3353,5000,3171,3228,57,182,239,0.945720,0.982342
245,0.298914,54.210000,1.271259,0.000000,0.000000,0.662800,0.000000,0.662800,0.486400,0,3314,0,3314,5000,3107,3196,89,207,296,0.937538,0.972153
246,0.709698,51.800000,1.361483,0.000000,0.000000,0.720600,0.017800,0.738400,0.519400,1,3603,89,3692,5000,2959,3008,49,733,782,0.801463,0.983710
247,0.592294,51.140000,1.378093,0.000000,0.000000,0.651800,0.000000,0.651800,0.448600,0,3259,0,3259,5000,2667,2744,77,592,669,0.818349,0.971939
248,0.601155,50.750000,1.386151,0.000000,0.000000,0.651600,0.023600,0.675200,0.496400,1,3258,118,3376,5000,2761,2780,19,615,634,0.817832,0.993165
249,0.450770,47.260000,1.453866,0.000000,0.000000,0.688400,0.000000,0.688400,0.492200,0,3442,0,3442,5000,3002,3108,106,440,546,0.872167,0.965894
250,0.538046,47.120000,1.481681,0.000000,0.000000,0.642800,0.029000,0.671800,0.529400,1,3214,145,3359,5000,2798,2840,42,561,603,0.832986,0.985211
251,1.021975,50.670000,1.397359,0.000000,0.000000,0.640600,0.000000,0.640600,0.460000,0,3203,0,3203,5000,2009,2076,67,1194,1261,0.627224,0.967726
252,0.276850,50.270000,1.381786,0.000000,0.000000,0.789800,0.015200,0.805000,0.516800,1,3949,76,4025,5000,3800,3856,56,225,281,0.944099,0.985477
253,0.455053,49.750000,1.376392,0.000000,0.000000,0.662200,0.000000,0.662200,0.421800,0,3311,0,3311,5000,2928,3020,92,383,475,0.884325,0.969536
254,0.608718,49.630000,1.365064,0.000000,0.000000,0.714600,0.011200,0.725800,0.414600,1,3573,56,3629,5000,3028,3068,40,601,641,0.834390,0.986962
255,0.587401,44.390000,1.483480,0.000000,0.000000,0.672000,0.000000,0.672000,0.485600,0,3360,0,3360,5000,2721,2788,67,639,706,0.809821,0.975968
256,0.378737,45.240000,1.483467,0.000000,0.000000,0.703800,0.018400,0.722200,0.450400,1,3519,92,3611,5000,3398,3452,54,213,267,0.941014,0.984357
257,0.611702,46.240000,1.487567,0.000000,0.000000,0.664200,0.000000,0.664200,0.563400,0,3321,0,3321,5000,2671,2760,89,650,739,0.804276,0.967754
258,0.428511,42.240000,1.570140,0.000000,0.000000,0.700600,0.016000,0.716600,0.495000,1,3503,80,3583,5000,3272,3296,24,311,335,0.913201,0.992718
259,0.634336,50.250000,1.409863,0.000000,0.000000,0.735000,0.000000,0.735000,0.435200,0,3675,0,3675,5000,2903,2976,73,772,845,0.789932,0.975470
260,0.567134,50.470000,1.352109,0.000000,0.000000,0.653200,0.017400,0.670600,0.477800,1,3266,87,3353,5000,2705,2752,47,648,695,0.806740,0.982922
261,0.442994,52.640000,1.316170,0.000000,0.000000,0.689400,0.000000,0.689400,0.474000,0,3447,0,3447,5000,3094,3192,98,353,451,0.897592,0.969298
262,0.387947,47.330000,1.438565,0.000000,0.000000,0.727000,0.007400,0.734400,0.451200,1,3635,37,3672,5000,3363,3416,53,309,362,0.915850,0.984485
263,0.233685,49.190000,1.447488,0.000000,0.000000,0.735800,0.000000,0.735800,0.499600,0,3679,0,3679,5000,3548,3648,100,131,231,0.964392,0.972588
264,0.535907,50.380000,1.342706,0.000000,0.000000,0.704400,0.016000,0.720400,0.429400,1,3522,80,3602,5000,3063,3084,21,539,560,0.850361,0.993191
265,0.446045,47.250000,1.419048,0.000000,0.000000,0.586400,0.000000,0.586400,0.505400,0,2932,0,2932,5000,2485,2568,83,447,530,0.847544,0.967679
266,0.645351,51.310000,1.359861,0.000000,0.000000,0.733400,0.032600,0.766000,0.494600,1,3667,163,3830,5000,3034,3068,34,796,830,0.792167,0.988918
267,0.476956,48.180000,1.382475,0.000000,0.000000,0.622000,0.000000,0.622000,0.469400,0,3110,0,3110,5000,2713,2804,91,397,488,0.872347,0.967546
268,0.587645,49.220000,1.397220,0.000000,0.000000,0.686600,0.023400,0.710000,0.523600,1,3433,117,3550,5000,2831,2864,33,719,752,0.797465,0.988478
269,0.376010,50.590000,1.357438,0.000000,0.000000,0.726800,0.000000,0.726800,0.437200,0,3634,0,3634,5000,3333,3428,95,301,396,0.917171,0.972287
270,0.592782,48.810000,1.458127,0.000000,0.000000,0.699800,0.021000,0.720800,0.538800,1,3499,105,3604,5000,2908,2948,40,696,736,0.806881,0.986431
271,0.421118,49.270000,1.410130,0.000000,0.000000,0.652000,0.000000,0.652000,0.469200,0,3260,0,3260,5000,2995,3088,93,265,358,0.918712,0.969883
272,0.438597,38.790000,1.719279,0.000000,0.000000,0.736600,0.016200,0.752800,0.412000,1,3683,81,3764,5000,3388,3420,32,376,408,0.900106,0.990643
273,0.620493,47.250000,1.425082,0.000000,0.000000,0.567200,0.000000,0.567200,0.416600,0,2836,0,2836,5000,2244,2364,120,592,712,0.791255,0.949239
274,0.595598,50.710000,1.342002,0.000000,0.000000,0.668000,0.021800,0.689800,0.459400,1,3340,109,3449,5000,2824,2856,32,625,657,0.818788,0.988796
275,0.569230,51.340000,1.338636,0.000000,0.000000,0.685400,0.000000,0.685400,0.465600,0,3427,0,3427,5000,2964,3108,144,463,607,0.864896,0.953668
276,0.597909,49.560000,1.395689,0.000000,0.000000,0.719200,0.019400,0.738600,0.505200,1,3596,97,3693,5000,2964,2992,28,729,757,0.802600,0.990642
277,0.479075,48.690000,1.386195,0.000000,0.000000,0.735800,0.000000,0.735800,0.395000,0,3679,0,3679,5000,3051,3176,125,628,753,0.829301,0.960642
278,0.561871,48.600000,1.397215,0.000000,0.000000,0.646800,0.012400,0.659200,0.515200,1,3234,62,3296,5000,2753,2784,31,543,574,0.835255,0.988865
279,0.329959,48.560000,1.441342,0.000000,0.000000,0.722600,0.000000,0.722600,0.519200,0,3613,0,3613,5000,3379,3460,81,234,315,0.935234,0.976590
280,0.388646,39.640000,1.674380,0.000000,0.000000,0.741000,0.018600,0.759600,0.556400,1,3705,93,3798,5000,3425,3484,59,373,432,0.901790,0.983065
281,0.626557,45.660000,1.470021,0.000000,0.000000,0.651400,0.000000,0.651400,0.259000,0,3257,0,3257,5000,2612,2676,64,645,709,0.801965,0.976084
282,0.499709,50.200000,1.390610,0.000000,0.000000,0.650200,0.015800,0.666000,0.496400,1,3251,79,3330,5000,2855,2884,29,475,504,0.857357,0.989945
283,0.674880,44.900000,1.540385,0.000000,0.000000,0.717600,0.000000,0.717600,0.530600,0,3588,0,3588,5000,2926,3016,90,662,752,0.815496,0.970159
284,0.505768,48.210000,1.442558,0.000000,0.000000,0.730000,0.019200,0.749200,0.369200,1,3650,96,3746,5000,3298,3340,42,448,490,0.880406,0.987425
285,0.281315,44.730000,1.593295,0.000000,0.000000,0.706400,0.000000,0.706400,0.559400,0,3532,0,3532,5000,3282,3364,82,250,332,0.929219,0.975624
286,0.582598,48.770000,1.403525,0.000000,0.000000,0.628600,0.015600,0.644200,0.443000,1,3143,78,3221,5000,2664,2688,24,557,581,0.827072,0.991071
287,0.711538,50.450000,1.352364,0.000000,0.000000,0.691200,0.000000,0.691200,0.457800,0,3456,0,3456,5000,2733,2816,83,723,806,0.790799,0.970526
288,0.851115,45.570000,1.478109,0.000000,0.000000,0.735800,0.031800,0.767600,0.528000,1,3679,159,3838,5000,2819,2844,25,1019,1044,0.734497,0.991210
289,0.536124,51.490000,1.374824,0.000000,0.000000,0.638800,0.000000,0.638800,0.482400,0,3194,0,3194,5000,2610,2680,70,584,654,0.817157,0.973881
290,0.417230,48.510000,1.390138,0.000000,0.000000,0.757000,0.014200,0.771200,0.449600,1,3785,71,3856,5000,3544,3608,64,312,376,0.919087,0.982262
291,0.215718,49.160000,1.377302,0.000000,0.000000,0.711200,0.000000,0.711200,0.450800,0,3556,0,3556,5000,3418,3544,126,138,264,0.961192,0.964447
292,0.486757,47.480000,1.462584,0.000000,0.000000,0.717200,0.008800,0.726000,0.369400,1,3586,44,3630,5000,3198,3240,42,432,474,0.880992,0.987037
293,0.751297,48.860000,1.401843,0.000000,0.000000,0.702200,0.000000,0.702200,0.447200,0,3511,0,3511,5000,2613,2656,43,898,941,0.744232,0.983810
294,0.491475,49.530000,1.411618,0.000000,0.000000,0.655200,0.016200,0.671400,0.524800,1,3276,81,3357,5000,2853,2888,35,504,539,0.849866,0.987881
295,0.572158,47.970000,1.478173,0.000000,0.000000,0.642600,0.000000,0.642600,0.489200,0,3213,0,3213,5000,2604,2688,84,609,693,0.810458,0.968750
296,0.411944,52.240000,1.344289,0.000000,0.000000,0.595400,0.013400,0.608800,0.485200,1,2977,67,3044,5000,2706,2740,34,338,372,0.888962,0.987591
297,0.511933,49.170000,1.377573,0.000000,0.000000,0.668000,0.000000,0.668000,0.450200,0,3340,0,3340,5000,2877,2948,71,463,534,0.861377,0.975916
298,0.754606,48.890000,1.428079,0.000000,0.000000,0.667200,0.018200,0.685400,0.498600,1,3336,91,3427,5000,2498,2524,26,929,955,0.728917,0.989699
299,0.708418,45.820000,1.470053,0.000000,0.000000,0.647800,0.000000,0.647800,0.445600,0,3239,0,3239,5000,2382,2444,62,857,919,0.735412,0.974632
300,0.707884,48.020000,1.397890,0.000000,0.000000,0.695000,0.018000,0.713000,0.394600,1,3475,90,3565,5000,2644,2712,68,921,989,0.741655,0.974926
301,0.605447,45.470000,1.475756,0.000000,0.000000,0.680400,0.000000,0.680400,0.506200,0,3402,0,3402,5000,2675,2748,73,727,800,0.786302,0.973435
302,0.752475,50.330000,1.388123,0.000000,0.000000,0.696800,0.021400,0.718200,0.415400,1,3484,107,3591,5000,2616,2648,32,975,1007,0.728488,0.987915
303,0.774415,41.080000,1.559643,0.000000,0.000000,0.684800,0.000000,0.684800,0.454200,0,3424,0,3424,5000,2475,2508,33,949,982,0.722839,0.986842
304,0.511974,47.010000,1.457477,0.000000,0.000000,0.753800,0.018800,0.772600,0.435000,1,3769,94,3863,5000,3362,3376,14,501,515,0.870308,0.995853
305,0.520932,43.600000,1.578931,0.000000,0.000000,0.652800,0.000000,0.652800,0.533800,0,3264,0,3264,5000,2847,2920,73,417,490,0.872243,0.975000
306,0.702661,46.510000,1.475174,0.000000,0.000000,0.705800,0.026600,0.732400,0.362800,1,3529,133,3662,5000,3010,3064,54,652,706,0.821955,0.982376
307,0.269639,45.840000,1.502279,0.000000,0.000000,0.721400,0.000000,0.721400,0.501800,0,3607,0,3607,5000,3443,3528,85,164,249,0.954533,0.975907
308,0.481605,47.260000,1.446116,0.000000,0.000000,0.708200,0.022000,0.730200,0.445400,1,3541,110,3651,5000,3200,3220,20,451,471,0.876472,0.993789
309,0.297584,49.420000,1.388314,0.000000,0.000000,0.618400,0.000000,0.618400,0.503400,0,3092,0,3092,5000,2904,2988,84,188,272,0.939198,0.971888
310,0.410856,52.350000,1.330759,0.000000,0.000000,0.655000,0.020400,0.675400,0.425000,1,3275,102,3377,5000,2976,3008,32,401,433,0.881256,0.989362
311,0.844592,48.260000,1.450049,0.000000,0.000000,0.698600,0.000000,0.698600,0.512200,0,3493,0,3493,5000,2437,2496,59,1056,1115,0.697681,0.976362
312,0.395607,47.930000,1.411995,0.000000,0.000000,0.697800,0.011800,0.709600,0.480000,1,3489,59,3548,5000,3211,3248,37,337,374,0.905017,0.988608
313,0.475505,50.020000,1.346943,0.000000,0.000000,0.677600,0.000000,0.677600,0.462600,0,3388,0,3388,5000,3026,3116,90,362,452,0.893152,0.971117
314,0.670885,49.330000,1.386167,0.000000,0.000000,0.696800,0.021600,0.718400,0.481000,1,3484,108,3592,5000,2726,2764,38,866,904,0.758909,0.986252
315,0.450219,46.300000,1.479992,0.000000,0.000000,0.724400,0.000000,0.724400,0.480000,0,3622,0,3622,5000,3122,3220,98,500,598,0.861955,0.969565
316,0.495727,49.190000,1.419088,0.000000,0.000000,0.700800,0.011400,0.712200,0.537800,1,3504,57,3561,5000,3060,3108,48,501,549,0.859309,0.984556
317,0.415940,44.830000,1.529036,0.000000,0.000000,0.739800,0.000000,0.739800,0.529400,0,3699,0,3699,5000,3282,3392,110,417,527,0.887267,0.967571
318,0.843931,46.700000,1.497089,0.000000,0.000000,0.649000,0.023400,0.672400,0.495800,1,3245,117,3362,5000,2309,2328,19,1053,1072,0.686794,0.991838
319,0.441774,48.290000,1.455381,0.000000,0.000000,0.689800,0.000000,0.689800,0.464400,0,3449,0,3449,5000,2953,3036,83,496,579,0.856190,0.972661
320,0.725981,48.540000,1.470081,0.000000,0.000000,0.683800,0.031000,0.714800,0.501400,1,3419,155,3574,5000,2627,2656,29,947,976,0.735031,0.989081
321,0.780288,42.920000,1.560131,0.000000,0.000000,0.669200,0.000000,0.669200,0.452200,0,3346,0,3346,5000,2481,2532,51,865,916,0.741482,0.979858
322,0.706636,40.340000,1.655354,0.000000,0.000000,0.720000,0.024200,0.744200,0.439800,1,3600,121,3721,5000,2903,2924,21,818,839,0.780167,0.992818
323,0.502136,39.150000,1.651550,0.000000,0.000000,0.657800,0.000000,0.657800,0.404600,0,3289,0,3289,5000,2742,2808,66,547,613,0.833688,0.976496
324,0.528660,47.320000,1.442357,0.000000,0.000000,0.727800,0.024000,0.751800,0.372800,1,3639,120,3759,5000,3180,3244,64,579,643,0.845970,0.980271
