epoch,train_loss,global_test_acc,global_test_loss,personal_apa,personal_loss,core_clean_ratio,recover_ratio,train_ratio,agreement_ratio,recovery_trigger,core_count,recover_count,train_count,total_count,actual_train_clean_count,actual_round_clean_count,missed_clean_count,false_clean_count,total_wrong_count,actual_train_clean_ratio,clean_recall,recover_true_clean_count,recover_false_clean_count,recover_precision
0,1.579433,19.930000,2.261942,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,5000,0,5000,5000,3216,3216,0,1784,1784,0.643200,1.000000,0,0,0.000000
1,1.622528,21.850000,2.178927,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,5000,0,5000,5000,2980,2980,0,2020,2020,0.596000,1.000000,0,0,0.000000
2,1.444677,15.700000,2.233482,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,5000,0,5000,5000,3112,3112,0,1888,1888,0.622400,1.000000,0,0,0.000000
3,1.574788,24.040000,2.131331,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,5000,0,5000,5000,3096,3096,0,1904,1904,0.619200,1.000000,0,0,0.000000
4,1.657805,25.200000,2.135125,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,5000,0,5000,5000,2924,2924,0,2076,2076,0.584800,1.000000,0,0,0.000000
5,1.896236,25.910000,2.135291,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,5000,0,5000,5000,2272,2272,0,2728,2728,0.454400,1.000000,0,0,0.000000
6,1.584949,26.170000,2.102382,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,5000,0,5000,5000,3012,3012,0,1988,1988,0.602400,1.000000,0,0,0.000000
7,1.407943,24.590000,2.122404,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,5000,0,5000,5000,3164,3164,0,1836,1836,0.632800,1.000000,0,0,0.000000
8,1.132968,28.890000,2.065019,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,5000,0,5000,5000,3772,3772,0,1228,1228,0.754400,1.000000,0,0,0.000000
9,1.541392,24.450000,2.071146,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,5000,0,5000,5000,2752,2752,0,2248,2248,0.550400,1.000000,0,0,0.000000
10,1.588334,19.980000,2.157493,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,5000,0,5000,5000,2888,2888,0,2112,2112,0.577600,1.000000,0,0,0.000000
11,1.558152,24.940000,2.084034,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,5000,0,5000,5000,2940,2940,0,2060,2060,0.588000,1.000000,0,0,0.000000
