epoch,train_loss,global_test_acc,global_test_loss,personal_apa,personal_loss,core_clean_ratio,recover_ratio,train_ratio,agreement_ratio,recovery_trigger,score_count,core_count,recover_count,new_recover_count,recover_pool_count,train_count,total_count,actual_train_clean_count,actual_round_clean_count,missed_clean_count,false_clean_count,total_wrong_count,actual_train_clean_ratio,clean_recall,recover_true_clean_count,recover_false_clean_count,recover_precision,new_recover_true_clean_count,new_recover_false_clean_count,new_recover_precision,recover_pool_true_clean_count,recover_pool_false_clean_count,recover_pool_precision
10,1.089678,40.090000,1.868637,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20072,20072,0,4928,4928,0.802880,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
11,1.061002,39.350000,1.861401,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20034,20034,0,4966,4966,0.801360,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
12,1.021629,41.590000,1.839745,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20474,20474,0,4526,4526,0.818960,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
13,0.996049,41.760000,1.835027,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20492,20492,0,4508,4508,0.819680,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
14,1.097583,40.170000,1.834715,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19876,19876,0,5124,5124,0.795040,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
15,1.081551,40.970000,1.846820,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19988,19988,0,5012,5012,0.799520,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
16,1.109383,41.280000,1.835578,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19754,19754,0,5246,5246,0.790160,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
17,1.091072,42.370000,1.827023,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19886,19886,0,5114,5114,0.795440,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
18,1.090830,43.640000,1.820046,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19822,19822,0,5178,5178,0.792880,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
19,1.041537,42.040000,1.822521,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20186,20186,0,4814,4814,0.807440,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
20,1.133476,42.940000,1.828036,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19488,19488,0,5512,5512,0.779520,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
21,1.002619,42.100000,1.818022,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20418,20418,0,4582,4582,0.816720,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
22,1.052791,42.070000,1.824139,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20032,20032,0,4968,4968,0.801280,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
23,1.017734,42.550000,1.805363,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20176,20176,0,4824,4824,0.807040,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
24,1.046733,42.940000,1.791206,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19962,19962,0,5038,5038,0.798480,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
25,1.045319,43.990000,1.787042,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20118,20118,0,4882,4882,0.804720,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
26,1.076523,44.260000,1.780355,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19840,19840,0,5160,5160,0.793600,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
27,1.006658,39.960000,1.812239,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20366,20366,0,4634,4634,0.814640,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
28,1.010782,44.910000,1.784775,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20152,20152,0,4848,4848,0.806080,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
29,1.080089,42.620000,1.809006,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19850,19850,0,5150,5150,0.794000,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
30,1.063222,45.760000,1.786117,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19740,19740,0,5260,5260,0.789600,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
31,0.962646,45.010000,1.783889,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20408,20408,0,4592,4592,0.816320,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
32,1.124606,43.600000,1.796746,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19334,19334,0,5666,5666,0.773360,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
33,1.114841,43.740000,1.797105,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19438,19438,0,5562,5562,0.777520,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
34,1.015650,44.970000,1.778843,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20134,20134,0,4866,4866,0.805360,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
35,1.070391,44.010000,1.792333,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19738,19738,0,5262,5262,0.789520,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
36,0.990873,44.980000,1.775628,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20196,20196,0,4804,4804,0.807840,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
37,0.973824,44.940000,1.757901,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20364,20364,0,4636,4636,0.814560,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
38,0.984397,45.630000,1.759888,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20178,20178,0,4822,4822,0.807120,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
39,1.077491,46.030000,1.774239,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19516,19516,0,5484,5484,0.780640,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
40,0.969224,46.070000,1.763290,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20372,20372,0,4628,4628,0.814880,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
41,1.017296,42.830000,1.771970,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19898,19898,0,5102,5102,0.795920,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
42,1.083708,44.350000,1.785155,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19460,19460,0,5540,5540,0.778400,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
43,1.033886,43.300000,1.773636,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19862,19862,0,5138,5138,0.794480,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
44,1.029904,43.410000,1.782318,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19968,19968,0,5032,5032,0.798720,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
45,0.986903,46.040000,1.762942,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20164,20164,0,4836,4836,0.806560,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
46,1.013528,45.660000,1.749876,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19746,19746,0,5254,5254,0.789840,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
47,1.065888,45.110000,1.761951,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19596,19596,0,5404,5404,0.783840,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
48,0.991098,44.240000,1.757276,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20162,20162,0,4838,4838,0.806480,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
49,1.059591,45.210000,1.771364,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19606,19606,0,5394,5394,0.784240,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
50,0.957019,45.380000,1.755808,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20246,20246,0,4754,4754,0.809840,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
51,0.987163,43.060000,1.760620,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20168,20168,0,4832,4832,0.806720,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
52,1.021719,44.350000,1.756953,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19696,19696,0,5304,5304,0.787840,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
53,0.978158,42.270000,1.769318,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19976,19976,0,5024,5024,0.799040,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
54,0.956467,44.420000,1.760351,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20248,20248,0,4752,4752,0.809920,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
55,0.971028,45.230000,1.750047,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20132,20132,0,4868,4868,0.805280,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
56,1.051668,44.790000,1.745854,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19438,19438,0,5562,5562,0.777520,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
57,0.991596,43.660000,1.770038,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19872,19872,0,5128,5128,0.794880,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
58,0.992679,44.750000,1.761502,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20080,20080,0,4920,4920,0.803200,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
59,0.982771,44.240000,1.757166,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20026,20026,0,4974,4974,0.801040,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
60,1.020469,43.690000,1.759668,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19808,19808,0,5192,5192,0.792320,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
61,0.918162,44.150000,1.748809,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20470,20470,0,4530,4530,0.818800,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
62,0.956590,45.350000,1.731277,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20140,20140,0,4860,4860,0.805600,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
63,0.950596,44.510000,1.739726,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20272,20272,0,4728,4728,0.810880,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
64,0.938337,45.360000,1.734956,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20350,20350,0,4650,4650,0.814000,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
65,0.990273,45.670000,1.728810,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19910,19910,0,5090,5090,0.796400,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
66,1.002857,45.270000,1.733545,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19830,19830,0,5170,5170,0.793200,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
67,1.001877,42.250000,1.747953,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19738,19738,0,5262,5262,0.789520,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
68,0.947292,45.610000,1.729538,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20158,20158,0,4842,4842,0.806320,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
69,1.045141,43.510000,1.762190,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19514,19514,0,5486,5486,0.780560,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
70,0.994903,43.310000,1.762045,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19778,19778,0,5222,5222,0.791120,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
71,0.979945,45.330000,1.726326,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19898,19898,0,5102,5102,0.795920,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
72,0.938974,45.250000,1.714427,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20224,20224,0,4776,4776,0.808960,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
73,0.887270,44.440000,1.734057,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20566,20566,0,4434,4434,0.822640,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
74,0.942746,44.990000,1.733406,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20004,20004,0,4996,4996,0.800160,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
75,0.921681,45.530000,1.720023,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20296,20296,0,4704,4704,0.811840,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
76,0.987699,43.590000,1.728450,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19886,19886,0,5114,5114,0.795440,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
77,0.902074,44.260000,1.724834,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20464,20464,0,4536,4536,0.818560,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
78,0.948031,45.540000,1.704243,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20034,20034,0,4966,4966,0.801360,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
79,0.936080,44.340000,1.722936,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20322,20322,0,4678,4678,0.812880,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
80,0.989240,44.180000,1.725837,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19780,19780,0,5220,5220,0.791200,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
81,0.926674,44.380000,1.733570,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20186,20186,0,4814,4814,0.807440,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
82,0.949969,44.660000,1.719848,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20110,20110,0,4890,4890,0.804400,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
83,0.968939,44.560000,1.721284,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19780,19780,0,5220,5220,0.791200,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
84,0.981040,44.670000,1.729627,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19836,19836,0,5164,5164,0.793440,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
85,0.929618,43.630000,1.729630,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20140,20140,0,4860,4860,0.805600,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
86,0.991928,42.050000,1.735828,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19768,19768,0,5232,5232,0.790720,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
87,0.882151,45.210000,1.700109,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20456,20456,0,4544,4544,0.818240,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
88,0.978844,44.890000,1.721038,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19840,19840,0,5160,5160,0.793600,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
89,0.925119,44.280000,1.719571,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20096,20096,0,4904,4904,0.803840,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
90,0.895077,45.090000,1.713319,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20334,20334,0,4666,4666,0.813360,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
91,0.936863,43.960000,1.718731,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20072,20072,0,4928,4928,0.802880,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
92,0.998845,43.500000,1.743522,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19496,19496,0,5504,5504,0.779840,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
93,0.865057,43.690000,1.732075,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20456,20456,0,4544,4544,0.818240,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
94,0.988709,44.160000,1.725839,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19556,19556,0,5444,5444,0.782240,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
95,0.853645,43.370000,1.712917,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20612,20612,0,4388,4388,0.824480,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
96,0.966329,44.270000,1.711228,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19760,19760,0,5240,5240,0.790400,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
97,0.990096,43.380000,1.736912,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19474,19474,0,5526,5526,0.778960,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
98,0.922341,42.860000,1.735209,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,20134,20134,0,4866,4866,0.805360,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
99,0.951108,43.910000,1.732402,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,25000,25000,0,0,0,25000,25000,19908,19908,0,5092,5092,0.796320,1.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000
100,0.207740,47.390000,1.621218,0.000000,0.000000,0.790840,0.000000,0.790840,0.940480,1,19771,19771,0,0,0,19771,25000,19563,20258,695,208,903,0.989480,0.965693,0,0,0.000000,0,0,0.000000,0,0,0.000000
101,0.230472,48.740000,1.498909,0.000000,0.000000,0.785360,0.000000,0.785360,0.894520,1,19634,19634,0,0,0,19634,25000,19436,20132,696,198,894,0.989915,0.965428,0,0,0.000000,0,0,0.000000,0,0,0.000000
102,0.205643,51.380000,1.444114,0.000000,0.000000,0.771720,0.000000,0.771720,0.912160,1,19293,19293,0,0,0,19293,25000,19133,19720,587,160,747,0.991707,0.970233,0,0,0.000000,0,0,0.000000,0,0,0.000000
103,0.212993,53.700000,1.401160,0.000000,0.000000,0.790640,0.000040,0.790640,0.911640,1,19765,19766,1,1,1,19766,25000,19598,20264,666,168,834,0.991501,0.967134,1,0,1.000000,1,0,1.000000,1,0,1.000000
104,0.197703,54.050000,1.373801,0.000000,0.000000,0.793960,0.000120,0.793960,0.919320,1,19846,19849,3,3,4,19849,25000,19686,20630,944,163,1107,0.991788,0.954241,3,0,1.000000,3,0,1.000000,4,0,1.000000
105,0.175849,52.330000,1.380455,0.000000,0.000000,0.769200,0.000240,0.769200,0.934640,1,19224,19230,6,6,7,19230,25000,19068,19852,784,162,946,0.991576,0.960508,6,0,1.000000,6,0,1.000000,7,0,1.000000
106,0.173323,54.700000,1.337716,0.000000,0.000000,0.789360,0.000160,0.789360,0.929040,1,19730,19734,4,3,12,19734,25000,19619,20398,779,115,894,0.994172,0.961810,4,0,1.000000,3,0,1.000000,12,0,1.000000
107,0.203370,55.770000,1.302234,0.000000,0.000000,0.768400,0.000160,0.768400,0.917400,1,19206,19210,4,4,7,19210,25000,19045,19684,639,165,804,0.991411,0.967537,4,0,1.000000,4,0,1.000000,7,0,1.000000
108,0.217191,53.800000,1.337484,0.000000,0.000000,0.740720,0.000080,0.740720,0.909280,1,18516,18518,2,0,8,18518,25000,18333,19172,839,185,1024,0.990010,0.956238,2,0,1.000000,0,0,0.000000,8,0,1.000000
109,0.179680,54.920000,1.318504,0.000000,0.000000,0.753360,0.000040,0.753360,0.925920,1,18833,18834,1,0,12,18834,25000,18677,19548,871,157,1028,0.991664,0.955443,1,0,1.000000,0,0,0.000000,12,0,1.000000
110,0.184720,55.980000,1.293489,0.000000,0.000000,0.769760,0.000160,0.769760,0.924640,1,19240,19244,4,3,8,19244,25000,19098,20106,1008,146,1154,0.992413,0.949866,4,0,1.000000,3,0,1.000000,8,0,1.000000
111,0.215260,56.650000,1.275309,0.000000,0.000000,0.778480,0.000320,0.778480,0.919440,1,19454,19462,8,8,20,19462,25000,19318,20092,774,144,918,0.992601,0.961477,8,0,1.000000,8,0,1.000000,20,0,1.000000
112,0.188210,55.980000,1.270900,0.000000,0.000000,0.773520,0.000120,0.773520,0.924320,1,19335,19338,3,1,16,19338,25000,19205,20258,1053,133,1186,0.993122,0.948021,3,0,1.000000,1,0,1.000000,16,0,1.000000
113,0.166552,56.560000,1.264301,0.000000,0.000000,0.766120,0.000160,0.766120,0.931360,1,19149,19153,4,2,13,19153,25000,19028,19958,930,125,1055,0.993474,0.953402,4,0,1.000000,2,0,1.000000,13,0,1.000000
