0, 2.225039, 2.458993, 10.790000
1, 2.102301, 2.214656, 17.340000
2, 2.078417, 2.096476, 22.680000
3, 2.002858, 2.033895, 25.190000
4, 1.998321, 1.981029, 27.810000
5, 2.038683, 1.928941, 30.270000
6, 2.052416, 1.876305, 32.960000
7, 1.992067, 1.852378, 34.780000
8, 1.979695, 1.822646, 36.720000
9, 1.964177, 1.794994, 37.780000
10, 1.948966, 1.763167, 38.890000
11, 1.943435, 1.737944, 39.840000
12, 1.918268, 1.712643, 41.050000
13, 1.946994, 1.689185, 42.560000
14, 1.910166, 1.674639, 42.810000
15, 1.899732, 1.659104, 42.890000
16, 1.880551, 1.640455, 44.770000
17, 1.875486, 1.618258, 44.550000
18, 1.887414, 1.595124, 46.690000
19, 1.828785, 1.591142, 46.090000
20, 1.835649, 1.572278, 47.270000
21, 1.813651, 1.564237, 48.280000
22, 1.813235, 1.554420, 48.450000
23, 1.847844, 1.551816, 48.290000
24, 1.803583, 1.529018, 49.250000
25, 1.772828, 1.510342, 49.930000
26, 1.726466, 1.501685, 50.090000
27, 1.777970, 1.493877, 50.740000
28, 1.629385, 1.485780, 50.650000
29, 1.768497, 1.479523, 51.310000
30, 1.728786, 1.469717, 51.370000
31, 1.697833, 1.466837, 51.780000
32, 1.639489, 1.459941, 51.630000
33, 1.681181, 1.455402, 51.700000
34, 1.685365, 1.451766, 51.440000
35, 1.709846, 1.434601, 52.800000
36, 1.798369, 1.433405, 52.350000
37, 1.708712, 1.431618, 52.730000
38, 1.692006, 1.420141, 52.990000
39, 1.687527, 1.421090, 52.830000
40, 1.636316, 1.404468, 53.590000
41, 1.671205, 1.397333, 53.580000
42, 1.603596, 1.396620, 53.190000
43, 1.641088, 1.397055, 53.340000
44, 1.577781, 1.393390, 53.000000
45, 1.615230, 1.385563, 53.590000
46, 1.643298, 1.379465, 53.560000
47, 1.629792, 1.376948, 53.960000
48, 1.589844, 1.372392, 53.710000
49, 1.639665, 1.372966, 53.460000
50, 1.555260, 1.365224, 53.840000
51, 1.567496, 1.364397, 53.670000
52, 1.608393, 1.360077, 54.190000
53, 1.587945, 1.352254, 54.140000
54, 1.567745, 1.348080, 54.610000
55, 1.544566, 1.345906, 54.430000
56, 1.555201, 1.334670, 54.810000
57, 1.505647, 1.337113, 54.550000
58, 1.584660, 1.333505, 54.830000
59, 1.482853, 1.333152, 54.850000
60, 1.515410, 1.323548, 55.260000
61, 1.414493, 1.328233, 54.900000
62, 1.480118, 1.313668, 55.240000
