0, 1.395319, 2.334966, 15.310000
1, 1.318872, 2.127593, 22.270000
2, 1.499847, 1.956510, 27.620000
3, 1.342897, 1.823823, 32.890000
4, 1.215426, 1.712497, 37.260000
5, 1.339443, 1.621826, 40.780000
6, 1.388652, 1.493966, 45.840000
7, 1.351061, 1.434532, 48.380000
8, 1.317893, 1.366930, 50.650000
9, 1.286991, 1.298188, 53.180000
10, 1.199139, 1.227386, 56.590000
11, 1.333182, 1.130558, 60.240000
12, 1.289716, 1.101920, 61.310000
13, 1.207064, 1.041697, 64.470000
14, 1.205582, 1.012064, 65.710000
15, 1.242102, 0.979910, 67.120000
16, 1.299884, 0.966063, 67.830000
17, 1.225655, 0.904551, 70.670000
18, 1.279143, 0.843913, 73.590000
19, 1.178465, 0.829483, 74.500000
20, 1.120971, 0.822137, 74.700000
21, 1.201962, 0.799027, 75.700000
22, 1.222764, 0.774517, 76.550000
23, 1.165135, 0.749760, 77.490000
24, 1.171518, 0.718490, 78.890000
25, 1.190176, 0.716182, 78.880000
26, 1.234680, 0.698914, 79.930000
27, 1.121555, 0.696643, 79.810000
28, 1.067136, 0.685649, 80.240000
29, 1.184559, 0.684309, 80.240000
30, 1.040437, 0.680993, 79.840000
31, 1.119287, 0.679157, 80.590000
32, 1.122098, 0.671651, 81.000000
33, 1.146548, 0.672111, 80.640000
34, 0.993536, 0.670697, 80.740000
35, 1.176379, 0.645119, 81.540000
36, 1.188471, 0.640360, 81.690000
37, 1.055274, 0.638729, 81.760000
38, 1.081932, 0.638732, 82.210000
39, 1.177918, 0.632871, 82.050000
40, 1.103225, 0.617575, 82.650000
41, 1.166334, 0.612748, 83.170000
42, 1.219931, 0.611787, 82.670000
43, 1.143802, 0.603919, 83.050000
44, 1.087144, 0.600926, 82.740000
45, 1.109916, 0.593880, 83.050000
46, 1.113435, 0.599751, 83.590000
47, 1.070396, 0.599380, 83.340000
48, 1.160503, 0.594090, 83.390000
49, 1.167290, 0.594492, 83.520000
50, 1.112314, 0.584630, 84.050000
51, 1.060862, 0.584645, 84.090000
52, 1.137115, 0.583302, 84.470000
53, 1.104994, 0.578208, 83.920000
54, 1.063546, 0.576900, 83.820000
55, 1.019590, 0.570509, 84.420000
56, 1.205783, 0.570715, 84.270000
57, 1.126868, 0.568621, 84.970000
58, 1.124300, 0.568390, 84.770000
59, 1.027271, 0.567161, 84.620000
60, 1.141138, 0.568027, 84.630000
61, 1.010114, 0.567749, 84.300000
62, 0.952497, 0.569152, 84.790000
63, 1.046707, 0.570090, 84.790000
64, 0.990176, 0.564744, 84.990000
65, 0.998075, 0.570397, 84.860000
66, 1.129080, 0.574072, 84.700000
67, 1.071587, 0.562204, 85.360000
68, 1.079888, 0.561199, 85.390000
69, 1.157000, 0.557881, 85.510000
70, 1.131149, 0.558612, 85.290000
71, 0.979512, 0.553309, 85.310000
72, 1.089080, 0.550423, 85.640000
73, 0.977871, 0.553068, 85.130000
74, 1.165760, 0.545117, 85.830000
75, 1.091130, 0.544512, 85.940000
76, 1.021975, 0.545696, 85.510000
77, 1.049455, 0.546680, 85.760000
78, 1.050985, 0.546020, 85.830000
79, 1.148583, 0.544053, 85.920000
80, 1.108924, 0.548453, 85.710000
81, 1.090856, 0.546152, 85.530000
82, 1.096799, 0.541300, 86.110000
83, 1.109293, 0.542823, 85.570000
84, 1.073470, 0.539705, 85.720000
85, 1.073882, 0.542316, 85.780000
86, 1.145099, 0.538418, 86.120000
87, 1.104128, 0.545710, 85.690000
88, 1.067351, 0.543391, 85.810000
89, 1.097808, 0.543941, 85.870000
90, 0.961185, 0.540866, 85.780000
91, 1.036334, 0.541824, 85.810000
92, 1.039495, 0.540531, 85.570000
93, 1.055647, 0.537746, 86.120000
94, 1.038244, 0.532479, 86.110000
95, 1.047161, 0.536095, 85.910000
96, 1.061005, 0.533824, 86.160000
97, 1.073276, 0.537177, 86.040000
98, 1.045978, 0.535638, 85.950000
99, 1.115898, 0.541152, 86.140000
100, 1.060128, 0.540821, 86.030000
101, 1.028997, 0.533316, 86.120000
102, 1.070936, 0.533160, 86.080000
103, 1.018907, 0.535004, 86.260000
104, 1.076271, 0.531625, 86.230000
105, 0.986162, 0.527212, 86.140000
106, 1.087356, 0.526590, 86.440000
107, 1.113036, 0.524406, 86.460000
108, 1.115640, 0.525606, 86.140000
109, 1.018103, 0.527968, 86.620000
110, 1.091033, 0.530994, 86.360000
111, 1.049303, 0.528522, 86.260000
112, 1.013231, 0.531190, 86.240000
113, 1.065330, 0.534991, 86.530000
114, 1.062583, 0.531974, 86.430000
115, 1.026072, 0.533664, 86.140000
116, 1.037317, 0.533434, 86.370000
117, 1.020521, 0.533526, 86.490000
118, 1.126046, 0.531907, 86.540000
119, 1.117062, 0.533383, 86.380000
120, 1.103131, 0.531598, 86.790000
121, 1.110486, 0.531439, 86.580000
122, 1.062746, 0.531134, 86.900000
123, 1.018770, 0.527572, 86.960000
124, 1.010246, 0.528604, 87.220000
125, 1.034909, 0.523995, 86.920000
126, 1.093706, 0.521652, 87.170000
127, 1.078992, 0.522951, 87.040000
128, 1.042946, 0.522919, 87.080000
129, 1.026007, 0.525710, 87.020000
130, 0.997478, 0.522920, 87.070000
131, 1.079740, 0.520061, 86.940000
132, 1.031101, 0.522538, 87.020000
133, 0.978927, 0.524162, 86.860000
134, 1.089329, 0.523081, 86.890000
135, 1.045817, 0.517022, 87.300000
136, 1.011490, 0.516490, 86.970000
137, 1.041686, 0.517299, 87.400000
138, 1.055963, 0.518490, 86.990000
139, 0.967442, 0.517022, 87.080000
140, 0.987809, 0.518019, 87.070000
141, 1.079046, 0.519643, 87.180000
142, 1.029785, 0.519891, 87.480000
143, 1.062206, 0.518909, 87.290000
144, 1.063031, 0.525036, 87.450000
145, 1.076860, 0.517496, 87.350000
146, 1.051356, 0.515332, 87.270000
147, 1.024010, 0.510407, 87.520000
148, 0.988537, 0.513940, 87.360000
149, 0.912344, 0.512297, 87.710000
150, 0.978476, 0.516401, 87.230000
151, 0.938209, 0.511629, 87.730000
152, 0.974274, 0.512090, 87.510000
153, 0.993664, 0.509990, 87.540000
154, 1.026865, 0.507824, 87.480000
155, 0.967468, 0.508041, 87.770000
156, 1.080524, 0.505518, 87.440000
157, 0.972828, 0.502000, 87.720000
158, 1.061298, 0.506223, 87.680000
159, 1.022205, 0.509192, 87.590000
160, 1.031417, 0.509166, 87.370000
161, 1.019155, 0.505751, 88.230000
162, 1.055315, 0.509759, 87.280000
163, 1.007550, 0.515462, 87.490000
164, 0.939600, 0.510129, 87.740000
165, 1.025634, 0.510121, 87.790000
166, 0.991180, 0.504555, 87.880000
167, 0.971730, 0.507207, 87.780000
168, 1.035147, 0.500493, 88.260000
169, 1.024926, 0.503491, 87.890000
170, 1.028013, 0.507640, 87.720000
171, 1.088238, 0.503397, 88.030000
172, 1.018135, 0.504052, 88.060000
173, 1.091195, 0.504620, 87.810000
174, 0.962058, 0.503496, 88.270000
175, 0.973843, 0.502993, 88.140000
176, 0.993393, 0.507135, 87.960000
177, 1.064709, 0.506124, 87.970000
178, 1.013406, 0.505402, 87.830000
179, 1.030346, 0.506352, 87.790000
180, 0.992153, 0.502415, 87.800000
181, 0.989623, 0.499573, 88.410000
182, 0.959030, 0.499628, 88.020000
183, 1.013194, 0.500834, 87.920000
184, 1.011148, 0.501292, 87.900000
185, 1.005150, 0.500462, 88.080000
186, 0.909915, 0.494590, 88.490000
187, 1.024773, 0.494088, 88.210000
188, 1.033328, 0.491080, 88.350000
189, 1.021166, 0.491901, 88.320000
190, 0.956871, 0.496743, 88.120000
191, 0.996889, 0.497997, 87.570000
192, 1.055792, 0.497122, 87.940000
193, 1.022579, 0.493935, 88.090000
194, 1.019807, 0.499421, 87.830000
195, 0.975106, 0.499705, 88.050000
196, 1.036370, 0.502302, 87.870000
197, 0.939060, 0.499507, 88.140000
198, 1.012308, 0.497862, 88.060000
199, 1.044011, 0.500407, 87.940000
200, 0.988892, 0.496527, 88.500000
201, 1.011519, 0.498108, 87.970000
202, 0.999506, 0.498888, 87.910000
203, 0.967514, 0.494621, 88.200000
204, 1.000516, 0.494540, 87.960000
205, 1.003696, 0.500820, 88.200000
206, 0.993650, 0.497839, 88.140000
207, 1.020866, 0.488752, 88.480000
208, 1.015505, 0.489266, 88.450000
