epoch,train_loss,personal_apa,personal_loss,selected_clients,avg_unique_labels_per_client
0,1.977664,20.750000,2.217554,10,4.130000
1,1.757053,28.110000,2.021006,10,4.130000
2,1.785330,30.910000,1.951805,10,4.130000
3,1.709493,37.340000,1.831495,10,4.130000
4,1.897976,40.240000,1.785405,10,4.130000
5,1.640947,42.540000,1.735115,10,4.130000
6,1.747031,45.730000,1.680315,10,4.130000
7,1.566866,46.710000,1.668220,10,4.130000
8,1.681776,47.810000,1.636666,10,4.130000
9,1.763839,49.720000,1.612122,10,4.130000
10,1.554112,51.410000,1.559344,10,4.130000
11,1.609148,52.430000,1.546897,10,4.130000
12,1.555520,53.090000,1.516527,10,4.130000
13,1.811858,54.130000,1.496062,10,4.130000
14,1.709939,54.820000,1.492482,10,4.130000
15,1.685912,55.820000,1.469788,10,4.130000
16,1.619559,57.100000,1.411001,10,4.130000
17,1.692783,59.230000,1.375547,10,4.130000
18,1.715223,59.660000,1.382966,10,4.130000
19,1.656206,60.670000,1.344861,10,4.130000
20,1.662886,60.470000,1.330833,10,4.130000
21,1.602154,61.370000,1.325381,10,4.130000
22,1.515540,61.080000,1.322209,10,4.130000
23,1.608156,61.970000,1.310276,10,4.130000
24,1.225894,63.470000,1.272220,10,4.130000
25,1.703171,63.490000,1.268523,10,4.130000
26,1.422839,64.630000,1.239271,10,4.130000
27,1.627875,64.490000,1.235740,10,4.130000
28,1.344401,65.900000,1.208630,10,4.130000
29,1.409993,64.920000,1.211447,10,4.130000
30,1.453233,65.660000,1.188628,10,4.130000
31,1.592659,65.440000,1.208537,10,4.130000
32,1.582813,65.870000,1.196686,10,4.130000
33,1.588596,65.420000,1.213531,10,4.130000
34,1.519770,65.090000,1.206591,10,4.130000
35,1.436118,65.060000,1.203760,10,4.130000
36,1.828017,64.650000,1.230803,10,4.130000
37,1.677856,64.970000,1.226015,10,4.130000
38,1.189584,65.980000,1.179629,10,4.130000
39,1.460361,66.760000,1.166094,10,4.130000
40,1.387585,66.620000,1.155118,10,4.130000
41,1.449408,66.600000,1.148124,10,4.130000
42,1.637697,65.920000,1.164977,10,4.130000
43,1.519986,67.160000,1.152727,10,4.130000
44,1.382114,66.900000,1.154735,10,4.130000
45,1.370603,66.620000,1.151377,10,4.130000
46,1.533536,66.620000,1.144236,10,4.130000
47,1.453894,66.470000,1.150955,10,4.130000
48,1.547392,67.130000,1.144180,10,4.130000
49,1.389586,66.510000,1.146916,10,4.130000
50,1.742530,65.140000,1.170011,10,4.130000
51,1.429271,65.560000,1.162927,10,4.130000
52,1.546415,66.450000,1.149501,10,4.130000
53,1.329127,66.470000,1.155553,10,4.130000
54,1.449134,66.310000,1.149371,10,4.130000
55,1.458614,65.490000,1.160037,10,4.130000
56,1.547499,66.100000,1.151449,10,4.130000
57,1.551539,65.790000,1.150871,10,4.130000
58,1.446948,65.770000,1.160738,10,4.130000
59,1.496635,65.690000,1.155656,10,4.130000
60,1.463821,65.860000,1.149669,10,4.130000
61,1.360588,65.780000,1.147080,10,4.130000
62,1.257995,65.480000,1.147054,10,4.130000
63,1.528108,65.960000,1.133714,10,4.130000
64,1.450512,65.950000,1.135373,10,4.130000
65,1.138983,66.380000,1.120776,10,4.130000
66,1.193836,66.510000,1.118002,10,4.130000
67,1.416844,66.780000,1.117555,10,4.130000
68,1.194495,66.350000,1.123479,10,4.130000
69,1.530059,66.000000,1.117197,10,4.130000
70,1.212708,66.870000,1.103797,10,4.130000
71,1.431731,66.940000,1.110899,10,4.130000
72,1.557452,66.020000,1.135724,10,4.130000
73,1.279321,65.780000,1.121840,10,4.130000
74,1.159684,66.670000,1.103157,10,4.130000
75,1.402517,66.280000,1.117632,10,4.130000
76,1.540789,66.130000,1.117498,10,4.130000
77,1.509724,66.410000,1.115116,10,4.130000
78,1.248881,65.850000,1.119887,10,4.130000
79,1.374651,65.650000,1.118434,10,4.130000
80,1.280831,66.120000,1.111668,10,4.130000
81,1.463941,65.560000,1.120634,10,4.130000
82,1.164332,66.250000,1.107248,10,4.130000
