epoch,train_loss,personal_apa,personal_loss,selected_clients,avg_unique_labels_per_client
93,0.903005,77.970000,0.718847,10,4.130000
94,0.954499,77.680000,0.722249,10,4.130000
95,0.924684,77.420000,0.728582,10,4.130000
96,0.922594,77.210000,0.732160,10,4.130000
97,0.973699,77.660000,0.728999,10,4.130000
98,1.061878,77.250000,0.736831,10,4.130000
99,0.919803,77.080000,0.728084,10,4.130000
100,0.974568,76.830000,0.729570,10,4.130000
101,0.823088,77.480000,0.720815,10,4.130000
102,1.061319,77.530000,0.724539,10,4.130000
103,0.957806,76.850000,0.732095,10,4.130000
104,0.714744,77.280000,0.723346,10,4.130000
105,0.990440,77.020000,0.730072,10,4.130000
106,0.779803,76.790000,0.732407,10,4.130000
107,0.674854,77.270000,0.727036,10,4.130000
108,0.925832,77.250000,0.725382,10,4.130000
109,0.907968,77.110000,0.732972,10,4.130000
110,1.037715,76.650000,0.740232,10,4.130000
111,0.917369,77.070000,0.730987,10,4.130000
112,0.994682,76.630000,0.737601,10,4.130000
113,0.941862,77.000000,0.732858,10,4.130000
114,0.796380,76.870000,0.725767,10,4.130000
115,0.840655,77.270000,0.721788,10,4.130000
116,0.855305,76.670000,0.735033,10,4.130000
117,0.772882,77.020000,0.723571,10,4.130000
118,0.900908,76.990000,0.728064,10,4.130000
119,0.839489,76.630000,0.729188,10,4.130000
120,0.925292,76.970000,0.726592,10,4.130000
121,0.866940,77.020000,0.728829,10,4.130000
122,0.755121,76.700000,0.726445,10,4.130000
123,0.755054,76.910000,0.735138,10,4.130000
124,0.648419,76.740000,0.724974,10,4.130000
125,0.750611,76.310000,0.733712,10,4.130000
126,0.929561,76.430000,0.737592,10,4.130000
127,0.781840,76.200000,0.749335,10,4.130000
128,0.779236,76.110000,0.740698,10,4.130000
129,0.751579,76.460000,0.739385,10,4.130000
130,0.907217,76.120000,0.740769,10,4.130000
131,0.690151,76.540000,0.739191,10,4.130000
132,0.726363,76.450000,0.737574,10,4.130000
133,0.790607,76.560000,0.729528,10,4.130000
134,0.765919,76.290000,0.744199,10,4.130000
135,0.738521,75.870000,0.746507,10,4.130000
136,0.776764,76.390000,0.728533,10,4.130000
137,0.798074,76.490000,0.734876,10,4.130000
138,0.933762,75.900000,0.742039,10,4.130000
139,0.835059,76.110000,0.736996,10,4.130000
140,0.742547,76.300000,0.738251,10,4.130000
141,0.786348,75.950000,0.747098,10,4.130000
142,0.708114,75.840000,0.746960,10,4.130000
143,0.869285,75.890000,0.745789,10,4.130000
144,0.743302,75.510000,0.742853,10,4.130000
145,0.734066,76.500000,0.735308,10,4.130000
146,0.861872,75.740000,0.745585,10,4.130000
