epoch,train_loss,personal_apa,personal_loss,selected_clients,avg_unique_labels_per_client
0,1.749079,22.310000,2.096581,10,6.450000
1,1.753396,29.940000,1.909719,10,6.450000
2,1.658787,35.150000,1.797296,10,6.450000
3,1.516412,40.060000,1.698044,10,6.450000
4,1.515598,42.480000,1.632306,10,6.450000
5,1.553637,47.060000,1.566777,10,6.450000
6,1.510453,48.970000,1.509527,10,6.450000
7,1.623615,51.390000,1.458079,10,6.450000
8,1.428963,52.520000,1.422950,10,6.450000
9,1.396753,53.280000,1.393676,10,6.450000
10,1.399555,52.990000,1.386317,10,6.450000
11,1.351169,56.000000,1.333299,10,6.450000
12,1.375764,57.040000,1.309097,10,6.450000
13,1.486750,57.420000,1.300209,10,6.450000
14,1.280437,58.510000,1.256986,10,6.450000
15,1.488986,58.720000,1.256354,10,6.450000
16,1.311660,59.580000,1.228537,10,6.450000
17,1.410310,60.850000,1.199609,10,6.450000
18,1.291762,62.400000,1.163239,10,6.450000
19,1.367392,62.030000,1.149373,10,6.450000
20,1.359519,63.470000,1.114489,10,6.450000
21,1.486071,64.080000,1.111061,10,6.450000
22,1.391377,64.400000,1.096483,10,6.450000
23,1.403172,63.870000,1.101884,10,6.450000
24,1.379933,65.500000,1.087613,10,6.450000
25,1.336894,64.750000,1.086687,10,6.450000
26,1.367785,65.090000,1.082715,10,6.450000
27,1.237262,65.480000,1.079115,10,6.450000
28,1.470669,64.850000,1.085315,10,6.450000
29,1.254420,66.090000,1.067023,10,6.450000
30,1.388083,65.990000,1.054016,10,6.450000
31,1.297666,66.620000,1.037244,10,6.450000
32,1.341012,66.360000,1.040409,10,6.450000
33,1.380910,67.170000,1.034084,10,6.450000
34,1.198184,67.850000,1.018240,10,6.450000
35,1.221189,67.450000,1.016785,10,6.450000
36,1.125762,68.350000,1.013786,10,6.450000
37,1.191111,67.770000,0.997398,10,6.450000
38,1.119984,68.820000,0.984964,10,6.450000
39,1.129241,68.530000,0.979369,10,6.450000
40,1.078428,69.470000,0.968418,10,6.450000
41,1.304912,69.260000,0.977471,10,6.450000
42,1.079771,68.920000,0.966637,10,6.450000
43,1.269586,68.860000,0.973785,10,6.450000
44,1.263376,69.310000,0.975310,10,6.450000
45,1.158367,69.220000,0.953333,10,6.450000
46,1.116983,68.940000,0.962764,10,6.450000
47,1.131676,69.500000,0.952365,10,6.450000
48,1.232394,69.350000,0.957924,10,6.450000
49,1.161591,69.530000,0.937489,10,6.450000
50,1.210511,69.820000,0.947286,10,6.450000
51,1.151688,69.390000,0.952313,10,6.450000
52,1.249349,70.060000,0.944898,10,6.450000
53,1.061582,69.620000,0.939296,10,6.450000
54,1.086194,69.810000,0.941753,10,6.450000
55,1.002821,69.820000,0.936695,10,6.450000
56,1.094782,70.400000,0.933720,10,6.450000
57,1.060528,70.670000,0.916722,10,6.450000
58,0.955716,70.530000,0.915848,10,6.450000
59,1.048314,69.940000,0.925480,10,6.450000
60,1.152733,70.440000,0.915246,10,6.450000
61,1.138218,69.970000,0.923627,10,6.450000
62,1.140576,70.440000,0.921425,10,6.450000
63,1.201693,70.510000,0.917471,10,6.450000
64,1.216090,70.210000,0.921799,10,6.450000
65,1.123147,70.300000,0.928937,10,6.450000
66,1.067709,70.640000,0.919478,10,6.450000
67,0.941834,70.500000,0.918673,10,6.450000
68,1.157302,70.110000,0.919532,10,6.450000
69,1.020796,70.700000,0.912034,10,6.450000
70,1.079477,70.440000,0.913884,10,6.450000
71,0.961357,70.780000,0.913255,10,6.450000
72,0.976050,70.430000,0.910893,10,6.450000
73,1.019124,70.490000,0.905638,10,6.450000
74,0.899978,71.020000,0.903416,10,6.450000
75,1.029885,71.250000,0.902392,10,6.450000
76,1.052309,71.190000,0.906897,10,6.450000
77,1.117786,70.460000,0.912225,10,6.450000
78,0.996261,71.170000,0.901274,10,6.450000
79,1.026680,70.320000,0.915830,10,6.450000
80,0.892937,70.880000,0.902371,10,6.450000
81,0.974303,70.690000,0.906835,10,6.450000
82,0.992470,70.690000,0.911807,10,6.450000
83,1.093154,70.490000,0.907691,10,6.450000
84,1.029196,70.800000,0.908470,10,6.450000
85,1.141782,70.420000,0.905520,10,6.450000
86,0.897670,70.550000,0.897747,10,6.450000
87,1.105047,70.480000,0.907755,10,6.450000
88,0.958006,70.260000,0.905383,10,6.450000
89,1.056329,70.600000,0.912015,10,6.450000
90,1.030987,70.160000,0.904306,10,6.450000
91,0.797018,70.750000,0.898761,10,6.450000
92,0.904530,70.270000,0.900613,10,6.450000
93,1.069683,70.410000,0.899686,10,6.450000
94,1.028287,70.780000,0.903154,10,6.450000
95,0.912023,70.830000,0.896516,10,6.450000
96,0.817859,69.890000,0.906205,10,6.450000
97,0.821924,70.290000,0.894271,10,6.450000
98,0.982472,70.160000,0.902140,10,6.450000
99,0.805431,70.360000,0.905793,10,6.450000
100,1.034478,70.970000,0.900155,10,6.450000
101,1.068710,70.140000,0.910464,10,6.450000
102,0.863929,69.680000,0.909115,10,6.450000
103,1.108227,69.680000,0.919913,10,6.450000
104,0.984110,70.060000,0.912522,10,6.450000
105,0.972138,70.170000,0.910222,10,6.450000
106,0.944884,70.880000,0.894619,10,6.450000
107,1.019672,70.330000,0.904876,10,6.450000
108,1.005391,70.570000,0.904777,10,6.450000
109,0.982587,70.250000,0.909482,10,6.450000
110,1.003214,69.940000,0.906521,10,6.450000
111,0.969721,70.160000,0.898555,10,6.450000
112,0.924383,70.150000,0.910775,10,6.450000
113,0.866606,69.870000,0.911796,10,6.450000
114,0.960321,69.690000,0.911592,10,6.450000
115,0.938422,69.860000,0.907985,10,6.450000
116,0.936823,70.170000,0.908697,10,6.450000
117,0.986605,69.930000,0.912684,10,6.450000
118,1.068032,69.380000,0.914086,10,6.450000
119,1.098500,69.100000,0.919571,10,6.450000
120,0.884295,69.790000,0.912439,10,6.450000
121,0.899027,69.620000,0.921684,10,6.450000
122,0.882167,69.900000,0.915805,10,6.450000
123,0.841374,69.600000,0.924769,10,6.450000
124,1.028794,69.790000,0.909581,10,6.450000
125,0.895585,69.890000,0.905294,10,6.450000
126,1.001752,69.350000,0.912784,10,6.450000
127,0.929978,70.080000,0.903847,10,6.450000
128,0.907582,69.200000,0.929470,10,6.450000
129,0.814832,69.630000,0.910184,10,6.450000
130,0.958317,68.330000,0.925135,10,6.450000
131,0.926470,69.660000,0.910362,10,6.450000
132,0.696593,69.330000,0.909721,10,6.450000
133,0.940474,69.650000,0.907821,10,6.450000
134,0.899023,69.380000,0.918024,10,6.450000
135,0.963361,68.700000,0.933071,10,6.450000
136,0.879309,68.830000,0.932572,10,6.450000
137,0.836942,69.420000,0.916658,10,6.450000
138,0.941544,69.580000,0.926760,10,6.450000
139,0.772767,69.150000,0.931894,10,6.450000
140,0.760959,68.980000,0.930333,10,6.450000
141,0.870868,68.870000,0.918971,10,6.450000
142,0.853157,69.110000,0.917935,10,6.450000
143,1.021756,69.250000,0.929724,10,6.450000
144,0.769144,68.220000,0.933718,10,6.450000
145,0.856620,68.950000,0.932740,10,6.450000
146,0.764437,69.150000,0.924544,10,6.450000
147,0.792073,69.030000,0.924782,10,6.450000
148,0.760034,69.270000,0.918422,10,6.450000
149,0.685971,69.430000,0.916659,10,6.450000
