Experiment Start: 20260616-230210
Args: Namespace(method='default', epochs=500, num_users=100, frac=0.1, local_ep=5, local_bs=50, bs=128, lr=0.01, momentum=0.5, split='user', schedule=[], lr_decay=0.1, weight_decay=0, partition='shard', dd_alpha=0.5, num_shards=200, fed_method='fedavg', model='cnn4conv', dataset='cifar10', iid=False, num_classes=10, num_channels=3, gpu=0, verbose=False, seed=1, all_clients=False, num_workers=4, noise_type_lst=['symmetric'], noise_group_num=[100], group_noise_rate=[0.4], warmup_epochs=100, queue_size=15, forget_rate=0.2, uncertainty_threshold=0.05, alpha=1.2, beta=0.8, labeling='soft', mm_alpha=4, lambda_u=25, T=0.5, p_threshold=0.5, num_neighbors=2, w_alpha=0.5, device=device(type='cuda', index=0), send_2_models=False)
================================================================================

round,train_acc,train_loss,test_acc,test_loss,local_update_loss,time_sec
348,20.254000,2.272491,19.490000,2.326327,1.224801,2446.70
349,22.142000,2.222917,22.030000,2.239555,1.214501,2453.70
350,21.918000,2.228003,21.030000,2.251799,1.177712,2461.43
351,21.792000,2.254466,22.140000,2.277293,1.244247,2468.38
352,20.338000,2.264722,19.310000,2.308695,1.233920,2476.09
353,22.088000,2.254434,21.960000,2.270664,1.193107,2482.93
354,21.694000,2.226985,20.660000,2.264741,1.255564,2490.48
355,21.450000,2.238786,20.170000,2.285478,1.246811,2497.64
356,22.018000,2.196024,20.250000,2.213395,1.230795,2505.23
357,22.044000,2.210806,21.720000,2.238650,1.228583,2512.25
358,22.406000,2.220130,22.120000,2.235421,1.218570,2520.05
359,23.080000,2.212104,22.390000,2.245574,1.225626,2527.07
360,22.354000,2.233281,22.160000,2.273222,1.213607,2534.72
361,22.874000,2.218194,23.250000,2.196360,1.239265,2541.82
362,23.026000,2.187603,23.360000,2.176191,1.199276,2549.46
363,22.898000,2.187785,22.290000,2.184251,1.235248,2556.45
364,23.826000,2.175388,23.780000,2.150946,1.164062,2564.12
365,21.148000,2.264028,20.250000,2.314584,1.183889,2570.97
366,22.822000,2.172564,21.770000,2.188403,1.239602,2578.71
367,22.434000,2.200631,21.210000,2.221338,1.246574,2585.96
368,21.984000,2.225907,20.990000,2.245653,1.209043,2593.62
369,21.470000,2.229264,20.140000,2.268269,1.278788,2600.69
370,22.400000,2.215921,20.710000,2.249725,1.233278,2608.37
371,22.440000,2.193404,20.960000,2.215062,1.209200,2615.33
372,22.996000,2.189745,21.120000,2.212746,1.225277,2623.00
373,20.834000,2.278370,19.270000,2.324392,1.202574,2629.95
374,22.630000,2.229130,21.390000,2.241236,1.177958,2637.77
375,21.570000,2.259001,20.810000,2.291736,1.156804,2644.55
376,21.880000,2.229061,21.010000,2.268982,1.185097,2652.28
377,21.706000,2.226405,20.910000,2.253537,1.168001,2659.46
378,21.338000,2.236055,19.870000,2.286738,1.216806,2667.26
379,21.442000,2.277197,19.900000,2.320302,1.257533,2674.24
380,22.348000,2.213489,21.590000,2.219454,1.236346,2681.70
381,21.688000,2.257555,21.360000,2.281038,1.207440,2689.13
382,22.382000,2.232797,22.640000,2.245516,1.202767,2696.29
383,22.550000,2.205842,21.320000,2.238409,1.245379,2703.70
384,21.774000,2.223374,20.840000,2.237649,1.200312,2710.59
385,21.836000,2.240077,21.400000,2.259352,1.142835,2718.36
386,22.376000,2.200898,21.230000,2.231723,1.177025,2725.33
387,21.434000,2.263988,20.910000,2.294478,1.237618,2733.08
388,22.136000,2.205572,21.630000,2.215955,1.220825,2740.18
389,22.792000,2.210417,21.320000,2.250115,1.190851,2747.83
390,22.518000,2.202394,20.720000,2.247576,1.207678,2754.79
391,21.770000,2.262014,19.610000,2.324712,1.201176,2762.50
392,21.812000,2.235629,19.160000,2.315860,1.167341,2769.55
393,23.130000,2.215571,21.000000,2.268921,1.210851,2777.31
394,22.814000,2.232689,21.370000,2.286039,1.199572,2784.39
395,22.320000,2.235132,21.500000,2.291208,1.221718,2791.92
396,22.840000,2.208030,21.960000,2.246659,1.167296,2798.73
397,23.574000,2.201525,22.860000,2.224329,1.159798,2806.36
398,22.452000,2.225854,20.830000,2.265493,1.156733,2813.21
399,21.864000,2.225728,19.930000,2.262510,1.161263,2820.83
400,22.292000,2.215074,19.650000,2.286675,1.190249,2827.90
401,22.770000,2.222845,21.300000,2.272661,1.179058,2835.43
402,21.270000,2.233202,19.270000,2.281966,1.174195,2842.51
403,21.144000,2.264054,19.030000,2.366605,1.183293,2849.93
404,21.360000,2.249544,20.310000,2.317133,1.188502,2856.85
405,21.798000,2.271829,20.590000,2.324642,1.151272,2864.49
406,22.244000,2.253872,21.280000,2.305918,1.181433,2871.52
407,23.448000,2.185186,22.160000,2.214126,1.179576,2879.16
408,23.418000,2.192311,21.980000,2.221461,1.183477,2886.01
409,21.256000,2.239407,20.100000,2.291397,1.158032,2893.62
410,21.938000,2.245931,20.970000,2.278005,1.189664,2900.76
411,22.682000,2.210933,21.330000,2.251105,1.225067,2908.53
412,22.562000,2.213167,21.370000,2.254589,1.188582,2915.60
413,22.552000,2.208322,21.510000,2.251244,1.184709,2923.46
414,23.192000,2.220643,23.190000,2.250555,1.181977,2930.32
415,22.244000,2.220362,20.300000,2.285594,1.166664,2938.13
416,24.054000,2.182804,23.550000,2.193384,1.154184,2945.16
417,23.160000,2.213838,22.570000,2.238590,1.182002,2952.65
418,22.816000,2.220258,20.910000,2.269629,1.150267,2959.74
419,21.960000,2.252138,19.800000,2.327790,1.213695,2967.38
420,22.950000,2.257587,21.090000,2.312726,1.171432,2974.55
421,21.586000,2.262551,19.460000,2.325265,1.185876,2982.09
422,20.742000,2.274599,18.060000,2.378520,1.232214,2989.37
423,21.300000,2.260139,18.970000,2.366178,1.206589,2996.55
424,22.174000,2.218742,19.930000,2.290312,1.168314,3004.02
425,22.366000,2.229086,19.230000,2.334139,1.180984,3011.34
426,22.054000,2.275988,20.580000,2.336705,1.150740,3018.72
427,20.526000,2.322612,18.790000,2.414209,1.193036,3025.98
428,21.438000,2.249401,18.140000,2.362287,1.198765,3033.86
429,22.942000,2.232654,21.140000,2.327036,1.179468,3041.25
430,23.062000,2.221598,21.160000,2.290087,1.167984,3048.59
431,22.744000,2.203494,20.700000,2.259974,1.209295,3055.46
432,21.888000,2.230113,20.100000,2.297626,1.193603,3062.95
433,22.346000,2.221498,20.390000,2.281058,1.155053,3069.86
434,22.218000,2.231522,19.810000,2.318153,1.180139,3077.39
435,22.778000,2.211405,20.100000,2.287457,1.170838,3084.37
436,22.604000,2.265060,21.420000,2.310214,1.156398,3091.91
437,22.850000,2.224200,19.970000,2.310828,1.155251,3098.96
438,22.784000,2.194078,20.220000,2.268951,1.186776,3106.67
439,22.340000,2.243104,20.100000,2.325510,1.149348,3113.69
440,21.508000,2.281999,18.390000,2.380258,1.170975,3121.24
441,21.476000,2.253147,19.390000,2.322817,1.206349,3128.14
442,22.706000,2.215098,20.030000,2.295995,1.201576,3135.58
443,21.642000,2.265826,18.170000,2.370978,1.163617,3142.54
444,21.736000,2.255689,18.580000,2.364291,1.139955,3150.24
445,23.042000,2.209819,21.050000,2.269072,1.168767,3157.17
446,21.548000,2.252433,18.950000,2.340534,1.138830,3164.94
447,22.912000,2.216652,20.440000,2.287122,1.111966,3172.03
448,22.838000,2.228024,20.290000,2.308841,1.168618,3179.72
449,21.328000,2.328030,19.930000,2.408879,1.159363,3186.78
450,21.612000,2.259931,18.890000,2.366969,1.192862,3194.42
451,22.512000,2.235911,20.680000,2.297569,1.161945,3201.49
452,21.116000,2.267601,18.340000,2.361058,1.175851,3209.05
453,22.038000,2.254156,19.760000,2.342596,1.162611,3216.03
454,22.122000,2.221263,18.950000,2.328092,1.178716,3223.58
455,23.382000,2.231316,21.100000,2.296136,1.141709,3230.48
456,22.968000,2.216302,19.580000,2.301859,1.151419,3238.36
457,22.026000,2.297783,21.510000,2.355857,1.136439,3245.38
458,22.204000,2.231283,19.630000,2.313986,1.151063,3253.05
459,22.664000,2.226000,20.910000,2.282555,1.146116,3260.68
460,21.498000,2.273776,19.160000,2.390806,1.151368,3268.53
461,22.654000,2.227239,20.460000,2.312967,1.115415,3275.67
462,21.902000,2.296764,19.700000,2.417858,1.136177,3283.41
463,23.002000,2.237742,21.650000,2.313566,1.194796,3290.38
464,23.298000,2.204092,22.360000,2.245438,1.154139,3298.16
465,22.698000,2.226034,20.470000,2.304834,1.162686,3305.17
466,22.652000,2.250191,20.780000,2.326037,1.131805,3312.91
467,21.780000,2.246136,19.890000,2.312630,1.141822,3319.99
468,22.266000,2.266349,20.320000,2.351728,1.168160,3327.87
469,22.050000,2.248438,19.280000,2.359587,1.118557,3334.84
470,23.214000,2.229273,21.030000,2.308423,1.107261,3342.65
471,23.056000,2.206296,19.900000,2.306226,1.188848,3349.58
472,22.318000,2.228476,18.980000,2.317405,1.148529,3356.95
473,23.236000,2.202008,20.660000,2.270857,1.143991,3364.24
474,22.328000,2.244398,20.050000,2.328889,1.153064,3371.18
475,21.702000,2.260861,19.220000,2.362326,1.153351,3378.82
476,22.580000,2.239849,20.610000,2.346585,1.163460,3385.94
477,23.580000,2.253639,21.550000,2.349522,1.137274,3393.57
478,22.638000,2.266119,20.220000,2.354642,1.129886,3400.76
479,23.082000,2.218509,20.630000,2.311541,1.141329,3408.41
480,21.716000,2.275055,19.340000,2.399152,1.129083,3415.39
481,22.702000,2.220126,20.050000,2.313856,1.143114,3423.06
482,21.714000,2.285925,18.580000,2.435099,1.118941,3430.01
483,23.190000,2.251429,21.410000,2.339325,1.116846,3437.57
484,23.062000,2.266771,20.240000,2.380668,1.160895,3444.71
485,21.946000,2.301708,20.240000,2.395745,1.063481,3452.26
486,23.830000,2.208253,21.420000,2.274712,1.129287,3459.24
487,23.462000,2.216338,21.050000,2.289792,1.138643,3466.84
488,23.478000,2.213306,21.530000,2.286420,1.091636,3473.78
489,22.724000,2.257191,19.270000,2.374033,1.144245,3481.40
490,21.646000,2.264112,18.990000,2.364855,1.110056,3488.49
491,22.672000,2.233475,20.790000,2.304841,1.145696,3496.20
492,23.308000,2.238204,21.590000,2.289156,1.065765,3502.96
493,23.098000,2.238531,19.820000,2.337543,1.134338,3510.60
494,21.922000,2.273654,18.210000,2.407544,1.106728,3517.69
495,22.114000,2.248784,19.340000,2.368263,1.114060,3525.33
496,23.166000,2.208703,20.900000,2.271856,1.153999,3532.29
497,21.898000,2.267685,19.160000,2.376727,1.141990,3539.83
498,22.008000,2.291991,18.880000,2.412497,1.108777,3546.82
499,22.352000,2.234670,20.300000,2.319860,1.145778,3554.50
Total training time: 3554.50 seconds
