epoch,train_loss,global_test_acc,global_test_loss,correction_apa,correction_loss,core_ratio,recover_clean_ratio,corrected_ratio,net1_train_ratio,correction_trigger,core_count,recover_clean_count,corrected_count,net1_return_count,net1_train_count,net2_train_count,total_count,actual_net1_label_correct_count,actual_round_clean_count,selected_original_clean_count,missed_clean_count,false_train_label_count,correction_correct_count,correction_false_count,persistent_update_count,correction_acc,agg_weight_sum,actual_net1_label_correct_ratio,orig_clean_recall
118,0.597958,46.660000,1.451442,0.000000,0.000000,0.635400,0.000000,0.000000,0.635400,0,15885,0,0,0,15885,15885,25000,13624,14463,13624,839,2261,0,0,0,0.000000,25000.000000,0.857664,0.941990
119,0.555686,49.100000,1.398146,0.000000,0.000000,0.657600,0.000000,0.000000,0.657600,0,16440,0,0,0,16440,16440,25000,14070,14940,14070,870,2370,0,0,0,0.000000,25000.000000,0.855839,0.941767
120,0.507714,48.330000,1.417974,0.000000,0.000000,0.666480,0.000000,0.001680,0.666480,1,16662,0,42,0,16662,16704,25000,14563,15446,14563,883,2099,39,3,42,0.928571,25000.000000,0.874025,0.942833
121,0.635706,51.160000,1.356375,0.000000,0.000000,0.666480,0.000000,0.000000,0.666480,0,16662,0,0,0,16662,16662,25000,13890,14721,13890,831,2772,0,0,0,0.000000,25000.000000,0.833633,0.943550
122,0.578493,49.670000,1.396553,0.000000,0.000000,0.682240,0.000000,0.000000,0.682240,0,17056,0,0,0,17056,17056,25000,14564,15297,14564,733,2492,0,0,0,0.000000,25000.000000,0.853893,0.952082
123,0.608972,50.210000,1.372851,0.000000,0.000000,0.663040,0.000000,0.000000,0.663040,0,16576,0,0,0,16576,16576,25000,13872,14778,13872,906,2704,0,0,0,0.000000,25000.000000,0.836873,0.938693
124,0.597987,50.150000,1.390753,0.000000,0.000000,0.683600,0.000000,0.000000,0.683600,0,17090,0,0,0,17090,17090,25000,14281,15060,14281,779,2809,0,0,0,0.000000,25000.000000,0.835635,0.948274
125,0.647033,50.030000,1.382916,0.000000,0.000000,0.664360,0.000000,0.002200,0.664360,1,16609,0,55,0,16609,16664,25000,13645,14445,13645,800,2964,54,1,55,0.981818,25000.000000,0.821543,0.944618
126,0.551258,50.080000,1.376475,0.000000,0.000000,0.683840,0.000000,0.000000,0.683840,0,17096,0,0,0,17096,17096,25000,14621,15386,14621,765,2475,0,0,0,0.000000,25000.000000,0.855229,0.950279
127,0.682065,48.760000,1.402755,0.000000,0.000000,0.672720,0.000000,0.000000,0.672720,0,16818,0,0,0,16818,16818,25000,13548,14272,13548,724,3270,0,0,0,0.000000,25000.000000,0.805565,0.949271
128,0.536058,49.470000,1.387467,0.000000,0.000000,0.671560,0.000000,0.000000,0.671560,0,16789,0,0,0,16789,16789,25000,14592,15443,14592,851,2197,0,0,0,0.000000,25000.000000,0.869141,0.944894
129,0.560650,49.460000,1.401857,0.000000,0.000000,0.682160,0.000000,0.000000,0.682160,0,17054,0,0,0,17054,17054,25000,14631,15390,14631,759,2423,0,0,0,0.000000,25000.000000,0.857922,0.950682
130,0.510985,46.180000,1.454751,0.000000,0.000000,0.664920,0.000000,0.001720,0.664920,1,16623,0,43,0,16623,16666,25000,14472,15381,14472,909,2151,42,1,43,0.976744,25000.000000,0.870601,0.940901
131,0.680636,48.320000,1.395663,0.000000,0.000000,0.684600,0.000000,0.000000,0.684600,0,17115,0,0,0,17115,17115,25000,13983,14755,13983,772,3132,0,0,0,0.000000,25000.000000,0.817003,0.947679
132,0.548380,50.030000,1.370261,0.000000,0.000000,0.675000,0.000000,0.000000,0.675000,0,16875,0,0,0,16875,16875,25000,14579,15460,14579,881,2296,0,0,0,0.000000,25000.000000,0.863941,0.943014
133,0.480409,48.640000,1.411443,0.000000,0.000000,0.648320,0.000000,0.000000,0.648320,0,16208,0,0,0,16208,16208,25000,14105,15020,14105,915,2103,0,0,0,0.000000,25000.000000,0.870249,0.939081
134,0.551267,48.910000,1.405812,0.000000,0.000000,0.671760,0.000000,0.000000,0.671760,0,16794,0,0,0,16794,16794,25000,14402,15250,14402,848,2392,0,0,0,0.000000,25000.000000,0.857568,0.944393
135,0.612115,47.080000,1.430776,0.000000,0.000000,0.658080,0.000000,0.002360,0.658080,1,16452,0,59,0,16452,16511,25000,13623,14413,13623,790,2829,53,6,59,0.898305,25000.000000,0.828045,0.945188
136,0.518397,47.420000,1.426277,0.000000,0.000000,0.681800,0.000000,0.000000,0.681800,0,17045,0,0,0,17045,17045,25000,14859,15681,14859,822,2186,0,0,0,0.000000,25000.000000,0.871751,0.947580
137,0.625484,47.970000,1.416813,0.000000,0.000000,0.691400,0.000000,0.000000,0.691400,0,17285,0,0,0,17285,17285,25000,14231,15008,14231,777,3054,0,0,0,0.000000,25000.000000,0.823315,0.948228
138,0.527918,48.760000,1.394231,0.000000,0.000000,0.667120,0.000000,0.000000,0.667120,0,16678,0,0,0,16678,16678,25000,14319,15011,14319,692,2359,0,0,0,0.000000,25000.000000,0.858556,0.953900
139,0.553991,48.140000,1.416366,0.000000,0.000000,0.682400,0.000000,0.000000,0.682400,0,17060,0,0,0,17060,17060,25000,14621,15333,14621,712,2439,0,0,0,0.000000,25000.000000,0.857034,0.953564
140,0.523770,49.020000,1.402174,0.000000,0.000000,0.666000,0.000000,0.001880,0.666000,1,16650,0,47,0,16650,16697,25000,14255,15151,14255,896,2395,44,3,47,0.936170,25000.000000,0.856156,0.940862
141,0.533932,47.360000,1.422300,0.000000,0.000000,0.663440,0.000000,0.000000,0.663440,0,16586,0,0,0,16586,16586,25000,14186,15084,14186,898,2400,0,0,0,0.000000,25000.000000,0.855300,0.940467
142,0.615872,49.510000,1.392513,0.000000,0.000000,0.697360,0.000000,0.000000,0.697360,0,17434,0,0,0,17434,17434,25000,14432,15182,14432,750,3002,0,0,0,0.000000,25000.000000,0.827808,0.950599
143,0.532603,49.730000,1.389181,0.000000,0.000000,0.692480,0.000000,0.000000,0.692480,0,17312,0,0,0,17312,17312,25000,14993,15737,14993,744,2319,0,0,0,0.000000,25000.000000,0.866047,0.952723
144,0.521489,50.090000,1.396338,0.000000,0.000000,0.659200,0.000000,0.000000,0.659200,0,16480,0,0,0,16480,16480,25000,14046,14898,14046,852,2434,0,0,0,0.000000,25000.000000,0.852306,0.942811
145,0.489053,49.470000,1.423981,0.000000,0.000000,0.686240,0.000000,0.002040,0.686240,1,17156,0,51,0,17156,17207,25000,14953,15734,14953,781,2203,48,3,51,0.941176,25000.000000,0.871590,0.950362
146,0.544315,49.600000,1.381046,0.000000,0.000000,0.659640,0.000000,0.000000,0.659640,0,16491,0,0,0,16491,16491,25000,14112,14989,14112,877,2379,0,0,0,0.000000,25000.000000,0.855739,0.941490
147,0.507540,49.870000,1.377960,0.000000,0.000000,0.658760,0.000000,0.000000,0.658760,0,16469,0,0,0,16469,16469,25000,14407,15249,14407,842,2062,0,0,0,0.000000,25000.000000,0.874795,0.944783
148,0.642912,50.440000,1.355705,0.000000,0.000000,0.678880,0.000000,0.000000,0.678880,0,16972,0,0,0,16972,16972,25000,13952,14699,13952,747,3020,0,0,0,0.000000,25000.000000,0.822060,0.949180
149,0.521354,50.610000,1.349755,0.000000,0.000000,0.686600,0.000000,0.000000,0.686600,0,17165,0,0,0,17165,17165,25000,14882,15677,14882,795,2283,0,0,0,0.000000,25000.000000,0.866997,0.949289
150,0.538508,50.320000,1.365577,0.000000,0.000000,0.695880,0.000000,0.002120,0.695880,1,17397,0,53,0,17397,17450,25000,14811,15581,14811,770,2586,52,1,53,0.981132,25000.000000,0.851354,0.950581
151,0.538809,48.960000,1.403866,0.000000,0.000000,0.670120,0.000000,0.000000,0.670120,0,16753,0,0,0,16753,16753,25000,14256,14890,14256,634,2497,0,0,0,0.000000,25000.000000,0.850952,0.957421
152,0.510388,49.010000,1.399753,0.000000,0.000000,0.677000,0.000000,0.000000,0.677000,0,16925,0,0,0,16925,16925,25000,14513,15377,14513,864,2412,0,0,0,0.000000,25000.000000,0.857489,0.943812
153,0.534826,49.810000,1.375291,0.000000,0.000000,0.709320,0.000000,0.000000,0.709320,0,17733,0,0,0,17733,17733,25000,15233,15988,15233,755,2500,0,0,0,0.000000,25000.000000,0.859020,0.952777
154,0.578610,48.520000,1.383456,0.000000,0.000000,0.705600,0.000000,0.000000,0.705600,0,17640,0,0,0,17640,17640,25000,14645,15213,14645,568,2995,0,0,0,0.000000,25000.000000,0.830215,0.962664
155,0.545249,48.650000,1.383518,0.000000,0.000000,0.677320,0.000000,0.001880,0.677320,1,16933,0,47,0,16933,16980,25000,14424,15203,14424,779,2509,44,3,47,0.936170,25000.000000,0.851828,0.948760
156,0.512303,49.670000,1.390820,0.000000,0.000000,0.684760,0.000000,0.000000,0.684760,0,17119,0,0,0,17119,17119,25000,14846,15697,14846,851,2273,0,0,0,0.000000,25000.000000,0.867224,0.945786
157,0.559381,48.990000,1.387811,0.000000,0.000000,0.687600,0.000000,0.000000,0.687600,0,17190,0,0,0,17190,17190,25000,14487,15239,14487,752,2703,0,0,0,0.000000,25000.000000,0.842757,0.950653
158,0.513774,49.360000,1.383786,0.000000,0.000000,0.696840,0.000000,0.000000,0.696840,0,17421,0,0,0,17421,17421,25000,15018,15769,15018,751,2403,0,0,0,0.000000,25000.000000,0.862063,0.952375
159,0.498687,49.250000,1.376204,0.000000,0.000000,0.689800,0.000000,0.000000,0.689800,0,17245,0,0,0,17245,17245,25000,14990,15737,14990,747,2255,0,0,0,0.000000,25000.000000,0.869237,0.952532
160,0.477339,47.840000,1.400005,0.000000,0.000000,0.698960,0.000000,0.001640,0.698960,1,17474,0,41,0,17474,17515,25000,15302,16030,15302,728,2172,39,2,41,0.951220,25000.000000,0.875701,0.954585
161,0.533224,50.000000,1.372289,0.000000,0.000000,0.691200,0.000000,0.000000,0.691200,0,17280,0,0,0,17280,17280,25000,14861,15520,14861,659,2419,0,0,0,0.000000,25000.000000,0.860012,0.957539
162,0.528152,51.580000,1.331534,0.000000,0.000000,0.683720,0.000000,0.000000,0.683720,0,17093,0,0,0,17093,17093,25000,14655,15308,14655,653,2438,0,0,0,0.000000,25000.000000,0.857369,0.957343
163,0.451594,51.160000,1.348527,0.000000,0.000000,0.700600,0.000000,0.000000,0.700600,0,17515,0,0,0,17515,17515,25000,15545,16397,15545,852,1970,0,0,0,0.000000,25000.000000,0.887525,0.948039
164,0.492469,51.100000,1.336872,0.000000,0.000000,0.690280,0.000000,0.000000,0.690280,0,17257,0,0,0,17257,17257,25000,14911,15573,14911,662,2346,0,0,0,0.000000,25000.000000,0.864055,0.957491
165,0.505530,50.590000,1.355841,0.000000,0.000000,0.675720,0.000000,0.002240,0.675720,1,16893,0,56,0,16893,16949,25000,14485,15370,14485,885,2408,54,2,56,0.964286,25000.000000,0.857456,0.942420
166,0.545379,50.970000,1.335810,0.000000,0.000000,0.680040,0.000000,0.000000,0.680040,0,17001,0,0,0,17001,17001,25000,14375,14971,14375,596,2626,0,0,0,0.000000,25000.000000,0.845538,0.960190
167,0.553984,50.100000,1.359101,0.000000,0.000000,0.658800,0.000000,0.000000,0.658800,0,16470,0,0,0,16470,16470,25000,13620,14228,13620,608,2850,0,0,0,0.000000,25000.000000,0.826958,0.957267
168,0.457993,49.950000,1.359189,0.000000,0.000000,0.669960,0.000000,0.000000,0.669960,0,16749,0,0,0,16749,16749,25000,14553,15269,14553,716,2196,0,0,0,0.000000,25000.000000,0.868888,0.953108
169,0.553099,51.930000,1.326447,0.000000,0.000000,0.670040,0.000000,0.000000,0.670040,0,16751,0,0,0,16751,16751,25000,14085,14851,14085,766,2666,0,0,0,0.000000,25000.000000,0.840845,0.948421
170,0.583874,51.290000,1.331371,0.000000,0.000000,0.697840,0.000000,0.002120,0.697840,1,17446,0,53,0,17446,17499,25000,14455,15182,14455,727,2991,50,3,53,0.943396,25000.000000,0.828557,0.952114
171,0.451641,49.060000,1.369463,0.000000,0.000000,0.708960,0.000000,0.000000,0.708960,0,17724,0,0,0,17724,17724,25000,15771,16513,15771,742,1953,0,0,0,0.000000,25000.000000,0.889810,0.955066
172,0.508552,50.000000,1.371205,0.000000,0.000000,0.684120,0.000000,0.000000,0.684120,0,17103,0,0,0,17103,17103,25000,14567,15333,14567,766,2536,0,0,0,0.000000,25000.000000,0.851722,0.950042
173,0.519975,49.220000,1.372697,0.000000,0.000000,0.691960,0.000000,0.000000,0.691960,0,17299,0,0,0,17299,17299,25000,14787,15373,14787,586,2512,0,0,0,0.000000,25000.000000,0.854789,0.961881
174,0.471238,50.220000,1.354876,0.000000,0.000000,0.659960,0.000000,0.000000,0.659960,0,16499,0,0,0,16499,16499,25000,14485,15219,14485,734,2014,0,0,0,0.000000,25000.000000,0.877932,0.951771
175,0.602458,48.970000,1.378530,0.000000,0.000000,0.664920,0.000040,0.002000,0.664960,1,16623,1,50,1,16624,16674,25000,13892,14546,13892,654,2732,47,3,50,0.940000,25000.000000,0.835659,0.955039
176,0.531345,50.080000,1.359214,0.000000,0.000000,0.684040,0.000000,0.000000,0.684040,0,17101,0,0,0,17101,17101,25000,14525,15246,14525,721,2576,0,0,0,0.000000,25000.000000,0.849366,0.952709
177,0.499275,50.390000,1.353221,0.000000,0.000000,0.667960,0.000000,0.000000,0.667960,0,16699,0,0,0,16699,16699,25000,14288,15061,14288,773,2411,0,0,0,0.000000,25000.000000,0.855620,0.948675
178,0.568726,50.540000,1.334313,0.000000,0.000000,0.664240,0.000000,0.000000,0.664240,0,16606,0,0,0,16606,16606,25000,13680,14380,13680,700,2926,0,0,0,0.000000,25000.000000,0.823799,0.951321
179,0.538254,50.550000,1.355531,0.000000,0.000000,0.685680,0.000000,0.000000,0.685680,0,17142,0,0,0,17142,17142,25000,14337,14998,14337,661,2805,0,0,0,0.000000,25000.000000,0.836367,0.955927
180,0.447618,49.840000,1.376763,0.000000,0.000000,0.684840,0.000000,0.002000,0.684840,1,17121,0,50,0,17121,17171,25000,15089,15870,15089,781,2032,45,5,50,0.900000,25000.000000,0.881315,0.950788
181,0.565145,49.950000,1.356986,0.000000,0.000000,0.693440,0.000000,0.000000,0.693440,0,17336,0,0,0,17336,17336,25000,14235,14801,14235,566,3101,0,0,0,0.000000,25000.000000,0.821124,0.961759
182,0.470188,49.760000,1.381525,0.000000,0.000000,0.694080,0.000000,0.000000,0.694080,0,17352,0,0,0,17352,17352,25000,15168,15958,15168,790,2184,0,0,0,0.000000,25000.000000,0.874136,0.950495
183,0.485021,49.970000,1.378151,0.000000,0.000000,0.696280,0.000000,0.000000,0.696280,0,17407,0,0,0,17407,17407,25000,14943,15598,14943,655,2464,0,0,0,0.000000,25000.000000,0.858448,0.958007
184,0.445910,50.680000,1.355056,0.000000,0.000000,0.694840,0.000000,0.000000,0.694840,0,17371,0,0,0,17371,17371,25000,15317,16061,15317,744,2054,0,0,0,0.000000,25000.000000,0.881757,0.953677
185,0.559466,49.010000,1.375657,0.000000,0.000000,0.656160,0.000040,0.003120,0.656200,1,16404,1,78,1,16405,16483,25000,13596,14316,13596,720,2809,71,7,78,0.910256,25000.000000,0.828772,0.949707
186,0.493176,50.180000,1.367227,0.000000,0.000000,0.701000,0.000000,0.000000,0.701000,0,17525,0,0,0,17525,17525,25000,15052,15649,15052,597,2473,0,0,0,0.000000,25000.000000,0.858887,0.961851
187,0.482361,51.150000,1.346595,0.000000,0.000000,0.705520,0.000000,0.000000,0.705520,0,17638,0,0,0,17638,17638,25000,15300,16024,15300,724,2338,0,0,0,0.000000,25000.000000,0.867445,0.954818
188,0.478719,51.280000,1.341656,0.000000,0.000000,0.695120,0.000000,0.000000,0.695120,0,17378,0,0,0,17378,17378,25000,15210,15931,15210,721,2168,0,0,0,0.000000,25000.000000,0.875245,0.954742
189,0.476081,50.720000,1.352224,0.000000,0.000000,0.686560,0.000000,0.000000,0.686560,0,17164,0,0,0,17164,17164,25000,14753,15491,14753,738,2411,0,0,0,0.000000,25000.000000,0.859532,0.952359
190,0.531013,49.380000,1.368720,0.000000,0.000000,0.686160,0.000040,0.002120,0.686200,1,17154,1,53,1,17155,17208,25000,14468,15170,14468,702,2687,50,3,53,0.943396,25000.000000,0.843369,0.953724
191,0.492575,49.730000,1.366575,0.000000,0.000000,0.696360,0.000000,0.000000,0.696360,0,17409,0,0,0,17409,17409,25000,15045,15716,15045,671,2364,0,0,0,0.000000,25000.000000,0.864208,0.957305
192,0.585929,50.280000,1.357286,0.000000,0.000000,0.698840,0.000000,0.000000,0.698840,0,17471,0,0,0,17471,17471,25000,14257,14880,14257,623,3214,0,0,0,0.000000,25000.000000,0.816038,0.958132
193,0.431368,50.850000,1.344770,0.000000,0.000000,0.684760,0.000000,0.000000,0.684760,0,17119,0,0,0,17119,17119,25000,15142,15830,15142,688,1977,0,0,0,0.000000,25000.000000,0.884514,0.956538
194,0.561265,50.550000,1.340217,0.000000,0.000000,0.691400,0.000000,0.000000,0.691400,0,17285,0,0,0,17285,17285,25000,14638,15290,14638,652,2647,0,0,0,0.000000,25000.000000,0.846861,0.957358
195,0.479091,50.610000,1.350485,0.000000,0.000000,0.685360,0.000040,0.002720,0.685400,1,17134,1,68,1,17135,17203,25000,14743,15520,14743,777,2392,63,5,68,0.926471,25000.000000,0.860403,0.949936
196,0.414877,50.740000,1.326443,0.000000,0.000000,0.681440,0.000000,0.000000,0.681440,0,17036,0,0,0,17036,17036,25000,15052,15783,15052,731,1984,0,0,0,0.000000,25000.000000,0.883541,0.953684
197,0.418477,50.510000,1.350368,0.000000,0.000000,0.704040,0.000000,0.000000,0.704040,0,17601,0,0,0,17601,17601,25000,15700,16404,15700,704,1901,0,0,0,0.000000,25000.000000,0.891995,0.957084
198,0.430628,50.160000,1.356887,0.000000,0.000000,0.687480,0.000000,0.000000,0.687480,0,17187,0,0,0,17187,17187,25000,15107,15821,15107,714,2080,0,0,0,0.000000,25000.000000,0.878978,0.954870
199,0.454769,50.150000,1.358006,0.000000,0.000000,0.687800,0.000000,0.000000,0.687800,0,17195,0,0,0,17195,17195,25000,14879,15513,14879,634,2316,0,0,0,0.000000,25000.000000,0.865310,0.959131
200,0.487091,49.200000,1.375565,0.000000,0.000000,0.674480,0.000120,0.002560,0.674600,1,16862,3,64,3,16865,16929,25000,14627,15382,14627,755,2238,60,4,64,0.937500,25000.000000,0.867299,0.950917
201,0.354680,50.160000,1.344258,0.000000,0.000000,0.662360,0.000000,0.000000,0.662360,0,16559,0,0,0,16559,16559,25000,14978,15778,14978,800,1581,0,0,0,0.000000,25000.000000,0.904523,0.949296
202,0.408378,51.130000,1.340406,0.000000,0.000000,0.695560,0.000000,0.000000,0.695560,0,17389,0,0,0,17389,17389,25000,15518,16278,15518,760,1871,0,0,0,0.000000,25000.000000,0.892403,0.953311
203,0.509635,50.270000,1.338075,0.000000,0.000000,0.698840,0.000000,0.000000,0.698840,0,17471,0,0,0,17471,17471,25000,14807,15466,14807,659,2664,0,0,0,0.000000,25000.000000,0.847519,0.957390
204,0.426841,51.530000,1.327257,0.000000,0.000000,0.693560,0.000000,0.000000,0.693560,0,17339,0,0,0,17339,17339,25000,15269,15940,15269,671,2070,0,0,0,0.000000,25000.000000,0.880616,0.957905
205,0.565321,49.140000,1.376212,0.000000,0.000000,0.702760,0.000000,0.002560,0.702760,1,17569,0,64,0,17569,17633,25000,14517,15229,14517,712,3052,61,3,64,0.953125,25000.000000,0.826285,0.953247
206,0.521048,49.280000,1.380955,0.000000,0.000000,0.689160,0.000000,0.000000,0.689160,0,17229,0,0,0,17229,17229,25000,14476,15099,14476,623,2753,0,0,0,0.000000,25000.000000,0.840211,0.958739
207,0.447654,51.670000,1.335667,0.000000,0.000000,0.708080,0.000000,0.000000,0.708080,0,17702,0,0,0,17702,17702,25000,15554,16217,15554,663,2148,0,0,0,0.000000,25000.000000,0.878658,0.959117
208,0.493860,51.690000,1.339003,0.000000,0.000000,0.690920,0.000000,0.000000,0.690920,0,17273,0,0,0,17273,17273,25000,14752,15403,14752,651,2521,0,0,0,0.000000,25000.000000,0.854050,0.957736
209,0.482369,51.240000,1.362190,0.000000,0.000000,0.689200,0.000000,0.000000,0.689200,0,17230,0,0,0,17230,17230,25000,14892,15609,14892,717,2338,0,0,0,0.000000,25000.000000,0.864306,0.954065
210,0.360676,51.080000,1.342154,0.000000,0.000000,0.709160,0.000040,0.002200,0.709200,1,17729,1,55,1,17730,17785,25000,16031,16768,16031,737,1699,53,2,55,0.963636,25000.000000,0.904174,0.956047
211,0.440821,49.830000,1.372440,0.000000,0.000000,0.700800,0.000000,0.000000,0.700800,0,17520,0,0,0,17520,17520,25000,15242,15945,15242,703,2278,0,0,0,0.000000,25000.000000,0.869977,0.955911
212,0.464657,50.660000,1.340412,0.000000,0.000000,0.697960,0.000000,0.000000,0.697960,0,17449,0,0,0,17449,17449,25000,15114,15785,15114,671,2335,0,0,0,0.000000,25000.000000,0.866181,0.957491
213,0.453174,50.470000,1.340265,0.000000,0.000000,0.687000,0.000000,0.000000,0.687000,0,17175,0,0,0,17175,17175,25000,14856,15507,14856,651,2319,0,0,0,0.000000,25000.000000,0.864978,0.958019
214,0.409424,50.060000,1.353423,0.000000,0.000000,0.693920,0.000000,0.000000,0.693920,0,17348,0,0,0,17348,17348,25000,15351,16080,15351,729,1997,0,0,0,0.000000,25000.000000,0.884886,0.954664
215,0.588760,50.950000,1.332773,0.000000,0.000000,0.694600,0.000040,0.002880,0.694640,1,17365,1,72,1,17366,17438,25000,14105,14886,14105,781,3261,68,4,72,0.944444,25000.000000,0.812219,0.947535
216,0.560103,49.610000,1.345500,0.000000,0.000000,0.715840,0.000000,0.000000,0.715840,0,17896,0,0,0,17896,17896,25000,14937,15546,14937,609,2959,0,0,0,0.000000,25000.000000,0.834656,0.960826
217,0.456737,50.620000,1.339870,0.000000,0.000000,0.696160,0.000000,0.000000,0.696160,0,17404,0,0,0,17404,17404,25000,15041,15700,15041,659,2363,0,0,0,0.000000,25000.000000,0.864227,0.958025
218,0.475109,50.140000,1.355149,0.000000,0.000000,0.685920,0.000000,0.000000,0.685920,0,17148,0,0,0,17148,17148,25000,14745,15367,14745,622,2403,0,0,0,0.000000,25000.000000,0.859867,0.959524
219,0.517729,50.790000,1.339707,0.000000,0.000000,0.688920,0.000000,0.000000,0.688920,0,17223,0,0,0,17223,17223,25000,14552,15215,14552,663,2671,0,0,0,0.000000,25000.000000,0.844917,0.956425
220,0.525463,49.120000,1.380722,0.000000,0.000000,0.695640,0.000040,0.001880,0.695680,1,17391,1,47,1,17392,17439,25000,14538,15217,14538,679,2854,45,2,47,0.957447,25000.000000,0.835902,0.955379
221,0.414779,50.590000,1.335126,0.000000,0.000000,0.717240,0.000000,0.000000,0.717240,0,17931,0,0,0,17931,17931,25000,15942,16628,15942,686,1989,0,0,0,0.000000,25000.000000,0.889075,0.958744
222,0.440801,49.760000,1.360050,0.000000,0.000000,0.694760,0.000000,0.000000,0.694760,0,17369,0,0,0,17369,17369,25000,15258,15920,15258,662,2111,0,0,0,0.000000,25000.000000,0.878462,0.958417
223,0.390335,50.730000,1.359416,0.000000,0.000000,0.688280,0.000000,0.000000,0.688280,0,17207,0,0,0,17207,17207,25000,15426,16146,15426,720,1781,0,0,0,0.000000,25000.000000,0.896496,0.955407
224,0.361531,50.440000,1.361227,0.000000,0.000000,0.700040,0.000000,0.000000,0.700040,0,17501,0,0,0,17501,17501,25000,15797,16477,15797,680,1704,0,0,0,0.000000,25000.000000,0.902634,0.958730
225,0.479750,51.870000,1.323891,0.000000,0.000000,0.685760,0.000000,0.001600,0.685760,1,17144,0,40,0,17144,17184,25000,14679,15341,14679,662,2465,39,1,40,0.975000,25000.000000,0.856218,0.956848
226,0.450682,50.490000,1.351650,0.000000,0.000000,0.692800,0.000000,0.000000,0.692800,0,17320,0,0,0,17320,17320,25000,15035,15707,15035,672,2285,0,0,0,0.000000,25000.000000,0.868072,0.957217
227,0.462364,50.120000,1.359269,0.000000,0.000000,0.686000,0.000000,0.000000,0.686000,0,17150,0,0,0,17150,17150,25000,14592,15244,14592,652,2558,0,0,0,0.000000,25000.000000,0.850845,0.957229
228,0.464265,50.790000,1.350267,0.000000,0.000000,0.689720,0.000000,0.000000,0.689720,0,17243,0,0,0,17243,17243,25000,14752,15403,14752,651,2491,0,0,0,0.000000,25000.000000,0.855536,0.957736
229,0.457461,49.880000,1.367815,0.000000,0.000000,0.687000,0.000000,0.000000,0.687000,0,17175,0,0,0,17175,17175,25000,14689,15354,14689,665,2486,0,0,0,0.000000,25000.000000,0.855255,0.956689
230,0.426764,51.190000,1.327625,0.000000,0.000000,0.694160,0.000000,0.002360,0.694160,1,17354,0,59,0,17354,17413,25000,15333,16103,15333,770,2021,55,4,59,0.932203,25000.000000,0.883543,0.952183
231,0.451007,50.880000,1.337179,0.000000,0.000000,0.712200,0.000000,0.000000,0.712200,0,17805,0,0,0,17805,17805,25000,15461,16139,15461,678,2344,0,0,0,0.000000,25000.000000,0.868352,0.957990
232,0.514898,49.680000,1.361911,0.000000,0.000000,0.670800,0.000000,0.000000,0.670800,0,16770,0,0,0,16770,16770,25000,14013,14641,14013,628,2757,0,0,0,0.000000,25000.000000,0.835599,0.957107
233,0.463207,50.380000,1.356851,0.000000,0.000000,0.707960,0.000000,0.000000,0.707960,0,17699,0,0,0,17699,17699,25000,15106,15678,15106,572,2593,0,0,0,0.000000,25000.000000,0.853495,0.963516
234,0.463037,50.980000,1.359764,0.000000,0.000000,0.686680,0.000000,0.000000,0.686680,0,17167,0,0,0,17167,17167,25000,14737,15339,14737,602,2430,0,0,0,0.000000,25000.000000,0.858449,0.960754
235,0.540851,49.760000,1.356511,0.000000,0.000000,0.700480,0.000000,0.002520,0.700480,1,17512,0,63,0,17512,17575,25000,14431,15077,14431,646,3081,59,4,63,0.936508,25000.000000,0.824063,0.957153
236,0.424821,49.500000,1.364458,0.000000,0.000000,0.710000,0.000000,0.000000,0.710000,0,17750,0,0,0,17750,17750,25000,15441,16070,15441,629,2309,0,0,0,0.000000,25000.000000,0.869915,0.960859
237,0.377954,49.010000,1.382614,0.000000,0.000000,0.680120,0.000000,0.000000,0.680120,0,17003,0,0,0,17003,17003,25000,15166,15905,15166,739,1837,0,0,0,0.000000,25000.000000,0.891960,0.953537
238,0.524586,50.270000,1.348100,0.000000,0.000000,0.700880,0.000000,0.000000,0.700880,0,17522,0,0,0,17522,17522,25000,14675,15328,14675,653,2847,0,0,0,0.000000,25000.000000,0.837519,0.957398
239,0.389566,50.300000,1.360100,0.000000,0.000000,0.689360,0.000000,0.000000,0.689360,0,17234,0,0,0,17234,17234,25000,15514,16221,15514,707,1720,0,0,0,0.000000,25000.000000,0.900197,0.956415
240,0.416784,49.850000,1.357893,0.000000,0.000000,0.675360,0.000000,0.001840,0.675360,1,16884,0,46,0,16884,16930,25000,14652,15398,14652,746,2232,44,2,46,0.956522,25000.000000,0.867804,0.951552
241,0.419968,49.930000,1.360022,0.000000,0.000000,0.689000,0.000000,0.000000,0.689000,0,17225,0,0,0,17225,17225,25000,15002,15668,15002,666,2223,0,0,0,0.000000,25000.000000,0.870943,0.957493
242,0.556048,50.440000,1.350162,0.000000,0.000000,0.669320,0.000000,0.000000,0.669320,0,16733,0,0,0,16733,16733,25000,13689,14331,13689,642,3044,0,0,0,0.000000,25000.000000,0.818084,0.955202
243,0.428817,50.590000,1.368825,0.000000,0.000000,0.684280,0.000000,0.000000,0.684280,0,17107,0,0,0,17107,17107,25000,14823,15467,14823,644,2284,0,0,0,0.000000,25000.000000,0.866487,0.958363
244,0.446860,50.480000,1.351202,0.000000,0.000000,0.692200,0.000000,0.000000,0.692200,0,17305,0,0,0,17305,17305,25000,14951,15530,14951,579,2354,0,0,0,0.000000,25000.000000,0.863970,0.962717
